Response: 4
Response: 6
Response: 3
Response: 8
Response: 4
Response: 6
Response: 19
Response: 24
Response: 5, 9, 15
Response: 14 dan 16
Response: 2
Response: 3
Response: 3
Response: 3
Response: 28
Response: 40
Response: 12 + 14 = 26
Response: 4
Response: 2
Response: 9
Response: 2
Response: 10
Response: 133
Response: 51
Response: 20
Response: 62
Response: 7
Response: 14
Response: 17
Response: 16
Response: 20
Response: 7
Response: 2
Response: 1
Response: 4
Response: 2
Response: 1
Response: 7
Response: 5
Response: 4
Response: 8
Response: 4
Response: 10
Response: 9
Response: 78
Response: 11
Response: 3
Response: 9
Response: 4
Response: 1
Response: 2
Response: 3
Response: 3
Response: 30 jam
Response: 4
Response: 20 jam
Response: 210 jam
Response: 4
Response: 24
Response: 3
Response: 1,5
Response: 1.5
Response: 28 jam
Response: 14
Response: 19
Response: 6
Response: 5
Response: 28
Response: 26
Response: 50
Response: 2
Response: 6
Response: 9
Response: 7
Response: 20 (7+15+8)
Response: 2
Response: 7
Response: 3
Response: 24
Response: 6 (persik merah) + 5 (persik Kuning) = 11
Response: 3
Response: 490
Response: 11 x 10 = 110 persik merah + 18 x 9 = 162 persik hijau = 272 persik.
Response: 256
Response: 4
Response: 21
Response: 3
Response: 4
Response: 230 persik
Response: 2
Response: 3
Response: 12
Response: 3
Response: 30
Response: 12
Response: 6
Response: 19
Response: 3
Response: 11
Response: 12
Response: 9
Response: 9
Response: 3
Response: 14
Response: 6
Response: 5
Response: 4
Response: 9
Response: 50
Response: 7
Response: 6
Response: 9
Response: 10
Response: 10
Response: 5
Response: 10
Response: 10
Response: 10
Response: 9
Response: 7
Response: 8
Response: 8
Response: 37
Response: 43
Response: 33
Response: 41
Response: 180 halaman
Response: 48
Response: 20
Response: 40
Response: 2057 halaman
Response: 10
Response: 68
Response: 23
Response: 9
Response: 17
Response: 40
Response: 85
Response: 13
Response: 10
Response: 7
Response: 74
Response: 47
Response: 45
Response: 7
Response: 3
Response: 2
Response: 4
Response: 5
Response: 8
Response: 10
Response: 13
Response: 4 + 3 = 7
Response: 39
Response: 27
Response: 21
Response: 5
Response: 45
Response: 16
Response: 24
Response: 16
Response: 36
Response: 4
Response: 40
Response: 23
Response: 56
Response: 489
Response: 92
Response: 105
Response: 120
Response: 166
"Response: 

A) 324
B) 374
C) 128
D) 506"
Response: 43
Response: 53
Response: 194
Response: 127
Response: 179
Response: 76
Response: 133
Response: 841
Response: 107
Response: 103
Response: 510
Response: 307
Response: 142
Response: 930 (706 + 222 + 418)
Response: 946
Response: 227
Response: 732
Response: 910
Response: 36 x (308 + 318) = 2544
Response: 772
Response: 739 - 402 = 337
Response: 692
Response: 106
Response: 2
Response: 7
Response: 26
Response:  $ 104
Response:  $4
Response: 25
Response:  $ 7
Response:  $ 8
Response: 27
Response: 44 + 58 = 102
Response: 7
Response: 56
Response: 51 - 49 = 2
Response: 30
Response: 26
Response: 53 + 14 = 67
Response: 35
Response: 70
Response: 40
Response: 36
Response: 7
Response: 37
Response: 40
Response: 58
Response: 25
Response: 34
Response: 3
Response: 2
Response: 3
Response: 5
Response: 4
Response: 4
Response: 4
Response: 15 halaman
Response: 4
Response: 5
Response: 9
Response: 30
Response: 8 + 7 + 3 = 18 halaman
Response: 10 + 6 = 16
Response: 6
Response: 23
Response: 4
Response: 8
Response: 3
Response: 14email
Response: 10 + 8 = 18
Response: 5 dan 8.
Response: 3 + 4 = 7
Response: 3
Response: 3
Response: 5
Response: 3
Response: 12
Response: 13
Response: 5email
Response: 4
Response: 8
Response: 10
Response: 3
Response: 4
Response: 4
Response: 3 inci
Response: 40
Response: 28 inci
Response: 4
Response: 6 inci
Response: 50 inci
Response: 10 inci
Response: 10 inci
Response: 5 inci
Response: 20
Response: 25 inci
Response: 50 cm
Response: 7 inci
Response: 22 inci
Response: 10
Response: 29 inci
Response: 8
Response: 7
Response: 4
Response: 4
Response: 5
Response: 3
Response: 4 cangkir tepung
Response: 12
Response: 3
Response: 3
Response: 5
Response: 3
Response: 11 cangkir gula
Response: 3
