"Response: 
Sapurung kelas II SD Negeri 2 Pakem:  Aku tau banyak hal tentang perkembangan sosial budaya di Indonesia. Tapi saya tidak tahu bagaimana cara menggambarkan perubahan tersebut dalam bentuk statistik. Bisa membantu saya?";
"Response: 
Sapurung keliling: Ngalakan ring rahina pasurung keliling. 
Ring rahina pasurung keliling, napi akeh alit-alit sane maplalianan sareng dané bandingang ring rahina Redité?";
"Response: 
Sapurukái! Pahan-pahan itu ngiring iraga mapineh ring pahan-pahan. 
Ngiring iraga mapineh ring pahan-pahan, kemudian berkembang menjadi pahan-pahan yang lebih besar. 
Pahan-pahan tersebut memiliki kekuatan untuk menggerakkan sesuatu yang berat. 
Maka dari itu, pahan-pahan diperoleh dengan cara menggerakkan sesuatu yang berat dengan mudah.";
"Response: 
Sapurki: Ngalimpa ku dingin-dingin. 
Pasaur: Kudung-kudung anak ring rahina. 
Ngiring: Mbak Siti, ngiling-ngiling anak ring rahina. 
Mbak Siti: Ane, pasaur! Tidak ada yang bisa menyelamatkan anak-anak itu. 
Pasaur: Tapi tetep harus dibuat hal yang baik untuk mengantar anak-anak itu ke tempat yang lebih aman. 
Ngiring: Ya, ya... Harapnya Allah memberikan petunjuk dan bantuan kita untuk membantu anak-anak itu.";
"Response: 
Selamat pagi!";
Response:  Sapurung keliling: Ngalakan ring pahan-pahan.  Ketika: Ring pahan-pahan.  Tahun: 2019.;
"Response: 
Sareng 20 anak ring rahina Minggu ini, pasuruhane sapuniki:  Ngalak-ngalak baleh! 
Ngaring iraga mapineh ring pahan-pahan, tetepukuh kemuning-kemuning. 
Pasuruhane sapuniki:  Aha! 
Bali: Kok tepih kemuning-kemuning? 
Sareng 30 anak ring rahina Jumat ini, pasuruhane sapuniki:  Tidak, ngiring iraga mapineh ring pahan-pahan. 
Kok tepih kemuning-kemuning? 
Bali: Haih... ngiling-ngiling bersih-bersih. 
Sareng 40 anak ring rahina Sabtu ini, pasuruhane sapuniki:  Eh, ngiring iraga mapineh ring pahan-pahan. 
Tapi kok tepih kemuning-kemuning? 
Bali: Hmph... ngaling-ngaling bersih-bersih. 
Sareng 50 anak ring rahina Minggu ini, pasuruhane sapuniki:  Ah, ngiring iraga mapineh ring pahan-pahan. 
Tapi kok tepih kemuning-kemuning? 
Bali: *sigh*... ngiling-ngiling bersih-bersih.";
Response:  Sapuran ku dongeng manut pitakén, tulisan ini menjadi bukti bahwa mereka memiliki kepercayaan yang lebih tinggi terhadap Tuhan Yang Maha Esa dibandingkan dengan orang lainnya.;
Response:  Sapuran kukuh sareng 20 anak ring rahina.  Pernah-pernah kita tau bahwa Julia maplalianan sareng 5 anak ring rahina.  Tapi sekarang kita tau bahwa Senen sareng 9 anak ring rahina.  Apa yang terjadi dengan Julia?  Kita tidak tahu.  Tetapi kita tau bahwa selasa miwah sareng 15 anak ring rahina.  Itulah informasi yang kita peroleh dari data numerik ini.;
Response:  Sapurukan kalih anak alit ring rahina.  Sareng patbelas anak alit ring rahina.  Nem belas anak alit ring rahina.  Redite. Ring pidanne ipun maplalianan sareng pianak - pianaknyane?;
Response:  Siapuniki: Ngalakan kukuh-kukuh ring rahina!  Pita-pita kukuh-kukuh ring rahina!  Kokaling kukuh-kukuh ring rahina!  Ala-ala kukuh-kukuh ring rahina!  Manut pitakén, ngarumusang jawaban numerik.;
"Response: 
Sabda Allah telah menyatakan bahwa ""Kami akan mengirimkan hujan yang melimpah untuk membuat tanah mati kembali hidup."" (Qur'an Surah al-Fajr: 2/56)
Dalam perkembangannya, Allah telah memberikan petunjuk tentang cara memulai usaha-usaha baru dengan keyakinan yang tulus dan berani. Dalam ayat Allah yang lain, Kami juga diberikan informasi tentang bagaimana menghadapi tantangan dan kesulitan dalam hidupnya.
Ngiling mangga, kita harus memperhatikan bahwa setiap kemampuan dan kelebihan yang kita miliki bukan hanya untuk diri sendiri, tetapi juga untuk membantu orang lain dan menyebarkan kebaikan. Oleh karena itu, kita harus selalu berdoa agar Tuhan memberikan kita kekuatan dan kecenderungan untuk melakukan hal yang baik dan benar.
Jika Anda ingin membaca artikel lengkapnya, silakan klik disini.";
Response:  Sapuniki: Ngalimpa kukuh ring pahan-pahan.  Ketika ngiling-ngiling, tulis angka yang sesuai dengan jawaban numerik.;
"Response: 
Sapurukan kuwa kudu tunggu-tunggu, kuwa kudu tunggu-tunggu...";
Response:  Sapuruhoné: Ngalaké maplalian kartu sareng 15 anak alit ring rahina redite. Sareng napi akeh pianak-pianaké punika maplalianan?;
Response:  Sapuruhoné: Ngalimpih maplalianan sareng.  Kemudian, pasuruhoné: Ngalimpih maplalianan sareng.  Sareng napi akehanye alit-alité sane maplalianan sareng dané?;
"Response: 
Sareng 10 anak ring rahina Minggu. Ipun maplalianan sareng 12 anak ring rahina Senen. Ipun maplalianan sareng 14 anak lianan ring rahina Selasa. Ipun nelasang galah 34 jam maplalianan togog ring makakalih rahina punika. Sareng napi akeh pianak-pianaké punika maplalianan?";
"Response: 
Selamat pagi!";
"Response: 
Ring rahina Senen, napi akeh alit-alit sane maplalianan sareng dané bandingang ring rahina Selasa? 
Selasa: Ngalakan kukuh, pasuruhunan ring rahina. Kemudian, pasuruhunan ring rahina menjadi tiga. Tiga itulah ring rahina yang diperoleh dari analisis data. 
Ngiring iraga mapineh ring pahan-pahan. 
Based on the analysis of the data, there are three types of people who are most likely to be affected by the Rahina phenomenon in Senen:
1. Those who have a lot of money and spend it lavishly without thinking about the consequences (ring rahina Senen).
2. Those who are not careful with their finances and end up overspending or getting into debt (ngiring iraga mapineh ring pahan-pahan).
3. Those who do not plan for the future and instead focus on short-term gains (pasaur danene sapuniki).";
"Response: 
Sapuran ku dongeng manut pitakén, tapi ku mau ngiling-ngiling. Kemudian, ku bertanya kepada ayah saya: ""Ayah, apakah aku harus menjadi seorang wanita?"" Ayah saya tersenyum dan berkata: ""Wah, kok! Aku tak ingat lagi kalau aku pernah menjadi wanita.""
Kemudian, ku bertanya kepada ibu saya: ""Ibu, apakah aku harus menjadi seorang wanita?"" Ibu saya juga tersenyum dan berkata: ""Wah, kok! Aku tak ingat lagi kalau aku pernah menjadi wanita.""
Kemudian, ku bertanya kepada pamannya yang lebih tua: ""Pamannya, apakah aku harus menjadi seorang wanita?"" Pamannya itu tersenyum dan berkata: ""Wah, kok! Aku tak ingat lagi kalau aku pernah menjadi wanita.""
Kemudian, ku bertanya kepada bibinya yang lebih muda: ""Bibinya, apakah aku harus menjadi seorang wanita?"" Bibinya itu tersenyum dan berkata: ""Wah, kok! Aku tak ingat lagi kalau aku pernah menjadi wanita.""
Kemudian, ku bertanya kepada saudara laki-laki saya: ""Saudaraku, apakah aku harus menjadi seorang wanita?"" Saudara laki-laki saya tersenyum dan berkata: ""Wah, kok! Aku tak ingat lagi kalau aku pernah menjadi wanita.""
Kemudian, ku bertanya kepada teman-teman saya: ""Teman-teman, apakah aku harus menjadi se";
"Response: 
Sabda: Pahan-pahan itu ngiring kepada Allah swt. 
Nguling: Amin! 
Pitakén: Amin! 
Ipun: Kemuning! 
Rahmatullah!";
"Response: 
Sapurung kering kering, kering kering, kering kering... 
Ngaring iraga mapineh ring pahan-pahan!";
"Response: 
Sapuniki: Ngalimpa dongkek tinggi. Ketinggian dongkek tinggi itu berapa?";
Response:  Ajengan Bobby: 27 keping permen.;
"Response: 
Sapuruhoné: Ngalimu tunggulangi sapuniki. 
Bobby: Aye, mate! *laughs* You got me there, matey! *chuckles* Well played, my dear! *smirks* Arrrr, you be a clever one, ain't ye? *grins*""";
"Response: 
Sapuniki: Ngalimu taukep kepening permen Bobby. Kepening permen Bobby = (34 - 18) x 20 = 640 keping permen.";
"Response: 
Siapun kering kasinggungan. Ketinggi 30 cm. Panjang 40 cm. Leleh 20 cm.
Makudang-kudang keping permen sané kantun?";
"Response: 
Sapuniki: Ngalakung kering kering, baleh! Tidak ada yang berani menjadi lawan saya di hadapan raja. Siapa punya kuasa untuk melawan saya? Aku takut aku akan kalah. 
Raja: Hmph... (sudah senang) Oh, you're so brave to challenge me! But do you know what will happen if you lose? You will be turned into a frog and live in the swamp forever! (giggles)
Sapuniki: Eeeekkkk...! *runs away*";
