question;answer;answer_ab
"- Kolikko on pää ylöspäin. Whitney heittää kolikon. Erika ei heittänyt kolikkoa. TJ ei heitä kolikkoa. Benito heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Lucky ei heitä kolikkoa. Mireya heittää kolikon. JJ heittää kolikon. KC heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Caleb heittää kolikon. Chase heittää kolikon. Eleazar heittää kolikon. Chanel ei heitä kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Silvia heittää kolikon. Carolina ei heitä kolikkoa. Stan heittää kolikon. Chuck heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Breanna heittää kolikon. Trey ei heittänyt kolikkoa. Omar heittää kolikon. Patrice ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Lilian heittää kolikon. Ian heittää kolikon. Bryce heittää kolikon. Aracely ei heitä kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Walter ei heittänyt kolikkoa. Mikayla ei heittänyt kolikkoa. Larry ei heittänyt kolikkoa. Ryan ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Angelina heittää kolikon. Layla heittää kolikon. Jenny heittää kolikon. Zane ei heitä kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Lizzy heittää kolikon. Juany ei heittänyt kolikkoa. Aisha heittää kolikon. Brenda ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Elise heittää kolikon. Lupe heittää kolikon. Renee ei heittänyt kolikkoa. Noemi ei heitä kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Jesse heittää kolikon. Roderick heittää kolikon. Travis ei heittänyt kolikkoa. Rita ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Cinthia ei heittänyt kolikkoa. Lloyd ei heittänyt kolikkoa. Jacqueline heittää kolikon. JC heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Sterling heittää kolikon. Jenifer heittää kolikon. Patsy heittää kolikon. Denise heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Beatriz heittää kolikon. Gillian ei heitä kolikkoa. Coco ei heitä kolikkoa. Vivian ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Prinssi heittää kolikon. Rene heittää kolikon. Vishal heittää kolikon. Patrick ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Jae ei heittänyt kolikkoa. Dennis ei heittänyt kolikkoa. Cris heittää kolikon. Bernadette heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Hank ei heittänyt kolikkoa. Janine ei heitä kolikkoa. Frankie heittää kolikon. Isa heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Max ei heittänyt kolikkoa. Mikey ei heitä kolikkoa. Cynthia ei heittänyt kolikkoa. Holly heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Christy heittää kolikon. Rey ei heittänyt kolikkoa. Michelle heittää kolikon. Dolly ei heitä kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Annie ei heittänyt kolikkoa. Toño heittää kolikon. Sharon heittää kolikon. Delores heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Jessy ei heittänyt kolikkoa. Libby ei heittänyt kolikkoa. Danielle heittää kolikon. Punainen heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Jorge ei heitä kolikkoa. Natalia ei heittänyt kolikkoa. Bryant heittää kolikon. Kiran heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Yan ei heittänyt kolikkoa. Eunice ei heitä kolikkoa. Joseph heittää kolikon. Hugh ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Melody ei heitä kolikkoa. Ramiro ei heittänyt kolikkoa. Humberto ei heittänyt kolikkoa. Jacob ei heitä kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Domingo ei heitä kolikkoa. Briana heittää kolikon. Michael heittää kolikon. Joan ei heitä kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Kristopher ei heittänyt kolikkoa. Deb heittää kolikon. Jake heittää kolikon. Tammy heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Morgan heittää kolikon. Perla ei heitä kolikkoa. Joao ei heittänyt kolikkoa. Marta ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Penny heittää kolikon. Harry ei heittänyt kolikkoa. Jessica ei heittänyt kolikkoa. Horacio heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Billie ei heitä kolikkoa. Paloma ei heitä kolikkoa. Tanner ei heittänyt kolikkoa. Raul ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Rena ei heittänyt kolikkoa. Devon ei heittänyt kolikkoa. Rosalinda ei heitä kolikkoa. Paulina ei heittänyt kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Axel heittää kolikon. Osvaldo heittää kolikon. Mildred ei heitä kolikkoa. Sylvia heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Emiliano heittää kolikon. Jasmin heittää kolikon. Wade heittää kolikon. Vilma ei heitä kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Lino ei heittänyt kolikkoa. Mariel ei heittänyt kolikkoa. Aditya ei heittänyt kolikkoa. Elisabeth heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Jacky heittää kolikon. Socorro heittää kolikon. Mark heittää kolikon. Wanda ei heitä kolikkoa. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Mauricio heittää kolikon. Lee ei heitä kolikkoa. Madi ei heitä kolikkoa. Lizzie heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";- Kyllä. ;A
"- Kolikko on pää ylöspäin. Ruben heittää kolikon. Bernardo heittää kolikon. Ariel ei heittänyt kolikkoa. Shelley heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
"- Kolikko on pää ylöspäin. Phillip ei heittänyt kolikkoa. Ajay heittää kolikon. Janie heittää kolikon. Augusto heittää kolikon. Onko kolikko yhä ylöspäin? Huomaa, että ""kierrätys"" merkitsee tässä ""käännettä"". ";ei ole ;B
