question;answer;answer_ab
"Une pièce est tête haute. Whitney lance la pièce. Erika ne lance pas la pièce. TJ ne lance pas la pièce. Benito lance la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";Je suis ;A
"Une pièce est tête haute. Lucky ne lance pas la pièce. Mireya jette la pièce. JJ jette la pièce. KC lance la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";pas ;B
"Une pièce est tête haute. Caleb lance la pièce. Chase lance la pièce. Eleazar lance la pièce. Chanel ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";pas ;B
"Une pièce est tête haute. Silvia jette la pièce. Carolina ne lance pas la pièce. Stan lance la pièce. Chuck lance la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";pas ;B
"Une pièce est tête haute. Breanna lance la pièce. Trey ne lance pas la pièce. Omar lance la pièce. Patrice ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";Je suis ;A
"Une pièce est tête haute. Lilian jette la pièce. Ian lance la pièce. Bryce lance la pièce. Aracely ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";pas ;B
"Une pièce est tête haute. Walter ne lance pas la pièce. Mikayla ne lance pas la pièce. Larry ne lance pas la pièce. Ryan ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";Je suis ;A
"Une pièce est tête haute. Angelina lance la pièce. Layla lance la pièce. Jenny lance la pièce. Zane ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";pas ;B
"Une pièce est tête haute. Lizzy lance la pièce. Juany ne lance pas la pièce. Aisha jette la pièce. Brenda ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";Je suis ;A
"Une pièce est tête haute. Elise lance la pièce. Lupe lance la pièce. Renee ne lance pas la pièce. Noemi ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";Je suis ;A
"Une pièce est tête haute. Jesse lance la pièce. Roderick lance la pièce. Travis ne lance pas la pièce. Rita ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";Je suis ;A
"Une pièce est tête haute. Cinthia ne lance pas la pièce. Lloyd ne lance pas la pièce. Jacqueline lance la pièce. JC lance la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";Je suis ;A
"Une pièce est tête haute. Sterling lance la pièce. Jenifer lance la pièce. Patsy lance la pièce. Denise lance la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";Je suis ;A
"Une pièce est tête haute. Beatriz lance la pièce. Gillian ne lance pas la pièce. Coco ne lance pas la pièce. Vivian ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";pas ;B
"Une pièce est tête haute. Prince lance la pièce. René lance la pièce. Vishal lance la pièce. Patrick ne lance pas la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";pas ;B
"Une pièce est tête haute. Jae ne lance pas la pièce. Dennis ne lance pas la pièce. Cris lance la pièce. Bernadette lance la pièce. La pièce est toujours en tête? Notez que "" retourner "" signifie "" retourner "". ";Je suis ;A
