question;answer;answer_ab
"Монета е глава нагоре. Уитни хвърля монетата. Ерика не хвърля монетата. Ти Джей не хвърля монетата. Бенито хвърля монетата. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Да, да ;A
"Монета е глава нагоре. Лъки не хвърля монета. Мирея хвърля монетата. Джей Джей хвърля монетата. К.К. хвърля монетата. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Не, не ;B
"Монета е глава нагоре. Кейлъб хвърля монетата. Чейс хвърля монетата. Елиазар хвърля монетата. Шанел не хвърля монета. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Не, не ;B
"Монета е глава нагоре. Силвия хвърля монетата. Каролина не хвърля монета. Стан хвърля монетата. Чък хвърля монетата. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Не, не ;B
"Монета е глава нагоре. Бриана хвърля монетата. Трей не хвърля монетата. Омар хвърля монетата. Патрис не хвърля монетата. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Да, да ;A
"Монета е глава нагоре. Лилиан хвърля монетата. Иън хвърля монетата. Брайс хвърля монетата. Арасели не хвърля монета. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Не, не ;B
"Монета е глава нагоре. Уолтър не хвърля монета. Микайла не хвърля монетата. Лари не хвърля монета. Райън не хвърля монета. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Да, да ;A
"Монета е глава нагоре. Анджелина хвърля монетата. Лейла хвърля монетата. Джени хвърля монетата. Зейн не хвърля монетата. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Не, не ;B
"Монета е глава нагоре. Лиззи хвърля монетата. Хуани не хвърля монетата. Аиша хвърля монетата. Бренда не хвърля монета. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Да, да ;A
"Монета е глава нагоре. Елиз хвърля монетата. Лупе хвърля монетата. Рене не хвърля монетата. Ноеми не хвърля монетата. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Да, да ;A
"Монета е глава нагоре. Джеси хвърля монетата. Родерик хвърля монетата. Травис не хвърля монета. Рита не хвърля монетата. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Да, да ;A
"Монета е глава нагоре. Синтия не хвърля монетата. Ллойд не хвърля монетата. Жаклин хвърля монетата. Джей Си хвърля монетата. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Да, да ;A
"Монета е глава нагоре. Стерлинг хвърля монетата. Дженифър хвърля монетата. Пътси хвърля монетата. Денис хвърля монетата. Монетата все още ли е нагоре? Забележете, че ""обърнете"" тук означава ""обратно"". ";Да, да ;A
