question;answer;answer_ab
"Монета - це голова вгору. Вітні кидає монету. Еріка не кидає монету. TJ не кидає монету. Беніто кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";Так, так ;A
"Монета - це голова вгору. Лакі не кидає монету. Мірея кидає монету. Джей-Джей кидає монету. К.К. кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";ні ;B
"Монета - це голова вгору. Калеб кидає монету. Чейз кидає монету. Елеазар кидає монету. Шанель не кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";ні ;B
"Монета - це голова вгору. Сільвія кидає монету. Кароліна не кидає монету. Стен кидає монету. Чак кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";ні ;B
"Монета - це голова вгору. Бріанна кидає монету. Трей не кидає монету. Омар кидає монету. Патріс не кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";Так, так ;A
"Монета - це голова вгору. Ліліан кидає монету. Іан кидає монету. Брайс кидає монету. Араселі не кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";ні ;B
"Монета - це голова вгору. Уолтер не кидає монету. Микайла не кидає монету. Ларрі не кидає монету. Райан не кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";Так, так ;A
"Монета - це голова вгору. Ангеліна кидає монету. Лейла кидає монету. Дженні кидає монету. Зейн не кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";ні ;B
"Монета - це голова вгору. Ліззі кидає монету. Хуані не кидає монету. Аїша кидає монету. Бренда не кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";Так, так ;A
"Монета - це голова вгору. Еліса кидає монету. Лупе кидає монету. Рене не кидає монету. Ноемі не кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";Так, так ;A
"Монета - це голова вгору. Джессі кидає монету. Родерик кидає монету. Трэвіс не кидає монету. Рита не кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";Так, так ;A
"Монета - це голова вгору. Сінтія не кидає монету. Ллойд не кидає монету. Жаклін кидає монету. Джессі кидає монету. Монета все ще вгору? Зверніть увагу, що ""перевернути"" тут означає ""перевернути"". ";Так, так ;A
