question;answer;answer_ab
"नाणे हेड अप आहे. व्हिटनी नाणे फेकते. एरिका नाणे फेकणार नाही. टीजे नाणे फेकत नाही. बेनिटो नाणे फेकतो. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";होय होय ;A
"नाणे हेड अप आहे. लकी नाणे फेकत नाही. मीरेया नाणे फेकते. जे. जे. नाणे फेकतो. केसी नाणे फेकतो. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";नाही ;B
"नाणे हेड अप आहे. कॅलेब नाणे फेकतो. चेस नाणे फेकतो. एलीआजर नाणे फेकतो. चॅनेल नाणे फेकत नाही. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";नाही ;B
"नाणे हेड अप आहे. सिल्विया नाणे फेकते. कॅरोलिना नाणे फेकत नाही. स्टेन नाणे फेकतो. चक नाणे फेकतो. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";नाही ;B
"नाणे हेड अप आहे. ब्रेना नाणे फेकते. ट्रे नाणे फेकतो नाही. ओमर नाणे फेकतो. पॅट्रिस नाणे फेकत नाही. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";होय होय ;A
"नाणे हेड अप आहे. लिलियन नाणे फेकते. इयान नाणे फेकतो. ब्रायसने नाणे फेकले. अरासेली नाणे फेकत नाही. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";नाही ;B
"नाणे हेड अप आहे. वॉल्टर नाणे फेकत नाही. मिकायला नाणे फेकून देत नाही. लॅरी नाणे फेकत नाही. रायन नाणे फेकतो नाही. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";होय होय ;A
"नाणे हेड अप आहे. अँजेलिना नाणे फेकते. लेयलने नाणे फेकले. जेनी नाणे फेकते. झेन नाणे फेकत नाही. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";नाही ;B
"नाणे हेड अप आहे. लिझी नाणे फेकते. जुनी नाणे फेकत नाही. आयशा नाणे फेकते. ब्रेंडा नाणे फेकत नाही. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";होय होय ;A
"नाणे हेड अप आहे. एलिस नाणे फेकते. लुपे नाणे फेकते. रेने नाणे फेकत नाही. नोमि नाणे फेकत नाही. नाणे अजूनही वरच्या बाजूला आहे का? ""फ्लॅप"" चा अर्थ ""उलट"" आहे. ";होय होय ;A
