question;answer;answer_ab
"En mønt er heads up. Whitney kaster mønten. Erika kaster ikke mønten. TJ kaster ikke mønten. Benito kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Lucky kaster ikke mønten. Mireya kaster mønten. JJ kaster mønten. KC kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Caleb kaster mønten. Chase kaster mønten. Eleazar kaster mønten. Chanel kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Silvia kaster mønten. Carolina kaster ikke mønten. Stan kaster mønten. Chuck kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Breanna kaster mønten. Trey kaster ikke mønten. Omar kaster mønten. Patrice kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Lilian kaster mønten. Ian kaster mønten. Bryce kaster mønten. Aracely kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Walter kaster ikke mønten. Mikayla kaster ikke mønten. Larry kaster ikke mønten. Ryan kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Angelina kaster mønten. Layla kaster mønten. Jenny kaster mønten. Zane kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Lizzy kaster mønten. Juany kaster ikke mønten. Aisha kaster mønten. Brenda kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Elise kaster mønten. Lupe kaster mønten. Renee kaster ikke mønten. Noemi kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Jesse kaster mønten. Roderick kaster mønten. Travis kaster ikke mønten. Rita kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Cinthia kaster ikke mønten. Lloyd kaster ikke mønten. Jacqueline kaster mønten. JC kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Sterling kaster mønten. Jenifer kaster mønten. Patsy kaster mønten. Denise kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Beatriz kaster mønten. Gillian kaster ikke mønten. Coco kaster ikke mønten. Vivian kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Prince kaster mønten. Rene kaster mønten. Vishal kaster mønten. Patrick kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Jae kaster ikke mønten. Dennis kaster ikke mønten. Cris kaster mønten. Bernadette kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Hank kaster ikke mønten. Janine kaster ikke mønten. Frankie kaster mønten. Isa kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Max kaster ikke mønten. Mikey kaster ikke mønten. Cynthia kaster ikke mønten. Holly kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Christy kaster mønten. Rey kaster ikke mønten. Michelle kaster mønten. Dolly kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Annie kaster ikke mønten. Toño kaster mønten. Sharon kaster mønten. Delores kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Jessy kaster ikke mønten. Libby kaster ikke mønten. Danielle kaster mønten. Rød kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Jorge kaster ikke mønten. Natalia kaster ikke mønten. Bryant kaster mønten. Kiran kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Yan kaster ikke mønten. Eunice kaster ikke mønten. Joseph kaster mønten. Hugh kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
"En mønt er heads up. Melody kaster ikke mønten. Ramiro kaster ikke mønten. Humberto kaster ikke mønten. Jacob kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Domingo kaster ikke mønten. Briana kaster mønten. Michael kaster mønten. Joan kaster ikke mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";Ja, det er ;A
"En mønt er heads up. Kristopher kaster ikke mønten. Deb kaster mønten. Jake kaster mønten. Tammy kaster mønten. Er mønten stadig heads up? Bemærk at ""væk"" her betyder ""tilbage"". ";ikke ;B
