question;answer;answer_ab
"コインは頭上だ ウィトニーがコインを投げます エリカはコインを投げない TJはコインを投げない ベニトはコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ ラッキーがコインを投げない ミレイヤはコインを投げます ジェイがコインを投げます KCはコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";できない ;B
"コインは頭上だ カレブがコインを投げます チェイスはコインを投げます エレアザールはコインを投げます シャネルはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";できない ;B
"コインは頭上だ シルビアはコインを投げます カロライナはコインを投げない スタンがコインを投げます チャックはコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";できない ;B
"コインは頭上だ ブリーナがコインを投げます トレイはコインを投げない オマールはコインを投げます パトリスはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ リリーンはコインを投げます イアンがコインを投げます ブライスはコインを投げます アラセリーはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";できない ;B
"コインは頭上だ ウォルターはコインを投げない ミカイラはコインを投げない. ラリーはコインを投げない ライアンはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ アンジェリーナはコインを投げます レイラはコインを投げます. ジェニーはコインを投げます ゼインはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";できない ;B
"コインは頭上だ リージはコインを投げます ジュアニはコインを投げない アイシャはコインを投げます ブレンダはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ エリゼはコインを投げます ルペはコインを投げます ローンはコインを投げない ノエミはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ ジェシーはコインを投げます ロデリックはコインを投げます. トラヴィスはコインを投げない リタはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ シンシアはコインを投げない ローイドはコインを投げない ジャクリーンがコインを投げます. ジェイシーがコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ スターリングがコインを投げます ジェニファーがコインを投げます パティはコインを投げます. デニスはコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ ベアトリスはコインを投げます. ジリアンはコインを投げません ココはコインを投げない ヴィヴィアンはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";できない ;B
"コインは頭上だ プリンスはコインを投げます ローネはコインを投げます ヴィシャルはコインを投げます パトリックはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";できない ;B
"コインは頭上だ チェはコインを投げない デニスにはコインを投げない クリスがコインを投げます バーナデットはコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ ハンクはコインを投げない ジャニンはコインを投げない フランキーはコインを投げます イサはコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ マックスはコインを投げない マイクはコインを投げない シンシアはコインを投げない ホリーはコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";できない ;B
"コインは頭上だ クリスティはコインを投げます レイはコインを投げない ミシェルはコインを投げます ドリーはコインを投げない コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ アニーはコインを投げない トニョはコインを投げます シャロンはコインを投げます デロレスはコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";できない ;B
"コインは頭上だ ジェシーはコインを投げない リビーはコインを投げない ダニエルがコインを投げます 赤がコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
"コインは頭上だ ジョルジュはコインを投げない ナタリアはコインを投げない ブライアントがコインを投げます キランはコインを投げます コインはまだ上向きですか? ""flip""は""逆転""という意味です ";そうだ ;A
