question;answer;answer_ab
"Uma moeda é cabeça para cima. Whitney lança a moeda. A Erika não joga a moeda. TJ não joga a moeda. Benito lança a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. O Lucky não joga a moeda. Mireya joga a moeda. JJ joga a moeda. KC lança a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Não, não. ;B
"Uma moeda é cabeça para cima. Caleb lança a moeda. O Chase lança a moeda. Eleazar lança a moeda. A Chanel não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Não, não. ;B
"Uma moeda é cabeça para cima. Silvia lança a moeda. A Carolina não joga a moeda. O Stan lança a moeda. O Chuck joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Não, não. ;B
"Uma moeda é cabeça para cima. Breanna joga a moeda. O Trey não joga a moeda. Omar lança a moeda. A Patrice não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. A Lilian lança a moeda. O Ian lança a moeda. O Bryce lança a moeda. Aracely não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Não, não. ;B
"Uma moeda é cabeça para cima. O Walter não joga a moeda. Mikayla não joga a moeda. O Larry não joga a moeda. O Ryan não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. Angelina joga a moeda. Layla joga a moeda. A Jenny lança a moeda. O Zane não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Não, não. ;B
"Uma moeda é cabeça para cima. A Lizzy lança a moeda. Juany não joga a moeda. Aisha joga a moeda. A Brenda não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. Elise lança a moeda. Lupe lança a moeda. A Renee não joga a moeda. A Noemi não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. O Jesse lança a moeda. Roderick lança a moeda. O Travis não joga a moeda. A Rita não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. A Cinthia não joga a moeda. O Lloyd não joga a moeda. Jacqueline lança a moeda. JC joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. Sterling lança a moeda. A Jenifer lança a moeda. Patsy lança a moeda. A Denise lança a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. Beatriz lança a moeda. A Gillian não joga a moeda. Coco não joga a moeda. A Vivian não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Não, não. ;B
"Uma moeda é cabeça para cima. O Príncipe lança a moeda. O Rene lança a moeda. Vishal lança a moeda. O Patrick não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Não, não. ;B
"Uma moeda é cabeça para cima. O Jae não joga a moeda. O Dennis não joga a moeda. O Cris lança a moeda. Bernadette lança a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. O Hank não joga a moeda. A Janine não joga a moeda. O Frankie lança a moeda. Isa lança a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. O Max não joga a moeda. O Mikey não joga a moeda. A Cynthia não joga a moeda. A Holly lança a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Não, não. ;B
"Uma moeda é cabeça para cima. Christy joga a moeda. O Rey não joga a moeda. A Michelle lança a moeda. A Dolly não joga a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Sim, sim ;A
"Uma moeda é cabeça para cima. A Annie não joga a moeda. Toño lança a moeda. A Sharon joga a moeda. A Delores lança a moeda. A moeda ainda está de cabeça para cima? Note que ""flip"" aqui significa ""reverso"". ";Não, não. ;B
