question;answer;answer_ab
"Egy érme a fejjel. Whitney megdobja a pénzt. Erika nem dobja meg a érmét. TJ nem dobja meg a érmét. Benito dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Lucky nem dobja meg a érmét. Mireya dobja az érmét. JJ dobja az érmét. KC dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Caleb dobja az érmét. Chase dobja az érmét. Eleazar dobja az érmét. Chanel nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Silvia megdobja a érmét. Carolina nem dobja meg a érmét. Stan dobja az érmét. Chuck dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Breanna dobja az érmét. Trey nem dobja meg a érmét. Omar megdobja a pénzt. Patrice nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Lilian megdobja a pénzt. Ian dobja az érmét. Bryce dobja az érmét. Aracely nem dobja meg a pénzt. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Walter nem dobja meg a érmét. Mikayla nem dobja meg a érmét. Larry nem dobja meg a érmét. Ryan nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Angelina megdobja a érmét. Layla megdobja a érmét. Jenny dobja az érmét. Zane nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Lizzy dobja az érmét. Juany nem dobja meg a pénzt. Aisha dobja az érmét. Brenda nem dobja meg a pénzt. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Elise dobja az érmét. Lupe megdobja a érmét. Renee nem dobja meg a érmét. Noemi nem dobja meg a pénzt. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Jesse dobja az érmét. Roderick dobja az érmét. Travis nem dobja meg a érmét. Rita nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Cinthia nem dobja meg a érmét. Lloyd nem dobja meg a pénzt. Jacqueline dobja az érmét. JC dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Sterling dobja az érmét. Jenifer megdobja a pénzt. Patsy dobja az érmét. Denise dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Beatriz dobja az érmét. Gillian nem dobja meg a érmét. Coco nem dobja meg a pénzt. Vivian nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Prince dobja az érmét. Rene dobja az érmét. Vishal dobja az érmét. Patrick nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Jae nem dobja meg a pénzt. Dennis nem dobja meg a érmét. Cris dobja az érmét. Bernadette megdobja a pénzt. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Hank nem dobja meg a érmét. Janine nem dobja meg a érmét. Frankie dobja az érmét. Isa dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Max nem dobja meg a érmét. Mikey nem dobja meg a érmét. Cynthia nem dobja meg a érmét. Holly dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Christy dobja az érmét. Rey nem dobja meg a érmét. Michelle dobja az érmét. Dolly nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Annie nem dobja meg a érmét. Toño megdobja a pénzt. Sharon dobja az érmét. Delores dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Jessy nem dobja meg a érmét. Libby nem dobja meg a érmét. Danielle dobja az érmét. A vörös dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Jorge nem dobja meg a pénzt. Natalia nem dobja meg a érmét. Bryant dobja az érmét. Kiran dobja az érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
"Egy érme a fejjel. Yan nem dobja meg a pénzt. Eunice nem dobja meg a pénzt. Joseph dobja az érmét. Hugh nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Nem, nem ;B
"Egy érme a fejjel. Melody nem dobja meg a pénzt. Ramiro nem dobja meg a érmét. Humberto nem dobja meg a érmét. Jacob nem dobja meg a érmét. Még mindig felfelé van a pénz? Figyeljük meg, hogy a ""fordítás"" itt ""fordítottat"" jelent. ";Igen, igen ;A
