question;answer;answer_ab
"Mince je hlavou vzhůru. Whitney hodí mincí. Erika nehraje s mincí. TJ neháže mincí. Benito hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Lucky neháže mincí. Mireya hodí mincí. JJ hodí mincí. KC hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Caleb hodí mincí. Chase hodí mincí. Eleazar hodí mincí. Chanel neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Silvia hodí mincí. Carolina neháže mincí. Stan hodí mincí. Chuck hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Breanna hodí mincí. Trey neháže mincí. Omar hodí mincí. Patrice neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Lilian hodí mincí. Ian hodí mincí. Bryce hodí mincí. Aracely neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Walter neháže mincí. Mikayla neháže mincí. Larry neháže mincí. Ryan neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Angelina hodí mincí. Layla hodí mincí. Jenny hodí mincí. Zane neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Lizzy hodí mincí. Juany neháže mincí. Aisha hodí mincí. Brenda neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Elise hodí mincí. Lupe hodí mincí. Renee mincí neháže. Noemi nehraje s mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Jesse hodí mincí. Roderick hodí mincí. Travis neháže mincí. Rita neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Cinthia neháže mincí. Lloyd neháže mincí. Jacqueline hodí mincí. JC hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Sterling hodí mincí. Jenifer hodí mincí. Patsy hodí mincí. Denise hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Beatriz hodí mincí. Gillian mincí neháže. Coco neháže mincí. Vivian neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Prince hodí mincí. Rene hodí mincí. Vishal hodí mincí. Patrick neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Jae neháže mincí. Dennis neháže mincí. Cris hodí mincí. Bernadette hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Hank neháže mincí. Janine mincí neháže. Frankie hodí mincí. Isa hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Max neháže mincí. Mikey neháže mincí. Cynthia mincí neháže. Holly hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Christy hodí mincí. Rey neháže mincí. Michelle hodí mincí. Dolly neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Annie neháže mincí. Toño hodí mincí. Sharon hodí mincí. Delores hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Jessy neháže mincí. Libby neháže mincí. Danielle hodí mincí. Červená hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Jorge neháže mincí. Natalia neháže mincí. Bryant hodí mincí. Kiran hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Yan neháže mincí. Eunice nehraje s mincí. Joseph hodí mincí. Hugh nehraje mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Melody neháže mincí. Ramiro neháže mincí. Humberto neháže mincí. Jacob neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Domingo neháže mincí. Briana hodí mincí. Michael hodí mincí. Joan nehraje s mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Kristopher neháže mincí. Deb hodí mincí. Jake hodí mincí. Tammy hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Morgan hodí mincí. Perla neháže mincí. Joao neháže mincí. Marta neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Penny hodí mincí. Harry neháže mincí. Jessica neháže mincí. Horacio hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Billie neháže mincí. Paloma neháže mincí. Tanner neháže mincí. Raul nehraje s mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Rena neháže mincí. Devon neháže mincí. Rosalinda nehraje mincí. Paulina mincí neháže. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Axel hodí mincí. Osvaldo hodí mincí. Mildred neháže mincí. Sylvia hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Emiliano hodí mincí. Jasmin hodí mincí. Wade hodí mincí. Vilma neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Lino neháže mincí. Mariel neháže mincí. Aditya neháže mincí. Elisabeth hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Jacky hodí mincí. Socorro hodí mincí. Mark hodí mincí. Wanda neháže mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Mauricio hodí mincí. Lee neháže mincí. Madi neháže mincí. Lizzie hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Ruben hodí mincí. Bernardo hodí mincí. Ariel neháže mincí. Shelley hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Phillip neháže mincí. Ajay hodí mincí. Janie hodí mincí. Augusto hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Ari hodí mincí. Jasmin nehraje mincí. Elliot hodí mincí. Kendrick hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ne, ne, ne. ;B
"Mince je hlavou vzhůru. Margarita hodí mincí. Anabel hodí mincí. Shaun hodí mincí. Celina hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
"Mince je hlavou vzhůru. Geo neháže mincí. Kody neháže mincí. Isaias hodí mincí. Giovanni hodí mincí. Je mince stále hlavou vzhůru? Všimněte si, že ""převrat"" zde znamená ""obrat"". ";Ano, ano, ano ;A
