question;answer;answer_ab
"Minca je hlava hore. Whitney hodí mincou. Erika neháňa mincou. TJ nehodí mincu. Benito hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Lucky neháňa mincou. Mireya hodí mincou. JJ hodí mincou. KC hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Caleb hodí mincou. Chase hodí mincou. Eleazar hodí mincou. Chanel neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Silvia hodí mincou. Carolina neháňa mincou. Stan hodí mincou. Chuck hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Breanna hodí mincou. Trey nehodí mincu. Omar hodí mincou. Patrice neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Lilian hodí mincou. Ian hodí mincou. Bryce hodí mincou. Aracely neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Walter neháňa mincou. Mikayla neháňa mincou. Larry nehádže mincou. Ryan nehodí mincu. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Angelina hodí mincou. Layla hodí mincou. Jenny hodí mincou. Zane nehodí mincu. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Lizzy hodí mincou. Juany nehodí mincu. Aisha hodí mincou. Brenda neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Elise hodí mincou. Lupe hodí mincou. Renee neháňa mincou. Noemi nehádza mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Jesse hodí mincou. Roderick hodí mincou. Travis nehodí mincu. Rita neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Cinthia neháňa mincou. Lloyd neháňa mincou. Jacqueline hodí mincou. JC hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Sterling hodí mincu. Jenifer hodí mincou. Patsy hodí mincou. Denise hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Beatriz hodí mincou. Gillian neháňa mincou. Coco neháňa mincou. Vivian nehodí mincu. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Prince hodí mincou. Rene hodí mincou. Vishal hodí mincou. Patrick neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Jae nehodí mincu. Dennis neháňa mincou. Cris hodí mincou. Bernadette hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Hank nehodí mincu. Janine neháňa mincou. Frankie hodí mincou. Isa hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Max neháňa mincou. Mikey nehodí mincu. Cynthia neháňa mincou. Holly hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Christy hodí mincou. Rey nehodí mincu. Michelle hodí mincou. Dolly neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Annie neháňa mincou. Toño hodí mincou. Sharon hodí mincou. Delores hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Jessy nehodí mincu. Libby nehodí mincu. Danielle hodí mincou. Červená hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Jorge nehádže mincou. Natalia neháňa mincou. Bryant hodí mincou. Kiran hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Yan nehodí mincu. Eunice nehádza mincou. Joseph hodí mincou. Hugh nehádže mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Melody neháňa mincou. Ramiro nehodí mincu. Humberto neháňa mincou. Jacob neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Domingo neháňa mincou. Briana hodí mincou. Michael hodí mincou. Joan neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Kristopher neháňa mincou. Deb hodí mincou. Jake hodí mincou. Tammy hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Morgan hodí mincou. Perla neháňa mincou. Joao nehodí mincu. Marta neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Penny hodí mincou. Harry neháňa mincou. Jessica neháňa mincou. Horacio hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Billie neháňa mincou. Paloma neháňa mincou. Tanner neháňa mincou. Raul nehádže mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Rena neháňa mincou. Devon neháňa mincou. Rosalinda nehádza mincou. Paulina neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Axel hodí mincou. Osvaldo hodí mincou. Mildred neháňa mincou. Sylvia hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Emiliano hodí mincou. Jasmin hodí mincou. Wade hodí mincou. Vilma nehodí mincu. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Lino neháňa mincou. Mariel neháňa mincou. Aditya neháňa mincou. Elisabeth hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Jacky hodí mincou. Socorro hodí mincou. Mark hodí mincou. Wanda neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Mauricio hodí mincou. Lee neháňa mincou. Madi neháňa mincou. Lizzie hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Ruben hodí mincou. Bernardo hodí mincou. Ariel neháňa mincou. Shelley hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Phillip nehodí mincu. Ajay hodí mincou. Janie hodí mincou. Augusto hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Ari hodí mincou. Jasmine neháňa mincou. Elliot hodí mincou. Kendrick hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Margarita hodí mincou. Anabel hodí mincou. Shaun hodí mincou. Celina hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Geo neháňa mincou. Kody nehodí mincu. Isaias hodí mincou. Giovanni hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Kennedy hodí mincou. Ginny neháňa mincou. Iliana hodí mincou. Sky neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Billy hodí mincou. Kassandra hodí mincu. Radosť neháňa mincou. Abe hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Nubija hodí mincou. Sarah nehádza mincou. Jalen neháňa mincou. Kris hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Ale neháňa mincou. Gaspar hodí mincou. Sonny nehodí mincu. Simon hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Skylar hodí mincou. Chrissy neháňa mincou. Misty hodí mincou. Kike hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Gavin hodí mincou. Neha neháňa mincou. Asha neháňa mincou. Baltazar neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Camilo hodí mincou. Becky neháňa mincou. Eliza neháňa mincou. Rebecca neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Isela hodí mincou. Leslie hodí mincou. Stacy hodí mincou. Ingrid neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Meg neháňa mincou. Andrey neháňa mincou. Gerard hodí mincou. Lilia hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Denny hodí mincou. Carlo hodí mincou. Reinaldo hodí mincou. Jessi hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Cheri nehodí mincu. Rico nehodí mincu. Teo hodí mincou. Ježiš nehádže mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Alexandria neháňa mincou. Meghan neháňa mincou. Jeseň nehodí mincu. Robert neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Junior hodí mincou. Meredith hodí mincou. Zoe neháňa mincou. Robby nehádže mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Pekná hodí mincou. Jada hodí mincou. Sarita neháňa mincou. Allen hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Shari hodí mincou. Bella hodí mincou. Liza neháňa mincou. Maira neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Lazaro neháňa mincou. Ana hodí mincou. Charlotte hodí mincou. Precious hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Imelda hodí mincou. Andi hodí mincou. Mack neháňa mincou. Rigoberto hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Ashish hodí mincou. Tracey hodí mincu. Varun neháňa mincou. Emil hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Marian neháňa mincou. Joanne hodí mincou. Darrin neháňa mincou. Rohit nehodí mincu. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Julieta hodí mincou. Zachary hodí mincu. Jared hodí mincou. Tyson nehodí mincu. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Vicente neháňa mincou. Dayana neháňa mincou. Kasey nehodí mincu. Lin neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Craig hodí mincou. Dillon neháňa mincou. Troy neháňa mincou. Griselda neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Rubi neháňa mincou. Daisy neháňa mincou. Yadira hodí mincou. Santa nehádza mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Dave neháňa mincou. Ernesto nehádže mincou. Liam nehodí mincu. Marsha neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Ira hodí mincou. Paola hodí mincou. Jose Antonio neháňa mincou. Maria neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Manish nehodí mincu. Lu hodí mincou. Karl neháňa mincou. Don hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Irving hodí mincou. Hans hodí mincou. Mojžiš nehádže mincou. Nicole neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Micaela neháňa mincou. Kevin hodí mincou. Diamond neháňa mincou. Ty nehodí mincu. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Maura hodí mincou. Selvin neháňa mincou. Tabitha hodí mincou. Gino hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Rosendo hodí mincou. Shayla neháňa mincou. Erica neháňa mincou. Georgia neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Lorena neháňa mincou. Shana neháňa mincou. Priscilla nehádza mincou. Summer neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Noelle neháňa mincou. Byron hodí mincou. Jane neháňa mincou. Darin neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Chava hodí mincou. Rosalia neháňa mincou. Kurt nehodí mincu. Linda hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Meagan neháňa mincou. Naomi nehádza mincou. Izrael neháňa mincou. Marie hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Michele hodí mincou. Karan nehodí mincou. Abraham nehádže mincou. Ellen hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Laila nehádza mincou. Audrey neháňa mincou. Glenn neháňa mincou. Rhonda neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Regina neháňa mincou. Joel nehádže mincou. Spravodlivosť neháňa mincou. Eli neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Janet neháňa mincou. Mravce neháňajú mincou. Vickie hodí mincu. Elias hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Russ hodí mincou. Berta neháňa mincou. Mandy neháňa mincou. Lydia hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Tristan neháňa mincou. Marleny hodí mincou. Santiago hodí mincou. Viviana hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Carole hodí mincou. William hodí mincou. Tiffany hodí mincou. Hilary neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Amparo hodí mincou. Gianna nehádza mincou. Dion hodí mincou. Tessa hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Lewis neháňa mincou. Azucena neháňa mincou. Kai neháňa mincou. Ravi neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Issa hodí mincou. Kendra hodí mincou. Ignacio hodí mincou. Henry hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Faustino hodí mincou. Lamar hodí mincou. Fransisco hodí mincou. Rina hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Angelique hodí mincou. Marissa hodí mincou. Phyllis hodí mincou. Bonnie hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Loren nehodí mincu. Wes hodí mincou. Dean nehodí mincu. Hayley hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Maxwell neháňa mincou. Jose hodí mincou. Beto neháňa mincou. Joe neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Liz neháňa mincou. Andrea hodí mincou. Suresh nehodí mincu. Vera neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Chantal neháňa mincou. Ines neháňa mincou. Valéria hodí mincou. Francesca neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Ron hodí mincou. Carl hodí mincou. Joann neháňa mincou. Young hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Sally hodí mincou. Sadie hodí mincou. Christie neháňa mincou. Ellie hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Tomas neháňa mincou. Nic hodí mincou. Zoila hodí mincou. Calvin neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Gabe neháňa mincou. Dora hodí mincou. Aileen neháňa mincou. Modesto neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Victoria hodí mincou. Aurora neháňa mincou. Amalia neháňa mincou. Princezná neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Alec hodí mincou. Arianna hodí mincou. Corina hodí mincou. Juancarlos hodí mincu. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Carolyn hodí mincou. Sasha nehodí mincu. Milosrdenstvo neháňa mincou. Keri hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Selena neháňa mincou. Keisha hodí mincou. Gladys neháňa mincou. Cedric neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Salma neháňa mincou. Pj hodí mincu. Gladis hodí mincou. Monica hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Ralph nehádže mincou. Jeanne hodí mincou. Kyle nehodí mincu. Alejandro nehádže mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Letty hodí mincou. Aimee neháňa mincou. Elvia neháňa mincou. Ted neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. April neháňa mincou. Molly neháňa mincou. Maurice hodí mincou. Jaclyn hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Markus neháňa mincou. Kathryn neháňa mincou. Giovanna neháňa mincou. Kent neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Desmond hodí mincou. Camille hodí mincou. Joana hodí mincou. Garcia hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Quinton neháňa mincou. Sam hodí mincou. Soledad neháňa mincou. Becca hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Matilde neháňa mincou. Jan hodí mincou. Marcel neháňa mincou. Mimi neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Manolo nehádže mincou. Bobbie nehodí mincu. Ash nehádza mincou. Jaqueline neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Jorge Luis nehádže mincou. Mo hodí mincou. Alexia hodí mincou. Jerry neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Kali neháňa mincou. Jeanette hodí mincou. Tess neháňa mincou. Devin neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Nabil neháňa mincou. Marlene neháňa mincou. Wendy hodí mincou. Jillian neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Charita hodí mincou. Svetlana neháňa mincou. Jamie neháňa mincou. Jose A. neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Dalila hodí mincou. Emily hodí mincou. Casey nehodí mincu. Clifford neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Blake hodí mincou. Hunter hodí mincou. Lou hodí mincou. Spencer neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Donny hodí mincou. Lucero neháňa mincou. Christopher hodí mincou. Gregory hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Hayden hodí mincou. Maya neháňa mincou. Zack hodí mincou. Roberto hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Jesús hodí mincou. Vidal neháňa mincou. Maxine hodí mincou. Gloria neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Madeline hodí mincou. Mckenzie nehodí mincu. Louie nehádže mincou. Dylan hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
"Minca je hlava hore. Anastasia neháňa mincou. Thelma hodí mincou. Sheri hodí mincou. Rosita hodí mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Guillermina hodí mincou. Evelin hodí mincou. Dominique hodí mincou. Johnny nehádže mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";nie je ;B
"Minca je hlava hore. Sid hodí mincou. Isabelle neháňa mincou. Jackson hodí mincou. Heidy neháňa mincou. Je minca stále hore? Všimnite si, že slovo ""vrátiť"" znamená ""opäť"". ";Áno, áno ;A
