question;answer;answer_ab
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Γουίτνεϊ ρίχνει το νόμισμα. Η Έρικα δεν ρίχνει το νόμισμα. Ο Τζί δεν ρίχνει το νόμισμα. Ο Μπενίτο ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Λάκι δεν ρίχνει το νόμισμα. Η Μιρέια ρίχνει το νόμισμα. Ο Τζέι ρίχνει το νόμισμα. Ο ΚΚ ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Κέιλεμπ ρίχνει το νόμισμα. Ο Τσέις ρίχνει το νόμισμα. Ο Ελεάζαρ ρίχνει το νόμισμα. Η Σαvέλ δεv ρίχνει το κέρμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Σίλβια ρίχνει το νόμισμα. Η Καρολίνα δεν ρίχνει το νόμισμα. Ο Σταν ρίχνει το νόμισμα. Ο Τσακ ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Μπριάννα ρίχνει το νόμισμα. Ο Τρέι δεν ρίχνει το νόμισμα. Ο Ομάρ ρίχνει το νόμισμα. Η Πατρίς δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Λίλιαν ρίχνει το νόμισμα. Ο Ίαν ρίχνει το νόμισμα. Ο Μπράις ρίχνει το νόμισμα. Η Αράσελι δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Γουόλτερ δεν ρίχνει το νόμισμα. Η Μικαϊλα δεν πετάει το νόμισμα. Ο Λάρι δεν ρίχνει το νόμισμα. Ο Ράιαν δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Αντζελίνα ρίχνει το νόμισμα. Η Λέιλα ρίχνει το νόμισμα. Η Τζένι ρίχνει το νόμισμα. Ο Ζέιν δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Λίζι ρίχνει το νόμισμα. Ο Χουάνυ δεν ρίχνει το νόμισμα. Η Αϊσά ρίχνει το νόμισμα. Η Μπρέντα δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Ελίζ ρίχνει το νόμισμα. Η Λούπε ρίχνει το νόμισμα. Η Ρενέ δεν ρίχνει το νόμισμα. Η Νοέμι δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Τζέσι ρίχνει το νόμισμα. Ο Ρόντερικ ρίχνει το νόμισμα. Ο Τράβις δεν ρίχνει το νόμισμα. Η Ρίτα δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Σίνθια δεν ρίχνει το νόμισμα. Ο Λόιντ δεν ρίχνει το νόμισμα. Η Ζακλίν ρίχνει το νόμισμα. Ο Τζέι-Κι ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Στέρλινγκ ρίχνει το νόμισμα. Η Τζένιφερ ρίχνει το νόμισμα. Η Πάτσι ρίχνει το νόμισμα. Η Ντενίζ ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Μπεατρίς ρίχνει το νόμισμα. Η Τζίλιαν δεν ρίχνει το νόμισμα. Η Κόκο δεν ρίχνει το νόμισμα. Η Βίβιαν δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Πρίγκιπας ρίχνει το νόμισμα. Ο Ρενέ ρίχνει το νόμισμα. Ο Βισάλ ρίχνει το νόμισμα. Ο Πάτρικ δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Τζε δεν ρίχνει το νόμισμα. Ο Ντένις δεν ρίχνει το νόμισμα. Ο Κρις ρίχνει το νόμισμα. Η Μπερνάντετ ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Χανκ δεν ρίχνει το νόμισμα. Η Τζανίν δεν ρίχνει το νόμισμα. Ο Φράνκι ρίχνει το νόμισμα. Η Ίσα ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Μαξ δεν ρίχνει το νόμισμα. Ο Μάικι δεν ρίχνει το νόμισμα. Η Σύνθια δεν ρίχνει το νόμισμα. Η Χόλι ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Κρίστι ρίχνει το νόμισμα. Ο Ρέι δεν ρίχνει το νόμισμα. Η Μισέλ ρίχνει το νόμισμα. Η Ντόλι δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Άννι δεν ρίχνει το νόμισμα. Ο Τόνιο ρίχνει το νόμισμα. Η Σάρον ρίχνει το νόμισμα. Η Ντελόρες ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Η Τζέσι δεν ρίχνει το νόμισμα. Η Λίμπι δεν ρίχνει το νόμισμα. Η Ντανιέλ ρίχνει το νόμισμα. Το κόκκινο ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Χόρτζε δεν ρίχνει το νόμισμα. Η Νατάλια δεν ρίχνει το νόμισμα. Ο Μπράιαντ ρίχνει το νόμισμα. Ο Κίραν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Ναι, ναι. ;A
"Ένα νόμισμα είναι το κεφάλι προς τα πάνω. Ο Γιάν δεν ρίχνει το νόμισμα. Η Εύνη δεν ρίχνει το νόμισμα. Ο Τζόζεφ ρίχνει το νόμισμα. Ο Χιου δεν ρίχνει το νόμισμα. Το νόμισμα είναι ακόμα προς τα πάνω; Σημειώστε ότι ""στροφή"" εδώ σημαίνει ""αντίστροφη"". ";Όχι, όχι. ;B
