question;answer;answer_ab
"เหรียญคือหัวขึ้น วีทนี่โยนเหรียญ เอริก้าไม่โยนเหรียญ TJ ไม่โยนเหรียญ เบนิโต้โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ได้ ;A
"เหรียญคือหัวขึ้น แลคกี้ไม่โยนเหรียญ มิเรียโยนเหรียญ เจเจโยนเหรียญ KC โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ไม่ ;B
"เหรียญคือหัวขึ้น เคเล็บโยนเหรียญ เชสโยนเหรียญ เอเลอาซาร์โยนเหรียญ ชาเนลไม่โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ไม่ ;B
"เหรียญคือหัวขึ้น ซิลเวียโยนเหรียญ คารอลิน่าไม่ได้โยนเหรียญ สแตนโยนเหรียญ ชัคโยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ไม่ ;B
"เหรียญคือหัวขึ้น บรีน่าโยนเหรียญ เทรย์ไม่โยนเหรียญ โอมาร์โยนเหรียญ แพทริสไม่โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ได้ ;A
"เหรียญคือหัวขึ้น ลิลเลี่ยนโยนเหรียญ อีแอนโยนเหรียญ ไบรส์โยนเหรียญ อาราเซลี่ไม่โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ไม่ ;B
"เหรียญคือหัวขึ้น วอลเตอร์ไม่โยนเหรียญ มิกายล่าไม่ได้โยนเหรียญ แลรี่ไม่โยนเหรียญ ไรอันไม่โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ได้ ;A
"เหรียญคือหัวขึ้น แองเจลิน่าโยนเหรียญ เลลล่าโยนเหรียญ เจนนี่โยนเหรียญ เซนไม่โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ไม่ ;B
"เหรียญคือหัวขึ้น ลิซซี่โยนเหรียญ ฮัวนี่ไม่โยนเหรียญ อายช่าโยนเหรียญ เบรนด้าไม่ได้โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ได้ ;A
"เหรียญคือหัวขึ้น เอลิสโยนเหรียญ ลูเป้โยนเหรียญ เรเน่ไม่ได้โยนเหรียญ โนเอมีไม่โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ได้ ;A
"เหรียญคือหัวขึ้น เจสซี่โยนเหรียญ โรเดริคโยนเหรียญ ทราวิสไม่ได้โยนเหรียญ ริต้าไม่ได้โยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ได้ ;A
"เหรียญคือหัวขึ้น ซินเธียไม่โยนเหรียญ ลอยด์ไม่โยนเหรียญ แจ็คคลีนโยนเหรียญ เจซีโยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ได้ ;A
"เหรียญคือหัวขึ้น สเตอร์ลิงโยนเหรียญ เจนนิเฟอร์โยนเหรียญ แพทซี่โยนเหรียญ เดนิสโยนเหรียญ เหรียญยังอยู่บนหัวเหรอ หมายเหตุว่า ""ฟลิป"" ในที่นี้ หมายถึง ""กลับ"" ";ได้ ;A
