question;answer;answer_ab
"एक सिक्का सिर ऊपर है। व्हिटनी सिक्का फेंकता है। एरिका सिक्का नहीं फेंकता है। टीजे सिक्का नहीं फेंकता है। बेनिटो सिक्का फेंकता है। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";हाँ ;A
"एक सिक्का सिर ऊपर है। लकी सिक्का नहीं फेंकता है। मीरा ने सिक्का फेंका। जे जे सिक्का फेंकता है। केसी सिक्का फेंकता है। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";नहीं ;B
"एक सिक्का सिर ऊपर है। कैलेब सिक्का फेंकता है। चेस सिक्का फेंकता है। एलीआजर सिक्का फेंकता है। शैनल सिक्का नहीं फेंकता है। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";नहीं ;B
"एक सिक्का सिर ऊपर है। सिल्विया सिक्का फेंकता है। कैरोलिना सिक्का नहीं फेंकता है। स्टेन सिक्का फेंकता है। चक सिक्का फेंकता है। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";नहीं ;B
"एक सिक्का सिर ऊपर है। ब्रेना सिक्का फेंकता है। ट्रे सिक्का नहीं फेंकता है। ओमर सिक्का फेंकता है। पैट्रिस सिक्का नहीं फेंकता। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";हाँ ;A
"एक सिक्का सिर ऊपर है। लिलियन सिक्का फेंकता है। इयान सिक्का फेंकता है। ब्राइस सिक्का फेंकता है। अरासेली सिक्का नहीं फेंकता है। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";नहीं ;B
"एक सिक्का सिर ऊपर है। वाल्टर सिक्का नहीं फेंकता है। मिकाइला सिक्का नहीं फेंकता है। लैरी सिक्का नहीं फेंकता है। रायन सिक्का नहीं फेंकता है। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";हाँ ;A
"एक सिक्का सिर ऊपर है। एंजेलीना सिक्का फेंकता है। लैला सिक्का फेंकता है। जेनी सिक्का फेंकता है। ज़ेन सिक्का नहीं फेंकता है। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";नहीं ;B
"एक सिक्का सिर ऊपर है। लिज़ी सिक्का फेंकता है। जुआनी सिक्का नहीं फेंकता है। आयशा सिक्का फेंकता है। ब्रेंडा सिक्का नहीं फेंकता है। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";हाँ ;A
"एक सिक्का सिर ऊपर है। एलिसा सिक्का फेंकता है। लुपे सिक्का फेंकता है। रेनी सिक्का नहीं फेंकता है। नोएमी सिक्का नहीं फेंकता है। सिक्का अभी भी सिर ऊपर है? ध्यान दें कि यहाँ ""फ्लिप"" का अर्थ है ""रिवर्स""। ";हाँ ;A
