question;answer;answer_ab
"Ett mynt är heads up. Whitney kastar mynt. Erika kastar inte mynt. TJ kastar inte mynt. Benito kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Lucky kastar inte mynt. Mireya kastar mynt. JJ kastar mynt. KC kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
"Ett mynt är heads up. Caleb kastar mynt. Chase kastar mynt. Eleazar kastar mynt. Chanel kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
"Ett mynt är heads up. Silvia kastar mynt. Carolina kastar inte mynt. Stan kastar mynt. Chuck kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
"Ett mynt är heads up. Breanna kastar mynt. Trey kastar inte mynt. Omar kastar mynt. Patrice kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Lilian kastar mynt. Ian kastar mynt. Bryce kastar mynt. Aracely kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
"Ett mynt är heads up. Walter kastar inte mynt. Mikayla kastar inte mynt. Larry kastar inte mynt. Ryan kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Angelina kastar mynt. Layla kastar mynt. Jenny kastar mynt. Zane kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
"Ett mynt är heads up. Lizzy kastar mynt. Juany kastar inte mynt. Aisha kastar mynt. Brenda kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Elise kastar mynt. Lupe kastar mynt. Renee kastar inte mynt. Noemi kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Jesse kastar mynt. Roderick kastar mynt. Travis kastar inte mynt. Rita kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. -Cinthia kastar inte mynt. Lloyd kastar inte mynt. Jacqueline kastar mynt. JC kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Sterling kastar mynt. Jenifer kastar mynt. Patsy kastar mynt. Denise kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Beatriz kastar mynt. Gillian kastar inte mynt. Coco kastar inte mynt. Vivian kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
"Ett mynt är heads up. Prince kastar mynt. Rene kastar mynt. Vishal kastar mynt. Patrick kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
"Ett mynt är heads up. Jae kastar inte mynt. Dennis kastar inte mynt. Cris kastar mynt. Bernadette kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Hank kastar inte mynt. Janine kastar inte mynt. Frankie kastar mynt. Isa kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Max kastar inte mynt. Mikey kastar inte mynt. Cynthia kastar inte mynt. Holly kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
"Ett mynt är heads up. Christy kastar mynt. Rey kastar inte mynt. Michelle kastar mynt. Dolly kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Annie kastar inte mynt. Toño kastar mynt. Sharon kastar mynt. Delores kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
"Ett mynt är heads up. Jessy kastar inte mynt. Libby kastar inte mynt. Danielle kastar mynt. Röd kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Jorge kastar inte mynt. Natalia kastar inte mynt. Bryant kastar mynt. Kiran kastar mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Ja, det är det. ;A
"Ett mynt är heads up. Yan kastar inte mynt. Eunice kastar inte mynt. Joseph kastar mynt. Hugh kastar inte mynt. Är myntet fortfarande uppåt? Lägg märke till att ""flip"" här betyder ""reverse"". ";Nej, det gör jag inte. ;B
