question;answer;answer_ab
"מטבע הוא ראש למעלה. וויטני מטיף את המטבע. אריקה לא מטיפה מטבע. טי-ג'יי לא מטיף מטבע. בניטו מטיף את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. לאקי לא מטיף מטבע. מירייה מטיפה את המטבע. ג'יי מטיף את המטבע. ק""ש מטיף את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";לא, לא. ;B
"מטבע הוא ראש למעלה. קיילב מטיף את המטבע. צ'ייס מזרק את המטבע. אלעזר מטיף את המטבע. שאנל לא מטיפה מטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";לא, לא. ;B
"מטבע הוא ראש למעלה. סילביה מטיפה את המטבע. קרוליינה לא מטיפה מטבע. סטן מטיף את המטבע. צ'אק מזרק את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";לא, לא. ;B
"מטבע הוא ראש למעלה. בריאנה מטיפה את המטבע. טריי לא זורק את המטבע. עומר מטיף את המטבע. פטריס לא מטיפה את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. ליליאן מטיפה את המטבע. איאן מטיף את המטבע. ברייס מטיף את המטבע. ארסלי לא מטיפה את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";לא, לא. ;B
"מטבע הוא ראש למעלה. וולטר לא מטיף מטבע. מיקיילה לא מטיפה את המטבע. לארי לא זורק מטבע. ריאן לא מטיף מטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. אנג'לינה מטיפה את המטבע. ליילה מטיפה את המטבע. ג'ני מטיפה את המטבע. זיין לא זורק את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";לא, לא. ;B
"מטבע הוא ראש למעלה. ליזי מטיפה את המטבע. חואני לא מטיף מטבע. איישה מטיפה את המטבע. ברנדה לא מטיפה מטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. אליס מטיפה את המטבע. לופה מטיפה את המטבע. רנה לא מטיפה את המטבע. נומי לא מטיפה את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. ג'סי מטיף את המטבע. רודריק מטיף את המטבע. טראוויס לא מטיף מטבע. ריטה לא מטיפה מטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. סינתיה לא מטיפה מטבע. לויד לא מפלס את המטבע. ז'קלין מטיפה את המטבע. ג'יי-סי מטיף את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. סטרלינג מטיף את המטבע. ג'ניפר מטיפה את המטבע. פטי מטיפה את המטבע. דניס מטיפה את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. ביאטריס מטיפה את המטבע. ג'יליאן לא מטיפה את המטבע. קוקו לא מטיף מטבע. ויויאן לא מטיפה מטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";לא, לא. ;B
"מטבע הוא ראש למעלה. הנסיך מטיף מטבע. רנה מטיף את המטבע. וישל מטיף את המטבע. פטריק לא מטיף מטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";לא, לא. ;B
"מטבע הוא ראש למעלה. ג'יי לא זורק את המטבע. דניס לא מפלס את המטבע. קריס מטיף את המטבע. ברנדט מטיפה את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. האנק לא מפלס את המטבע. ג'נין לא מטיפה את המטבע. פרנקי מטיף את המטבע. אייסה מטיפה את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. מקס לא מפלס את המטבע. מייקי לא מפלס את המטבע. סינתיה לא מטיפה את המטבע. הולי מטיפה את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";לא, לא. ;B
"מטבע הוא ראש למעלה. כריסטי מטיפה את המטבע. ריי לא מטיף מטבע. מישל מטיפה את המטבע. דולי לא מטיפה את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
"מטבע הוא ראש למעלה. אנני לא מטיפה מטבע. טונו מזרק את המטבע. שרון מטיפה את המטבע. דלורס מטיפה את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";לא, לא. ;B
"מטבע הוא ראש למעלה. ג'סי לא מטיפה מטבע. ליבי לא מטיפה מטבע. דניאל מטיפה את המטבע. אדום מטיף את המטבע. המטבע עדיין מונח למעלה? שימו לב ש""פליפ"" כאן אומר ""הפוך"". ";כן, כן. ;A
