question;answer;answer_ab
"'n Munt is kop op. Whitney gooi die muntstuk. Erika gooi nie die muntstuk om nie. Tj gooi nie die muntstuk om nie. Benito gooi die muntstuk. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";Ja, ek het ;A
"'n Munt is kop op. Lucky gooi nie die muntstuk om nie. Mireya gooi die muntstuk. JJ gooi die muntstuk. KC gooi die muntstuk. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";nie ;B
"'n Munt is kop op. Caleb gooi die muntstuk. Chase gooi die muntstuk. Eleazar gooi die muntstuk. Chanel gooi nie die muntstuk om nie. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";nie ;B
"'n Munt is kop op. Silvia gooi die muntstuk. Carolina gooi nie die muntstuk om nie. Stan gooi die muntstuk. Chuck gooi die muntstuk. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";nie ;B
"'n Munt is kop op. Breanna gooi die muntstuk. Trey gooi nie die muntstuk om nie. Omar gooi die muntstuk. Patrice gooi nie die muntstuk om nie. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";Ja, ek het ;A
"'n Munt is kop op. Lilian gooi die muntstuk. Ian gooi die muntstuk. Bryce gooi die muntstuk. Aracely gooi nie die muntstuk om nie. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";nie ;B
"'n Munt is kop op. Walter gooi nie die muntstuk om nie. Mikayla gooi nie die muntstuk om nie. Larry gooi nie die muntstuk om nie. Ryan gooi nie die muntstuk om nie. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";Ja, ek het ;A
"'n Munt is kop op. Angelina gooi die muntstuk. Layla gooi die muntstuk. Jenny gooi die muntstuk. Zane gooi nie die muntstuk om nie. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";nie ;B
"'n Munt is kop op. Lizzy gooi die muntstuk. Juany gooi nie die muntstuk om nie. Aisha gooi die muntstuk. Brenda gooi nie die muntstuk om nie. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";Ja, ek het ;A
"'n Munt is kop op. Elise gooi die muntstuk. Lupe gooi die muntstuk. Renee gooi nie die muntstuk om nie. Noemi gooi nie die muntstuk om nie. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";Ja, ek het ;A
"'n Munt is kop op. Jesse gooi die muntstuk. Roderick gooi die muntstuk. Travis gooi nie die muntstuk om nie. Rita gooi nie die muntstuk om nie. Is die munt nog steeds opwaarts? Let daarop dat ""omdraai"" hier ""omgekeerd"" beteken. ";Ja, ek het ;A
