question;answer;answer_ab
"Denar je glavo gor. Whitney vrže kovanec. Erika ne vrže kovanca. TJ ne vrže kovanca. Benito vrže kovanec. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
"Denar je glavo gor. Lucky ne vrže kovanca. Mireya vrže kovanec. JJ vrže kovanec. KC vrže kovanec. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";Ne, ne, ne ;B
"Denar je glavo gor. Caleb vrže kovanec. Chase vrže kovanec. Eleazar vrže kovanec. Chanel ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";Ne, ne, ne ;B
"Denar je glavo gor. Silvia vrže kovanec. Carolina ne vrže kovanca. Stan vrže kovanec. Chuck vrže kovanec. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";Ne, ne, ne ;B
"Denar je glavo gor. Breanna vrže kovanec. Trey ne vrže kovanca. Omar vrže kovanec. Patrice ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
"Denar je glavo gor. Lilian vrže kovanec. Ian je vrgel kovanec. Bryce vrže kovanec. Aracely ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";Ne, ne, ne ;B
"Denar je glavo gor. Walter ne vrže kovanca. Mikayla ne vrže kovanca. Larry ne vrže kovanca. Ryan ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
"Denar je glavo gor. Angelina vrže kovanec. Layla je vrgla kovanec. Jenny vrže kovanec. Zane ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";Ne, ne, ne ;B
"Denar je glavo gor. Lizzy vrže kovanec. Juany ne vrže kovanca. Aisha vrže kovanec. Brenda ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
"Denar je glavo gor. Elise je vrgla kovanec. Lupe vrže kovanec. Renee ne vrže kovanca. Noemi ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
"Denar je glavo gor. Jesse vrže kovanec. Roderick vrže kovanec. Travis ne vrže kovanca. Rita ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
"Denar je glavo gor. Cinthia ne vrže kovanca. Lloyd ne vrže kovanca. Jacqueline je vrgla kovanec. JC vrže kovanec. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
"Denar je glavo gor. Sterling vrže kovanec. Jenifer je vrgla kovanec. Patsy vrže kovanec. Denise je vrgla kovanec. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
"Denar je glavo gor. Beatriz vrže kovanec. Gillian ne vrže kovanca. Coco ne vrže kovanca. Vivian ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";Ne, ne, ne ;B
"Denar je glavo gor. Princ vrže kovanec. Rene vrže kovanec. Vishal je vrgel kovanec. Patrick ne vrže kovanca. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";Ne, ne, ne ;B
"Denar je glavo gor. Jae ne vrže kovanca. Dennis ne vrže kovanca. Cris vrže kovanec. Bernadette je vrgla kovanec. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
"Denar je glavo gor. Hank ne vrže kovanca. Janine ne vrže kovanca. Frankie je vrgel kovanec. Isa vrže kovanec. Je kovanec še vedno navzgor? Upoštevajte, da beseda ""prevrniti"" tukaj pomeni ""nazaj"". ";- Ja, seveda. ;A
