question;answer;answer_ab
"মুদ্রা মাথা উপরে। হুইটনি মুদ্রা নিক্ষেপ করে। এরিকা মুদ্রা নিক্ষেপ করে না। টিজে মুদ্রা নিক্ষেপ করে না। বেনিতো মুদ্রা ছুঁড়ে ফেলেছে। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";হ্যাঁ ;A
"মুদ্রা মাথা উপরে। লাকি মুদ্রা নিক্ষেপ করে না। মিরায়া মুদ্রা ছুঁড়ে দেয়। জেজে মুদ্রা ছুঁড়ে ফেলেছে। কেসি মুদ্রা ছুঁড়ে দেয়। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";না ;B
"মুদ্রা মাথা উপরে। ক্যালিব মুদ্রা নিক্ষেপ করে। চেজ মুদ্রা ছুঁড়ে ফেলেছে। ইলিয়াজার মুদ্রা নিক্ষেপ করে। শ্যানেল মুদ্রা নিক্ষেপ করে না। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";না ;B
"মুদ্রা মাথা উপরে। সিলভিয়া মুদ্রাটি ছুঁড়ে ফেলে। ক্যারোলিনা মুদ্রা নিক্ষেপ করে না। স্ট্যান মুদ্রা ছুঁড়ে ফেলেছে। চ্যাক মুদ্রা ছুঁড়ে ফেলে। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";না ;B
"মুদ্রা মাথা উপরে। ব্রেয়ানা মুদ্রা ছুঁড়ে ফেলে। ট্রে মুদ্রা নিক্ষেপ করে না। ওমর মুদ্রা ছুঁড়ে ফেলে। প্যাট্রিস মুদ্রা নিক্ষেপ করে না। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";হ্যাঁ ;A
"মুদ্রা মাথা উপরে। লিলিয়ান মুদ্রা ফেলে দেয়। ইয়ান মুদ্রা ছুঁড়ে ফেলে। ব্রাইস মুদ্রা ছুঁড়ে ফেলেছে। আরেসলি মুদ্রা নিক্ষেপ করে না। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";না ;B
"মুদ্রা মাথা উপরে। ওয়াল্টার মুদ্রা নিক্ষেপ করে না। মিকাইলা মুদ্রা নিক্ষেপ করে না। ল্যারি মুদ্রা নিক্ষেপ করে না। রায়ান মুদ্রা নিক্ষেপ করে না। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";হ্যাঁ ;A
"মুদ্রা মাথা উপরে। অ্যাঞ্জেলিনা মুদ্রা ছুঁড়ে ফেলে। লেলা মুদ্রাটি ছুঁড়ে ফেলে। জেনি মুদ্রাটি ছুঁড়ে ফেলে। জেইন মুদ্রা নিক্ষেপ করে না। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";না ;B
"মুদ্রা মাথা উপরে। লিজি মুদ্রা ছুঁড়ে ফেলেছে। জুয়ানি মুদ্রা নিক্ষেপ করে না। আয়েশা মুদ্রাটি ছুঁড়ে ফেলে। ব্রেন্ডা মুদ্রা নিক্ষেপ করে না। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";হ্যাঁ ;A
"মুদ্রা মাথা উপরে। ইলিস মুদ্রা নিক্ষেপ করে। লুপ মুদ্রা ফেলে দেয়। রিনি মুদ্রা নিক্ষেপ করে না। নওমি মুদ্রা নিক্ষেপ করে না। মুদ্রা কি এখনো মাথা উঁচু করে আছে? লক্ষ্য করুন যে এখানে ""ফ্লিপ"" মানে ""বিপরীতমুখী""। ";হ্যাঁ ;A
