,premise,hypothesis,label
0,그 생각도 안 했는데 너무 좌절해서 다시 얘기하게 됐어요,그 후로는 얘기 안 했어요,2
1,그 생각도 안 했는데 너무 좌절해서 다시 얘기하게 됐어요,너무 화가 나서 다시 얘기하기 시작했어요,0
2,그 생각도 안 했는데 너무 좌절해서 다시 얘기하게 됐어요,좋은 대화를 나눴어요,1
3,"저는 그것이 특권이라고 생각했고, 지금도 여전히, 저는 제 AFFC 공군 경력 분야인 922 전직 O (전직 O) 중 유일하게",저는 그날 그 경기장에서 제가 혼자 있는 게 아니라는 걸 몰랐습니다.,1
4,"저는 그것이 특권이라고 생각했고, 지금도 여전히, 저는 제 AFFC 공군 경력 분야인 922 전직 O (전직 O) 중 유일하게",저는 AFFC 공군 경력 부대에서 그 번호를 가진 유일한 사람이라고 생각했어요.,0
5,"저는 그것이 특권이라고 생각했고, 지금도 여전히, 저는 제 AFFC 공군 경력 분야인 922 전직 O (전직 O) 중 유일하게","우리는 모두 똑같은 숫자를 받았어요. 어떤 특권을 약속받았든 상관없이, 모두 거짓말이었습니다.",2
6,"그들은 말했어요, 어, 제가 마지막에 어떤 남자를 불러서 만나게 될거라고",아무도 만나지 말았어요,2
7,"그들은 말했어요, 어, 제가 마지막에 어떤 남자를 불러서 만나게 될거라고",내가 만나게 될 사람이 있다고 들었어요,0
8,"그들은 말했어요, 어, 제가 마지막에 어떤 남자를 불러서 만나게 될거라고",그 남자가 좀 늦게 왔어,1
9,얘기할 게 너무 많아서 그냥 넘어가겠습니다,내가 아는 모든 걸 말해줄게!,2
10,얘기할 게 너무 많아서 그냥 넘어가겠습니다,그 얘기는 안 할게요. 다루어야 할 게 많지만요.,0
11,얘기할 게 너무 많아서 그냥 넘어가겠습니다,이 도시의 역사에 대해 얘기하지 않을 겁니다. 왜냐하면 말할 것이 너무 많기 때문입니다.,1
12,우리가 가장 먼저 구하고 싶었던 것은 20 메가톤의 H폭을 30C-124에서 버리는 방법이 없었기 때문입니다.,우리는 아무것도 구하지 않았죠.,2
13,우리가 가장 먼저 구하고 싶었던 것은 20 메가톤의 H폭을 30C-124에서 버리는 방법이 없었기 때문입니다.,다른 것 보다 한 가지를 더 살리고 싶었어요,0
14,우리가 가장 먼저 구하고 싶었던 것은 20 메가톤의 H폭을 30C-124에서 버리는 방법이 없었기 때문입니다.,우리는 H폭탄을 구하고 싶었습니다. 왜냐하면 그것은 다루기 매우 힘들었기 때문입니다.,1
15,그래서 저는 왜 그런지 잘 모르겠습니다.,그 이유는 확실합니다.,2
16,그래서 저는 왜 그런지 잘 모르겠습니다.,왜 학교를 옮겼는지 모르겠어요,1
17,그래서 저는 왜 그런지 잘 모르겠습니다.,왜 그런지 모르겠어요,0
18,"이 분은 Fannie Flono입니다. 그녀는 Augusta, GA에서 자랐습니다. 그리고 그녀는 그녀의 어린 시절에 대한 이야기들을 들려드리겠습니다.",파니 플로노는 오늘 다른 일정을 잡았고 오늘 우리에게 어떤 이야기도 할 수 없습니다.,2
19,"이 분은 Fannie Flono입니다. 그녀는 Augusta, GA에서 자랐습니다. 그리고 그녀는 그녀의 어린 시절에 대한 이야기들을 들려드리겠습니다.",파니 플로노가 오거스타에서 자란 자신의 어린 시절 이야기를 들려드리겠습니다.,0
20,"이 분은 Fannie Flono입니다. 그녀는 Augusta, GA에서 자랐습니다. 그리고 그녀는 그녀의 어린 시절에 대한 이야기들을 들려드리겠습니다.",오늘 바쁜 스케줄에도 불구하고 파니 플로노는 우리와 대화를 나눌 수 있었습니다.,1
21,그리고 U2의 다섯 개의 단체를 내보냈어요.,U2를 다뤘어,0
22,그리고 U2의 다섯 개의 단체를 내보냈어요.,U2를 전혀 안 봤어요,2
23,그리고 U2의 다섯 개의 단체를 내보냈어요.,저는 40년 동안 U2의 소속으로 일했습니다.,1
24,"저는 그 중 유일하게, 음, 미니어처 고도 방의 테스트를 위해,",저는 테스트를 위해 규제기를 실행하는 유일한 사람이 되는 것을 좋아하지 않았습니다.,1
25,"저는 그 중 유일하게, 음, 미니어처 고도 방의 테스트를 위해,",실험은 소형 고도 방에서 수행되었습니다.,0
26,"저는 그 중 유일하게, 음, 미니어처 고도 방의 테스트를 위해,",우리 중 몇몇은 테스트를 위해 조절기를 실행했습니다.,2
27,릭이 말했듯이 저는 은퇴한 상사입니다,저는 지금도 일하고 있습니다.,2
28,릭이 말했듯이 저는 은퇴한 상사입니다,저는 2002년에 은퇴했습니다.,1
29,릭이 말했듯이 저는 은퇴한 상사입니다,릭이 내가 은퇴했다고 했잖아,0
30,"내 책상에는 현금 흐름 예측이 있고, 티라는 고객 이름에 대한 것입니다.",커티라는 의뢰인이 한 달에 1만 달러를 벌고 있어요,1
31,"내 책상에는 현금 흐름 예측이 있고, 티라는 고객 이름에 대한 것입니다.",커티라는 고객이 있어요,0
32,"내 책상에는 현금 흐름 예측이 있고, 티라는 고객 이름에 대한 것입니다.",티라는 의뢰인은 없어요,2
33,날 도울 수 있는 여자는 마을 반대편에 있어요,내가 도와야 할 여자는 멀리 떨어져 살고 있어,0
34,날 도울 수 있는 여자는 마을 반대편에 있어요,날 도와줄 여자 5마일 떨어져 있어,1
35,날 도울 수 있는 여자는 마을 반대편에 있어요,아무도 날 도울 수 없어,2
36,"하지만 그들은 누가 현장 노동자인지, 누가 집의 아이인지에 대해 서로 다른 생각을 가지고 있었습니다.",그들은 모두 밭에서 일하기로 합의했습니다.,2
