,premise,hypothesis,label
0,"Nawet o tym nie myślałam, ale byłam taka sfrustrowana, że skończyłam z nim rozmawiając.",Nie rozmawiałem z nim od tego czasu.,2
1,"Nawet o tym nie myślałam, ale byłam taka sfrustrowana, że skończyłam z nim rozmawiając.","Byłam tak zdenerwowana, że znowu zaczęłam z nim rozmawiać.",0
2,"Nawet o tym nie myślałam, ale byłam taka sfrustrowana, że skończyłam z nim rozmawiając.",Mieliśmy świetną rozmowę.,1
3,"I myślałem, że to był przywilej, i to nadal, to nadal, byłem jedynym dziewięć dwudziestu dwóch Ex-O który był moim AFFC Air Force Kariera pola.","Nie zdawałem sobie sprawy, że nie byłem jedyną osobą na boisku tego dnia.",1
4,"I myślałem, że to był przywilej, i to nadal, to nadal, byłem jedynym dziewięć dwudziestu dwóch Ex-O który był moim AFFC Air Force Kariera pola.","Miałem wrażenie, że tylko ja mam ten numer na polu kariery.",0
5,"I myślałem, że to był przywilej, i to nadal, to nadal, byłem jedynym dziewięć dwudziestu dwóch Ex-O który był moim AFFC Air Force Kariera pola.","Wszyscy otrzymaliśmy dokładnie tę samą liczbę, nieważne jakie przywileje nam obiecali, to wszystko było kłamstwem.",2
6,"Powiedzieli mi, że w końcu wezwą mi faceta, którego chcę poznać.",Nigdy nie mówiono mi o spotkaniu z kimś.,2
7,"Powiedzieli mi, że w końcu wezwą mi faceta, którego chcę poznać.","Powiedziano mi, że ktoś mnie wezwa.",0
8,"Powiedzieli mi, że w końcu wezwą mi faceta, którego chcę poznać.",Facet przyszedł trochę późno.,1
9,"Jest tyle rzeczy, o których moglibyście rozmawiać, że to pominę.","Chcę ci powiedzieć wszystko, co o tym wiem!",2
10,"Jest tyle rzeczy, o których moglibyście rozmawiać, że to pominę.","Nie będę o tym rozmawiał, choć jest wiele do omówienia.",0
11,"Jest tyle rzeczy, o których moglibyście rozmawiać, że to pominę.","Nie będę mówił o historii miasta, bo jest zbyt wiele do opowiedzenia.",1
12,"To była pierwsza rzecz, którą chcieliśmy uratować, ponieważ nie było sposobu, by zrzucić 20-megatonową bombę wodorową z 30 C124.",Nie dbaliśmy o nic.,2
13,"To była pierwsza rzecz, którą chcieliśmy uratować, ponieważ nie było sposobu, by zrzucić 20-megatonową bombę wodorową z 30 C124.",Chcieliśmy uratować jedną rzecz bardziej niż resztę.,0
14,"To była pierwsza rzecz, którą chcieliśmy uratować, ponieważ nie było sposobu, by zrzucić 20-megatonową bombę wodorową z 30 C124.","Chcieliśmy uratować bombę wodorową, bo było jej tak trudno poradzić sobie.",1
15,Nie jestem pewien dlaczego.,"Jestem pewien, że wiem dlaczego.",2
16,Nie jestem pewien dlaczego.,"Nie wiem, dlaczego zmienił szkołę.",1
17,Nie jestem pewien dlaczego.,"Nie wiem, dlaczego to się stało.",0
18,"To jest Fannie Flono, wychowała się w Augusta, w stanie Georgia, i opowie o swoich dziecinnych historiach.",Fannie Flono musiała zmienić termin i nie może nam dziś opowiedzieć żadnych historii.,2
19,"To jest Fannie Flono, wychowała się w Augusta, w stanie Georgia, i opowie o swoich dziecinnych historiach.","Fannie Flono jest tutaj i opowie nam o swoich dzieciństwie, dorastając w Augusta, GA.",0
20,"To jest Fannie Flono, wychowała się w Augusta, w stanie Georgia, i opowie o swoich dziecinnych historiach.","Fannie Flono mogła z nami porozmawiać, mimo jej napiętego harmonogramu.",1
21,I wyciągnąłem pięć oddziałów z U2.,Zajmowałem się U2.,0
22,I wyciągnąłem pięć oddziałów z U2.,Nie miałem z nimi do czynienia.,2
23,I wyciągnąłem pięć oddziałów z U2.,Pracowałem z oddziałami U2 codziennie przez 40 lat.,1
24,Tylko ja uruchamiałem regulatory do testów w miniaturowych komorach wysokościowych.,"Nie podobało mi się, że tylko ja przeprowadzałam testy.",1
25,Tylko ja uruchamiałem regulatory do testów w miniaturowych komorach wysokościowych.,Testy zostały przeprowadzone w miniaturowych komorach wysokościowych.,0
26,Tylko ja uruchamiałem regulatory do testów w miniaturowych komorach wysokościowych.,Kilku z nas sprawdzało regulatory.,2
27,"Jestem sierżantem na emeryturze, jak powiedział Rick.",Nadal pracuję do dziś.,2
28,"Jestem sierżantem na emeryturze, jak powiedział Rick.",Odszedłem na emeryturę w 2002.,1
29,"Jestem sierżantem na emeryturze, jak powiedział Rick.","Rick powiedział ci, że jestem na emeryturze.",0
30,"Na moim biurku są prognozy przepływów pieniężnych i są dla takiej i takiej Cutty, to imię klienta.",Klient o nazwisku Cutty zarabia 10000 dolarów miesięcznie.,1
31,"Na moim biurku są prognozy przepływów pieniężnych i są dla takiej i takiej Cutty, to imię klienta.",Jest klient o imieniu Cutty.,0
32,"Na moim biurku są prognozy przepływów pieniężnych i są dla takiej i takiej Cutty, to imię klienta.",Nie mamy żadnych klientów o imieniu Cutty.,2
33,"Dziewczyna, która może mi pomóc, jest na drugim końcu miasta.","Dziewczyna, od której potrzebuję pomocy, mieszka daleko stąd.",0
34,"Dziewczyna, która może mi pomóc, jest na drugim końcu miasta.","Dziewczyna, która mi pomoże, jest 5 mil stąd.",1
35,"Dziewczyna, która może mi pomóc, jest na drugim końcu miasta.",Nikt mi nie pomoże.,2
36,"Ale byli podzieleni na to, kto był robotnikiem, a kto dzieckiem domowym.","Wszyscy zgodzili się, że będą pracować na polach.",2
37,"Ale byli podzieleni na to, kto był robotnikiem, a kto dzieckiem domowym.","Nie mogli się zgodzić, kto jest pracownikiem w polu, a kto należy do domu.",0
38,"Ale byli podzieleni na to, kto był robotnikiem, a kto dzieckiem domowym.","Nie mogli się zgodzić, kto powinien pracować na polu bawełny, a kto powinien myć podłogi.",1
39,"Dziś opowie nam o Trzecim SS, U2 Quick i Blackbird.",Postanowił już nie rozmawiać.,2
40,"Dziś opowie nam o Trzecim SS, U2 Quick i Blackbird.",Mówi o trzech różnych łodziach podwodnych.,1
41,"Dziś opowie nam o Trzecim SS, U2 Quick i Blackbird.",Mówi o trzech rzeczach.,0
42,"Mieli tylko pięcioro dzieci, jedno z nich zmarło.",Wszystkie ich dzieci przeżyły.,2
