,premise,hypothesis,label
0,"Ngangingacabangi ngisho nokucabanga ngalokho, kodwa ngangikhungathekile, futhi, ngagcina sengikhuluma naye futhi.",Angiphindanga ngakhuluma naye.,2
1,"Ngangingacabangi ngisho nokucabanga ngalokho, kodwa ngangikhungathekile, futhi, ngagcina sengikhuluma naye futhi.",Ngangiphatheke kabi kangangokuthi ngaqala ukukhuluma naye futhi.,0
2,"Ngangingacabangi ngisho nokucabanga ngalokho, kodwa ngangikhungathekile, futhi, ngagcina sengikhuluma naye futhi.",Sakhuluma kahle kakhulu.,1
3,"Futhi ngacabanga ukuthi kwakuyilungelo, futhi namanje, namanje, ngangingukuphela kwe-Ex-O engu-922, okwakuyinkambu yami ye-AFFC Air Force Career.",Ngangingazi ukuthi kwakungeyimi ngedwa umuntu owayesebala ngalolo suku.,1
4,"Futhi ngacabanga ukuthi kwakuyilungelo, futhi namanje, namanje, ngangingukuphela kwe-Ex-O engu-922, okwakuyinkambu yami ye-AFFC Air Force Career.",Ngangicabanga ukuthi yimi ngedwa onayo leyo nombolo emkhakheni we-AFFC Air Force Career.,0
5,"Futhi ngacabanga ukuthi kwakuyilungelo, futhi namanje, namanje, ngangingukuphela kwe-Ex-O engu-922, okwakuyinkambu yami ye-AFFC Air Force Career.","Sonke sanikezwa inombolo efanayo kungakhathaliseki ukuthi sasiqinisekiswa ngamalungelo anjani, konke kwakuyiphutha.",2
6,"Bangitshela ukuthi, uh, ukuthi ngangizobizwa ngomfana othile ekupheleni ukuze ngihlangane naye.",Angizange ngitshelwe lutho ngokuhlangana nanoma ubani.,2
7,"Bangitshela ukuthi, uh, ukuthi ngangizobizwa ngomfana othile ekupheleni ukuze ngihlangane naye.",Ngatshelwa ukuthi kwakuzobizwa indoda ethile ukuze ngihlangane nayo.,0
8,"Bangitshela ukuthi, uh, ukuthi ngangizobizwa ngomfana othile ekupheleni ukuze ngihlangane naye.",Le ndoda yafika sekwephuzile.,1
9,Kuningi kakhulu ongakhuluma ngakho ngakho ngizokuyeka lokho.,Ngifuna ukukutshela konke engikwaziyo ngalokho!,2
