,premise,hypothesis,label
0,حسناً، لم أكن أفكر في ذلك حتى، لكنني كنت محبطة جداً، وانتهى بي الأمر بالتحدث إليه مجدداً.,لم أتحدث معه بعد ذلك,2
1,حسناً، لم أكن أفكر في ذلك حتى، لكنني كنت محبطة جداً، وانتهى بي الأمر بالتحدث إليه مجدداً.,كنت منزعجة جداً لدرجة أنني بدأت أتحدث معه مجدداً,0
2,حسناً، لم أكن أفكر في ذلك حتى، لكنني كنت محبطة جداً، وانتهى بي الأمر بالتحدث إليه مجدداً.,لقد حظينا بمحادثة رائعة,1
3,واعتقدت أن هذا امتياز ومازال كذلك كنت الوحيد من تسعة اثنان اثنان من القوات الجوية السابقة,لم أكن على علم بأنني لم أكن الشخص الوحيد الذي كان في الميدان في ذلك اليوم.,1
4,واعتقدت أن هذا امتياز ومازال كذلك كنت الوحيد من تسعة اثنان اثنان من القوات الجوية السابقة,كنت تحت انطباع بأنني كنت الوحيد الذي لديه هذا الرقم في ميدان المهنة في القوات الجوية,0
5,واعتقدت أن هذا امتياز ومازال كذلك كنت الوحيد من تسعة اثنان اثنان من القوات الجوية السابقة,كلنا حصلنا على نفس الرقم بالضبط بغض النظر عن الامتيازات التي وعدنا أن نمنحها، كان كل شيء كذبة.,2
6,أخبروني أنّه سيتمّ استدعائي لرجلٍ في النهاية لأقابله,لم يُخبرني أحدٌ أبداً عن مقابلة أيّ أحد,2
7,أخبروني أنّه سيتمّ استدعائي لرجلٍ في النهاية لأقابله,لقد قيل لي أن هناك رجل سيتم استدعائه لي,0
8,أخبروني أنّه سيتمّ استدعائي لرجلٍ في النهاية لأقابله,لقد جاء الرجل متأخراً,1
9,هناك الكثير من الأشياء التي يمكنك التحدث عنها سأقوم بتخطي هذا,أريد أن أخبرك كل ما أعرفه عن ذلك,2
10,هناك الكثير من الأشياء التي يمكنك التحدث عنها سأقوم بتخطي هذا,لن أتحدث عن ذلك، على الرغم من أن هناك الكثير لتغطيته.,0
11,هناك الكثير من الأشياء التي يمكنك التحدث عنها سأقوم بتخطي هذا,لن أتحدث عن تاريخ المدينة لأن هناك الكثير لأقوله,1
12,كان هذا هو الشيء الرئيسي الذي أردنا أن ننقذه منذ أن لم يكن هناك أي طريقة لتفريغ 20 ميجا طن من القنبلة الهيدروجينية من 30، C124.,لم نكن نهتم بإنقاذ أي شيء,2
13,كان هذا هو الشيء الرئيسي الذي أردنا أن ننقذه منذ أن لم يكن هناك أي طريقة لتفريغ 20 ميجا طن من القنبلة الهيدروجينية من 30، C124.,أردنا أن ننقذ شيئاً واحداً أكثر من البقية,0
14,كان هذا هو الشيء الرئيسي الذي أردنا أن ننقذه منذ أن لم يكن هناك أي طريقة لتفريغ 20 ميجا طن من القنبلة الهيدروجينية من 30، C124.,أردنا إنقاذ القنبلة الهيدروجينية لأنّه كان من الصعب التعامل معها,1
15,لذا لست متأكداً حقاً لماذا,أنا متأكد من السبب,2
16,لذا لست متأكداً حقاً لماذا,لا أعلم لماذا قام بنقل المدارس,1
17,لذا لست متأكداً حقاً لماذا,لا أعلم لماذا حدث ذلك,0
18,هذه فاني فلونو، وترعرعت في أوغستا، جورجيا، و ستحكي عن بعض القصص من طفولتها.,(فاني فلونو) اضطرّت لإعادة جدولة المقابلة ولا يمكنها أن تخبرنا أيّ قصص اليوم,2
19,هذه فاني فلونو، وترعرعت في أوغستا، جورجيا، و ستحكي عن بعض القصص من طفولتها.,فاني فلونو هنا وسوف تتحدث معنا عن قصص طفولتها من نموها في أوغستا، جورجيا.,0
20,هذه فاني فلونو، وترعرعت في أوغستا، جورجيا، و ستحكي عن بعض القصص من طفولتها.,(فاني فلونو) تمكنت من التحدث إلينا اليوم على الرغم من جدولها المزدحم,1
21,و قد أخرجت خمس فرق من فرقة (يو2),لقد تعاملت مع فرقة (يو2),0
22,و قد أخرجت خمس فرق من فرقة (يو2),لم أتعامل مع فرقة (يو2) على الإطلاق,2
23,و قد أخرجت خمس فرق من فرقة (يو2),عملت مع فرقة (يو2) كل يوم لمدة 40 عاماً,1
