,premise,hypothesis,label
0,"Det tænkte jeg ikke på, men jeg var så frustreret, at jeg endte med at tale med ham igen.",Jeg har ikke talt med ham igen.,2
1,"Det tænkte jeg ikke på, men jeg var så frustreret, at jeg endte med at tale med ham igen.","Jeg var så ked af det, at jeg bare begyndte at tale med ham igen.",0
2,"Det tænkte jeg ikke på, men jeg var så frustreret, at jeg endte med at tale med ham igen.",Vi havde en god snak.,1
3,"Jeg troede, det var et privilegium, og det er det stadig, jeg var den eneste 9-2-2 eks-o, som var min AFFC Air Force karriere.","Jeg var ikke klar over, at jeg ikke var den eneste person på banen den dag.",1
4,"Jeg troede, det var et privilegium, og det er det stadig, jeg var den eneste 9-2-2 eks-o, som var min AFFC Air Force karriere.","Jeg troede, jeg var den eneste med det nummer på AFFC's karrierefelt.",0
5,"Jeg troede, det var et privilegium, og det er det stadig, jeg var den eneste 9-2-2 eks-o, som var min AFFC Air Force karriere.","Vi fik alle det samme nummer, uanset hvilke privilegier vi blev lovet, det var en løgn.",2
6,"De sagde, at jeg skulle møde en fyr til sidst.",Jeg har aldrig hørt om at møde nogen.,2
7,"De sagde, at jeg skulle møde en fyr til sidst.","Jeg fik at vide, at en fyr ville blive kaldt ind for at møde mig.",0
8,"De sagde, at jeg skulle møde en fyr til sidst.",Fyren kom lidt sent.,1
9,"Der er så meget, du kan tale om, at jeg bare springer det over.","Jeg vil fortælle dig alt, hvad jeg ved om det!",2
10,"Der er så meget, du kan tale om, at jeg bare springer det over.","Jeg vil ikke tale om det, selvom der er meget at dække.",0
11,"Der er så meget, du kan tale om, at jeg bare springer det over.","Jeg vil ikke tale om byens historie, for der er for meget at sige.",1
12,"Det var det vigtigste, vi ville redde, da der ikke var nogen måde at dumpe en 20 megaton H-bombe fra en 30, en C124.",Vi var ligeglade med at redde noget.,2
13,"Det var det vigtigste, vi ville redde, da der ikke var nogen måde at dumpe en 20 megaton H-bombe fra en 30, en C124.",Vi ville redde én ting mere end alle de andre.,0
14,"Det var det vigtigste, vi ville redde, da der ikke var nogen måde at dumpe en 20 megaton H-bombe fra en 30, en C124.","Vi ville redde H-bomben, fordi den var så svær at håndtere.",1
15,Så jeg er ikke helt sikker på hvorfor.,"Jeg er sikker på, hvorfor.",2
16,Så jeg er ikke helt sikker på hvorfor.,"Jeg ved ikke, hvorfor han skiftede skole.",1
17,Så jeg er ikke helt sikker på hvorfor.,"Jeg ved ikke, hvorfor det skete.",0
18,"Dette er Fannie Flono, og hun voksede op i Augusta, GA, og hun vil fortælle om nogle historier fra hendes barndom.",Fannie Flono har ikke tid til at fortælle noget.,2
19,"Dette er Fannie Flono, og hun voksede op i Augusta, GA, og hun vil fortælle om nogle historier fra hendes barndom.","Fannie Flono er her og hun vil fortælle os om hendes barndoms historier fra Augusta, GA.",0
