,premise,hypothesis,label
0,"Я навіть не думала про це, але я була так розчарована, і я знову поговорила з ним.",Я з ним більше не розмовляв.,2
1,"Я навіть не думала про це, але я була так розчарована, і я знову поговорила з ним.","Я була настільки засмучена, що знову почала з ним розмовляти.",0
2,"Я навіть не думала про це, але я була так розчарована, і я знову поговорила з ним.",Ми добре поговорили.,1
3,"Я вважав це за привілей, і досі вважаю, що я був єдиним девятьма двама двома екс-офіцером, який був моїм майданчиком кар'єри в ВПС.","Я не знав, що я не був єдиною людиною, яка була на полі того дня.",1
4,"Я вважав це за привілей, і досі вважаю, що я був єдиним девятьма двама двома екс-офіцером, який був моїм майданчиком кар'єри в ВПС.","Я мав враження, що я єдиний з таким номером на полі кар'єри ВПС.",0
5,"Я вважав це за привілей, і досі вважаю, що я був єдиним девятьма двама двома екс-офіцером, який був моїм майданчиком кар'єри в ВПС.","Нам усім було дано однакове число, незважаючи на обіцянки, що ми отримаємо привілеї, це була брехня.",2
6,"Вони сказали мені, що в кінці мене покличуть на зустріч з хлопцем.",Мені ніколи нічого не говорили про зустріч з кимось.,2
7,"Вони сказали мені, що в кінці мене покличуть на зустріч з хлопцем.","Мені сказали, що мені викликають хлопця.",0
8,"Вони сказали мені, що в кінці мене покличуть на зустріч з хлопцем.",Той хлопець з'явився трохи пізно.,1
9,"Ви могли б багато про що поговорити, але я пропускаю це.","Я хочу розповісти тобі все, що я знаю про це!",2
10,"Ви могли б багато про що поговорити, але я пропускаю це.","Я не буду про це говорити, хоча є багато чого, що потрібно обговорити.",0
11,"Ви могли б багато про що поговорити, але я пропускаю це.","Я не буду говорити про історію міста, тому що є надто багато чого сказати.",1
12,"Це була перша річ, яку ми хотіли зберегти, оскільки не було ніякого способу скинути 20-мегатонну водневу бомбу з 30-го, C124.",Ми не турбувалися про збереження чогось.,2
13,"Це була перша річ, яку ми хотіли зберегти, оскільки не було ніякого способу скинути 20-мегатонну водневу бомбу з 30-го, C124.","Ми хотіли врятувати одну річ більше, ніж інші.",0
14,"Це була перша річ, яку ми хотіли зберегти, оскільки не було ніякого способу скинути 20-мегатонну водневу бомбу з 30-го, C124.","Ми хотіли врятувати водородну бомбу, бо з нею було дуже важко мати справу.",1
15,"Тому я не знаю, чому.",Я впевнений у причині.,2
16,"Тому я не знаю, чому.","Я не знаю, чому він переїхав до іншої школи.",1
17,"Тому я не знаю, чому.","Я не знаю, чому це сталося.",0
18,"Це Фанні Флоно, вона виросла в Августі, штат Джорджія, і вона розповість вам про деякі історії з дитинства.",Фані Флоно довелося перенести час і не може розповісти нам жодних історій сьогодні.,2
19,"Це Фанні Флоно, вона виросла в Августі, штат Джорджія, і вона розповість вам про деякі історії з дитинства.","Фанні Флоно тут і вона розповість нам про свої дитячі історії з дитинства в Августі, штат Джорджія.",0
20,"Це Фанні Флоно, вона виросла в Августі, штат Джорджія, і вона розповість вам про деякі історії з дитинства.","Фанні Флоно змогла поговорити з нами сьогодні, незважаючи на її напружений графік.",1
21,І я виставив п'ять загінів з U2.,Я займався з U2.,0
22,І я виставив п'ять загінів з U2.,Я не мав жодних стосунків з U2.,2
23,І я виставив п'ять загінів з U2.,Я працював з U2 кожен день протягом сорока років.,1
24,"Я був єдиним, хто коли-небудь запускав регулятори для тесту в мініатюрних висотних камерах.","Мені не подобалося бути єдиним, хто проводив тестування регуляторами.",1
25,"Я був єдиним, хто коли-небудь запускав регулятори для тесту в мініатюрних висотних камерах.",Тести проводилися в мініатюрних висотних камерах.,0
26,"Я був єдиним, хто коли-небудь запускав регулятори для тесту в мініатюрних висотних камерах.",Кілька з нас запустили регулятори для тесту.,2
27,"Я старший сержант, пенсіонер, як сказав Рік.",Я досі працюю.,2
28,"Я старший сержант, пенсіонер, як сказав Рік.",Я пішов на пенсію в 2002 році.,1
29,"Я старший сержант, пенсіонер, як сказав Рік.","Рік сказав тобі, що я пішов на пенсію.",0
