,premise,hypothesis,label
0,"Nah, tiang ten nyak, nanging tiang frustasi, lan, tiang buin ngomong teken ia.",Tiang nénten malih mabaos sareng ipun.,2
1,"Nah, tiang ten nyak, nanging tiang frustasi, lan, tiang buin ngomong teken ia.","Tiang sebet pisan, raris malih tiang mabaos ring dane.",0
2,"Nah, tiang ten nyak, nanging tiang frustasi, lan, tiang buin ngomong teken ia.",Iraga sampun mabebaosan becik.,1
3,"Titiang marasa punika wantah dados kahormatan, tur kantun taler dados, titiang wantah dados asiki saking sia kalih kalih mantan prawira sané dados widang karir titiangé ring Angkatan Udara.",Tiang nénten uning wantah tiang kémanten sané wénten ring lapangan.,1
4,"Titiang marasa punika wantah dados kahormatan, tur kantun taler dados, titiang wantah dados asiki saking sia kalih kalih mantan prawira sané dados widang karir titiangé ring Angkatan Udara.",Tiang marasa wantah tiang manten sané madué nomor punika ring lapangan karir Angkatan Udara.,0
5,"Titiang marasa punika wantah dados kahormatan, tur kantun taler dados, titiang wantah dados asiki saking sia kalih kalih mantan prawira sané dados widang karir titiangé ring Angkatan Udara.","Iraga sareng sami polih wilangan sane pateh, nenten dados malih maosang napi sane kajanjiang antuk iraga, punika sami wantah bobab.",2
6,"Ipun ngorahin tiang, uh, tiang lakar kaundang anak muani di pamuputne apang tiang matemu.",Tiang tusing taen ngorahang lakar matemu ngajak anak lenan.,2
7,"Ipun ngorahin tiang, uh, tiang lakar kaundang anak muani di pamuputne apang tiang matemu.",Tiang sampun kaicen anak lanang mangda tiang matemu.,0
8,"Ipun ngorahin tiang, uh, tiang lakar kaundang anak muani di pamuputne apang tiang matemu.",Anake punika rauh matetandur.,1
9,"Akeh sane prasida baosang ragane, tiang jagi ngalanturang.","Tiang meled nuturang saananing paindikan sane uningin tiang, ngeniang indik paindikane punika.",2
10,"Akeh sane prasida baosang ragane, tiang jagi ngalanturang.","Tiang nenten jaga maosang indik punika, yadiastun akeh sane patut katureksain.",0
11,"Akeh sane prasida baosang ragane, tiang jagi ngalanturang.",Tiang nénten pacang maosang indik sejarah kota puniki santukan akéh pisan sané patut kabaosang.,1
12,Punika sané pinih utama sané patut kaajegang santukan nénten wénten pamargi ngentungang bom H 20 megaton saking bom C124.,Tiang sareng sami nenten pisan nglinguang.,2
13,Punika sané pinih utama sané patut kaajegang santukan nénten wénten pamargi ngentungang bom H 20 megaton saking bom C124.,Iraga meled pisan ngluputang asiki hal sane pinih utama.,0
14,Punika sané pinih utama sané patut kaajegang santukan nénten wénten pamargi ngentungang bom H 20 megaton saking bom C124.,Iraga makeneh nyimpen bom H krana punika sukil pisan antuk kaatur.,1
