,premise,hypothesis,label
0,"Nun, ich habe nicht mal darüber nachgedacht, aber ich war so frustriert, und, ich habe mit ihm wieder gesprochen.",Ich habe nie wieder mit ihm gesprochen.,2
1,"Nun, ich habe nicht mal darüber nachgedacht, aber ich war so frustriert, und, ich habe mit ihm wieder gesprochen.","Ich war so aufgebracht, dass ich einfach wieder mit ihm sprach.",0
2,"Nun, ich habe nicht mal darüber nachgedacht, aber ich war so frustriert, und, ich habe mit ihm wieder gesprochen.",Wir hatten ein tolles Gespräch.,1
3,"Ich dachte, das sei ein Privileg, und es ist immer noch so, ich war der einzige Ex-O, der in meinem AFFC-Karrierefeld war.","Ich wusste nicht, dass ich nicht die einzige Person war, die an diesem Tag auf dem Feld war.",1
4,"Ich dachte, das sei ein Privileg, und es ist immer noch so, ich war der einzige Ex-O, der in meinem AFFC-Karrierefeld war.","Ich hatte den Eindruck, dass ich der Einzige mit dieser Nummer auf dem AFFC Air Force Career-Feld war.",0
5,"Ich dachte, das sei ein Privileg, und es ist immer noch so, ich war der einzige Ex-O, der in meinem AFFC-Karrierefeld war.","Wir alle bekamen die gleiche Nummer, egal welche Vorrechte uns versprochen wurden, es war alles eine Lüge.",2
6,"Sie sagten mir, dass ich am Ende einen Typen treffen soll.",Mir wurde nie etwas über ein Treffen mit jemandem gesagt.,2
7,"Sie sagten mir, dass ich am Ende einen Typen treffen soll.","Mir wurde gesagt, dass ein Typ für mich einberufen wird.",0
8,"Sie sagten mir, dass ich am Ende einen Typen treffen soll.",Der Typ kam etwas spät.,1
9,"Es gibt so viel, worüber du reden könntest, dass ich das einfach überspringe.","Ich will dir alles erzählen, was ich darüber weiß!",2
10,"Es gibt so viel, worüber du reden könntest, dass ich das einfach überspringe.","Darüber werde ich nicht sprechen, obwohl es viel zu erzählen gibt.",0
11,"Es gibt so viel, worüber du reden könntest, dass ich das einfach überspringe.","Ich werde nicht über die Geschichte der Stadt sprechen, weil es zu viel zu sagen gibt.",1
12,"Das war das Wichtigste, was wir retten wollten, da es keine Möglichkeit gab, eine 20-Megatonnen-H-Bombe von einer 30er, einer C-124 zu werfen.","Uns war es egal, was wir retten.",2
13,"Das war das Wichtigste, was wir retten wollten, da es keine Möglichkeit gab, eine 20-Megatonnen-H-Bombe von einer 30er, einer C-124 zu werfen.",Wir wollten nur eines retten.,0
14,"Das war das Wichtigste, was wir retten wollten, da es keine Möglichkeit gab, eine 20-Megatonnen-H-Bombe von einer 30er, einer C-124 zu werfen.","Wir wollten die H-Bombe retten, weil es so schwer zu bewältigen war.",1
15,"Ich weiß nicht, warum.","Ich bin mir sicher, warum.",2
16,"Ich weiß nicht, warum.","Ich weiß nicht, warum er die Schule wechselte.",1
17,"Ich weiß nicht, warum.","Ich weiß nicht, warum das passiert ist.",0
18,"Das ist Fannie Flono, sie wuchs in Augusta, Georgia auf und sie wird über einige Geschichten aus ihrer Kindheit sprechen.",Fannie Flono musste einen anderen Termin vereinbaren und kann uns heute keine Geschichten erzählen.,2
19,"Das ist Fannie Flono, sie wuchs in Augusta, Georgia auf und sie wird über einige Geschichten aus ihrer Kindheit sprechen.","Fannie Flono ist hier und sie wird uns von ihren Kindheitsgeschichten erzählen, als sie in Augusta, Georgia, aufwuchs.",0
20,"Das ist Fannie Flono, sie wuchs in Augusta, Georgia auf und sie wird über einige Geschichten aus ihrer Kindheit sprechen.",Fannie Flono konnte heute trotz ihres vollen Terminkalenders mit uns sprechen.,1
21,Und ich hatte fünf Abteilungen von U2 ausgeschaltet.,Ich habe mit den U2's gesprochen.,0
22,Und ich hatte fünf Abteilungen von U2 ausgeschaltet.,Ich hatte überhaupt nichts mit den U2 zu tun.,2
23,Und ich hatte fünf Abteilungen von U2 ausgeschaltet.,Ich habe 40 Jahre lang täglich mit den U2-Teams gearbeitet.,1
24,"Ich war der Einzige, der die Regler für den Test in den Miniatur-Höhenkammern benutzte.","Ich wollte nicht der Einzige sein, der die Regler für die Tests durchführt.",1
25,"Ich war der Einzige, der die Regler für den Test in den Miniatur-Höhenkammern benutzte.",Die Tests wurden in den Miniatur-Höhenkammern durchgeführt.,0
26,"Ich war der Einzige, der die Regler für den Test in den Miniatur-Höhenkammern benutzte.",Einige von uns haben die Regler für den Test geführt.,2
27,"Ich bin Chef-Master-Sergeant, im Ruhestand, wie Rick sagte.",Ich arbeite bis heute.,2
28,"Ich bin Chef-Master-Sergeant, im Ruhestand, wie Rick sagte.",Ich ging 2002 in Rente.,1
29,"Ich bin Chef-Master-Sergeant, im Ruhestand, wie Rick sagte.","Rick hat dir gesagt, dass ich im Ruhestand bin.",0
30,"Es gibt einige Cashflow-Projektionen auf meinem Schreibtisch und, um, uh, es ist für so und so Cutty, das ist der Name des Kunden.",Der Kunde namens Cutty verdient 10.000 Dollar im Monat.,1
31,"Es gibt einige Cashflow-Projektionen auf meinem Schreibtisch und, um, uh, es ist für so und so Cutty, das ist der Name des Kunden.",Es gibt einen Kunden namens Cutty.,0
32,"Es gibt einige Cashflow-Projektionen auf meinem Schreibtisch und, um, uh, es ist für so und so Cutty, das ist der Name des Kunden.",Wir haben keine Kunden namens Cutty.,2
33,"Das Mädchen, das mir helfen kann, ist ganz auf der anderen Seite der Stadt.","Das Mädchen, von dem ich Hilfe brauche, lebt weit weg.",0
34,"Das Mädchen, das mir helfen kann, ist ganz auf der anderen Seite der Stadt.","Das Mädchen, das mir helfen wird, ist 8 km entfernt.",1
35,"Das Mädchen, das mir helfen kann, ist ganz auf der anderen Seite der Stadt.","Es gibt niemanden, der mir helfen kann.",2
36,"Aber sie waren geteilt, wer die Feldarbeiter und wer die Hauskinder waren, es war irgendwie...","Sie waren alle einverstanden, dass sie alle auf dem Feld arbeiten würden.",2
37,"Aber sie waren geteilt, wer die Feldarbeiter und wer die Hauskinder waren, es war irgendwie...","Sie waren sich nicht einig, wer ein Feldarbeiter war und wer zu dem Haus gehörte.",0
38,"Aber sie waren geteilt, wer die Feldarbeiter und wer die Hauskinder waren, es war irgendwie...","Sie waren sich nicht einig, wer auf dem Baumwollfeld arbeiten sollte und wer den Boden wischen sollte.",1
39,"Heute wird er uns über die Dritte SS, die U2 Quick und den Blackbird erzählen.","Er hat beschlossen, nicht mehr zu reden.",2
40,"Heute wird er uns über die Dritte SS, die U2 Quick und den Blackbird erzählen.",Er spricht von drei verschiedenen U-Booten.,1
41,"Heute wird er uns über die Dritte SS, die U2 Quick und den Blackbird erzählen.",Er spricht von drei Dingen.,0
42,"Sie hatten nur fünf Kinder, eines starb.",Alle ihre Kinder überlebten.,2
43,"Sie hatten nur fünf Kinder, eines starb.",Ein Kind von fünf starb.,0
44,"Sie hatten nur fünf Kinder, eines starb.","Das Kind, das starb, war krank geboren.",1
45,"Und natürlich antwortete Androv Gromikov nichts, aber wir hatten alle Informationen aus den Filmen, die die U2 aufgenommen hatten.",Die U2 haben viel Film gemacht.,0
46,"Und natürlich antwortete Androv Gromikov nichts, aber wir hatten alle Informationen aus den Filmen, die die U2 aufgenommen hatten.",Die U2 haben eine Tonne Film aus dem Wasser geholt.,1
47,"Und natürlich antwortete Androv Gromikov nichts, aber wir hatten alle Informationen aus den Filmen, die die U2 aufgenommen hatten.","Wir hatten keine Aufnahmen, also mussten wir raten.",2
48,"Sie sagte, dass ihr nur Tränen aus den Augen kamen und dann sagte sie, dass Joe auf der Veranda aufgetaucht ist.","Als sie ihm sagte, er solle auf die Veranda kommen, hatten ihre Augen Tränen.",0
49,"Sie sagte, dass ihr nur Tränen aus den Augen kamen und dann sagte sie, dass Joe auf der Veranda aufgetaucht ist.","Sie wischte sich schnell die Tränen ab, nachdem sie Joe von der Veranda geworfen hatte.",2
50,"Sie sagte, dass ihr nur Tränen aus den Augen kamen und dann sagte sie, dass Joe auf der Veranda aufgetaucht ist.","Sie war so froh, Joe zu sehen, dass sie anfing zu weinen.",1
51,"Selbst wenn das Flugzeug brennen würde, würde es brennen und durch eine Blei-Komponente schmelzen, damit die Strahlung ausläuft.",Die Strahlung kann auch bei einem Brand eingedämmt werden.,1
52,"Selbst wenn das Flugzeug brennen würde, würde es brennen und durch eine Blei-Komponente schmelzen, damit die Strahlung ausläuft.","Die Strahlung würde aus einer Bleikomponente austreten, nachdem das Flugzeug verbrannt ist.",0
53,"Selbst wenn das Flugzeug brennen würde, würde es brennen und durch eine Blei-Komponente schmelzen, damit die Strahlung ausläuft.",Die Strahlung würde bei einem Brand nicht auslaufen.,2
54,"Hier ist Obermeister Sergeant Clem Francis, pensioniert von der US Air Force.",Der Chief ist aus der US Air Force zurückgetreten.,0
55,"Hier ist Obermeister Sergeant Clem Francis, pensioniert von der US Air Force.",Der Chief ist vor ein paar Wochen in Rente gegangen.,1
56,"Hier ist Obermeister Sergeant Clem Francis, pensioniert von der US Air Force.",Der US-Luftwaffenchef hat diese Woche seine Karriere begonnen.,2
57,"Nun, es kam zu dem Punkt, dass zwei oder drei Flugzeuge in einer Woche eintreffen und ich nicht wusste, wohin sie fliegen.",Mehr als ein Flugzeug kommt jede Woche an.,0
58,"Nun, es kam zu dem Punkt, dass zwei oder drei Flugzeuge in einer Woche eintreffen und ich nicht wusste, wohin sie fliegen.",Der erhöhte Flugverkehr ist lästig.,1
59,"Nun, es kam zu dem Punkt, dass zwei oder drei Flugzeuge in einer Woche eintreffen und ich nicht wusste, wohin sie fliegen.",Es kommen nie Flugzeuge an.,2
60,"Sie hatten bereits ihre Ausbildung in den vollen Druckanzügen und es hat mich eine Weile gebraucht, wenn man in volle Druckanzüge geht.","Es dauert bis zu drei Monate, bis man die Ausbildung zum Gebrauch eines vollen Druckanzugs abgeschlossen hat.",1
61,"Sie hatten bereits ihre Ausbildung in den vollen Druckanzügen und es hat mich eine Weile gebraucht, wenn man in volle Druckanzüge geht.",Das Training für einen Druckanzug braucht Zeit.,0
62,"Sie hatten bereits ihre Ausbildung in den vollen Druckanzügen und es hat mich eine Weile gebraucht, wenn man in volle Druckanzüge geht.",Wir könnten Sie bis heute in einem Druckanzug trainieren.,2
63,"Ich möchte sagen, dass es keine Gefahr gab, mit der Bombe hineinzugehen, weil sie nicht explodieren würde, egal wie stark sie auf den Boden trifft.",Die Bombe war vom Piloten deaktiviert worden.,1
64,"Ich möchte sagen, dass es keine Gefahr gab, mit der Bombe hineinzugehen, weil sie nicht explodieren würde, egal wie stark sie auf den Boden trifft.",Die Bombe hatte keine Chance zu explodieren.,0
65,"Ich möchte sagen, dass es keine Gefahr gab, mit der Bombe hineinzugehen, weil sie nicht explodieren würde, egal wie stark sie auf den Boden trifft.","Es bestand die große Gefahr, dass die Bombe explodiert.",2
66,"Und wie sieht es aus, wenn es genau so aussieht, wie ich es versuche.","Ich weiß nicht, wie das für dich aussieht.",2
67,"Und wie sieht es aus, wenn es genau so aussieht, wie ich es versuche.",Ich versuche es offensichtlich.,0
68,"Und wie sieht es aus, wenn es genau so aussieht, wie ich es versuche.","Ich versuche, mein Projekt in der nächsten Woche zu beenden.",1
69,"Aber die Tiere waren immer wieder los, besonders die Ziegen.",Die Ziegen entkamen jeden Tag aus der Scheune.,1
70,"Aber die Tiere waren immer wieder los, besonders die Ziegen.",Die Ziegen entkamen oft.,0
71,"Aber die Tiere waren immer wieder los, besonders die Ziegen.",Die Ziegen wurden sicher und geschützt gehalten.,2
72,"Die Türen waren verschlossen, als wir reingingen.",Alle Türen waren offen.,2
73,"Die Türen waren verschlossen, als wir reingingen.",Wir hatten die Schlüssel bei uns.,1
74,"Die Türen waren verschlossen, als wir reingingen.","Wir gingen rein, obwohl die Türen verschlossen waren.",0
75,"Also musste ich die Summen nehmen und versuchen, es so zu ermitteln.","Ich bin zuversichtlich, dass die Summen alles sind, was ich brauche, um das zu klären.",1
76,"Also musste ich die Summen nehmen und versuchen, es so zu ermitteln.","Ich habe keine Ahnung, was ich mit den Summen anfangen soll. Bitte geben Sie mir mehr Details, um dieses Durcheinander zu lösen.",2
77,"Also musste ich die Summen nehmen und versuchen, es so zu ermitteln.","Ich werde es berechnen, basierend auf den Summen.",0
78,"Er kam, er öffnete die Tür und ich erinnere mich, dass ich zurückblickte und den Ausdruck auf seinem Gesicht sah, und ich konnte erkennen, dass er enttäuscht war.","Er war so aufgeregt und voller Freude, dass er praktisch schlug die Tür aus dem Rahmen.",2
79,"Er kam, er öffnete die Tür und ich erinnere mich, dass ich zurückblickte und den Ausdruck auf seinem Gesicht sah, und ich konnte erkennen, dass er enttäuscht war.","Er wollte uns kein Schuldgefühl geben, aber wir wussten, dass wir ihm Ärger bereitet hatten.",1
80,"Er kam, er öffnete die Tür und ich erinnere mich, dass ich zurückblickte und den Ausdruck auf seinem Gesicht sah, und ich konnte erkennen, dass er enttäuscht war.","Ich sah an seinem Gesichtsausdruck, als er durch die Tür kam, dass er enttäuscht war.",0
81,Ich habe keine spezifischen Geschichten.,Ich habe keinen bestimmten Laden.,0
