,premise,hypothesis,label
0,"Jag tänkte inte ens på det, men jag var så frustrerad, och jag pratade med honom igen.",Jag har inte pratat med honom igen.,2
1,"Jag tänkte inte ens på det, men jag var så frustrerad, och jag pratade med honom igen.",Jag var så upprörd att jag började prata med honom igen.,0
2,"Jag tänkte inte ens på det, men jag var så frustrerad, och jag pratade med honom igen.",Vi hade ett bra samtal.,1
3,"Jag trodde att det var ett privilegium, och det är det fortfarande, jag var den enda nio två två Ex-O som var min AFFC Air Force Career fält.",Jag var inte medveten om att jag inte var den enda personen på planen den dagen.,1
4,"Jag trodde att det var ett privilegium, och det är det fortfarande, jag var den enda nio två två Ex-O som var min AFFC Air Force Career fält.",Jag trodde att jag var den enda med det numret på flygvapnets karriärfält.,0
5,"Jag trodde att det var ett privilegium, och det är det fortfarande, jag var den enda nio två två Ex-O som var min AFFC Air Force Career fält.","Vi fick alla samma nummer. Oavsett vilka privilegier vi lovades, var det en lögn.",2
6,De sa att jag skulle få träffa en kille i slutet.,Jag fick aldrig veta nåt om att träffa nån.,2
7,De sa att jag skulle få träffa en kille i slutet.,Jag fick höra att en kille skulle kallas in för att träffa mig.,0
8,De sa att jag skulle få träffa en kille i slutet.,Killen kom lite sent.,1
9,Det finns så mycket du kan prata om på den att jag bara hoppar över det.,Jag vill berätta allt jag vet om det!,2
10,Det finns så mycket du kan prata om på den att jag bara hoppar över det.,"Jag vill inte prata om det, även om det finns mycket att täcka.",0
11,Det finns så mycket du kan prata om på den att jag bara hoppar över det.,"Jag vill inte prata om stadens historia, för det finns för mycket att säga.",1
12,"Det var det viktigaste vi ville rädda eftersom det inte fanns något sätt att dumpa en 20-megaton H-bomb från en 30, en C124.",Vi brydde oss inte om att rädda någonting.,2
13,"Det var det viktigaste vi ville rädda eftersom det inte fanns något sätt att dumpa en 20-megaton H-bomb från en 30, en C124.",Vi ville rädda en sak mer än allt annat.,0
14,"Det var det viktigaste vi ville rädda eftersom det inte fanns något sätt att dumpa en 20-megaton H-bomb från en 30, en C124.",Vi ville rädda hydrogebomben för att den var så svår att hantera.,1
15,Jag vet inte riktigt varför.,Jag är säker på varför.,2
16,Jag vet inte riktigt varför.,Jag vet inte varför han bytte skola.,1
17,Jag vet inte riktigt varför.,Jag vet inte varför det hände.,0
18,"Det här är Fannie Flono, och hon växte upp i Augusta, Georgia, och hon kommer att berätta om några historier från sin barndom.",Fannie Flono fick en ny tid och kan inte berätta några historier idag.,2
19,"Det här är Fannie Flono, och hon växte upp i Augusta, Georgia, och hon kommer att berätta om några historier från sin barndom.","Fannie Flono är här och hon ska berätta om sin barndomshistoria från Augusta, Georgia.",0
