,premise,hypothesis,label
0,"Я даже не думала об этом, но я была так расстроена, и я снова заговорила с ним.",Я больше с ним не разговаривала.,2
1,"Я даже не думала об этом, но я была так расстроена, и я снова заговорила с ним.","Я была так расстроена, что снова начала с ним разговаривать.",0
2,"Я даже не думала об этом, но я была так расстроена, и я снова заговорила с ним.",Мы отлично поговорили.,1
3,"И я думал, что это привилегия, и это все еще, это все еще, я был единственным девять два два Ex-O, который был моим AFFC ВВС Карьера поле.","Я не знал, что в тот день на поле был не только я.",1
4,"И я думал, что это привилегия, и это все еще, это все еще, я был единственным девять два два Ex-O, который был моим AFFC ВВС Карьера поле.","Я был под впечатлением, что я был единственным с этим номером в AFFC Air Force Career field.",0
5,"И я думал, что это привилегия, и это все еще, это все еще, я был единственным девять два два Ex-O, который был моим AFFC ВВС Карьера поле.","Нам всем было дано одно и то же число независимо от того, какие привилегии нам обещали предоставить, это была ложь.",2
6,"Они сказали мне, что в конце меня вызовут, чтобы я встретился с парнем.",Мне никогда ничего не говорили о встрече с кем-либо.,2
7,"Они сказали мне, что в конце меня вызовут, чтобы я встретился с парнем.","Мне сказали, что мне вызовут парня.",0
8,"Они сказали мне, что в конце меня вызовут, чтобы я встретился с парнем.",Парень появился немного поздно.,1
9,"Вы могли бы многое обсудить, но я это пропустил.","Я хочу рассказать тебе все, что знаю об этом!",2
10,"Вы могли бы многое обсудить, но я это пропустил.","Я не буду об этом говорить, хотя есть многое, что нужно обсудить.",0
11,"Вы могли бы многое обсудить, но я это пропустил.","Я не буду говорить об истории города, потому что есть слишком много, чтобы сказать.",1
12,"Это было главное, что мы хотели сохранить, так как не было никакого способа сбросить 20-мегатонную водородной бомбу с 30-го, С124.",Мы не заботились о спасении чего-либо.,2
13,"Это было главное, что мы хотели сохранить, так как не было никакого способа сбросить 20-мегатонную водородной бомбу с 30-го, С124.","Мы хотели спасти одну вещь больше, чем все остальные.",0
14,"Это было главное, что мы хотели сохранить, так как не было никакого способа сбросить 20-мегатонную водородной бомбу с 30-го, С124.","Мы хотели спасти водородно-бомбу, потому что с ней было так трудно справиться.",1
15,"Так что я не совсем уверен, почему.","Я уверен в том, почему.",2
16,"Так что я не совсем уверен, почему.","Не знаю, почему он перебрался в другую школу.",1
17,"Так что я не совсем уверен, почему.","Я не знаю, почему это произошло.",0
18,"Это Фанни Флоно, она выросла в Августе, штат Джорджия, и она расскажет о некоторых историях из своего детства.",Фанни Флоно пришлось перенести встречу и не может рассказать нам сегодня какие-либо истории.,2
19,"Это Фанни Флоно, она выросла в Августе, штат Джорджия, и она расскажет о некоторых историях из своего детства.","Фанни Флоно здесь, и она собирается рассказать нам о своих детских историях, о том, как она росла в Августе, штат Джорджия.",0
20,"Это Фанни Флоно, она выросла в Августе, штат Джорджия, и она расскажет о некоторых историях из своего детства.","Фанни Флоно смогла поговорить с нами сегодня, несмотря на ее напряженный график.",1
21,И я выставил пять отрядов из U2.,Я имел дело с U2.,0
22,И я выставил пять отрядов из U2.,Я вообще не имел дела с U2.,2
23,И я выставил пять отрядов из U2.,Я работал с отрядами U2 каждый день в течение сорока лет.,1
24,"Я был единственным, кто когда-либо запускал регуляторы для теста в миниатюрных высоточных камерах.","Мне не нравилось быть единственным, кто запускает регуляторы для тестов.",1
25,"Я был единственным, кто когда-либо запускал регуляторы для теста в миниатюрных высоточных камерах.",Испытания проводились в миниатюрных высоточных камерах.,0
26,"Я был единственным, кто когда-либо запускал регуляторы для теста в миниатюрных высоточных камерах.",Некоторые из нас управляли регуляторами для теста.,2
27,"Я старший сержант, отставка, как сказал Рик.",Я до сих пор работаю.,2
28,"Я старший сержант, отставка, как сказал Рик.",Я ушел на пенсию в 2002 году.,1
29,"Я старший сержант, отставка, как сказал Рик.","Рик сказал тебе, что я на пенсии.",0
30,"На моем столе лежат прогнозы денежных потоков, и это для такого-то Катти, это имя клиента.",Клиент по имени Катти зарабатывает 10000 долларов в месяц.,1
31,"На моем столе лежат прогнозы денежных потоков, и это для такого-то Катти, это имя клиента.",Есть клиент по имени Катти.,0
32,"На моем столе лежат прогнозы денежных потоков, и это для такого-то Катти, это имя клиента.",У нас нет клиентов по имени Катти.,2
33,"Девушка, которая может мне помочь, находится на другом конце города.","Девушка, от которой мне нужна помощь, живет далеко.",0
34,"Девушка, которая может мне помочь, находится на другом конце города.","Девушка, которая собирается мне помочь, находится в пяти милях отсюда.",1
35,"Девушка, которая может мне помочь, находится на другом конце города.",Никто не может мне помочь.,2
36,"Но они разделились на тех, кто был полевым рабочим, а кто домашним детьми, это было вроде...","Они все согласились, что будут работать на полях.",2
37,"Но они разделились на тех, кто был полевым рабочим, а кто домашним детьми, это было вроде...","Они не могли договориться о том, кто был полевым рабочим, а кто принадлежал в доме.",0
38,"Но они разделились на тех, кто был полевым рабочим, а кто домашним детьми, это было вроде...","Они не могли договориться, кто должен работать на хлопковом поле, а кто должен подметать полы.",1
39,"Сегодня он расскажет нам о Третьем СС, U2 Quick и Blackbird.",Он решил больше не разговаривать.,2
40,"Сегодня он расскажет нам о Третьем СС, U2 Quick и Blackbird.",Он говорит о трех разных подводных лодках.,1
41,"Сегодня он расскажет нам о Третьем СС, U2 Quick и Blackbird.",Он говорит о трех вещах.,0
42,"У них было всего пять детей, один из них умер.",Все их дети выжили.,2
43,"У них было всего пять детей, один из них умер.",Один из пяти детей умер.,0
44,"У них было всего пять детей, один из них умер.","Ребёнок, который умер, родился больным.",1
45,"И, конечно, Андров Громиков ничего не ответил, но у нас была вся информация из фильмов, которые снимали U2.",U2 снимали много фильмов.,0
46,"И, конечно, Андров Громиков ничего не ответил, но у нас была вся информация из фильмов, которые снимали U2.",U2 взяли тонну пленки из-под воды.,1
47,"И, конечно, Андров Громиков ничего не ответил, но у нас была вся информация из фильмов, которые снимали U2.","У нас не было кадра, так что мы просто должны были догадаться.",2
48,"Она сказала, что слезы просто стекают из ее глаз, и она сказала, потом она сказала, что Джо поднялся на крыльцо.","Когда она сказала ему подняться на крыльцо, у нее были слезы в глазах.",0
