,premise,hypothesis,label
0,"ດີ, ຂ້ອຍບໍ່ຄິດເຖິງເລື່ອງນັ້ນ, ແຕ່ຂ້ອຍຮູ້ສຶກຜິດຫວັງຫຼາຍ, ແລະ, ຂ້ອຍໄດ້ເວົ້າກັບລາວອີກຄັ້ງ.",ຂ້ອຍບໍ່ໄດ້ເວົ້າກັບລາວອີກເທື່ອຫນຶ່ງ.,2
1,"ດີ, ຂ້ອຍບໍ່ຄິດເຖິງເລື່ອງນັ້ນ, ແຕ່ຂ້ອຍຮູ້ສຶກຜິດຫວັງຫຼາຍ, ແລະ, ຂ້ອຍໄດ້ເວົ້າກັບລາວອີກຄັ້ງ.",ຂ້ອຍຮູ້ສຶກເສົ້າໃຈຫຼາຍ ຈົນຂ້ອຍເລີ່ມເວົ້າກັບລາວອີກ.,0
2,"ດີ, ຂ້ອຍບໍ່ຄິດເຖິງເລື່ອງນັ້ນ, ແຕ່ຂ້ອຍຮູ້ສຶກຜິດຫວັງຫຼາຍ, ແລະ, ຂ້ອຍໄດ້ເວົ້າກັບລາວອີກຄັ້ງ.",ພວກເຮົາມີການສົນທະນາທີ່ດີ.,1
3,"ແລະຂ້າພະເຈົ້າຄິດວ່າເປັນສິດທິພິເສດ, ແລະມັນຍັງ, ມັນຍັງ, ຂ້າພະເຈົ້າເປັນພຽງ 9 ສອງສອງ Ex-O",ຂ້ອຍບໍ່ຮູ້ວ່າ ຂ້ອຍບໍ່ແມ່ນຄົນດຽວ ທີ່ຢູ່ໃນສະຫນາມໃນມື້ນັ້ນ.,1
4,"ແລະຂ້າພະເຈົ້າຄິດວ່າເປັນສິດທິພິເສດ, ແລະມັນຍັງ, ມັນຍັງ, ຂ້າພະເຈົ້າເປັນພຽງ 9 ສອງສອງ Ex-O",ຂ້ອຍຄິດວ່າຂ້ອຍເປັນຄົນດຽວທີ່ມີເລກນັ້ນ ຢູ່ທີ່ສະຫນາມ AFFC Air Force Career.,0
5,"ແລະຂ້າພະເຈົ້າຄິດວ່າເປັນສິດທິພິເສດ, ແລະມັນຍັງ, ມັນຍັງ, ຂ້າພະເຈົ້າເປັນພຽງ 9 ສອງສອງ Ex-O","ພວກເຮົາມີຈໍານວນທີ່ເທົ່າທຽມກັນ ບໍ່ວ່າຈະໄດ້ຮັບສິດທິພິເສດໃດໆ ທີ່ພວກເຮົາມີສັນຍາວ່າຈະໄດ້ຮັບ, ມັນທັງຫມົດແມ່ນການຕົວະ.",2
6,"ພວກເຂົາບອກຂ້ອຍວ່າ, ອິອິ, ຂ້ອຍຈະຖືກເອີ້ນເຂົ້າມາໃນຜູ້ຊາຍໃນຕອນທ້າຍ ສໍາ ລັບຂ້ອຍທີ່ຈະພົບ.",ຂ້ອຍບໍ່ເຄີຍໄດ້ຍິນຫຍັງ ກ່ຽວກັບ ການພົບກັບໃຜ.,2
7,"ພວກເຂົາບອກຂ້ອຍວ່າ, ອິອິ, ຂ້ອຍຈະຖືກເອີ້ນເຂົ້າມາໃນຜູ້ຊາຍໃນຕອນທ້າຍ ສໍາ ລັບຂ້ອຍທີ່ຈະພົບ.",ຂ້ອຍໄດ້ຍິນວ່າ ມີຄົນຫນຶ່ງຈະຖືກເອີ້ນມາໃຫ້ຂ້ອຍພົບ.,0
8,"ພວກເຂົາບອກຂ້ອຍວ່າ, ອິອິ, ຂ້ອຍຈະຖືກເອີ້ນເຂົ້າມາໃນຜູ້ຊາຍໃນຕອນທ້າຍ ສໍາ ລັບຂ້ອຍທີ່ຈະພົບ.",ຜູ້ຊາຍຄົນນັ້ນມາຊ້າ.,1
9,ມີຫຼາຍຢ່າງທີ່ເຈົ້າສາມາດເວົ້າໄດ້ ກ່ຽວກັບວ່າ ຂ້ອຍຈະຂ້າມໄປ.,ຂ້ອຍຢາກບອກເຈົ້າທຸກຢ່າງທີ່ຂ້ອຍຮູ້ກ່ຽວກັບເລື່ອງນັ້ນ!,2
