,premise,hypothesis,label
0,"Е, дори не мислех за това, но бях толкова разочарована, и, аз завърших да говоря с него отново.",Не съм говорил с него.,2
1,"Е, дори не мислех за това, но бях толкова разочарована, и, аз завърших да говоря с него отново.","Бях толкова разстроена, че просто започнах да говоря с него отново.",0
2,"Е, дори не мислех за това, но бях толкова разочарована, и, аз завърших да говоря с него отново.",Имахме страхотен разговор.,1
3,"Мислех, че това е привилегия и все още е, аз бях единственият 9-2-2 бивш офицер, който беше моята кариера в ВВС.","Не бях наясно, че не бях единственият човек на терена този ден.",1
4,"Мислех, че това е привилегия и все още е, аз бях единственият 9-2-2 бивш офицер, който беше моята кариера в ВВС.","Имах впечатлението, че съм единственият с този номер в полето на Кариерата на ВВС.",0
5,"Мислех, че това е привилегия и все още е, аз бях единственият 9-2-2 бивш офицер, който беше моята кариера в ВВС.","Всички получихме еднакви числа, без значение какви привилегии ни обещаха, всичко беше лъжа.",2
6,"Казаха ми, че ще ме повикат на среща с един мъж.",Не ми казаха нищо за срещата ни.,2
7,"Казаха ми, че ще ме повикат на среща с един мъж.","Казаха ми, че ще повикат един човек.",0
8,"Казаха ми, че ще ме повикат на среща с един мъж.",Човекът се появи малко късно.,1
9,"Има толкова много неща, за които да говорим, че ще пропусна това.","Искам да ти кажа всичко, което знам за това!",2
10,"Има толкова много неща, за които да говорим, че ще пропусна това.","Няма да говоря за това, въпреки че има много за обхващане.",0
11,"Има толкова много неща, за които да говорим, че ще пропусна това.","Няма да говоря за историята на града, защото има много за казване.",1
12,"Това беше първото нещо, което искахме да спасим, тъй като нямаше начин да изхвърлим 20-мегатонова водородна бомба от 30, C124.",Не ни пукаше за спасяването на нищо.,2
13,"Това беше първото нещо, което искахме да спасим, тъй като нямаше начин да изхвърлим 20-мегатонова водородна бомба от 30, C124.",Искахме да спасим едно нещо повече от всичко останало.,0
14,"Това беше първото нещо, което искахме да спасим, тъй като нямаше начин да изхвърлим 20-мегатонова водородна бомба от 30, C124.","Искахме да спасим водородна бомба, защото беше толкова трудно да се справим с нея.",1
15,Така че не съм сигурен защо.,Сигурен съм в причината.,2
16,Така че не съм сигурен защо.,Не знам защо е прехвърлил училищата.,1
17,Така че не съм сигурен защо.,Не знам защо се случи това.,0
18,"Това е Фани Флоно, и тя е израснала в Агуста, Джорджия, и тя ще ви разкаже за някои истории от детството си.",Фани Флоно трябваше да пренареди и не може да ни разкаже никакви истории днес.,2
19,"Това е Фани Флоно, и тя е израснала в Агуста, Джорджия, и тя ще ви разкаже за някои истории от детството си.","Фани Флоно е тук и ще ни разкаже за детските си истории от израстването си в Аугуста, Джорджия.",0
20,"Това е Фани Флоно, и тя е израснала в Агуста, Джорджия, и тя ще ви разкаже за някои истории от детството си.",Фани Флоно успя да говори с нас днес въпреки натовареното си график.,1
21,И бях изхвърлил пет отряда от U2.,Аз се занимавах с U2.,0
22,И бях изхвърлил пет отряда от U2.,Не съм се занимавал с U2 изобщо.,2
23,И бях изхвърлил пет отряда от U2.,Работех с отрядите на U2 всеки ден в продължение на 40 години.,1
24,"Аз бях единственият, който пускаше регулаторите за теста в миниатюрните височинни камери.","Не ми харесва да съм единственият, който пуска регулаторите за тестовете.",1
25,"Аз бях единственият, който пускаше регулаторите за теста в миниатюрните височинни камери.",Тестванията са били направени в миниатюрните височинни камери.,0
26,"Аз бях единственият, който пускаше регулаторите за теста в миниатюрните височинни камери.",Няколко от нас са работили с регулаторите за теста.,2
27,"Аз съм старши сержант, пенсиониран, както каза Рик.",И до днес работя.,2
28,"Аз съм старши сержант, пенсиониран, както каза Рик.",Пенсионирах се през 2002 г.,1
29,"Аз съм старши сержант, пенсиониран, както каза Рик.","Рик ти каза, че съм пенсиониран.",0
30,"Има някои прогнози за паричните потоци на бюрото ми и, ъм, ъм, това е за такъв и такъв Катти, това е името на клиента.",Клиентът на име Катти печели по 10000 долара на месец.,1
31,"Има някои прогнози за паричните потоци на бюрото ми и, ъм, ъм, това е за такъв и такъв Катти, това е името на клиента.",Има клиент на име Катти.,0
32,"Има някои прогнози за паричните потоци на бюрото ми и, ъм, ъм, това е за такъв и такъв Катти, това е името на клиента.",Нямаме клиенти на име Катти.,2
33,"Момичето, което може да ми помогне е на другия край на града.","Момичето, от което се нуждая живее много далеч.",0
34,"Момичето, което може да ми помогне е на другия край на града.","Момичето, което ще ми помогне е на 5 мили.",1
35,"Момичето, което може да ми помогне е на другия край на града.",Няма кой да ми помогне.,2
36,"Но те бяха разделени за това кой е полевият работник и кой е домашното дете, беше нещо като...",Всички се съгласиха да работят в полето.,2
37,"Но те бяха разделени за това кой е полевият работник и кой е домашното дете, беше нещо като...",Не можеха да се споразумеят кой е полевият работник и кой е от къщата.,0
38,"Но те бяха разделени за това кой е полевият работник и кой е домашното дете, беше нещо като...",Не можеха да се споразумеят кой да работи в памучната нива и кой да мие пода.,1
39,"Днес той ще ни говори за Третия СС, U2 Quick и Blackbird.",Реши да не говори повече.,2
40,"Днес той ще ни говори за Третия СС, U2 Quick и Blackbird.",Той говори за три различни подводници.,1
41,"Днес той ще ни говори за Третия СС, U2 Quick и Blackbird.",Той говори за три неща.,0
42,"Имаха само пет деца, едното умря.",Всички деца са оцелели.,2
43,"Имаха само пет деца, едното умря.",Едно от петте деца умря.,0
44,"Имаха само пет деца, едното умря.","Детето, което умря, се роди болезнено.",1
45,"И, разбира се, Андров Громиков не отговори на нищо, но ние имахме цялата информация от филмите, които U2 бяха снимали.",U2 взеха много филм.,0
46,"И, разбира се, Андров Громиков не отговори на нищо, но ние имахме цялата информация от филмите, които U2 бяха снимали.",U2 взеха тон филм от под водата.,1
47,"И, разбира се, Андров Громиков не отговори на нищо, но ние имахме цялата информация от филмите, които U2 бяха снимали.","Нямахме запис, така че трябваше да познаем.",2
48,"Каза, че от очите й се стичат сълзи и каза, че Джо е дошъл на верандата.","Когато го покани на верандата, тя имаше сълзи в очите си.",0
49,"Каза, че от очите й се стичат сълзи и каза, че Джо е дошъл на верандата.","Тя бързо избърса сълзите си, след като хвърли Джо от верандата.",2
50,"Каза, че от очите й се стичат сълзи и каза, че Джо е дошъл на верандата.","Беше толкова щастлива да види Джо, че започна да плаче.",1
51,"Дори самолетът да е в пламъци, той ще изгори и ще се стопи през оловен компонент, за да изтече радиацията.",Радиацията може да бъде ограничена и по време на пожар.,1
52,"Дори самолетът да е в пламъци, той ще изгори и ще се стопи през оловен компонент, за да изтече радиацията.",Радиацията ще изтече от оловен компонент след изгарянето на самолета.,0
53,"Дори самолетът да е в пламъци, той ще изгори и ще се стопи през оловен компонент, за да изтече радиацията.",Радиацията не би изтекла при пожар.,2
54,"Това е старши сержант Клем Франсис, пенсиониран от ВВС на САЩ.",Шефът е пенсиониран от ВВС на САЩ.,0
55,"Това е старши сержант Клем Франсис, пенсиониран от ВВС на САЩ.",Шефът се пенсионира преди няколко седмици.,1
56,"Това е старши сержант Клем Франсис, пенсиониран от ВВС на САЩ.",Шефът на ВВС на САЩ започна кариерата си тази седмица.,2
57,"Ами, стигнах до там, където има два или три самолета пристигат в рамките на седмица и аз не знам къде те летят за.",Всяка седмица пристигат повече от един самолет.,0
58,"Ами, стигнах до там, където има два или три самолета пристигат в рамките на седмица и аз не знам къде те летят за.",Повишеното въздушно движение е неприятно.,1
59,"Ами, стигнах до там, където има два или три самолета пристигат в рамките на седмица и аз не знам къде те летят за.",Никога не пристигат самолети.,2
