,premise,hypothesis,label
0,"Yah, aku bahkan tidak memikirkan itu, tapi aku sangat frustrasi, dan, aku akhirnya berbicara dengannya lagi.",Aku tidak pernah berbicara dengannya lagi.,2
1,"Yah, aku bahkan tidak memikirkan itu, tapi aku sangat frustrasi, dan, aku akhirnya berbicara dengannya lagi.",Aku begitu marah sehingga aku mulai berbicara dengannya lagi.,0
2,"Yah, aku bahkan tidak memikirkan itu, tapi aku sangat frustrasi, dan, aku akhirnya berbicara dengannya lagi.",Kami punya pembicaraan yang hebat.,1
3,"Dan saya pikir itu adalah hak istimewa, dan masih, masih, saya adalah satu-satunya sembilan dua-dua Ex-O yang saya AFFC Angkatan Udara bidang Karir.",Saya tidak menyadari bahwa saya bukan satu-satunya orang yang berada di lapangan hari itu.,1
4,"Dan saya pikir itu adalah hak istimewa, dan masih, masih, saya adalah satu-satunya sembilan dua-dua Ex-O yang saya AFFC Angkatan Udara bidang Karir.",Aku punya kesan bahwa aku satu-satunya yang memiliki nomor itu di lapangan AFFC Angkatan Udara Karier.,0
5,"Dan saya pikir itu adalah hak istimewa, dan masih, masih, saya adalah satu-satunya sembilan dua-dua Ex-O yang saya AFFC Angkatan Udara bidang Karir.","Kami semua diberi nomor yang sama persis tidak peduli apa hak istimewa yang kita dijanjikan untuk diberikan, itu semua bohong.",2
6,"Mereka bilang, uh, bahwa aku akan dipanggil oleh seorang pria di akhir untuk bertemu denganku.",Aku tidak pernah diberitahu tentang bertemu dengan siapa pun.,2
7,"Mereka bilang, uh, bahwa aku akan dipanggil oleh seorang pria di akhir untuk bertemu denganku.",Aku diberitahu seorang pria akan dipanggil untuk bertemu denganku.,0
8,"Mereka bilang, uh, bahwa aku akan dipanggil oleh seorang pria di akhir untuk bertemu denganku.",Orang itu datang terlambat.,1
9,Ada begitu banyak yang bisa Anda bicarakan tentang bahwa saya hanya akan melewatkan itu.,Aku ingin memberitahu semua yang aku tahu tentang itu!,2
10,Ada begitu banyak yang bisa Anda bicarakan tentang bahwa saya hanya akan melewatkan itu.,"Aku tidak akan membicarakannya, meskipun ada banyak hal yang harus dibahas.",0
11,Ada begitu banyak yang bisa Anda bicarakan tentang bahwa saya hanya akan melewatkan itu.,Aku tidak akan berbicara tentang sejarah kota karena ada terlalu banyak untuk mengatakan.,1
12,"Itu adalah hal utama yang ingin kita selamatkan karena tidak ada cara untuk membuang bom H 20 megaton dari 30, C124.",Kami tidak peduli tentang menyelamatkan apa pun.,2
13,"Itu adalah hal utama yang ingin kita selamatkan karena tidak ada cara untuk membuang bom H 20 megaton dari 30, C124.",Kami ingin menyelamatkan satu hal lebih dari yang lain.,0
14,"Itu adalah hal utama yang ingin kita selamatkan karena tidak ada cara untuk membuang bom H 20 megaton dari 30, C124.",Kami ingin menyelamatkan bom H karena sangat sulit untuk ditangani.,1
15,Jadi aku tidak yakin mengapa.,Aku yakin dengan alasannya.,2
16,Jadi aku tidak yakin mengapa.,Aku tidak tahu mengapa dia pindah sekolah.,1
17,Jadi aku tidak yakin mengapa.,Aku tidak tahu kenapa itu terjadi.,0
18,"Ini adalah Fannie Flono, dan dia dibesarkan di Augusta, GA, dan dia akan berbicara tentang beberapa cerita dari masa kecilnya.",Fannie Flono harus menjadwal ulang dan tidak bisa menceritakan cerita apa pun hari ini.,2
19,"Ini adalah Fannie Flono, dan dia dibesarkan di Augusta, GA, dan dia akan berbicara tentang beberapa cerita dari masa kecilnya.","Fannie Flono ada di sini dan dia akan berbicara kepada kita tentang kisah masa kecilnya dari tumbuh di Augusta, GA.",0
20,"Ini adalah Fannie Flono, dan dia dibesarkan di Augusta, GA, dan dia akan berbicara tentang beberapa cerita dari masa kecilnya.",Fannie Flono bisa berbicara dengan kami hari ini meskipun jadwalnya sibuk.,1
21,Dan aku telah menempatkan lima detasemen dari U2.,Aku berurusan dengan U2's.,0
22,Dan aku telah menempatkan lima detasemen dari U2.,Aku tidak berurusan dengan U2 sama sekali.,2
23,Dan aku telah menempatkan lima detasemen dari U2.,Aku bekerja dengan detasemen untuk U2 setiap hari selama empat puluh tahun.,1
24,"Aku satu-satunya yang pernah menjalankan regulator untuk, tes di ruang ketinggian miniatur.",Aku tidak suka menjadi satu-satunya yang menjalankan regulator untuk tes.,1
25,"Aku satu-satunya yang pernah menjalankan regulator untuk, tes di ruang ketinggian miniatur.",Tes dilakukan di ruang miniatur ketinggian.,0
26,"Aku satu-satunya yang pernah menjalankan regulator untuk, tes di ruang ketinggian miniatur.",Ada beberapa dari kami yang menjalankan regulator untuk tes.,2
27,"Aku adalah Kepala Sarjan, pensiunan, seperti yang dikatakan Rick.",Aku masih bekerja sampai hari ini.,2
28,"Aku adalah Kepala Sarjan, pensiunan, seperti yang dikatakan Rick.",Aku pensiun pada tahun 2002.,1
29,"Aku adalah Kepala Sarjan, pensiunan, seperti yang dikatakan Rick.",Rick bilang aku sudah pensiun.,0
30,"Ada beberapa proyeksi arus kas di mejaku dan, um, uh, itu untuk Cutty seperti itu, itu nama klien.",Klien bernama Cutty menghasilkan $ 10.000 per bulan.,1
31,"Ada beberapa proyeksi arus kas di mejaku dan, um, uh, itu untuk Cutty seperti itu, itu nama klien.",Ada klien bernama Cutty.,0
32,"Ada beberapa proyeksi arus kas di mejaku dan, um, uh, itu untuk Cutty seperti itu, itu nama klien.",Kami tidak memiliki klien bernama Cutty.,2
33,Gadis yang bisa membantuku berada di ujung kota.,Gadis yang aku butuhkan tinggal jauh dari sini.,0
34,Gadis yang bisa membantuku berada di ujung kota.,Gadis yang akan membantuku berada 5 mil jauhnya.,1
35,Gadis yang bisa membantuku berada di ujung kota.,Tidak ada yang bisa membantuku.,2
36,"Tapi mereka terbagi tentang seperti yang bekerja di lapangan dan yang anak-anak rumah, itu semacam -",Mereka semua sepakat bahwa mereka semua akan bekerja di ladang.,2
37,"Tapi mereka terbagi tentang seperti yang bekerja di lapangan dan yang anak-anak rumah, itu semacam -",Mereka tidak bisa setuju tentang siapa yang bekerja di lapangan dan siapa yang berada di rumah.,0
38,"Tapi mereka terbagi tentang seperti yang bekerja di lapangan dan yang anak-anak rumah, itu semacam -",Mereka tidak bisa sepakat siapa yang harus bekerja di ladang kapas dan siapa yang harus mop lantai.,1
39,"Hari ini dia akan berbicara kepada kita tentang SS Ketiga, U2 Quick dan Blackbird.",Dia memutuskan untuk tidak berbicara lagi.,2
40,"Hari ini dia akan berbicara kepada kita tentang SS Ketiga, U2 Quick dan Blackbird.",Dia berbicara tentang tiga kapal selam yang berbeda.,1
41,"Hari ini dia akan berbicara kepada kita tentang SS Ketiga, U2 Quick dan Blackbird.",Dia berbicara tentang tiga hal.,0
