,premise,hypothesis,label
0,"Pa, nisam ni razmišljao o tome, ali sam bio tako frustriran, i, završio sam razgovarajući s njim opet.",Nisam više razgovarao s njim.,2
1,"Pa, nisam ni razmišljao o tome, ali sam bio tako frustriran, i, završio sam razgovarajući s njim opet.",Bila sam toliko uznemirena da sam opet počela pričati s njim.,0
2,"Pa, nisam ni razmišljao o tome, ali sam bio tako frustriran, i, završio sam razgovarajući s njim opet.",Imali smo sjajan razgovor.,1
3,"Mislio sam da je to privilegija, i još uvijek je, još uvijek je, bio sam jedini devet dva dva Ex-O što je moje AFFC Air Force karijera polje.",Nisam bio svjestan da nisam bio jedini na terenu tog dana.,1
4,"Mislio sam da je to privilegija, i još uvijek je, još uvijek je, bio sam jedini devet dva dva Ex-O što je moje AFFC Air Force karijera polje.",Imao sam dojam da sam jedini s tim brojem na terenu AFFC Air Force Career.,0
5,"Mislio sam da je to privilegija, i još uvijek je, još uvijek je, bio sam jedini devet dva dva Ex-O što je moje AFFC Air Force karijera polje.","Svi smo dobili isti broj bez obzira na to kakve su nam povlastice obećane, sve je bila laž.",2
6,Rekli su mi da će me na kraju pozvati da se sretnem s nekim tipom.,Nikad mi nije rečeno ništa o susretu s bilo kim.,2
7,Rekli su mi da će me na kraju pozvati da se sretnem s nekim tipom.,Rekli su mi da će me pozvati na sastanak.,0
8,Rekli su mi da će me na kraju pozvati da se sretnem s nekim tipom.,Tip se pojavio malo kasno.,1
9,Ima toliko toga o čemu bi mogli razgovarati da ću to preskočiti.,Želim ti reći sve što znam o tome!,2
10,Ima toliko toga o čemu bi mogli razgovarati da ću to preskočiti.,"Neću o tome govoriti, iako ima puno toga za pokriti.",0
11,Ima toliko toga o čemu bi mogli razgovarati da ću to preskočiti.,Neću pričati o povijesti grada jer ima previše toga za reći.,1
12,"To je bila glavna stvar koju smo htjeli spasiti jer nije bilo načina da se baciti 20-megatonska H-bomba s 30, C124.",Nismo se brinuli o spašavanju ništa.,2
13,"To je bila glavna stvar koju smo htjeli spasiti jer nije bilo načina da se baciti 20-megatonska H-bomba s 30, C124.",Željeli smo spasiti jednu stvar više od ostalih.,0
14,"To je bila glavna stvar koju smo htjeli spasiti jer nije bilo načina da se baciti 20-megatonska H-bomba s 30, C124.",Htjeli smo spasiti H-bomb jer je bilo tako teško nositi s.,1
15,Zato nisam siguran zašto.,Siguran sam u razlog zašto.,2
16,Zato nisam siguran zašto.,Ne znam zašto je prebacio škole.,1
17,Zato nisam siguran zašto.,Ne znam zašto se to dogodilo.,0
18,"Ovo je Fannie Flono, i ona je odrasla u Augusti, u Gazi, i ona će pričati o nekim pričama iz djetinjstva.",Fannie Flono je morala promijeniti raspored i danas nam ne može ispričati nikakve priče.,2
19,"Ovo je Fannie Flono, i ona je odrasla u Augusti, u Gazi, i ona će pričati o nekim pričama iz djetinjstva.","Fannie Flono je ovdje i ona će nam govoriti o svojim dječjim pričama odrastanja u Augusti, GA.",0
20,"Ovo je Fannie Flono, i ona je odrasla u Augusti, u Gazi, i ona će pričati o nekim pričama iz djetinjstva.",Fannie Flono je danas mogla razgovarati s nama unatoč svom napornom rasporedu.,1
21,"I ja sam stavio, uh, pet odvojenja iz U2 je.",Ja sam se bavio s U2 je.,0
22,"I ja sam stavio, uh, pet odvojenja iz U2 je.",Nisam se uopće bavio s U2.,2
23,"I ja sam stavio, uh, pet odvojenja iz U2 je.",Radio sam sa U2 svaki dan 40 godina.,1
24,"Ja sam jedini koji je, uh, ikada pokrenuo regulator za, test u minijaturnim kameri visine.",Nisam volio biti jedini koji je pokrenuo regulator za testove.,1
25,"Ja sam jedini koji je, uh, ikada pokrenuo regulator za, test u minijaturnim kameri visine.",Testovi su bili u minijaturnim kamarima.,0
26,"Ja sam jedini koji je, uh, ikada pokrenuo regulator za, test u minijaturnim kameri visine.",Nekoliko nas je provelo regulator za test.,2
27,"Ja sam glavni narednik, u mirovini, kao što je Rick rekao.",Još uvijek radim do danas.,2
28,"Ja sam glavni narednik, u mirovini, kao što je Rick rekao.",Otišao sam u mirovinu 2002.,1
29,"Ja sam glavni narednik, u mirovini, kao što je Rick rekao.",Rick ti je rekao da sam u mirovini.,0
30,"Na stolu su mi neke prognoze novčanih tokova i, hm, uh, to je za takvog i takvog Cuttyja, to je ime klijenta.",Klijent po imenu Cutty zarađuje 10000 $ mjesečno.,1
31,"Na stolu su mi neke prognoze novčanih tokova i, hm, uh, to je za takvog i takvog Cuttyja, to je ime klijenta.",Postoji klijent po imenu Cutty.,0
32,"Na stolu su mi neke prognoze novčanih tokova i, hm, uh, to je za takvog i takvog Cuttyja, to je ime klijenta.",Nemamo klijenta po imenu Cutty.,2
33,Djevojka koja mi može pomoći je na drugom kraju grada.,Djevojka od koje trebam pomoć živi daleko.,0
34,Djevojka koja mi može pomoći je na drugom kraju grada.,Djevojka koja će mi pomoći je 5 milja daleko.,1
35,Djevojka koja mi može pomoći je na drugom kraju grada.,Nitko mi ne može pomoći.,2
36,"Ali bili su podijeljeni oko toga tko su polja radnici i koji su bili kućni djeca, to je vrsta -",Svi su se složili da će raditi na polju.,2
37,"Ali bili su podijeljeni oko toga tko su polja radnici i koji su bili kućni djeca, to je vrsta -",Nisu se mogli složiti tko je poljski radnik a tko pripada kući.,0
38,"Ali bili su podijeljeni oko toga tko su polja radnici i koji su bili kućni djeca, to je vrsta -",Nisu se mogli složiti tko bi trebao raditi na polju pamuka i tko bi trebao očistiti podove.,1
39,"Danas će nam govoriti o Trećem SS-u, U2 Quick i Blackbird.",Odlučio je da više ne govori.,2
40,"Danas će nam govoriti o Trećem SS-u, U2 Quick i Blackbird.",On govori o tri različite podmornice.,1
41,"Danas će nam govoriti o Trećem SS-u, U2 Quick i Blackbird.",Govori o tri stvari.,0
42,"Imali su petero djece, jedno je umrlo.",Sva njihova djeca su preživjela.,2
43,"Imali su petero djece, jedno je umrlo.",Jedno od petoro djece je umrlo.,0
44,"Imali su petero djece, jedno je umrlo.",Dijete koje je umrlo je rođeno bolesno.,1
