,premise,hypothesis,label
0,"Ну, я нават не думаў пра гэта, але я быў так расчараваны, і, я скончыў размаўляючы з ім зноў.",Я не размаўляў з ім зноў.,2
1,"Ну, я нават не думаў пра гэта, але я быў так расчараваны, і, я скончыў размаўляючы з ім зноў.","Я была ў такім стане, што проста пачала зноў размаўляць з ім.",0
2,"Ну, я нават не думаў пра гэта, але я быў так расчараваны, і, я скончыў размаўляючы з ім зноў.",У нас была выдатная размова.,1
3,"Я лічыў, што гэта вялікі прывілей, і дагэтуль лічу, што я адзіны былы салдат з нуля два два, які мог бы прайсці ваенную кар'еру ў ВПС.","Я не ведаў, што ў той дзень на полі быў не толькі я.",1
4,"Я лічыў, што гэта вялікі прывілей, і дагэтуль лічу, што я адзіны былы салдат з нуля два два, які мог бы прайсці ваенную кар'еру ў ВПС.","Я быў пад уражаннем, што я быў адзіным з гэтым нумарам на AFFC Air Force Кар'ера поля.",0
5,"Я лічыў, што гэта вялікі прывілей, і дагэтуль лічу, што я адзіны былы салдат з нуля два два, які мог бы прайсці ваенную кар'еру ў ВПС.","Нам усім давалі аднолькавую колькасць, незалежна ад таго, якія прывілеі нам абяцалі, гэта была хлусня.",2
6,"Яны сказалі, што ў канцы я буду выкліканы хлопцам, каб я сустрэўся з ім.",Мне ніколі не казалі нічога пра сустрэчу з кім-небудзь.,2
7,"Яны сказалі, што ў канцы я буду выкліканы хлопцам, каб я сустрэўся з ім.","Мне сказалі, што мне выклікаюць хлопца.",0
8,"Яны сказалі, што ў канцы я буду выкліканы хлопцам, каб я сустрэўся з ім.",Хлопец з'явіўся трохі позна.,1
9,"Існуе так шмат вы маглі б пагаварыць пра тое, што я проста прапусціць гэта.","Я хачу расказаць вам усё, што я ведаю пра гэта!",2
10,"Існуе так шмат вы маглі б пагаварыць пра тое, што я проста прапусціць гэта.","Я не буду пра гэта казаць, хоць ёсць шмат чаго расказаць.",0
11,"Існуе так шмат вы маглі б пагаварыць пра тое, што я проста прапусціць гэта.","Я не буду казаць пра гісторыю горада, таму што ёсць занадта шмат, каб сказаць.",1
