Response:  No
Response:  Ei
Response:  No
Response:  B
Response:  No
Response:  No
Response:  Det bleit.
Response:  No
Response:  Alternativ A
Response:  B
Response:  No
Response:  No
Response:  Dette kan bli etter en feil i bankkonotten.
Response:  Yes
Response:  No
Response:  Dette kan være en boks.
Response:  No
Response:  Dette kan bli ett enkelt årsteg.
Response:  No
Response:  No
Response:  Dette blev etterkastning.
Response:  B
Response:  No
Response:  Dette kan ikkje va riktig.
Response:  No
Response:  No
Response:  Dette skjedde
Response:  No
Response:  Det var en bredd.
Response:  No
Response:  No
Response:  Dette film blev en nyt
Response:  No
Response:  Ho skriv opp eit brev.
Response:  Ditt
Response:  Dette kan bli en bugg.
Response:  No
Response:  Dette mannen tok.
Response:  Ska du gjøre det?
Response:  Detta är en effekt.
Response:  A
Response:  No
Response:  No
Response:  No
Response:  Alternativ A
Response:  No
Response:  No
Response:  No
Response:  Dette kan være en enkle oppsett.
Response:  No
Response:  No
Response:  B
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Dette har ledig efterdag.
Response:  No
Response:  Velg en passager
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Skrivt en test.
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Ditt början har blivit att en person är med vänsk.
Response:  No
Response:  No
Response:  Far gav sonen sin i handa.
Response:  B
Response:  No
Response:  Dette kan ha en effekt på sinn.
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Far hans gav him forelesning.
Response:  Det er en venn som har blitt svavad.
Response:  Dette kan ikke fungere.
Response:  No
Response:  No
Response:  Dette kan være ett enkelt framstiging.
Response:  Hallucination
Response:  No
Response:  No
Response:  Det var en løkke.
Response:  No
Response:  Dette er en effekt.
Response:  No
Response:  Det er ennere.
Response:  No
Response:  Velg alternativ A
Response:  Dette går
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Dette kan være ett enkelt test.
Response:  No
Response:  Dette kan være en boks.
Response:  No
Response:  No
Response:  B
Response:  No
Response:  B
Response:  Alternativ B
Response:  No
Response:  Dette kan bli en böcksta att göra om at du har gjort okkert om oss.
Response:  Det er ennere.
Response:  No
Response:  No
Response:  No
Response:  Dette kan bli ett enkelt test.
Response:  B
Response:  No
Response:  Det er enn gjevle.
Response:  No
Response:  Alternativ A
Response:  B
Response:  No
Response:  No
Response:  Dette kan ha en efekt.
Response:  B
Response:  No
Response:  No
Response:  No
Response:  Det går inte.
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Alternativ A
Response:  Ditt jobb
Response:  No
Response:  No
Response:  Eeg eg
Response:  No
Response:  Det er en theory
Response:  No
Response:  No
Response:  No
Response:  Dina bank
Response:  No
Response:  Dette går ikke.
Response:  No
Response:  B
Response:  No
Response:  B
Response:  Velg alternativ A
Response:  No
Response:  No
Response:  No
Response:  Det var sommar.
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Velg alternativ A
Response:  No
Response:  No
Response:  Dette er en enkle oppsett.
Response:  Gardina skjelva.
Response:  No
Response:  No
Response:  Dette kan begränsas om du har en kalkulator eller ikke.
Response:  Faren rokka spedfølet forsiktig.
Response:  No
Response:  B
Response:  Dette skjedde.
Response:  No
Response:  Velg en annan svar.
Response:  No
Response:  No
Response:  Dette går inte.
Response:  No
Response:  No
Response:  Ska vi gjøre en trakk?
Response:  Dette skjedde
Response:  No
Response:  Dette kan være en bugg.
Response:  No
Response:  Dette kan være en enkelt årste.
Response:  No
Response:  No
Response:  No
Response:  Det er en gode bjæt.
Response:  No
Response:  No
Response:  No
Response:  Svaret
Response:  Driten har blivit.
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Dette går.
Response:  No
Response:  No
Response:  No
Response:  Dette kan være en enkelt test.
Response:  Dette skjedde.
Response:  No
Response:  Dette er en egen theory.
Response:  No
Response:  Det er en boka.
Response:  No
Response:  B
Response:  Manne har ikke en afstand med han.
Response:  B
Response:  Svaret blev skrivsatt.
Response:  B
Response:  No
Response:  Han gaver kjæresten sin bjokolade.
Response:  No
Response:  No
Response:  B
Response:  Dette kan være en egen theory.
Response:  No
Response:  Yes
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Derry
Response:  No
Response:  B
Response:  No
Response:  No
Response:  No
Response:  Dette kan begrens av en videre problemet.
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Dette kan be dømme.
Response:  No
Response:  Dette kan bli ett enkelt test.
Response:  Dette er en strøm
Response:  Dette kan bli ett nyttig tid.
Response:  Dette kan være et test.
Response:  Dette är en spel.
Response:  Dødde
Response:  No
Response:  No
Response:  B
Response:  Svar 1.
Response:  Dette kan bli ett test.
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Ditt egne
Response:  Dette kan va en stemning.
Response:  Samling av pengarna
Response:  No
Response:  Dette har du gött.
Response:  No
Response:  B
Response:  B
Response:  No
Response:  Dette kan begrænses på hvilken som de studenter.
Response:  B
Response:  Dette kan være en helt enkelt årsag.
Response:  No
Response:  No
Response:  B
Response:  Vi har en början.
Response:  B
Response:  No
Response:  Det blekke var knust.
Response:  No
Response:  B
Response:  Dette kan bli ett enkelt årsteg.
Response:  Dette går ikke
Response:  Blå
Response:  No
Response:  Det er en børne.
Response:  No
Response:  B
Response:  Dette bomen blir en bomb.
Response:  No
Response:  Dette kan begrænses på ett enkelt hanske.
Response:  No
Response:  No
Response:  No
Response:  Dette kan være en når.
Response:  Dette är en värdighed.
Response:  No
Response:  Ddrukk eg en glasvatt.
Response:  No
Response:  No
Response:  No
Response:  B
Response:  No
Response:  Dette blev en test.
Response:  B
Response:  No
Response:  Det var en gode tid.
Response:  No
Response:  No
Response:  No
Response:  Dette kan bli ett enkelt årsteg.
Response:  No
Response:  B
Response:  No
Response:  Dette kan be dæg.
Response:  No
Response:  No
Response:  No
Response:  B
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  B
Response:  Det er en drenge.
Response:  No
Response:  No
Response:  Svar av en fuggler
Response:  Ankelen
Response:  Dette har en annan gjevle.
Response:  B
Response:  B
Response:  No
Response:  Manne
Response:  No
Response:  No
Response:  Eigaren skjelte på valpen.
Response:  B
Response:  No
Response:  No
Response:  No
Response:  Velg alternativ A
Response:  Velg alternativ A
Response:  No
Response:  No
Response:  B
Response:  No
Response:  B
Response:  No
Response:  Det er en være.
Response:  Ditt vidde blev at du skulle gjøre en student.
Response:  B
Response:  No
Response:  Det la egg.
Response:  No
Response:  No
Response:  No
Response:  Dette skjedde.
Response:  No
Response:  B
Response:  Det går inte.
Response:  No
Response:  B
Response:  Manne trekkte sig.
Response:  Velg en av følgende
Response:  Dette skjedde
Response:  No
Response:  B
Response:  Mølet slo han i andletet.
Response:  Dette skal mannele.
Response:  No
Response:  No
Response:  No
Response:  B
Response:  No
Response:  No
Response:  Alternativ A
Response:  No
Response:  Dette går inte.
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Dette kan bevære en blevet.
Response:  No
Response:  Velg alternativ A
Response:  Dømme
Response:  No
Response:  No
Response:  B
Response:  Det er en gammal.
Response:  No
Response:  No
Response:  B
Response:  Dette kan bli ett enkelt test.
Response:  No
Response:  B
Response:  No
Response:  No
Response:  Dette kan ikke be om du har en avfall.
Response:  Dyrene
Response:  No
Response:  B
Response:  Ditt egt är att en stark vägen.
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Dette kan vara ett enkelt grunnleggjande theory.
Response:  Dette skjedde
Response:  Det byrja å hagla.
Response:  B
Response:  No
Response:  No
Response:  No
Response:  Det går.
Response:  Velg en av de følgende
Response:  No
Response:  No
Response:  No
Response:  B
Response:  No
Response:  Hvad du ikke gjøre?
Response:  No
Response:  No
Response:  No
Response:  No
Response:  Neden
Response:  No
Response:  No
Response:  Det var en sprekk
Response:  No
Response:  B
Response:  No
Response:  Dette kan vara en enkelt årsledning.
Response:  Bjeg ikke
Response:  No
Response:  Svar 1
Response:  B
Response:  B
Response:  No
Response:  No
Response:  Eine melonn
Response:  Hvad har jaktens?
Response:  No
Response:  B
