Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 B
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
