Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response:  A
Response: 选项 A
Response: 选项 A
Response:  A
Response: 选项 A
Response: 选项 A
Response:  A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response:  A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response:  B
Response:  A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response:  B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response:  A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response:  A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 B
Response: 选项 A
Response:  A
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 B
Response: 选项 B
Response: 选项 A
Response: 选项 A
Response: 选项 A
Response: 选项 A
