Response:  -
Response:  -
Response:  -
"Response: 


<!DOCTYPE html>
<html>
  <head>
    <title>HTML5 Template</title>
    <style>
      body {
        background-color: #fbfafa;
      }

     .container {
        max-width: 800px;
        min-height: 400px;
        padding: 20px 0;
      }

      h1 {
        font-size: 2em;
        margin-bottom: 1em;
      }

    </style>
  </head>

  <body>
    <h1>Template</h1>
    <div class=""container"">
      <p>This is a simple template for learning HTML5 and CSS3.</p>
    </div>
  </body>"
Response:  -
Response:  -
Response:  -
Response:  -
Response:  -
Response:  -
Response:  -
Response:  -
Response:  http://code.google.com/apis/downloads/details?name=gdata
Response:  http://twitter.com/statuses/user_timeline
Response:  -
Response:  -
Response:  C
Response:  -
Response:  $ cat test.txt
Response:  http://code.google.com/apis/contacts/docs/v2/
Response:  http://code.google.com/archive/p/
Response:  -
Response:  B
Response:  C
Response:  C
Response:  -
Response:  -
Response:  -
Response:  -
Response:  http://code.google.com/archive/p/
Response:  -
Response:  -
Response:  -
Response:  -
Response:  $ cat test.txt
Response:  $ cat test.txt
Response:  C
Response:  C
Response:  -
Response:  -
Response:  http://en.wiktionary.org
Response:  $ cat test.txt
Response:  $ cat /etc/passwd
Response:  -
Response:  -
Response:  $ cat test.txt
Response:  C
Response:  C
Response:  C
Response:  http://docs.python.org/3/library/string.html
Response:  -
Response:  -
Response:  http://code.google.com/apis/downloads/details?name=gdata
Response:  $ cat test.txt
Response:  -
Response:  http://code.google.com/p/mypage
Response:  -
Response:  -
Response:  C
Response:  http://code.google.com/intl/en-US/apis/contacts/
Response:  $ ls
Response:  -
Response:  http://en.wiktionary.org/wiki/File:Lyrics_of_the_album.png
Response:  -
Response:  http://en.wiktionary.org
Response:  C
Response:  http://en.wiktionary.org/wiki/veranda
Response:  -
"Response: 


<!DOCTYPE html>
<html>
  <head>
    <title>Backspace</title>
    <style>
      body {
        background-color: black;
      }
    </style>
  </head>
  <body>
    <h1>Backspace</h1>
    <p>This is a test.</p>
    <a href="""">Click here to go home</a>
  </body>"
Response:  -
Response:  $ cat test.txt
Response:  $ cat /etc/passwd
Response:  http://code.google.com/intl/ja/javacodechef
Response:  C
Response:  -
Response:  -
Response:  B
Response:  http://docs.python.org/3/library/string.html
Response:  C
Response:  -
Response:  -
Response:  http://code.google.com/archive/p/
Response:  -
Response:  C
Response:  http://code.google.com/apis/downloads/details?name=gdata
Response:  -
Response:  C
Response:  http://code.google.com/archive/p/
Response:  C
Response:  -
Response:  -
Response:  C
Response:  -
Response:  C
Response:  -
Response:  C
Response:  C
Response:  http://en.wiktionary.org
Response:  -
Response:  http://docs.python-ide.org/en/latest/
Response:  http://en.wiktionary.org
Response:  -
Response:  -
Response:  C
Response:  C
Response:  -
Response:  C
Response:  $ cat test.txt
Response:  http://code.google.com/intl/en-US/apis/languageinfo
Response:  -
Response:  http://en.wiktionary.org/wiki/List_of_numbered_citations
Response:  $ cat test.txt
Response:  -
Response:  C
Response:  C
Response:  C
Response:  -
Response:  -
Response:  -
Response:  C
Response:  -
Response:  http://code.google.com/apis/contacts/docs/v2/
Response:  -
Response:  -
Response:  -
Response:  $ cat test.txt
Response:  -
Response:  Ապա.
Response:  -
Response:  C
Response:  http://code.google.com/archive/p/
Response:  C
Response:  -
Response:  C
Response:  C
Response:  $ cat /etc/passwd
Response:  -
Response:  C
Response:  -
Response:  -
Response:  -
Response:  -
Response:  C
Response:  http://en.wiktionary.org/wiki/List_of_numbered_cities
Response:  $
Response:  C
Response:  http://code.google.com/archive/p/
Response:  -
Response:  C
Response:  http://en.wiktionary.org/wiki/disambiguation
Response:  $ cat /etc/passwd
Response:  $ cat file.txt
Response:  C
Response:  http://codeforces.com/contest/485/
Response:  -
Response:  C
Response:  $ cat /etc/passwd
Response:  A
Response:  $ cat /etc/passwd
Response:  C
Response:  -
Response:  http://en.wiktionary.org
Response:  C
Response:  C
Response:  http://codeforces.com/contest/155/problem/A
Response:  -
Response:  C
Response:  $ cat /etc/passwd
Response:  C
Response:  C
Response:  $ cat test.txt
Response:  $ sudo aptitude install git
Response:  http://en.wikipedia.org/wiki/File:A_and_B_(disambiguation)
Response:  http://code.google.com/archive/p/
Response:  http://bit.ly/1xUvJyQ
Response:  -
Response:  http://docs.python.org/3/library/io.html
Response:  $ cat test.txt
Response:  http://en.wiktionary.org
Response:  C
Response:  -
Response:  -
Response:  http://docs.python.org/3/library/string.html
Response:  -
Response:  http://en.wiktionary.org/wiki/List_of_numbered_citations
Response:  -
Response:  -
Response:  http://en.wiktionary.org
Response:  -
Response:  -
Response:  -
Response:  -
Response:  $ cat test.txt
Response:  -
Response:  C
Response:  $ cat test.txt
Response:  -
Response:  http://code.google.com/apis/console
Response:  http://code.google.com/apis/contacts/docs/v2/
Response:  -
Response:  $ cat /etc/passwd
Response:  $ cat /etc/passwd
Response:  -
Response:  -
Response:  -
Response:  http://code.google.com/archive/p/
Response:  C
Response:  -
Response:  C
Response:  C
Response:  -
Response:  C
Response:  -
Response:  -
Response:  http://en.wiktionary.org/wiki/disambiguation
Response:  -
Response:  $ cat test.txt
Response:  $ cat test.txt
Response:  -
Response:  C
Response:  http://code.google.com/apis/language/detect
Response:  http://en.wiktionary.org
Response:  C
Response:  http://code.google.com/apis/downloads/details?name=gdata
Response:  -
Response:  http://code.google.com/archive/p/
Response:  -
Response:  C
Response:  C
Response:  $ cat /etc/passwd
Response:  http://en.wikipedia.org/wiki/File:A_and_B_character_sets
Response:  http://en.wiktionary.org
Response:  $ cat test.txt
Response:  http://en.wikipedia.org/wiki/List_of_numbered_streets_in_Melbourne
Response:  http://en.wiktionary.org
Response:  http://goo.gl/maps/XzUq
Response:  C
Response:  C
Response:  C
Response:  C
Response:  C
Response:  C
Response:  $ cat test.txt
Response:  C
"Response:  $ echo ""AAA"" | sed's/\A//g'"
Response:  -
Response:  http://en.wiktionary.org
Response:  C
Response:  C
Response:  C
Response:  -
Response:  -
Response:  -
Response:  -
Response:  -
Response:  http://en.wiktionary.org
Response:  http://codeforces.com/
Response:  -
Response:  http://en.wiktionary.org
Response:  -
Response:  -
Response:  $ cat /etc/passwd
Response:  http://en.wiktionary.org
Response:  http://en.wiktionary.org
Response:  C
Response:  -
Response:  C
Response:  http://en.wiktionary.org/wiki/List_of_numbered_citations
Response:  C
Response:  C
Response:  -
Response:  $ cat /etc/passwd
Response:  -
Response:  -
Response:  -
Response:  -
Response:  http://code.google.com/archive/p/
Response:  http://codeforces.com/contest/485/
Response:  -
Response:  -
Response:  -
Response:  -
Response:  -
Response:  $ cat file.txt
Response:  -
Response:  $ cat file.txt
Response:  C
Response:  $ cat test.txt
Response:  C
Response:  C
Response:  -
Response:  -
Response:  -
Response:  $ cat file.txt
Response:  C
Response:  -
Response:  $ cat test.txt
Response:  -
Response:  http://en.wikipedia.org/wiki/File:A_crop_(cropped).jpg
Response:  cdrom
Response:  http://en.wiktionary.org
Response:  C
Response:  C
Response:  -
Response:  $ cat test.txt
Response:  http://code.google.com/archive/p/
Response:  $ cat /etc/passwd
Response:  C
Response:  -
Response:  C
Response:  C
Response:  -
Response:  -
Response:  http://code.google.com/apis/console
Response:  -
Response:  C
Response:  http://en.wiktionary.org/wiki/textual_analyzer
Response:  http://en.wiktionary.org
Response:  $ ls
Response:  -
Response:  C
Response:  -
Response:  -
Response:  -
Response:  -
Response:  C
Response:  http://codeforces.com/
Response:  C
Response:  C
Response:  C
Response:  C
Response:  $ cat /etc/passwd
Response:  C
Response:  C
Response:  C
Response:  http://code.google.com/archive/p/
Response:  $ cat test.txt
Response:  C
Response:  -
"Response:  $ echo ""AAA"" | sed's/\A//g'"
Response:  http://en.wiktionary.org/wiki/List_of_number
Response:  -
Response:  C
Response:  -
Response:  -
Response:  -
Response:  $ cat /etc/passwd
Response:  $ cat /etc/passwd
Response:  C
Response:  C
Response:  $ cat /etc/passwd
Response:  http://en.wiktionary.org/wiki/List_of_numbered_citations
Response:  -
Response:  C
Response:  http://codeforces.com/
Response:  -
Response:  $ cat /etc/passwd
Response:  http://code.google.com/apis/downloads/detail?name=gdata
Response:  -
Response:  http://en.wiktionary.org
Response:  C
Response:  http://docs.python.org/3/library/string.html
Response:  $
Response:  http://code.google.com/apis/
Response:  C
Response:  $ cat file.txt
Response:  -
Response:  C
Response:  $ cat /etc/passwd
Response:  -
Response:  -
Response:  C
Response:  C
Response:  -
Response:  http://code.google.com/apis/contacts/docs/v1/people
Response:  $ cat file.txt
Response:  -
Response:  -
Response:  http://bit.ly/1dUvJyQ
Response:  http://localhost:8080/
Response:  -
Response:  C
Response:  -
Response:  -
Response:  C
Response:  -
Response:  C
Response:  C
Response:  $ cat file.txt
Response:  -
Response:  C
Response:  -
Response:  http://code.google.com/archive/p/
Response:  $ cat file.txt
Response:  $ cat test.txt
Response:  C
Response:  http://en.wiktionary.org/wiki/List_of_number
Response:  http://en.wiktionary.org/wiki/File:Demo1.png
Response:  -
Response:  -
Response:  C
Response:  C
Response:  C
Response:  C
Response:  -
Response:  -
Response:  -
Response:  -
Response:  http://en.wiktionary.org/wiki/File:Lyrics_of_the_song.png
Response:  C
Response:  -
Response:  C
Response:  C
Response:  -
Response:  -
Response:  $ cat test.txt
Response:  $ cat file.txt
Response:  C
Response:  http://en.wiktionary.org/wiki/disambiguation
Response:  -
Response:  -
Response:  -
Response:  -
Response:  D
Response:  http://en.wiktionary.org
Response:  -
Response:  http://en.wiktionary.org/wiki/File
Response:  http://en.wiktionary.org
Response:  $ cat test.txt
Response:  $ cat /etc/passwd
Response:  -
Response:  -
Response:  -
Response:  -
Response:  http://docs.python.org/3/library/string.html
Response:  -
Response:  $ cat test.txt
Response:  $ cat test.txt
Response:  $ cat file.txt
Response:  -
Response:  C
Response:  -
Response:  C
Response:  -
Response:  http://en.wiktionary.org
Response:  $ cat /etc/passwd
Response:  C
Response:  http://en.wikipedia.org/wiki/List_of_numbered_states
Response:  C
Response:  C
Response:  -
Response:  $ cat /etc/passwd
Response:  -
Response:  C
Response:  $ cat test.txt
Response:  -
Response:  $ cat test.txt
Response:  http://en.wiktionary.org
Response:  $ cat /etc/passwd
Response:  http://en.wiktionary.org
Response:  http://code.google.com/intl/ja-JP/samples/treeview
Response:  -
Response:  $ cat /etc/passwd
Response:  -
Response:  -
Response:  $ sudo apt install python3-dev
Response:  -
Response:  $ cat test.txt
Response:  $ sudo aptitude install git
Response:  http://goo.gl/maps/XzUq
Response:  -
Response:  -
Response:  C
Response:  A
Response:  http://en.wiktionary.org/wiki/File:Lyrics_of_the_album.png
Response:  C
Response:  C
Response:  -
Response:  -
Response:  C
Response:  -
Response:  C
Response:  C
Response:  $ cat /etc/passwd
Response:  $ cat /etc/passwd
Response:  B
Response:  -
Response:  -
Response:  $ sudo apt install python3-dev
Response:  $ cat test.txt
Response:  -
Response:  -
Response:  -
Response:  http://code.google.com/intl/ja-JP/samples/TextToSpeech
Response:  C
Response:  C
Response:  C
Response:  C
Response:  -
Response:  -
