m_query;response
A Julia jogou em casa com 18 miúdos na segunda-feira. Ela jogou de taco com 10 miúdos na terça. Com quantos mais miúdos ela jogou na segunda do que na terça? ;8.0
A Julia jogou em casa com 11 miúdos na segunda-feira. Ela jogou de taco com 12 miúdos na terça. Com quantos mais miúdos ela jogou na terça do que na segunda? ;1.0
A Julia jogou em casa com cinco miúdos na segunda-feira. Ela jogou em casa com mais uns miúdos na terça. Se ela jogou com um total de 15 crianças com quantas crianças ela jogou na terça-feira? ;10.0
A Julia jogou em casa com uns miúdos na segunda. Ela jogou de taco com 14 miúdos na terça. Se ela jogou com um total de 16 crianças com quantas crianças ela jogou na segunda-feira? ;2.0
A Julia jogou em casa com 16 miúdos na segunda-feira. Se ela jogou de taco com 12 crianças mais na segunda do que na terça, com quantas crianças jogou na terça? ;4.0
A Julia jogou em casa com 14 miúdos na terça. Se ela jogou em casa com 8 crianças mais na segunda-feira do que na terça-feira, com quantas crianças jogou na segunda-feira? ;22.0
A Julia jogou de taco com 17 miúdos na segunda-feira, 15 miúdos na terça-feira e 2 miúdos na quarta-feira. Com quantos miúdos ela brincou no total? ;34.0
A Julia jogou com 15 crianças na segunda, 18 na terça e 97 na quarta. Com quantos miúdos ela jogou na segunda e na terça? ;33.0
A Julia jogou em casa com 5 crianças na segunda-feira, 9 crianças na terça-feira e 15 crianças na quarta-feira. Com quantos miúdos ela jogou na segunda e quarta-feira? ;20.0
A Julia jogou em casa com 2 miúdos na segunda, 14 miúdos na terça e 16 miúdos na quarta. Com quantos miúdos ela jogou na terça e quarta? ;30.0
A Julia jogou em casa com 9 miúdos na segunda, 7 miúdos na terça e 96 miúdos na quarta. Com quantos mais miúdos ela jogou na segunda do que na terça? ;2.0
A Julia jogou em casa com 14 crianças na segunda-feira, duas crianças na terça-feira e oito crianças na quarta-feira. Com quantos mais miúdos ela jogou na segunda do que na quarta? ;6.0
A Julia jogou de taco com 8 miúdos na segunda, 11 miúdos na terça e 9 miúdos na quarta. Com quantos mais miúdos ela jogou na terça do que na quarta? ;2.0
A Julia jogou em casa com 15 crianças na segunda, 18 crianças na terça e 7 crianças na quarta. Com quantos mais miúdos ela jogou na segunda e na terça do que na quarta? ;26.0
A Julia jogou em casa com 13 miúdos na segunda e 10 miúdos na terça. Ela jogou cartas com 15 miúdos na quarta-feira. Com quantos miúdos ela brincou no total? ;38.0
A Julia jogou em casa com 7 miúdos na segunda e 13 miúdos na terça. Ela jogou cartas com 20 miúdos na quarta-feira. Com quantos miúdos ela jogou ao todo? ;20.0
"A Julia jogou em casa com 12 miúdos na segunda-feira. Ela jogou de taco com 14 miúdos na terça. Passou um total de 34 horas a jogar "" Tag "" nos dois dias. Com quantos miúdos ela brincou no total? ";26.0
"A Julia jogou em casa com 19 miúdos na segunda-feira. Ela jogou de taco com 18 miúdos na terça. Passou um total de 38 horas a jogar "" Tag "" nos dois dias. Com quantos mais miúdos ela jogou na segunda do que na terça? ";1.0
A Julia jogou em casa com cinco miúdos na terça. Ela tinha jogado tag com 6 crianças na segunda-feira. Com quantos mais miúdos ela jogou na segunda do que na terça? ;1.0
A Julia jogou com um total de 18 miúdos. Ela jogou com 4 crianças na segunda-feira e ainda com mais algumas crianças na terça-feira. Com quantos miúdos ela jogou na terça-feira? ;14.0
A Julia jogou em casa com 4 miúdos na quarta-feira. Ela tinha jogado com 6 crianças na segunda-feira e 17 crianças na terça-feira. Com quantos mais miúdos ela jogou na segunda do que na quarta? ;2.0
O Bobby comeu uns doces. Depois comeu mais 25. Se ele comeu um total de 43 doces, quantos doces ele comeu no início? ;18.0
O Bobby comeu 28 doces. Depois comeu mais 42. Ele também comeu 63 pedaços de chocolate. Quantos doces é que o Bobby comeu? ;70.0
O Bobby comeu 33 doces. Depois comeu mais quatro. Ele também comeu 14 pedaços de chocolate. Quantos doces e chocolates o Bobby comeu? ;51.0
O Bobby comeu 38 doces. Depois comeu mais 36. Ele também comeu 16 pedaços de chocolate. Quantos mais doces do que chocolate o Bobby comeu? ;58.0
O Bobby tinha 20 doces. Ele comeu 34 doces. Depois comeu mais 18. Quantos doces é que o Bobby comeu? ;52.0
O Bobby tinha 21 doces. Ele comeu 5 doces. Depois comeu mais 9. Quantos doces ainda lhe restam? ;7.0
O Bobby tinha 22 doces. Ele comeu uns doces. Depois comeu mais 5. Se ainda lhe restam 8 doces, quantos doces comeu no início? ;9.0
O Bobby tinha 19 doces. Ele comeu dois doces. Quantos doces ainda lhe restam? ;17.0
O Bobby tinha 32 doces. Ele comeu uns doces. Se ele tem 20 doces, quantos doces é que o Bobby comeu? ;12.0
O Bobby comeu 17 doces. Depois comeu mais 15. Se ele tinha inicialmente 36 doces, quantos doces lhe restam? ;4.0
O Bobby comeu 23 doces. Se ele tinha 30 doces, quantos doces lhe restam? ;7.0
O Allan trouxe 5 balões e o Jake trouxe 3 balões para o parque. Quantos balões mais tinha o Allan do que o Jake no parque? ;2.0
O Allan trouxe dois balões e o Jake trouxe três balões para o parque. Quantos balões mais o Jake tinha do que o Allan no parque? ;1.0
O Alan e o Jake trouxeram 3 balões para o parque. Se o Allan trouxe dois balões, quantos balões trouxe o Jake para o parque? ;1.0
