m_query;response
Julia បាន លេង Tag ជាមួយ ក្មេង ១៨ នាក់ កាលពី ថ្ងៃ ចន្ទ ។ នាងបានលេងទាត់ជាមួយក្មេងចំនួន ១០ នាក់ កាលពីថ្ងៃអង្គារ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់ទៀត កាលពីថ្ងៃចន្ទជាងថ្ងៃអង្គារ? ;8.0
Julia បាន លេង Tag ជាមួយ ក្មេង ១១ នាក់ កាលពី ថ្ងៃ ចន្ទ ។ នាងបានលេងទាត់ជាមួយក្មេងចំនួន ១២នាក់ កាលពីថ្ងៃអង្គារ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់ទៀត កាលពីថ្ងៃអង្គារជាងថ្ងៃចន្ទ? ;1.0
Julia បានលេង Tag ជាមួយក្មេងចំនួន 5 នាក់នៅថ្ងៃចន្ទ នាងបានលេងទាត់ជាមួយក្មេងមួយចំនួនទៀត កាលពីថ្ងៃអង្គារ បើសិនជានាងបានលេងជាមួយកុមារចំនួន ១៥នាក់ តើនាងបានលេងជាមួយកុមារប៉ុន្មាននាក់នៅថ្ងៃអង្គារ? ;10.0
Julia បាន លេង ក្បាច់ គុន ជាមួយ ក្មេង មួយ ចំនួន កាល ពី ថ្ងៃ ចន្ទ ។ នាងបានលេងទាត់ជាមួយក្មេងចំនួន ១៤ នាក់ កាលពីថ្ងៃអង្គារ បើសិនជានាងបានលេងជាមួយក្មេងចំនួន ១៦នាក់ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅថ្ងៃចន្ទនោះ? ;2.0
Julia បាន លេង Tag ជាមួយ ក្មេង ១៦ នាក់ កាលពី ថ្ងៃ ចន្ទ ។ បើសិនជានាងបានលេងជាមួយក្មេងចំនួន ១២ នាក់ទៀត កាលពីថ្ងៃចន្ទជាងថ្ងៃអង្គារ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅថ្ងៃអង្គារ? ;4.0
Julia បានលេង Tag ជាមួយក្មេងចំនួន ១៤ នាក់ កាលពីថ្ងៃអង្គារ បើសិនជានាងបានលេងជាមួយក្មេងចំនួន 8 នាក់ទៀត កាលពីថ្ងៃចន្ទជាងថ្ងៃអង្គារ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅថ្ងៃចន្ទនោះ? ;22.0
Julia បានលេង Tag ជាមួយក្មេងចំនួន ១៧ នាក់នៅថ្ងៃចន្ទ ក្មេងចំនួន ១៥ នាក់នៅថ្ងៃអង្គារ និងក្មេងចំនួន ២ នាក់នៅថ្ងៃពុធ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅសរុប? ;34.0
Julia បានលេង Tag ជាមួយនឹងកុមារ ១៥ នាក់នៅថ្ងៃចន្ទ កុមារ ១៨ នាក់នៅថ្ងៃអង្គារ និងកុមារ ៩៧ នាក់នៅថ្ងៃពុធ ។ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅថ្ងៃចន្ទ និងថ្ងៃអង្គារ? ;33.0
Julia បានលេង Tag ជាមួយក្មេង 5 នាក់នៅថ្ងៃចន្ទ 9 នាក់នៅថ្ងៃអង្គារ និង 15 នាក់នៅថ្ងៃពុធ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅថ្ងៃចន្ទ និងថ្ងៃពុធ? ;20.0
Julia បានលេង Tag ជាមួយក្មេង 2 នាក់នៅថ្ងៃចន្ទ ក្មេង 14 នាក់នៅថ្ងៃអង្គារ និងក្មេង 16 នាក់នៅថ្ងៃពុធ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅថ្ងៃអង្គារ និងថ្ងៃពុធ? ;30.0
Julia បានលេង Tag ជាមួយក្មេងចំនួន៩នាក់នៅថ្ងៃចន្ទ ក្មេងចំនួន៧នាក់នៅថ្ងៃអង្គារ និងក្មេងចំនួន៩៦នាក់នៅថ្ងៃពុធ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់ទៀត កាលពីថ្ងៃចន្ទជាងថ្ងៃអង្គារ? ;2.0
Julia បានលេង Tag ជាមួយក្មេងចំនួន ១៤ នាក់នៅថ្ងៃចន្ទ ក្មេង២នាក់នៅថ្ងៃអង្គារ និងក្មេង៨នាក់នៅថ្ងៃពុធ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់ទៀតនៅថ្ងៃចន្ទជាងថ្ងៃពុធ? ;6.0
Julia បានលេង Tag ជាមួយនឹងក្មេង 8 នាក់នៅថ្ងៃចន្ទ ក្មេង 11 នាក់នៅថ្ងៃអង្គារ និងក្មេង 9 នាក់នៅថ្ងៃពុធ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់ទៀត កាលពីថ្ងៃអង្គារជាងថ្ងៃពុធ? ;2.0
Julia បានលេង Tag ជាមួយក្មេងចំនួន ១៥ នាក់នៅថ្ងៃចន្ទ ក្មេងចំនួន ១៨ នាក់នៅថ្ងៃអង្គារ និងក្មេងចំនួន ៧ នាក់នៅថ្ងៃពុធ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់ទៀតនៅថ្ងៃចន្ទ និងថ្ងៃអង្គារជាងថ្ងៃពុធ? ;26.0
Julia បានលេង Tag ជាមួយក្មេងចំនួន ១៣ នាក់នៅថ្ងៃចន្ទ និងក្មេងចំនួន ១០ នាក់នៅថ្ងៃអង្គារ នាងបានលេងកាតជាមួយក្មេងចំនួន ១៥ នាក់នៅថ្ងៃពុធ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅសរុប? ;38.0
Julia បានលេង Tag ជាមួយក្មេងចំនួន 7 នាក់នៅថ្ងៃចន្ទ និង 13 នាក់នៅថ្ងៃអង្គារ នាងបានលេងកាតជាមួយក្មេងចំនួន ២០ នាក់នៅថ្ងៃពុធ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់? ;20.0
Julia បាន លេង Tag ជាមួយ ក្មេង ១២ នាក់ កាលពី ថ្ងៃ ចន្ទ ។ នាងបានលេងទាត់ជាមួយក្មេងចំនួន ១៤ នាក់ កាលពីថ្ងៃអង្គារ នាងបានចំណាយពេលសរុប ៣៤ ម៉ោង ដើម្បីលេងទាត់ទាត់នៅថ្ងៃទាំងពីរ ។ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅសរុប? ;26.0
Julia បានលេង Tag ជាមួយក្មេង 19 នាក់នៅថ្ងៃចន្ទ នាងបានលេងទាត់ជាមួយក្មេងចំនួន ១៨ នាក់ កាលពីថ្ងៃអង្គារ នាងបានចំណាយពេលសរុប ៣៨ ម៉ោង ដើម្បីលេងទាត់ទាត់នៅថ្ងៃទាំងពីរ ។ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់ទៀត កាលពីថ្ងៃចន្ទជាងថ្ងៃអង្គារ? ;1.0
Julia បានលេង Tag ជាមួយក្មេងចំនួន 5 នាក់ កាលពីថ្ងៃអង្គារ នាងបានលេងទូកជាមួយក្មេងចំនួន ៦ នាក់នៅថ្ងៃចន្ទ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់ទៀត កាលពីថ្ងៃចន្ទជាងថ្ងៃអង្គារ? ;1.0
Julia បានលេងជាមួយក្មេងចំនួន ១៨ នាក់ ។ នាងបានលេងជាមួយក្មេងចំនួន៤នាក់នៅថ្ងៃចន្ទ ហើយក៏បានលេងជាមួយក្មេងមួយចំនួនទៀតនៅថ្ងៃអង្គារ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់នៅថ្ងៃអង្គារ? ;14.0
Julia បានលេងទាត់ជាមួយក្មេងចំនួន៤នាក់នៅថ្ងៃពុធ នាងបានលេងជាមួយក្មេងចំនួន ៦នាក់នៅថ្ងៃចន្ទ និងក្មេងចំនួន ១៧នាក់នៅថ្ងៃអង្គារ ។ តើនាងបានលេងជាមួយក្មេងប៉ុន្មាននាក់ទៀតនៅថ្ងៃចន្ទជាងថ្ងៃពុធ? ;2.0
Bobby បានបរិភោគសាច់កាហ្វេមួយចំនួន បន្ទាប់ មក គាត់ បាន បរិភោគ ២៥ ទៀត ។ បើសិនជាគាត់បានបរិភោគសរុប ៤៣កំណាត់កាហ្វេ តើគាត់បានបរិភោគកាហ្វេប៉ុន្មានដុំនៅដើម? ;18.0
Bobby បានបរិភោគកាហ្វេចំនួន ២៨ កំណាត់ ។ បន្ទាប់ មក គាត់ បាន បរិភោគ ៤២ ទៀត ។ គាត់ក៏បានបរិភោគសូកូឡា ៦៣កំណាត់ដែរ ។ Bobby បាន ញ៉ាំ សាច់ ស្ករស ប៉ុន្មាន ដុំ? ;70.0
Bobby បានបរិភោគកាហ្វេ ៣៣ កំណាត់ ។ បន្ទាប់ មក គាត់ បាន បរិភោគ ៤ ទៀត ។ គាត់ក៏បានបរិភោគសូកូឡា ១៤ កំណាត់ដែរ ។ តើ Bobby បាន ញ៉ាំ សាច់ ស្ករស និង សូកូឡា ប៉ុន្មាន ដុំ? ;51.0
Bobby បានបរិភោគកាហ្វេ ៣៨ កំណាត់ ។ បន្ទាប់មកគាត់បានបរិភោគ 36 ទៀត។ គាត់ក៏បានបរិភោគស្ករសូកូឡា ១៦ កំណាត់ដែរ ។ តើ Bobby បាន ញ៉ាំ សាច់ ស្ករស ច្រើន ជាង ស្ករស សូកូឡា ប៉ុន្មាន? ;58.0
Bobby បានទទួលកាហ្វេ 20 កញ្ចប់ គាត់បានបរិភោគកាហ្វេ ៣៤កំប៉ុង ។ បន្ទាប់ មក គាត់ បាន បរិភោគ ១៨ ទៀត ។ Bobby បាន ញ៉ាំ សាច់ ស្ករស ប៉ុន្មាន ដុំ? ;52.0
Bobby មានកាហ្វេ ២១កញ្ចប់ គាត់បានបរិភោគកាហ្វេ ៥កំប៉ុង ។ បន្ទាប់ មក គាត់ បាន បរិភោគ ៩ ទៀត ។ គាត់នៅមានសាច់គោឆៅប៉ុន្មានទៀត? ;7.0
Bobby មានកាហ្វេ 22 កំណាត់ គាត់បានបរិភោគសាច់កាហ្វេមួយចំនួន បន្ទាប់មកគាត់បានបរិភោគ ៥ ទៀត។ បើគាត់នៅតែមានកាហ្វេ 8 កំណាត់នៅសល់ តើគាត់បានបរិភោគកាហ្វេប៉ុន្មានដុំនៅដើម? ;9.0
Bobby បានទទួលកាហ្វេ១៩កញ្ចប់ គាត់បានបរិភោគកាហ្វេ ២ដុំ គាត់នៅមានសាច់គោឆៅប៉ុន្មានទៀត? ;17.0
Bobby មានកាហ្វេ ៣២ កំណាត់ គាត់បានបរិភោគសាច់កាហ្វេមួយចំនួន បើគាត់មានកាហ្វេ 20 កញ្ចប់ នៅសល់ តើ Bobby បានបរិភោគកាហ្វេ ប៉ុន្មានកញ្ចប់? ;12.0
Bobby បានបរិភោគកាហ្វេ ១៧ កំណាត់ ។ បន្ទាប់ មក គាត់ បាន បរិភោគ ១៥ ក្បាល ទៀត ។ បើសិនជាគាត់មានគ្រាប់កាហ្វេចំនួន ៣៦គ្រាប់ តើគាត់នៅមានគ្រាប់កាហ្វេប៉ុន្មានទៀត? ;4.0
Bobby បានបរិភោគកាហ្វេ 23 កំណាត់ បើសិនជាគាត់មានកាហ្វេ ៣០កញ្ចប់ តើគាត់នៅមានកាហ្វេប៉ុន្មានទៀត? ;7.0
Allan បាននាំយកបាល់ចំនួន 5 និង Jake បាននាំយកបាល់ចំនួន 3 ទៅកាន់សួនច្បារ។ តើ Allan មាន បាល់ លេង ច្រើន ជាង Jake នៅ ក្នុង សួន កម្សាន្ត ប៉ុន្មាន? ;2.0
Allan បាននាំយកបាល់ចំនួន 2 និង Jake បាននាំយកបាល់ចំនួន 3 ទៅកាន់សួនច្បារ។ តើ Jake មាន បាល់ ប៊ូ ត ច្រើន ជាង Allan នៅ ក្នុង សួនច្បារ ប៉ុន្មាន? ;1.0
