m_query;response
ஜூலியா திங்களன்று 18 குழந்தைகளுடன் டேக் விளையாடினார். அவள் செவ்வாய்க்கிழமை 10 குழந்தைகளுடன் டேக் விளையாடினார். அவள் செவ்வாய்க்கிழமை விட திங்கள் அன்று எத்தனை குழந்தைகளுடன் விளையாடினாள்? ;8.0
ஜூலியா திங்களன்று 11 குழந்தைகளுடன் டேக் விளையாடினார். அவள் செவ்வாய்க்கிழமை 12 குழந்தைகளுடன் டேக் விளையாடினார். அவள் திங்கள் அன்று விளையாடியதை விட செவ்வாயன்று எத்தனை குழந்தைகளுடன் விளையாடியது? ;1.0
ஜூலியா திங்களன்று 5 குழந்தைகளுடன் டேக் விளையாடினார். அவள் செவ்வாய்க்கிழமை மேலும் சில குழந்தைகள் கொண்டு டேக் விளையாடினார். அவள் மொத்தம் 15 குழந்தைகளுடன் விளையாடியிருந்தால் செவ்வாய்க்கிழமை எத்தனை குழந்தைகளுடன் விளையாடியது? ;10.0
ஜூலியா திங்களன்று சில குழந்தைகள் கொண்டு டேக் விளையாடினார். அவள் செவ்வாய்க்கிழமை 14 குழந்தைகளுடன் டேக் விளையாடினார். அவள் மொத்தம் 16 குழந்தைகளுடன் விளையாடியிருந்தால் திங்களன்று எத்தனை குழந்தைகளுடன் விளையாடியது? ;2.0
ஜூலியா திங்களன்று 16 குழந்தைகளுடன் டேக் விளையாடினார். அவள் செவ்வாய்க்கிழமை விட திங்களன்று 12 குழந்தைகளுடன் டேக் விளையாடியிருந்தால் செவ்வாய்க்கிழமை எத்தனை குழந்தைகளுடன் விளையாடியது? ;4.0
ஜூலியா செவ்வாயன்று 14 குழந்தைகளுடன் டேக் விளையாடினார். அவள் திங்களன்று 8 குழந்தைகளுடன் டேக் விளையாடியிருந்தால் செவ்வாய்க்கிழமை விளையாடியதை விட எத்தனை குழந்தைகளுடன் திங்களன்று விளையாடியது? ;22.0
ஜூலியா 17 குழந்தைகளுடன் திங்களன்று விளையாடியது 15 குழந்தைகள் செவ்வாயன்று மற்றும் 2 குழந்தைகள் புதன்கிழமை. அவள் எத்தனை குழந்தைகளுடன் விளையாடினாள்? ;34.0
ஜூலியா திங்களன்று 15 குழந்தைகளுடன் டேக் விளையாடியது செவ்வாயன்று 18 குழந்தைகளும் புதன்கிழமை 97 குழந்தைகளும். அவள் எத்தனை குழந்தைகளுடன் திங்கள் மற்றும் செவ்வாய் அன்று விளையாடினார்? ;33.0
ஜூலியா திங்களன்று 5 குழந்தைகளுடன் டேக் விளையாடினார் செவ்வாயன்று 9 குழந்தைகள் மற்றும் புதன்கிழமை 15 குழந்தைகள். அவள் எத்தனை குழந்தைகளுடன் திங்கள் மற்றும் புதன்கிழமைகளில் விளையாடினாள்? ;20.0
ஜூலியா திங்களன்று 2 குழந்தைகளுடன் டேக் விளையாடினார் 14 செவ்வாயன்று குழந்தைகள் மற்றும் புதன்கிழமை 16 குழந்தைகள். அவள் எத்தனை குழந்தைகளுடன் செவ்வாய் மற்றும் புதன்கிழமைகளில் விளையாடினாள்? ;30.0
ஜூலியா திங்களன்று 9 குழந்தைகளுடன் டேக் விளையாடினார் செவ்வாயன்று 7 குழந்தைகள் மற்றும் புதன்கிழமை 96 குழந்தைகள். அவள் செவ்வாய்க்கிழமை விட திங்கள் அன்று எத்தனை குழந்தைகளுடன் விளையாடினாள்? ;2.0
ஜூலியா திங்களன்று 14 குழந்தைகளுடன் டேக் விளையாடியது செவ்வாயன்று 2 குழந்தைகள் மற்றும் புதன்கிழமை 8 குழந்தைகள். அவள் புதன்கிழமை விட திங்கள் எத்தனை குழந்தைகள் விளையாடி? ;6.0
ஜூலியா திங்களன்று 8 குழந்தைகளுடன் டேக் விளையாடியது செவ்வாயன்று 11 குழந்தைகள் மற்றும் புதன்கிழமை 9 குழந்தைகள். அவள் புதன்கிழமை விட செவ்வாய்க்கிழமை எத்தனை குழந்தைகள் விளையாடி? ;2.0
ஜூலியா திங்களன்று 15 குழந்தைகளுடன் டேக் விளையாடியது செவ்வாயன்று 18 குழந்தைகளும் புதன்கிழமை 7 குழந்தைகளும். அவள் புதன்கிழமை விட திங்கள் மற்றும் செவ்வாய் எத்தனை குழந்தைகள் விளையாடி? ;26.0
ஜூலியா 13 குழந்தைகளுடன் திங்களன்று விளையாடியது மற்றும் 10 குழந்தைகள் செவ்வாயன்று. அவள் புதன்கிழமை 15 குழந்தைகள் அட்டைகள் விளையாடினார். அவள் எத்தனை குழந்தைகளுடன் விளையாடினாள்? ;38.0
