m_query;response
ג'וליה שיחקה עם 18 ילדים ביום שני. היא שיחקה טג עם 10 ילדים ביום שלישי. עם כמה ילדים יותר היא שיחקה ביום שני מאשר ביום שלישי? ;8.0
ג'וליה שיחקה עם 11 ילדים ביום שני. היא שיחקה טג עם 12 ילדים ביום שלישי. עם כמה ילדים יותר היא שיחקה ביום שלישי מאשר ביום שני? ;1.0
ג'וליה שיחקה עם חמישה ילדים ביום שני. היא שיחקה עם עוד כמה ילדים ביום שלישי. אם היא שיחקה עם 15 ילדים בסך הכל, עם כמה ילדים היא שיחקה ביום שלישי? ;10.0
ג'וליה שיחקה עם כמה ילדים ביום שני. היא שיחקה טג עם 14 ילדים ביום שלישי. אם היא שיחקה עם 16 ילדים, עם כמה ילדים היא שיחקה ביום שני? ;2.0
ג'וליה שיחקה עם 16 ילדים ביום שני. אם היא שיחקה עם 12 ילדים יותר ביום שני מאשר ביום שלישי עם כמה ילדים היא שיחקה ביום שלישי? ;4.0
ג'וליה שיחקה עם 14 ילדים ביום שלישי. אם היא שיחקה עם 8 ילדים יותר ביום שני מאשר ביום שלישי עם כמה ילדים היא שיחקה ביום שני? ;22.0
ג'וליה שיחקה 17 ילדים ביום שני, 15 ילדים ביום שלישי ושניים ביום רביעי. עם כמה ילדים היא שיחקה בסך הכל? ;34.0
ג'וליה שיחקה 15 ילדים ביום שני, 18 ילדים ביום שלישי ו-97 ילדים ביום רביעי. עם כמה ילדים היא שיחקה ביום שני וביום שלישי? ;33.0
ג'וליה שיחקה עם 5 ילדים ביום שני, 9 ילדים ביום שלישי ו-15 ילדים ביום רביעי. עם כמה ילדים היא שיחקה ביום שני וביום רביעי? ;20.0
ג'וליה שיחקה עם שני ילדים ביום שני, 14 ילדים ביום שלישי ו-16 ילדים ביום רביעי. עם כמה ילדים היא שיחקה ביום שלישי וביום רביעי? ;30.0
ג'וליה שיחקה תחרות עם 9 ילדים ביום שני, 7 ילדים ביום שלישי ו-96 ילדים ביום רביעי. עם כמה ילדים יותר היא שיחקה ביום שני מאשר ביום שלישי? ;2.0
ג'וליה שיחקה עם 14 ילדים ביום שני, שניים ביום שלישי ושמונה ביום רביעי. עם כמה ילדים יותר היא שיחקה ביום שני מאשר ביום רביעי? ;6.0
ג'וליה שיחקה עם 8 ילדים ביום שני, 11 ילדים ביום שלישי ו-9 ילדים ביום רביעי. עם כמה ילדים יותר היא שיחקה ביום שלישי מאשר ביום רביעי? ;2.0
ג'וליה שיחקה 15 ילדים ביום שני, 18 ילדים ביום שלישי ו-7 ילדים ביום רביעי. עם כמה ילדים יותר היא שיחקה ביום שני וביום שלישי מאשר ביום רביעי? ;26.0
ג'וליה שיחקה 13 ילדים ביום שני ו-10 ילדים ביום שלישי. היא שיחקה קלפים עם 15 ילדים ביום רביעי. עם כמה ילדים היא שיחקה בסך הכל? ;38.0
ג'וליה שיחקה עם 7 ילדים ביום שני ו-13 ילדים ביום שלישי. היא שיחקה קלפים עם 20 ילדים ביום רביעי. עם כמה ילדים היא שיחקה סביבו? ;20.0
ג'וליה שיחקה עם 12 ילדים ביום שני. היא שיחקה טג עם 14 ילדים ביום שלישי. היא בילתה 34 שעות במשחק ג'ינג בכל יומיים. עם כמה ילדים היא שיחקה בסך הכל? ;26.0
ג'וליה שיחקה עם 19 ילדים ביום שני. היא שיחקה טג עם 18 ילדים ביום שלישי. היא בילתה בסך הכל 38 שעות לשחק תחרות בשני הימים. עם כמה ילדים יותר היא שיחקה ביום שני מאשר ביום שלישי? ;1.0
ג'וליה שיחקה עם חמישה ילדים ביום שלישי. היא שיחקה בטיג עם 6 ילדים ביום שני. עם כמה ילדים יותר היא שיחקה ביום שני מאשר ביום שלישי? ;1.0
ג'וליה שיחקה עם 18 ילדים. היא שיחקה עם 4 ילדים ביום שני ועדיין עם עוד כמה ילדים ביום שלישי. עם כמה ילדים היא שיחקה ביום שלישי? ;14.0
ג'וליה שיחקה עם 4 ילדים ביום רביעי. היא שיחקה עם 6 ילדים ביום שני ועם 17 ילדים ביום שלישי. עם כמה ילדים יותר היא שיחקה ביום שני מאשר ביום רביעי? ;2.0
בובי אכל כמה חתיכות של ממתקים. ואז הוא אכל עוד 25. אם הוא אכל בסך הכל 43 חתיכות של ממתקים כמה חתיכות של ממתקים הוא אכל בתחילת? ;18.0
בובי אכל 28 חתיכות של ממתקים. ואז הוא אכל עוד 42. הוא גם אכל 63 חתיכות שוקולד. כמה ממתקים בובי אכל? ;70.0
בובי אכל 33 חתיכות של ממתקים. ואז הוא אכל עוד 4. הוא גם אכל 14 חתיכות שוקולד. כמה חתיכות ממתקים ושוקולד בובי אכל בסך הכל? ;51.0
בובי אכל 38 חתיכות של ממתקים. ואז הוא אכל עוד 36. הוא גם אכל 16 חתיכות שוקולד. כמה יותר חתיכות ממתקים מאשר שוקולד בובי אכל? ;58.0
בובי אכל 20 ממתקים. הוא אכל 34 חתיכות של ממתקים. ואז הוא אכל עוד 18. כמה ממתקים בובי אכל? ;52.0
בובי אכל 21 ממתקים. הוא אכל 5 ממתקים. ואז הוא אכל עוד 9. כמה ממתקים נשארו לו? ;7.0
בובי היה 22 חתיכות של ממתקים. הוא אכל כמה חתיכות של ממתקים. ואז הוא אכל עוד 5. אם עדיין נשארו לו 8 ממתקים כמה ממתקים אכל בהתחלה? ;9.0
בובי אכל 19 ממתקים. הוא אכל 2 חתיכות של ממתקים. כמה ממתקים נשארו לו? ;17.0
בובי היה 32 חתיכות של ממתקים. הוא אכל כמה חתיכות של ממתקים. אם יש לו 20 חתיכות של ממתקים נשאר כמה חתיכות של ממתקים בובי אכל? ;12.0
בובי אכל 17 חתיכות של ממתקים. ואז הוא אכל עוד 15. אם היה לו 36 ממתקים בהתחלה כמה ממתקים נשארו לו? ;4.0
בובי אכל 23 חתיכות של ממתקים. אם היה לו 30 ממתקים בהתחלה כמה ממתקים נשארו לו? ;7.0
אלן הביא 5 בלונים וג'ייק הביא 3 בלונים לפארק. כמה בלונים היו לאלן יותר מאשר לג'ייק בפארק? ;2.0
אלן הביא 2 בלונים וג'ייק הביא 3 בלונים לפארק. כמה בלונים היו לג'ייק יותר מאלאן בפארק? ;1.0
אלן וג'ייק הביאו 3 בלונים לפארק. אם אלן הביא 2 בלונים כמה בלונים ג'ייק הביא לפארק? ;1.0
ג'ייק הביא 6 בלונים לפארק. אם ג'ייק הביא 4 בלונים יותר ממספר הבלונים שאלן הביא כמה בלונים אלן הביא לפארק? ;2.0
אלן הביא 5 בלונים לפארק. אם ג'ייק הביא 6 בלונים יותר ממספר הבלונים שאלן הביא כמה בלונים ג'ייק הביא לפארק? ;11.0
אלן הביא 3 בלונים וג'ייק הביא 5 בלונים לפארק. אלן אז קנה עוד 2 בלונים בפארק. כמה בלונים היו לאלן וג'ייק בפארק? ;10.0
אלן הביא 2 בלונים וג'ייק הביא 4 בלונים לפארק. אלן אז קנה 3 עוד בלונים בפארק. כמה בלונים היו לאלן יותר מאשר לג'ייק בפארק? ;1.0
אלן הביא 2 בלונים וג'ייק הביא 6 בלונים לפארק. אלן אז קנה 3 עוד בלונים בפארק. כמה בלונים היו לג'ייק יותר מאלאן בפארק? ;1.0
