m_query;response
줄리아는 월요일 18명의 아이들과 을 치고 있었어요 화요일 10명의 아이들과 을 치고 있었어요 월요일에는 화요일보다 몇 명 더 놀았어요? ;8.0
줄리아가 월요일 11명의 아이들과 을 치고 화요일 12명의 아이들과 을 치고 있었어요 화요일에는 월요일보다 몇 명 더 놀았어요? ;1.0
줄리아가 월요일에 5명의 아이들과 을 치고 화요일 다른 아이들과 을 치고 있었어요 만약 그녀가 총 15명의 아이들과 함께 놀았다면 화요일에는 몇명의 아이들과 함께 놀았을까요? ;10.0
줄리아가 월요일 아이들과 을 치고 있었어 화요일엔 14명의 아이들과 을 치고 있었어요 그녀가 총 16명의 아이들과 함께 놀았다면 월요일에는 몇명의 아이들과 함께 놀았을까요? ;2.0
줄리아는 월요일 16명의 아이들과 을 치고 있었어요 월요일에는 화요일보다 12명의 아이들과 더 태그를 치고 화요일에는 몇명의 아이들과 함께 했나요? ;4.0
줄리아는 화요일 14명의 아이들과 을 치고 있었어요 월요일에는 화요일보다 8명의 아이들과 더 태그를 치고 월요일에는 몇명의 아이들과 함께 놀았을까요? ;22.0
줄리아는 월요일 17명의 아이들과 놀았어요 화요일 15명의 아이들과 수요일 2명의 아이들과 그녀는 몇명의 아이들과 함께 놀았나요? ;34.0
줄리아는 월요일 15명의 아이들과 화요일 18명의 아이들과 수요일 97명의 아이들과 을 치고 월요일과 화요일 몇명의 아이들과 놀았어요? ;33.0
줄리아는 월요일엔 5명과 화요일엔 9명, 수요일엔 15명과 함께 을 치고 월요일과 수요일 몇명의 아이들과 놀았어요? ;20.0
줄리아는 월요일엔 2명의 아이들과, 화요일엔 14명의 아이들과, 수요일엔 16명의 아이들과 을 치고 있었어요 화요일과 수요일 몇명의 아이들과 놀았어요? ;30.0
줄리아는 월요일엔 9명의 아이들과, 화요일엔 7명의 아이들과, 수요일엔 96명의 아이들과 을 치고 있었어요 월요일에는 화요일보다 몇 명 더 놀았어요? ;2.0
줄리아는 월요일엔 14명의 아이들과, 화요일엔 2명의 아이들과, 수요일엔 8명의 아이들과 을 치고 있었어요 월요일에는 수요일보다 몇 명 더 놀았어요? ;6.0
줄리아는 월요일 8명의 아이들과, 화요일 11명의 아이들과, 수요일 9명의 아이들과 을 치고 있었어요 화요일엔 수요일보다 몇 명 더 놀았는지 ;2.0
줄리아는 월요일 15명의 아이들과, 화요일 18명의 아이들과, 수요일 7명의 아이들과 을 치고 있었어요 월요일과 화요일에는 수요일보다 몇 명 더 놀았는지요? ;26.0
줄리아는 월요일 13명의 아이들과 화요일 10명의 아이들과 을 치고 수요일 15명의 아이들과 카드 놀았어요 그녀는 몇명의 아이들과 함께 놀았나요? ;38.0
줄리아는 월요일에는 7명의 아이들과 화요일에는 13명의 아이들과 을 치고 수요일 20명의 아이들과 카드 놀았어요 그녀는 몇명의 아이들과 함께 을 치고 있었나요? ;20.0
줄리아는 월요일 12명의 아이들과 을 치고 있었어요 화요일엔 14명의 아이들과 을 치고 있었어요 그녀는 두 날 모두 34시간을 태그를 치는데 보냈습니다. 그녀는 몇명의 아이들과 함께 놀았나요? ;26.0
줄리아는 월요일 19명의 아이들과 을 치고 있었어요 화요일 18명의 아이들과 을 치고 있었어요 그녀는 두 날 모두 38시간을 태그를 치는데 보냈습니다. 월요일에는 화요일보다 몇 명 더 놀았어요? ;1.0
줄리아는 화요일 5명의 아이들과 을 치고 있었어요 월요일 6명의 아이들과 을 치고 있었어요 월요일에는 화요일보다 몇 명 더 놀았어요? ;1.0
