m_query;response
Julia sa v pondelok hrala s 18 deťmi. Hrala si v utorok s desiatimi deťmi. Koľko detí sa s ňou v pondelok hrávalo viac ako v utorok? ;8.0
Julia sa v pondelok hrala s 11 deťmi. Hrala si v utorok s 12 deťmi. Koľko detí sa s ňou hralo v utorok viac ako v pondelok? ;1.0
Julia sa v pondelok hrala s piatimi deťmi. Hrala si s ďalšími deťmi v utorok. Ak hrala s 15 deťmi, s koľkými sa hrala v utorok? ;10.0
Julia sa v pondelok hrala s nejakými deťmi. Hrala si v utorok s 14 deťmi. Ak hrala s 16 deťmi, s koľkými deťmi sa hrala v pondelok? ;2.0
Julia sa v pondelok hrala s 16 deťmi. Ak sa v pondelok hrala s 12 deťmi viac ako v utorok, s koľkými deťmi sa hrala v utorok? ;4.0
Julia sa v utorok hrala s 14 deťmi. Ak sa v pondelok hrala s o osem deťmi viac ako v utorok, s koľkými deťmi sa v pondelok hrala? ;22.0
Julia sa hrala s 17 deťmi v pondelok, 15 v utorok a 2 v stredu. S koľkými deťmi sa celkovo hrávala? ;34.0
Julia hrávala tag s 15 deťmi v pondelok, 18 v utorok a 97 v stredu. S koľkými deťmi sa hrala v pondelok a utorok? ;33.0
Julia sa hrala s 5 deťmi v pondelok, 9 v utorok a 15 v stredu. S koľkými deťmi sa hrala v pondelok a stredu? ;20.0
Julia sa v pondelok hrala s 2 deťmi, v utorok s 14 deťmi a v stredu s 16 deťmi. S koľkými deťmi sa hrala v utorok a stredu? ;30.0
Julia sa hrala s 9 deťmi v pondelok, 7 v utorok a 96 v stredu. Koľko detí sa s ňou v pondelok hrávalo viac ako v utorok? ;2.0
Julia sa v pondelok hrala s 14 deťmi, v utorok s dvoma a v stredu s ôsmimi. Koľko detí sa s ňou v pondelok hrávalo viac ako v stredu? ;6.0
Julia sa hrala s 8 deťmi v pondelok, 11 v utorok a 9 v stredu. Koľko detí sa s ňou hralo v utorok viac ako v stredu? ;2.0
Julia sa hrala s 15 deťmi v pondelok, 18 v utorok a 7 v stredu. Koľko detí sa s ňou hrálo v pondelok a utorok viac ako v stredu? ;26.0
Julia sa v pondelok hrala s 13 deťmi a v utorok s 10 deťmi. Hrala v stredu karty s 15 deťmi. S koľkými deťmi sa celkovo hrávala? ;38.0
Julia sa v pondelok hrala s 7 deťmi a v utorok s 13 deťmi. Hrala v stredu karty s 20 deťmi. S koľkými deťmi sa hrala spolu? ;20.0
Julia sa v pondelok hrala s 12 deťmi. Hrala si v utorok s 14 deťmi. Celkovo strávila 34 hodín hraním na kocky v oboch dňoch. S koľkými deťmi sa celkovo hrávala? ;26.0
Julia sa v pondelok hrala s 19 deťmi. Hrala si v utorok s 18 deťmi. Celkovo strávila 38 hodín hraním na kocky v oboch dňoch. Koľko detí sa s ňou v pondelok hrávalo viac ako v utorok? ;1.0
Julia sa v utorok hrala s piatimi deťmi. V pondelok sa hrala s 6 deťmi. Koľko detí sa s ňou v pondelok hrávalo viac ako v utorok? ;1.0
Julia hrávala s 18 deťmi. V pondelok sa hrala so štyrmi deťmi a v utorok ešte s niekoľkými deťmi. S koľkými deťmi sa hrala v utorok? ;14.0
