m_query;response
Julia hat mit 18 Kindern Tag gespielt. Sie hat mit 10 Kindern Tag gespielt. Mit wie vielen Kindern hat sie am Montag mehr gespielt als am Dienstag? ;8.0
Julia hat mit 11 Kindern Tag gespielt. Sie hat mit 12 Kindern Tag gespielt. Mit wie vielen Kindern hat sie am Dienstag mehr gespielt als am Montag? ;1.0
Julia hat mit fünf Kindern Tag gespielt. Sie hat mit ein paar anderen Kindern Tag gespielt. Wenn sie mit insgesamt 15 Kindern spielte, mit wie vielen Kindern spielte sie am Dienstag? ;10.0
Julia hat am Montag mit ein paar Kindern Tag gespielt. Sie hat mit 14 Kindern Tag gespielt. Wenn sie mit insgesamt 16 Kindern spielte, mit wie vielen Kindern spielte sie am Montag? ;2.0
Julia hat mit 16 Kindern Tag gespielt. Wenn sie am Montag mit 12 Kindern mehr als am Dienstag Tag spielte, mit wie vielen Kindern hat sie am Dienstag gespielt? ;4.0
Julia hat mit 14 Kindern Tag gespielt. Wenn sie am Montag mit 8 Kindern mehr als am Dienstag Tag spielte, mit wie vielen Kindern hat sie am Montag gespielt? ;22.0
Julia hat Tag mit 17 Kindern am Montag gespielt, 15 am Dienstag und 2 am Mittwoch. Mit wie vielen Kindern hat sie gespielt? ;34.0
Julia hat Tag mit 15 Kindern am Montag gespielt, 18 am Dienstag und 97 am Mittwoch. Mit wie vielen Kindern hat sie am Montag und Dienstag gespielt? ;33.0
Julia hat Tag mit 5 Kindern am Montag gespielt, 9 Kinder am Dienstag und 15 Kinder am Mittwoch. Mit wie vielen Kindern hat sie am Montag und Mittwoch gespielt? ;20.0
Julia hat mit zwei Kindern Tag gespielt. Mit 14 am Dienstag und 16 am Mittwoch. Mit wie vielen Kindern hat sie am Dienstag und Mittwoch gespielt? ;30.0
Julia hat Tag mit 9 Kindern am Montag gespielt, 7 Kinder am Dienstag und 96 Kinder am Mittwoch. Mit wie vielen Kindern hat sie am Montag mehr gespielt als am Dienstag? ;2.0
Julia hat mit 14 Kindern Tag gespielt. Mit 2 am Dienstag und 8 am Mittwoch. Mit wie vielen Kindern hat sie am Montag mehr gespielt als am Mittwoch? ;6.0
Julia hat mit 8 Kindern Tag gespielt am Montag, 11 am Dienstag und 9 am Mittwoch. Mit wie vielen Kindern hat sie am Dienstag mehr gespielt als am Mittwoch? ;2.0
Julia hat mit 15 Kindern Tag gespielt am Montag, 18 am Dienstag und 7 am Mittwoch. Mit wie vielen Kindern hat sie am Montag und Dienstag mehr gespielt als am Mittwoch? ;26.0
