m_query;response
གཟའ་སྤེན་པའི་ཉིན་མོ་དེར་ཇུ་ལི་ཡ་དང་ཕྲུ་གུ་ ༡༨ ཙམ་མཉམ་དུ་རྩེད་འགྲན་བྱས་པ་ཡིན། མོས་ཕྱི་ཚེས་ ༡༠ ཉིན་ཕྲུ་གུ་ ༡༠ ཙམ་མཉམ་དུ་འགྲན་རྩེད་བྱས་འདུག མོ་ནི་གཟའ་ཟླ་བའི་ཉིན་མོ་ནས་བཟུང་ཕྲུ་གུ་ག་ཚོད་དང་མཉམ་དུ་རྩེད་ཀྱི་ཡོད་དམ། ;8.0
གཟའ་སྤེན་པའི་ཉིན་མོ་དེར་ཇུ་ལི་ཡ་དང་ཕྲུ་གུ་ ༡༡ ཙམ་མཉམ་དུ་རྩེད་འགྲན་བྱས་པ་ཡིན། མོས་ཕྱི་ཚེས་ ༡༢ ཉིན་ཕྲུ་གུ་ ༡༢ དང་རྩེད་འགྲན་བྱས་འདུག མོས་ཕྱི་ཚེས་ ༢ ཉིན་རྩེད་གྲོལ་བྱས་པའི་ཕྲུག་གུ་གྲངས་ཇི་ཙམ་མང་བ་རེད། ;1.0
གཟའ་སྤེན་པའི་ཉིན་མོ་དེར་ཇུ་ལི་ཡ་དང་ཕྲུ་གུ་ལྔ་མཉམ་དུ་གོམ་འགྲོས་བྱས་པ་ཡིན། མོས་ཕྱི་ཚེས་ ༢ ཉིན་ཕྲུ་གུ་གཞན་དག་དང་མཉམ་དུ་གོམ་འགྲོས་བྱས་འདུག གལ་ཏེ་མོ་རང་སློབ་ཕྲུག་ ༡༥ ཙམ་མཉམ་དུ་རྩེད་ན། གཟའ་འཁོར་གྱི་ཉིན་མོ་དེར་ཕྲུ་གུ་ག་ཚོད་མཉམ་དུ་རྩེད་ཀྱི་ཡོད་དམ། ;10.0
གཟའ་སྤེན་པའི་ཉིན་མོ་ཇུ་ལི་ཡ་དང་ཕྲུ་གུ་འགའ་ཤས་མཉམ་དུ་གོམ་འགྲོས་བྱས་པ་ཡིན། མོས་ཕྱི་ཚེས་ ༡༤ ཉིན་ཕྲུ་གུ་ ༡༤ ལ་འགྲན་རྩེད་བྱས་འདུག གལ་ཏེ་མོ་རང་ཕྲུ་གུ་ ༡༦ དང་རྩེད་ན་ གཟའ་འཁོར་དེར་ཕྲུ་གུ་ག་ཚོད་མཉམ་དུ་རྩེད་ཀྱི་ཡོད་དམ། ;2.0
གཟའ་སྤེན་པའི་ཉིན་མོ་དེར་ཇུ་ལི་ཡ་དང་ཕྲུ་གུ་ ༡༦ ཙམ་མཉམ་དུ་རྩེད་འགྲན་བྱས་པ་ཡིན། གལ་ཏེ་མོ་གིས་ གཟའ་ཉི་མའི་ཉིན་མོ་ལ་བྱིས་པ་ ༡༢ ལྷག་མཉམ་དུ་རྩེད་ན་ གཟའ་ཉི་མའི་ཉིན་མོ་ལ་བྱིས་པ་ག་ཚོད་མཉམ་དུ་རྩེད་ཀྱི་ཡོད་དམ། ;4.0
ཇི་ལི་ཡས་ཕྱི་ཚེས་ ༡༤ ཉིན་ཕྲུ་གུ་ ༡༤ ལ་འགྲན་རྩེད་བྱས་པ་ཡིན། གལ་ཏེ་མོ་གིས་ གཟའ་ཉི་མའི་ཉིན་མོ་ལ་བྱིས་པ་བརྒྱད་ཙམ་མཉམ་དུ་རྩེད་ན་ གཟའ་ཉི་མའི་ཉིན་མོ་ལ་བྱིས་པ་ག་ཚོད་མཉམ་དུ་རྩེད་ཀྱི་ཡོད་དམ། ;22.0
ཇི་ལི་ཡས་ གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་ ༡༧ དང་རྩེད་འགྲན་བྱས་པ་དང་། གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་ ༡༥ དང་ གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་ ༢ བྱས་པ་ཡིན། མོ་ནི་ཕྲུ་གུ་ག་ཚོད་དང་མཉམ་དུ་རྩེད་མོ་བརྒྱབ་ཡོད་དམ་ ;34.0
ཇི་ལི་ཡས་ གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་ ༡༥ དང་ཉི་ཤུ་རྩ་བརྒྱད་དང་ གཟའ་འཁོར་གྱི་ཉིན་ཕྲུ་གུ་ ༩༧ མཉམ་དུ་གོམ་བགྲོད་བྱས་པ་ཡིན། གཟའ་དང་གཟའ་ཉི་མའི་ཉིན་མོ་དེར་མོ་ཕྲུ་གུ་ག་ཚོད་དང་མཉམ་དུ་རྩེད་ཀྱི་ཡོད་དམ། ;33.0
ཇི་ལི་ཡས་ གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་ལྔ་དང་ཐེག་རྩེད་བྱས་པ་དང་། གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་དགུ་དང་ གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་ ༡༥ ཡོད། གཟའ་དང་གཟའ་ཟླ་བའི་ཉིན་མོ་དེར་མོ་ཕྲུ་གུ་ག་ཚོད་དང་མཉམ་དུ་རྩེད་ཀྱི་ཡོད་དམ། ;20.0
ཇི་ལི་ཡས་ གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་གཉིས་དང་ཐེག་རྩེད་བྱས་པ་དང་། གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་ ༡༤ དང་ གཟའ་ཟླ་བའི་ཉིན་ཕྲུ་གུ་ ༡༦ བྱས་པ་ཡིན། མོས་ཕྱི་ཚེས་ ༢ དང་ ༣ ཉིན་སློབ་ཕྲུག་ག་ཚོད་མཉམ་དུ་རྩེད་ཀྱི་ཡོད་དམ། ;30.0
