m_query;response
जुलियाले सोमबार १८ जना बच्चाहरुसँग टाग खेलेकी थिइन् । उनले मंगलबार १० जना बच्चाहरुसँग टाग खेलेकी थिइन् । मंगलवार भन्दा सोमबार कति जना बच्चाहरुसँग उनले खेले? ;8.0
जुलियाले सोमबार ११ जना बच्चाहरुसँग टाग खेलेकी थिइन् । उनले १२ जना बच्चाहरुसँग मंगलवार ट्याग खेलेकी थिइन् । सोमबार भन्दा मंगलबार उनले कति जना बच्चाहरुसँग खेले? ;1.0
जुलियाले सोमबार ५ जना बच्चाहरुसँग टाग खेलेकी थिइन् । उनले मंगलबार अरु बच्चाहरुसँग टाग खेलेकी थिइन् । यदि उनले कुल १५ जना बच्चाहरुसँग खेलेकी थिइन् भने उनले मंगलवार कति जना बच्चाहरुसँग खेलेकी थिइन्? ;10.0
जुलियाले सोमबार केही बच्चाहरूसँग टाग खेलेकी थिइन् । उनले मंगलबार १४ जना बच्चाहरुसँग टाग खेलेकी थिइन् । यदि उनले कुल १६ जना बच्चाहरुसँग खेलेकी थिइन् भने सोमबार उनले कति जना बच्चाहरुसँग खेलेकी थिइन्? ;2.0
जुलियाले सोमबार १६ जना बच्चाहरुसँग टाग खेलेकी थिइन् । यदि उनले सोमबार १२ जना बच्चाहरु संग टाग खेलेकी थिइन भने मंगलवार भन्दा उनले कति बच्चाहरु संग खेले? ;4.0
जुलियाले मंगलबार १४ जना बच्चाहरुसँग टाग खेलेकी थिईन् । यदि उनले सोमबार ८ जना बच्चाहरुसँग टाग खेलेकी थिइन् भने मंगलवार भन्दा सोमबार कति जना बच्चाहरुसँग उनले खेलेकी थिइन्? ;22.0
जुलियाले सोमबार १७ जना बच्चाहरुसँग खेलिन्, १५ जना बच्चाहरु मंगलवार र २ जना बच्चाहरु बुधवार । उनले कुल कति जना बच्चाहरुसँग खेलेकी थिइन्? ;34.0
जुलियाले सोमबार १५ जना बच्चाहरुसँग खेलिन्, मङ्गलबार १८ जना र बुधबार ९७ जनासँग । सोमबार र मंगलबार उनले कति जना बच्चाहरुसँग खेलेकी थिइन्? ;33.0
जुलियाले सोमबार ५ जना बच्चाहरुसँग खेलिन्, मंगलबार ९ जना र बुधबार १५ जनासँग । सोमबार र बुधबार उनले कति जना बच्चाहरुसँग खेलेकी थिइन्? ;20.0
जुलियाले सोमबार २ जना बच्चाहरुसँग खेलिन्, मंगलबार १४ जना र बुधवार १६ जनासँग । उनले मंगलवार र बुधवार कति जना बच्चाहरुसँग खेलेकी थिइन्? ;30.0
जुलियाले सोमबार ९ जना बच्चाहरुसँग खेलिन्, मंगलवार ७ जना र बुधवार ९६ जनासँग । मंगलवार भन्दा सोमबार कति जना बच्चाहरुसँग उनले खेले? ;2.0
जुलियाले सोमबार १४ जना बच्चाहरुसँग खेलिन्, मङ्गलबार २ जना र बुधबार ८ जनासँग । बुधवार भन्दा सोमबार कति जना बच्चाहरुसँग उनले खेले? ;6.0
जुलियाले सोमबार ८ जना बच्चाहरुसँग खेलिन्, मङ्गलबार ११ जना र बुधबार ९ जनासँग । बुधवार भन्दा मंगलबार उनले कति जना बच्चाहरुसँग खेले? ;2.0
जुलियाले सोमबार १५ जना बच्चाहरुसँग खेलिन्, मंगलवार १८ जना र बुधवार ७ जनासँग । सोमबार र मंगलबार उनले बुधवार भन्दा कति बढी बच्चाहरुसँग खेलेकी थिइन्? ;26.0
