m_query;response
Джулия играеше с 18 деца в понеделник. Във вторник играеше с 10 деца. С колко деца е играла в понеделник, отколкото във вторник? ;8.0
Джулия играеше с 11 деца в понеделник. Във вторник е играла с 12 деца. С колко деца е играла повече във вторник, отколкото в понеделник? ;1.0
Джулия играеше с пет деца в понеделник. Във вторник е играла с още деца. Ако е играла с общо 15 деца с колко деца е играла във вторник? ;10.0
Джулия играеше с някакви деца в понеделник. Във вторник е играла с 14 деца. Ако е играла с общо 16 деца с колко деца е играла в понеделник? ;2.0
Джулия играеше с 16 деца в понеделник. Ако е играла с 12 деца повече в понеделник, отколкото във вторник, с колко деца е играла във вторник? ;4.0
Джулия играеше с 14 деца във вторник. Ако е играла с осем деца повече в понеделник, отколкото във вторник, с колко деца е играла в понеделник? ;22.0
Джулия е играла с 17 деца в понеделник, 15 деца във вторник и 2 деца в сряда. С колко деца е играла? ;34.0
Джулия е играла с 15 деца в понеделник, 18 деца във вторник и 97 деца в сряда. С колко деца е играла в понеделник и вторник? ;33.0
Джулия е играла с 5 деца в понеделник, 9 деца във вторник и 15 деца в сряда. С колко деца е играла в понеделник и сряда? ;20.0
Джулия е играла с 2 деца в понеделник, 14 деца във вторник и 16 деца в сряда. С колко деца е играла във вторник и сряда? ;30.0
Джулия е играла с 9 деца в понеделник, 7 деца във вторник и 96 деца в сряда. С колко деца е играла в понеделник, отколкото във вторник? ;2.0
Джулия е играла с 14 деца в понеделник, с 2 деца във вторник и с 8 деца в сряда. С колко деца е играла в понеделник, отколкото в сряда? ;6.0
Джулия е играла с осем деца в понеделник, 11 деца във вторник и 9 деца в сряда. С колко деца е играла повече във вторник, отколкото в сряда? ;2.0
Джулия е играла с 15 деца в понеделник, 18 деца във вторник и 7 деца в сряда. С колко деца е играла в понеделник и вторник, отколкото в сряда? ;26.0
Джулия е играла с 13 деца в понеделник и 10 деца във вторник. Играла карти с 15 деца в сряда. С колко деца е играла? ;38.0
Джулия е играла с 7 деца в понеделник и 13 деца във вторник. Играла карти с 20 деца в сряда. С колко деца е играла на таг? ;20.0
Джулия играеше с 12 деца в понеделник. Във вторник е играла с 14 деца. Прекарала е общо 34 часа да играе на таг и в двата дни. С колко деца е играла? ;26.0
Джулия играеше с 19 деца в понеделник. Във вторник е играла с 18 деца. Тя е прекарала общо 38 часа да играе на таг и в двата дни. С колко деца е играла в понеделник, отколкото във вторник? ;1.0
Джулия играеше с пет деца във вторник. В понеделник е играла на таг с 6 деца. С колко деца е играла в понеделник, отколкото във вторник? ;1.0
Джулия е играла с общо 18 деца. В понеделник е играла с четири деца, а във вторник с още няколко. С колко деца си играеше във вторник? ;14.0
Джулия играеше с четири деца в сряда. В понеделник е играла с 6 деца, а във вторник - с 17 деца. С колко деца е играла в понеделник, отколкото в сряда? ;2.0
Боби изяде няколко бонбони. После изяде още 25. Ако е изял общо 43 парчета бонбони колко парчета бонбони е изял в началото? ;18.0
Боби изяде 28 парчета бонбони. После изяде още 42. Също така е изял 63 парчета шоколад. Колко бонбони изяде Боби? ;70.0
Боби изяде 33 парчета бонбони. После изяде още четири. Също така е изял 14 парчета шоколад. Колко бонбони и шоколад изяде Боби? ;51.0
Боби изяде 38 бонбони. После изяде още 36. Също така изяде 16 парчета шоколад. Колко повече бонбони от шоколада е изял Боби? ;58.0
Боби е взел 20 бонбони. Той изяде 34 парчета бонбони. После изяде още 18. Колко бонбони изяде Боби? ;52.0
Боби имаше 21 бонбони. Изяде 5 бонбони. После изяде още 9. Колко бонбони му остават? ;7.0
Боби имаше 22 парчета бонбони. Той изяде няколко бонбони. После изяде още пет. Ако му остават още осем бонбони, колко бонбони е изял на началото? ;9.0
Боби е имал 19 парчета бонбони. Изяде 2 парчета бонбони. Колко бонбони му остават? ;17.0
Боби имаше 32 парчета бонбони. Той изяде няколко бонбони. Ако му са останали 20 бонбони колко бонбони е изял Боби? ;12.0
Боби изяде 17 парчета бонбони. После изяде още 15. Ако първоначално е имал 36 бонбони колко бонбони му остават? ;4.0
Боби изяде 23 парчета бонбони. Ако първоначално е имал 30 бонбони колко бонбони му остават? ;7.0
Алън донесе 5 балона и Джейк донесе 3 балона в парка. Колко повече балони имаше Алън от Джейк в парка? ;2.0
Алън донесе 2 балона и Джейк донесе 3 балона в парка. Колко повече балони имаше Джейк от Алън в парка? ;1.0
Алън и Джейк донесоха 3 балона в парка. Ако Алън е донесъл 2 балона колко балона е донесъл Джейк в парка? ;1.0
Джейк донесе 6 балона в парка. Ако Джейк е донесъл 4 балона повече от броя на балоните, които Алън е донесъл колко балона е донесъл Алън в парка? ;2.0
Алън донесе 5 балона в парка. Ако Джейк е донесъл 6 балона повече от броя на балоните, които Алън е донесъл колко балона е донесъл Джейк в парка? ;11.0
Алън донесе 3 балона и Джейк донесе 5 балона в парка. Алън купи още два балона в парка. Колко балона са имали Алън и Джейк в парка? ;10.0
Алън донесе 2 балона и Джейк донесе 4 балона в парка. Алън купи още 3 балона в парка. Колко повече балони имаше Алън от Джейк в парка? ;1.0
Алън донесе 2 балона и Джейк донесе 6 балона в парка. Алън купи още 3 балона в парка. Колко повече балони имаше Джейк от Алън в парка? ;1.0
Алън донесе 5 балона и Джейк донесе 4 балона в парка. Алън купи още 3 балона в парка. Колко балона е донесъл Алън в парка? ;8.0
Алън донесе 6 балона и Джейк донесе 2 балона в парка. Джейк купи още 3 балона в парка. Колко повече балони имаше Алън от Джейк в парка? ;1.0
Алън донесе 6 балона и Джейк донесе 3 балона в парка. Джейк купи още 4 балона в парка. Колко повече балони имаше Джейк от Алън в парка? ;1.0
Алън донесе 5 балона и Джейк донесе 6 балона в парка. Джейк купи още 3 балона в парка. Колко балона е донесъл Джейк в парка? ;9.0
Алън донесе 3 балона и 20 топки докато Джейк донесе 5 балона и 59 топки в парка. Колко балона са имали Алън и Джейк в парка? ;8.0
Алън донесе 7 балона и 5 топки докато Джейк донесе 6 балона и 4 топки в парка. Колко топки са имали Алън и Джейк в парка? ;9.0
Алън донесе 5 балона. Ако Алън и Джейк са донесли общо 6 балона в парка колко балона е донесло Джейк в парка? ;1.0
Алън е донесъл 2 балона в парка и е купил още 3 там. Ако Джейк е донесъл 6 балона в парка колко повече балони е имал Джейк от Алън в парка? ;1.0
Всеки ден Райън прекарва 6 часа в изучаване на английски и 2 часа в изучаване на китайски. Колко повече часа е прекарал в изучаване на английски, отколкото в изучаване на китайски? ;4.0
Всеки ден Райън прекарва 6 часа в изучаване на английски и 7 часа в изучаване на китайски. Колко повече часа е прекарал в изучаване на китайски, отколкото в изучаване на английски? ;1.0
Всеки ден Райън прекарва 3 часа в изучаване на английски и още няколко часа в изучаване на китайски. Ако той прекарва общо 4 часа в изучаване на английски и китайски всеки ден колко часа прекарва в изучаване на китайски? ;1.0
Всеки ден Райън прекарва 7 часа в изучаване на английски и още няколко часа в изучаване на китайски. Ако той прекарва 2 часа повече в изучаване на английски, отколкото в изучаване на китайски, колко часа прекарва в изучаване на китайски? ;5.0
Всеки ден Райън прекарва 5 часа в изучаване на китайски и още няколко часа в изучаване на английски. Ако той прекарва 2 часа повече в изучаване на английски, отколкото в изучаване на китайски, колко часа прекарва в изучаване на английски? ;7.0
Всеки ден Райън прекарва 6 часа в изучаване на английски и 7 часа в изучаване на китайски. Ако учи за 5 дни, колко часа ще прекара в изучаване на английски и китайски? ;65.0
Всеки ден Райън прекарва 6 часа в изучаване на английски и 5 часа в изучаване на китайски. Ако учи за 2 дни, колко часа общо ще прекара в изучаване на английски? ;12.0
Всеки ден Райън прекарва 5 часа в изучаване на английски и 4 часа в изучаване на китайски. Ако учи за 6 дни, колко часа общо ще прекара в изучаване на китайски? ;24.0
Всеки ден Райън прекарва 4 часа в изучаване на английски и 6 часа в изучаване на китайски. Ако учи за 86 дни, колко часа в денонощието учи английски и китайски? ;10.0
Всеки ден Райън прекарва 6 часа в изучаване на английски 7 часа в изучаване на китайски и 3 часа в изучаване на испански. Колко часа учи английски, китайски и испански? ;16.0
Всеки ден Райън прекарва 6 часа в изучаване на английски 3 часа в изучаване на китайски и 58 часа в изучаване на испански. Колко повече часа е прекарал в изучаване на английски, отколкото в изучаване на китайски? ;3.0
Всеки ден Райън прекарва 7 часа в изучаване на английски 2 часа в изучаване на китайски и 4 часа в изучаване на испански. Колко повече часа е прекарал в изучаване на английски, отколкото на испански? ;3.0
Всеки ден Райън прекарва 2 часа в изучаване на английски 5 часа в изучаване на китайски и 4 часа в изучаване на испански. Колко повече часа е прекарал в изучаване на китайски, отколкото на испански? ;1.0
Всеки ден Райън прекарва общо 3 часа в изучаване на английски и китайски. Ако прекарва по 2 часа всеки ден в изучаване на английски, колко часа прекарва в изучаване на китайски? ;1.0
Райън учи английски и китайски за 7 дни. Всеки ден той прекарва 4 часа в изучаване на английски и 5 часа в изучаване на китайски. Колко часа учи английски и китайски? ;63.0
Тифани събираше кутии за рециклиране. В понеделник имаше 8 торбички с консерви. На следващия ден тя намери още 7 торбички с консерви. Колко повече чанти е имала в понеделник, отколкото е намерила на следващия ден? ;1.0
Тифани събираше кутии за рециклиране. В понеделник имаше 7 торбички с консерви. На следващия ден тя намери още 12 торбички с консерви. Колко повече чанти е намерила на следващия ден от тези в понеделник? ;5.0
Тифани събираше кутии за рециклиране. В понеделник имаше 4 торбички с консерви. На следващия ден тя намери още няколко торбички с консерви. Ако е имала общо 6 торбички, колко са намерили на следващия ден? ;2.0
Тифани събираше кутии за рециклиране. В понеделник имаше няколко торбички с консерви. На следващия ден тя намери още 4 торбички с консерви. Ако е имала общо 8 чанти, колко чанти е имала в понеделник? ;4.0
Тифани събираше кутии за рециклиране. В понеделник имаше 10 торбички с консерви. Намерила е 3 торбички с консерви на следващия ден и 7 торбички с консерви на следващия ден. Колко чанти имаше тя? ;20.0
