m_query;response
Julia je igrala tag sa 18 djece u ponedjeljak. Igrala je tag s 10 djece u utorak. S koliko se više djece igrala u ponedjeljak nego u utorak? ;8.0
Julia je igrala tag sa 11 djece u ponedjeljak. Igrala je tag sa 12 djece u utorak. S koliko se više djece igrala u utorak nego u ponedjeljak? ;1.0
Julia je igrala s petero djece u ponedjeljak. Igrala je nogomet s još djecom u utorak. Ako je igrala sa ukupno 15 djece sa koliko je djece igrala u utorak? ;10.0
Julia je igrala tag s nekim klincima u ponedjeljak. Igrala je tag sa 14 djece u utorak. Ako je igrala sa ukupno 16 djece sa koliko je djece igrala u ponedjeljak? ;2.0
Julia je igrala tag sa 16 djece u ponedjeljak. Ako je igrala tag sa 12 djece više u ponedjeljak nego u utorak s koliko djece je igrala u utorak? ;4.0
Julia je igrala tag sa 14 djece u utorak. Ako je igrala tag sa 8 djece više u ponedjeljak nego u utorak s koliko djece je igrala u ponedjeljak? ;22.0
Julia je igrala tag sa 17 djece u ponedjeljak 15 djece utorak i 2 djece u srijedu. S koliko je djece igrala? ;34.0
Julia je igrala tag sa 15 djece u ponedjeljak 18 djece u utorak i 97 djece u srijedu. S koliko se djece igrala u ponedjeljak i utorak? ;33.0
Julia je igrala s petero djece u ponedjeljak, devetero utorak i 15 u srijedu. S koliko je djece igrala u ponedjeljak i srijedu? ;20.0
Julia je igrala tag sa 2 djece u ponedjeljak 14 djece utorak i 16 djece u srijedu. S koliko se djece igrala u utorak i srijedu? ;30.0
Julia je igrala tag sa 9 djece u ponedjeljak 7 djece utorak i 96 djece u srijedu. S koliko se više djece igrala u ponedjeljak nego u utorak? ;2.0
Julia je igrala tag sa 14 djece u ponedjeljak 2 djece utorak i 8 djece u srijedu. S koliko se više djece igrala u ponedjeljak nego u srijedu? ;6.0
Julia je igrala tag sa 8 djece u ponedjeljak 11 djece utorak i 9 djece u srijedu. S koliko se više djece igrala u utorak nego u srijedu? ;2.0
Julia je igrala tag sa 15 djece u ponedjeljak 18 djece utorak i 7 djece u srijedu. S koliko je više djece igrala u ponedjeljak i utorak nego u srijedu? ;26.0
Julia je igrala s 13 djece u ponedjeljak i 10 djece u utorak. Igrala je karte s 15 djece u srijedu. S koliko je djece igrala? ;38.0
Julia je igrala tag sa 7 djece u ponedjeljak i 13 djece u utorak. Igrala je karte s 20 djece u srijedu. S koliko je djece igrala igru s loptom? ;20.0
Julia je igrala tag sa 12 djece u ponedjeljak. Igrala je tag sa 14 djece u utorak. Provela je ukupno 34 sata igrajući se s njim oba dana. S koliko je djece igrala? ;26.0
Julia je igrala tag sa 19 djece u ponedjeljak. Igrala je tag s 18 djece u utorak. Provela je ukupno 38 sati igrajući se s njim oba dana. S koliko se više djece igrala u ponedjeljak nego u utorak? ;1.0
Julia je igrala s petero djece u utorak. Igrala je nogomet sa šestoro djece u ponedjeljak. S koliko se više djece igrala u ponedjeljak nego u utorak? ;1.0
Julia je igrala tag sa ukupno 18 djece. Igrala se s četvoricom djece u ponedjeljak i još s nekim djecom u utorak. S koliko se djece igrala u utorak? ;14.0
Julia je igrala s četvoricom djece u srijedu. Igrala se s 6 djece u ponedjeljak i 17 djece u utorak. S koliko se više djece igrala u ponedjeljak nego u srijedu? ;2.0
Bobby je pojeo neke komadiće bombona. Onda je pojeo još 25. Ako je pojeo ukupno 43 komada bombona koliko je komada bombona pojeo na početku? ;18.0
Bobby je pojeo 28 komada bombona. Onda je pojeo još 42. Također je pojeo 63 komada čokolade. Koliko je komada bombona Bobby pojeo? ;70.0
Bobby je pojeo 33 komada bombona. Onda je pojeo još četiri. Također je pojeo 14 komada čokolade. Koliko je komada bombona i čokolade Bobby pojeo? ;51.0
Bobby je pojeo 38 komada bombona. Onda je pojeo još 36. Također je pojeo 16 komada čokolade. Koliko je više komada bombona nego čokolade Bobby jeo? ;58.0
Bobby je uzeo 20 komada bombona. Pojeo je 34 komada bombona. Onda je pojeo još 18. Koliko je komada bombona Bobby pojeo? ;52.0
Bobby je imao 21 komad slatkiša. Pojeo je 5 komada bombona. Onda je pojeo još devet. Koliko komada slatkiša mu je još ostalo? ;7.0
Bobby je imao 22 komada bombona. Pojeo je komadiće bombona. Onda je pojeo još pet. Ako mu je ostalo još 8 komada bombona koliko je komada bombona pojeo na početku? ;9.0
Bobby je imao 19 komada bombona. Pojeo je dva komada bombona. Koliko komada slatkiša mu je još ostalo? ;17.0
Bobby je imao 32 komada bombona. Pojeo je komadiće bombona. Ako ima 20 komada bombona koliko je Bobby pojeo? ;12.0
Bobby je pojeo 17 komada bombona. Onda je pojeo još 15. Ako je imao 36 komada bombona koliko mu je ostalo? ;4.0
Bobby je pojeo 23 komada bombona. Ako je prvobitno imao 30 komada bombona koliko mu je još ostalo? ;7.0
Alan je donio 5 balona a Jake je donio 3 balona u park. Koliko je Alana bilo balona više od Jakea u parku? ;2.0
Alan je donio 2 balona a Jake je donio 3 balona u park. Koliko je balona Jake imao više od Allana u parku? ;1.0
Alan i Jake su donijeli tri balona u park. Ako je Allan donio 2 balona koliko je Jake donio u park? ;1.0
Jake je donio 6 balona u park. Ako je Jake donio 4 balona više od broja balona koje je Allan donio koliko je balona Allan donio u park? ;2.0
Allan je donio pet balona u park. Ako je Jake donio 6 balona više od broja balona koje je Allan donio koliko je balona Jake donio u park? ;11.0
Alan je donio 3 balona a Jake je donio 5 balona u park. Alan je kupio još dva balona u parku. Koliko balona su Alan i Jake imali u parku? ;10.0
Alan je donio 2 balona a Jake 4 balona u park. Alan je kupio još 3 balona u parku. Koliko je Alana bilo balona više od Jakea u parku? ;1.0
Alan je donio 2 balona a Jake je donio 6 balona u park. Alan je kupio još 3 balona u parku. Koliko je balona Jake imao više od Allana u parku? ;1.0
Alan je donio 5 balona a Jake 4 balona u park. Alan je kupio još 3 balona u parku. Koliko je balona Allan donio u park? ;8.0
Alan je donio 6 balona a Jake donio 2 balona u park. Jake je onda kupio još 3 balona u parku. Koliko je Alana bilo balona više od Jakea u parku? ;1.0
Alan je donio 6 balona a Jake je donio 3 balona u park. Jake je onda kupio još 4 balona u parku. Koliko je balona Jake imao više od Allana u parku? ;1.0
Alan je donio 5 balona a Jake je donio 6 balona u park. Jake je onda kupio još 3 balona u parku. Koliko je balona Jake donio u park? ;9.0
Alan je donio 3 balona i 20 loptica dok je Jake donio 5 balona i 59 loptica u park. Koliko balona su Alan i Jake imali u parku? ;8.0
Alan je donio 7 balona i 5 loptica dok je Jake donio 6 balona i 4 loptice u park. Koliko su loptica imali Alan i Jake u parku? ;9.0
Allan je donio 5 balona. Ako su Alan i Jake donijeli ukupno 6 balona u park koliko je balona Jake donio u park? ;1.0
Allan je donio 2 balona u park i onda kupio još 3 balona tamo. Ako je Jake donio 6 balona u park koliko je balona Jake imao više od Allana u parku? ;1.0
Svaki dan Ryan provede 6 sati učeći engleski i 2 sata učeći kineski. Koliko više sati provodi učeći engleski nego učeći kineski? ;4.0
Svaki dan Ryan provede 6 sati učeći engleski i 7 sati učeći kineski. Koliko više sati provodi učeći kineski nego engleski? ;1.0
Svaki dan Ryan provede 3 sata učeći engleski i još nekoliko sati učeći kineski. Ako provede ukupno 4 sata učeći engleski i kineski svaki dan koliko sati provede učeći kineski? ;1.0
Svaki dan Ryan provede 7 sati učeći engleski i još nekoliko sati učeći kineski. Ako provede 2 sata više učeći engleski nego učeći kineski koliko sati provede učeći kineski? ;5.0
Svaki dan Ryan provede 5 sati učeći kineski i još nekoliko sati učeći engleski. Ako provede 2 sata više učeći engleski nego učeći kineski koliko sati provede učeći engleski? ;7.0
Svaki dan Ryan provede 6 sati učeći engleski i 7 sati učeći kineski. Ako uči 5 dana koliko sati provede učeći engleski i kineski? ;65.0
Svaki dan Ryan provede 6 sati učeći engleski i 5 sati učeći kineski. Ako uči dva dana koliko sati ukupno provede učeći engleski? ;12.0
