m_query;response
Julia macentok sareng 18 anak ring rahina Senen. Ipun maplalianan sareng 10 anak lianan ring rahina Selasa. Ring rahina Senen, napi akéh alit-alit sané maplalianan sareng dané bandingang ring rahina Selasa? ;8.0
Julia maplalianan sareng 11 anak ring rahina Senen. Ipun maplalianan sareng 12 anak lianan ring rahina Selasa. Ring rahina Selasa, napi akéh alit-alit sané maplalianan sareng dané bandingang ring rahina Redité? ;1.0
Julia macentok sareng 5 anak ring rahina Senen. Ipun maplalianan sareng makudang-kudang anak lianan ring rahina Selasa. yéning dané maplalian sareng 15 anak alit, akéh napiké anak alit sané maplalian sareng dané rahina Redité? ;10.0
Julia malunan maplalianan sareng makudang-kudang anak ring rahina Senen. Ipun maplalianan sareng 14 anak lianan ring rahina Selasa. yéning dané maplalian sareng 16 anak alit, akéh napiké anak alit sané maplalian sareng dané ring rahina Redité? ;2.0
Julia maplalianan sareng 16 anak ring rahina Senen. Yéning ipun maplalianan sareng 12 anak liyanan ring rahina Senén bandingang ring rahina Selasa, napi akéh alit-alit sané maplalianan sareng ipun ring rahina Selasa? ;4.0
Julia macentok sareng 14 anak lianan ring rahina Selasa. Yéning ipun maplalianan sareng 8 anak liyanan ring rahina Senén bandingang ring rahina Selasa, napi akéh alit-alit sané maplalianan sareng ipun ring rahina Senén? ;22.0
Julia maplalianan sareng 17 anak ring rahina Senen, sareng 15 anak ring rahina Selasa miwah kalih anak ring rahina Redite. sareng napi akéh pianak-pianaké punika maplalianan? ;34.0
Julia maplalianan sareng 15 anak ring rahina Senen, sareng 18 anak ring rahina Selasa miwah sareng 97 anak ring rahina Redite. Ring purnama lan selasa, sira sane sareng ipun maplalianan? ;33.0
Julia maplalianan sareng 5 anak ring rahina Senen sareng 9 anak ring rahina Selasa miwah sareng 15 anak ring rahina Redite. Ring purnama lan rabu, sira sane sareng ipun maplalianan? ;20.0
Julia maplalianan sareng kalih anak alit ring rahina Senen sareng patbelas anak alit ring rahina Selasa miwah sareng nem belas anak alit ring rahina Redite. Ring pidanne ipun maplalianan sareng pianak - pianaknyane? ;30.0
Julia maplalianan sareng sia anak ring rahina Senen, pitung anak ring rahina Selasa miwah sia dasa anak ring rahina Redite. Ring rahina Senen, napi akéh alit-alit sané maplalianan sareng dané bandingang ring rahina Selasa? ;2.0
Julia maplalianan sareng 14 anak ring rahina Senen, kalih anak ring rahina Selasa miwah 8 anak ring rahina Redite. Sabilang anak liyanan apake ia maplalianan dugas Senin bandingang teken dina Rebo? ;6.0
Julia maplalianan sareng 8 anak ring rahina Senen, 11 anak ring rahina Selasa miwah 9 anak ring rahina Redite. Ring rahina Selasa, napi akéh alit-alit sané maplalian sareng dané bandingang ring rahina Redité? ;2.0
Julia maplalianan sareng 15 anak ring rahina Senen, sareng 18 anak ring rahina Selasa miwah sareng 7 anak ring rahina Redite. Sabilang anak alit sané maplalian sareng ipun ring rahina Senen miwah Selasa bandingang ring rahina Redité? ;26.0
Julia maplalianan sareng 13 anak ring rahina Senen miwah 10 anak ring rahina Selasa. Ipun maplalian kartu sareng 15 anak alit ring rahina redite. sareng napi akéh pianak-pianaké punika maplalianan? ;38.0
Julia maplalianan sareng 7 anak ring rahina Senen miwah 13 anak ring rahina Selasa. Ipun maplalian kartu sareng 20 anak alit ring rahina redite. sareng napi akéhnyané alit-alité sané maplalianan sareng dané? ;20.0
Julia maplalianan sareng 12 anak ring rahina Senen. Ipun maplalianan sareng 14 anak lianan ring rahina Selasa. Ipun nelasang galah 34 jam maplalianan togog ring makakalih rahina punika. sareng napi akéh pianak-pianaké punika maplalianan? ;26.0
Julia maplalianan sareng 19 anak ring rahina Senen. Ipun maplalianan sareng 18 anak lianan ring rahina Selasa. Ipun nelasang galah 38 jam maplalian ring kalih rahina punika. Ring rahina Senen, napi akéh alit-alit sané maplalianan sareng dané bandingang ring rahina Selasa? ;1.0
Julia macentok sareng 5 anak lianan ring rahina Selasa. Ipun maplalianan sareng nem anak alit ring rahina Redite. Ring rahina Senen, napi akéh alit-alit sané maplalianan sareng dané bandingang ring rahina Selasa? ;1.0
Julia maplalianan sareng 18 anak alit. Ipun maplalian sareng patpat pianak ring rahina Senen lan sareng makudang-kudang pianak ring rahina Selasa. Ring rahina Selasa, sira sane ajak ipun maplalianan? ;14.0
Julia macentok sareng patpat anak ring rahina redite. Ipun maplalianan sareng nemnem anak ring rahina Senen miwah sareng nem belas anak ring rahina Selasa. Sabilang anak liyanan apake ia maplalianan dugas Senin bandingang teken dina Rebo? ;2.0
Bobby ngajengang makudang-kudang permen. Raris ipun malih ngajengang 25. yéning ida ngajeng 43 keping permen akéhnyané permen napi sané sampun kaajeng ri tatkala ngawitin? ;18.0
Bobby ngajengang 28 keping permen. Raris ipun ngajengang malih 42 ukud. Ida taler ngajengang 63 séndok coklat. Sabilang keping permen ané ngamah Bobby? ;70.0
Bobby ngajengang 33 keping permen. Raris ipun ngajengang malih patpat. Ida taler ngajengang 14 siki coklat. Makudang-kudang keping permen miwah coklat sané sampun ajengan Bobby? ;51.0
Bobby ngajengang 38 keping permen. Raris ipun malih ngajengang 36 siki. Ida taler ngajengang 16 keping coklat. Sabilang keping permen liunan tekén coklaté sané kaajeng olih Bobby? ;58.0
Bobby sampun nunas 20 keping permen. Ida ngajengang 34 keping permen. Raris ipun nunas malih 18 bungkul. Sabilang keping permen ané ngamah Bobby? ;52.0
Bobby sampun ngajengang 21 permen. Ida ngajengang 5 permen. Raris ipun nunas malih sia siki. Makudang-kudang keping permen sané kantun? ;7.0
Bobby sampun ngajengang 22 keping permen. Ida ngajengang makudang-kudang permen. Raris ipun malih nunas 5. yéning ida kantun madué 8 keping permen, akéhnyané permen napi sané sampun kaajeng ri tatkala ngawitin? ;9.0
Bobby sampun ngrayunang 19 keping permen. Ida ngajengang kalih permen. Makudang-kudang keping permen sané kantun? ;17.0
Bobby sampun ngrayunang 32 keping permen. Ida ngajengang makudang-kudang permen. yéning ia ngelah 20 keping permen buin pira keping permené ané telah kaajeng olih Bobby? ;12.0
Bobby ngajengang 17 keping permen. Raris ipun nunas malih 15 bungkul. Yéning ida kawitannyané madué 36 keping permen, sapunapi akéhnyané permen sané kantun? ;4.0
Bobby ngajengang 23 keping permen. Yéning ida kawitannyané madué 30 keping permen, sapunapi akéhnyané permen sané kantun? ;7.0
Allan makta balon 5 miwah Jake makta balon 3 ka taman. Sabilang balon ané ngelah Allan tekén Jake di taman? ;2.0
Allan makta balon 2 miwah Jake makta balon 3 ka taman. Sabilang balon ané ngelah Jake tekén Allan di taman? ;1.0
Allan miwah Jake makta balon ka taman. Yéning Allan makta balon 2 akéhnyané balon napi sané kaambil olih Jake ka taman? ;1.0
Jake makta 6 balon ka taman. Yéning Jake makta balon 4 langkung akéh saking akéh balon sané kabakta olih Allan, sapunapi akéh balon sané kabakta olih Allan ka taman? ;2.0
Allan makta balon ka tamané limang siki. Yéning Jake makta 6 balon akéhnyané langkungan ring akéh balon sané kabakta olih Allan, akéh balon napi sané kabakta olih Jake ka taman? ;11.0
Allan makta balon 3 miwah Jake makta balon 5 ka taman. Raris Allan numbasin malih kalih balon ring taman. Akuda akéh balon sané wénten ring tamané sareng Jake? ;10.0
Allan makta balon 2 miwah Jake makta balon 4 ka taman. Raris Allan numbas 3 balon ring taman. Sabilang balon ané ngelah Allan tekén Jake di taman? ;1.0
Allan makta balon 2 miwah Jake makta balon 6 ka taman. Raris Allan numbas 3 balon ring taman. Sabilang balon ané ngelah Jake tekén Allan di taman? ;1.0
Allan makta lima balon miwah Jake makta petang balon ka taman. Raris Allan numbas 3 balon ring taman. Akuda akéh balon sané kabakta olih Allan ka taman? ;8.0
Allan makta 6 balon miwah Jake makta 2 balon ka taman. Jake raris numbas balon malih 3 ring taman. Sabilang balon ané ngelah Allan tekén Jake di taman? ;1.0
