m_query;response
Julia je igrala tag sa 18 djece u ponedjeljak. Igrala je tag sa 10 djece u utorak. Sa koliko se više dece igrala u ponedjeljak nego u utorak? ;8.0
Julia je igrala tag sa 11 djece u ponedjeljak. Igrala je tag sa 12 djece u utorak. Sa koliko se više dece igrala u utorak nego u ponedjeljak? ;1.0
Julia je igrala tag sa petoro djece u ponedjeljak. Igrala je tag sa još nekim klincima u utorak. Ako je igrala sa ukupno 15 djece sa koliko je djece igrala u utorak? ;10.0
Julia je igrala tag sa nekim klincima u ponedjeljak. Igrala je tag sa 14 djece u utorak. Ako je igrala sa ukupno 16 dece sa koliko je dece igrala u ponedjeljak? ;2.0
Julia je igrala tag sa 16 djece u ponedjeljak. Ako je igrala tag sa 12 djece više u ponedjeljak nego u utorak sa koliko djece je igrala u utorak? ;4.0
Julia je igrala tag sa 14 djece u utorak. Ako je igrala tag sa 8 djece više u ponedjeljak nego u utorak sa koliko djece je igrala u ponedjeljak? ;22.0
Julia je igrala tag sa 17 djece u ponedjeljak 15 djece utorak i 2 djece u srijedu. Sa koliko je dece uopšte igrala? ;34.0
Julia je igrala tag sa 15 djece u ponedjeljak 18 djece u utorak i 97 djece u srijedu. Sa koliko je dece igrala u ponedjeljak i utorak? ;33.0
Julia je igrala tag sa 5 djece u ponedjeljak 9 djece utorak i 15 djece u srijedu. Sa koliko je dece igrala u ponedjeljak i srijedu? ;20.0
Julia je igrala tag sa 2 klinca u ponedjeljak, 14 klinca u utorak i 16 klinca u srijedu. Sa koliko je dece igrala u utorak i srijedu? ;30.0
Julia je igrala tag sa 9 djece u ponedjeljak 7 djece u utorak i 96 djece u srijedu. Sa koliko se više dece igrala u ponedjeljak nego u utorak? ;2.0
Julia je igrala tag sa 14 djece u ponedjeljak 2 djece utorak i 8 djece u srijedu. Sa koliko se više dece igrala u ponedjeljak nego u srijedu? ;6.0
Julia je igrala tag sa 8 djece u ponedjeljak, 11 djece u utorak i 9 djece u srijedu. Sa koliko se više dece igrala u utorak nego u srijedu? ;2.0
Julia je igrala tag sa 15 djece u ponedjeljak 18 djece u utorak i 7 djece u srijedu. Sa koliko se više dece igrala u ponedjeljak i utorak nego u srijedu? ;26.0
Julia je igrala tag sa 13 djece u ponedjeljak i 10 djece u utorak. Igrala je karte sa 15 djece u srijedu. Sa koliko je dece uopšte igrala? ;38.0
Julia je igrala tag sa 7 djece u ponedjeljak i 13 djece u utorak. Igrala je karte sa 20 djece u srijedu. Sa koliko je dece igrala igru sa tim? ;20.0
Julia je igrala tag sa 12 djece u ponedjeljak. Igrala je tag sa 14 djece u utorak. Provela je ukupno 34 sata igrajući se s njim oba dana. Sa koliko je dece uopšte igrala? ;26.0
Julia je igrala tag sa 19 djece u ponedjeljak. Igrala je tag sa 18 djece u utorak. Provela je ukupno 38 sati igrajući se s njim oba dana. Sa koliko se više dece igrala u ponedjeljak nego u utorak? ;1.0
Julia je igrala tag sa petoro djece u utorak. Igrala je tag sa 6 djece u ponedjeljak. Sa koliko se više dece igrala u ponedjeljak nego u utorak? ;1.0
Julia je igrala tag sa ukupno 18 djece. Igrala se sa 4 klinca u ponedjeljak i još sa nekim klincima u utorak. Sa koliko je dece igrala u utorak? ;14.0
Julia je igrala tag sa 4 klinca u srijedu. Igrala se sa 6 djece u ponedjeljak i sa 17 djece u utorak. Sa koliko se više dece igrala u ponedjeljak nego u srijedu? ;2.0
Bobby je pojeo par slatkiša. Onda je pojeo još 25. Ako je pojeo ukupno 43 komada bombona koliko je komada bombona pojeo na početku? ;18.0
Bobby je pojeo 28 komada bombona. Onda je pojeo još 42. Takođe je pojeo 63 komada čokolade. Koliko je komada bombona Bobby pojeo? ;70.0
Bobby je pojeo 33 komada bombona. Onda je pojeo još četiri. Takođe je pojeo 14 komada čokolade. Koliko je komada bombona i čokolade Bobby pojeo? ;51.0
Bobby je pojeo 38 komada bombona. Onda je pojeo još 36. I pojeo je 16 komada čokolade. Koliko je više komada bombona nego čokolade Bobby pojeo? ;58.0
Bobby je imao 20 komada bombona. Pojeo je 34 komada bombona. Onda je pojeo jos 18. Koliko je komada bombona Bobby pojeo? ;52.0
Bobby je imao 21 komad slatkiša. Pojeo je 5 komada bombona. Onda je pojeo još devet. Koliko je šećera ostalo? ;7.0
Bobby je imao 22 komada bombona. Pojeo je par slatkiša. Onda je pojeo još pet. Ako mu je ostalo još 8 komada bombona koliko je komada bombona pojeo na početku? ;9.0
Bobby je imao 19 komada bombona. Pojeo je dva komada bombona. Koliko je šećera ostalo? ;17.0
Bobby je imao 32 komada bombona. Pojeo je par slatkiša. Ako mu je ostalo 20 komada bombona koliko je komada bombona Bobby pojeo? ;12.0
Bobby je pojeo 17 komada bombona. Onda je pojeo još 15. Ako je imao 36 komada bombona koliko mu je ostalo? ;4.0
Bobby je pojeo 23 komada bombona. Ako je imao 30 komada bombona koliko mu je ostalo? ;7.0
Alan je donio 5 balona a Jake je donio 3 balona u park. Koliko je Alana bilo balona više od Džejka u parku? ;2.0
Alan je donio 2 balona a Jake je donio 3 balona u park. Koliko je balona Džejk imao više od Alana u parku? ;1.0
Alan i Jake su donijeli tri balona u park. Ako je Alan donio 2 balona koliko je Jake donio u park? ;1.0
Džejk je donio 6 balona u park. Ako je Jake donio 4 balona više od broja balona koje je Allan donio koliko je balona Allan donio u park? ;2.0
Alan je donio pet balona u park. Ako je Džejk donio 6 balona više od onog broja balona koje je Alen donio koliko je balona Džejk donio u park? ;11.0
