m_query;response
Julia hétfőn 18 gyerekkel játszott. Kedden 10 gyerekkel játszott. Hány gyerekkel játszott hétfőn, mint kedden? ;8.0
Julia hétfőn 11 gyerekkel játszott. Kedden 12 gyerekkel játszott. Hány gyerekkel játszott kedden, mint hétfőn? ;1.0
Julia hétfőn öt gyerekkel játszott. Kedden még néhány gyerekkel játszott. Ha összesen 15 gyerekkel játszott, akkor hány gyerekkel játszott kedden? ;10.0
Julia hétfőn játszott pár gyerekkel. Kedden 14 gyerekkel játszott. Ha összesen 16 gyerekkel játszott, hány gyerekkel játszott hétfőn? ;2.0
Julia 16 gyerekkel játszott hétfőn. Ha hétfőn 12 gyerekrel több volt a csapatban, mint kedden, akkor hány gyerekkel játszott kedden? ;4.0
Julia 14 gyerekkel játszott csokit kedden. Ha hétfőn nyolc gyerekrel többet játszott, mint kedden, hány gyerekkel játszott hétfőn? ;22.0
Julia hétfőn 17 gyerekkel játszott, kedden 15 gyerekkel, szerdán pedig kettővel. Hány gyerekkel játszott együttesen? ;34.0
Julia 15 gyerekkel játszott hétfőn, 18 gyerekkel kedden és 97 gyerekkel szerdán. Hány gyerekkel játszott hétfőn és kedden? ;33.0
Júlia hétfőn 5 gyerekkel játszott, keddön 9 gyerekkel, szerdán pedig 15 gyerekkel. Hány gyerekkel játszott hétfőn és szerdán? ;20.0
Julia két gyerekkel játszott hétfőn, 14 gyerekkel kedden és 16 gyerekkel szerdán. Hány gyerekkel játszott kedden és szerdán? ;30.0
Júlia hétfőn kilenc gyerekkel játszott, hét kedden és 96 gyerekkel szerdán. Hány gyerekkel játszott hétfőn, mint kedden? ;2.0
Julia hétfőn 14 gyerekkel játszott, kedden kettővel, szerdán nyolc gyerekkel. Hány gyerekkel játszott hétfőn, mint szerda? ;6.0
Julia hétfőn nyolc gyerekkel játszott, kedden tizenegy gyerekkel, szerdán kilenc gyerekkel. Hány gyerekkel játszott kedden, mint szerda? ;2.0
Julia hétfőn 15 gyerekkel játszott, kedden 18 gyerekkel, szerdán pedig 7 gyerekkel. Hány gyerekkel játszott hétfőn és kedden, mint szerda? ;26.0
Julia 13 gyerekkel játszott hétfőn és 10 gyerekkel kedden. Szerdán 15 gyerekkel kártyázott. Hány gyerekkel játszott együttesen? ;38.0
Júlia hétfőn hét gyerekkel játszott, kedden pedig 13 gyerekkel. Szerdán 20 gyerekkel kártyázott. Hány gyerekkel játszott együtt? ;20.0
Julia 12 gyerekkel játszott hétfőn. Kedden 14 gyerekkel játszott. Mindkét nap 34 órát töltött a hátizsákoláson. Hány gyerekkel játszott együttesen? ;26.0
Julia hétfőn 19 gyerekkel játszott. Kedden 18 gyerekkel játszott. Mindkét nap 38 órát töltött a hátizsákoláson. Hány gyerekkel játszott hétfőn, mint kedden? ;1.0
Julia kedden 5 gyerekkel játszott. Hétfőn 6 gyerekkel játszott. Hány gyerekkel játszott hétfőn, mint kedden? ;1.0
Julia összesen 18 gyerekkel játszott. Hétfőn négy gyerekkel játszott, és kedden még több gyerekkel. Hány gyerekkel játszott kedden? ;14.0
Julia négy gyerekkel játszott szerdán. Hétfőn hat gyerekkel játszott és kedden 17 gyerekkel. Hány gyerekkel játszott hétfőn, mint szerda? ;2.0
Bobby megevett néhány cukorkát. Aztán megette még 25-et. Ha összesen 43 cukorkát evett, hány cukorkát evett a kezdetnél? ;18.0
Bobby megette 28 darab cukorkát. Aztán megette még 42-et. És 63 csokoládét evett. Hány cukorkát evett Bobby? ;70.0
Bobby 33 darab cukorkát evett. Aztán megette még négyet. És 14 csokit evett. Hány cukorkát és csokoládét evett Bobby összesen? ;51.0
Bobby megette 38 darab cukorkát. Aztán megette még 36-at. És 16 csokit evett. Bobby mennyi cukorkát evett még a csokoládénál? ;58.0
Bobby 20 darab cukorkát evett. 34 darab cukorkát evett. Aztán megette még 18-at. Hány cukorkát evett Bobby? ;52.0
Bobby 21 darab cukorkát evett. 5 darab cukorkát evett. Aztán megette még kilencet. Hány cukorkája maradt még? ;7.0
Bobby-nak 22 darab édességet evett. Megette néhány cukorkát. Aztán megett még ötöt. Ha még van 8 darab cukorka, hány darabot evett meg a kezdetnél? ;9.0
Bobby 19 darab cukorkát evett. 2 darab cukorkát evett. Hány cukorkája maradt még? ;17.0
Bobby-nak volt 32 darab édességje. Megette néhány cukorkát. Ha még van 20 darab édesség, hány darabot evett meg Bobby? ;12.0
Bobby megette 17 darab cukorkát. Aztán megette még 15-et. Ha kezdetben 36 cukorkája volt, hány cukorkája maradt még? ;4.0
Bobby 23 darab cukorkát evett. Ha kezdetben 30 darab édességet kapott, hány darab édesség maradt még? ;7.0
Allan öt ballont hozott, Jake pedig hármat a parkba. Hány ballon volt Allan-nál több, mint Jake-nél a parkban? ;2.0
Allan hozott 2 ballont és Jake hozott 3 ballont a parkba. Hány ballon volt Jake-nek több, mint Allannak a parkban? ;1.0
Allan és Jake hoztak 3 ballont a parkba. Ha Allan 2 ballont hozott, Jake hányat hozott a parkba? ;1.0
Jake hat ballont hozott a parkba. Ha Jake 4 ballont hozott, több ballont, mint amennyit Allan hozott, hány ballont hozott Allan a parkba? ;2.0
Allan öt ballont hozott a parkba. Ha Jake 6 ballont hozott, több ballont, mint amennyit Allan hozott, hány ballont hozott Jake a parkba? ;11.0
Allan hozott 3 ballont és Jake hozott 5 ballont a parkba. Allan aztán vett még két lufit a parkban. Hány ballon volt Allannak és Jake-nek a parkban? ;10.0
Allan hozott 2 ballont és Jake hozott 4 ballont a parkba. Allan aztán vett még 3 ballont a parkban. Hány ballon volt Allan-nál több, mint Jake-nél a parkban? ;1.0
Allan hozott 2 ballont és Jake 6 ballont a parkba. Allan aztán vett még 3 ballont a parkban. Hány ballon volt Jake-nek több, mint Allannak a parkban? ;1.0
Allan öt ballont hozott, Jake pedig négyet a parkba. Allan aztán vett még 3 ballont a parkban. Hány ballont hozott Allan a parkba? ;8.0
Allan hat ballont hozott a parkba, Jake pedig kettőt. Jake aztán vett még 3 ballont a parkban. Hány ballon volt Allan-nál több, mint Jake-nél a parkban? ;1.0
Allan hat ballont hozott, Jake pedig hármat a parkba. Jake aztán vett még 4 ballont a parkban. Hány ballon volt Jake-nek több, mint Allannak a parkban? ;1.0
Allan öt ballont hozott, Jake pedig hatot a parkba. Jake aztán vett még 3 ballont a parkban. Hány ballont hozott Jake a parkba? ;9.0
Allan 3 ballont és 20 golyót hozott, míg Jake 5 ballont és 59 golyót hozott a parkba. Hány ballon volt Allannak és Jake-nek a parkban? ;8.0
Allan hozott 7 ballont és 5 golyót, míg Jake 6 ballont és 4 golyót hozott a parkba. Hány golyó volt Allannak és Jake-nek a parkban? ;9.0
Allan hozott 5 ballont. Ha Allan és Jake összesen 6 ballont hoztak a parkba, hány ballont hozott Jake a parkba? ;1.0
Allan két ballont hozott a parkba és aztán vett még három ballont ott. Ha Jake hat lufit hozott a parkba, mennyi lufit volt Jake-nek, mint Allannak a parkban? ;1.0
Ryan minden nap 6 órát angolul tanul és 2 órát kínaiul. Hány órával több időt tölt angolul, mint kínaiul? ;4.0
Ryan minden nap 6 órát angolul tanul és 7 órát kínaiul. Hány órával több időt tölt kínaiul, mint angolul? ;1.0
Ryan minden nap 3 órát tölt angolul és még néhány órát kínaiul. Ha összesen 4 órát tölt el angolul és kínaiul tanulva naponta, hány órát tölt el kínaiul tanulva? ;1.0
Ryan minden nap 7 órát tölt angolul és még néhány órát kínaiul. Ha 2 órát többet tölt angolul, mint kínaiul, hány órát tölt kínaiul? ;5.0
Ryan minden nap 5 órát tölt kínaiul és még néhány órát angollal. Ha 2 órát többet tölt angolul tanulni, mint kínaiul, hány órát tölt angolul tanulni? ;7.0
Ryan minden nap 6 órát angolul tanul és 7 órát kínaiul. Ha 5 napig tanul, akkor összesen hány órát tölt angolul és kínaiul? ;65.0
Ryan minden nap 6 órát angolul tanul és 5 órát kínaiul. Ha két napig tanul, akkor összesen hány órát tölt angolul? ;12.0
Ryan minden nap 5 órát angolul tanul és 4 órát kínaiul. Ha 6 napig tanul, akkor összesen hány órát tölt kínaiul? ;24.0
Ryan minden nap 4 órát angolul tanul és 6 órát kínaiul. Ha 86 napig tanul, hány órát tölt el naponta angolul és kínaiul? ;10.0
Ryan minden nap 6 órát tölt angolul, 7 órát kínaiul és 3 órát spanyolul. Hány órát tölt angolul, kínaiul és spanyolul? ;16.0
Ryan minden nap 6 órát tölt angolul, 3 órát kínaiul és 58 órát spanyolul. Hány órával több időt tölt angolul, mint kínaiul? ;3.0
Ryan minden nap 7 órát tölt angolul, 2 órát kínaiul és 4 órát spanyolul. Hány órát töltött angolul, mint spanyolul? ;3.0
Ryan minden nap 2 órát angolul tanul 5 órát kínaiul és 4 órát spanyolul. Hány órával több időt tölt kínaiul, mint spanyolul? ;1.0
Ryan naponta összesen 3 órát tölt angolul és kínaiul. Ha naponta két órát tölt angolul, hány órát tölt kínaiul? ;1.0
Ryan 7 napon át tanul angol és kínai nyelvet. Minden nap 4 órát angolul tanul és 5 órát kínaiul. Hány órát tölt angolul és kínaiul összesen? ;63.0
Tiffany dobozokat gyűjtött újrahasznosításra. Hétfőn 8 zsák doboz volt nála. Másnap talált még 7 zsáknyi konzervet. Hány táskával volt hétfőn, mint a másnapi nap? ;1.0
Tiffany dobozokat gyűjtött újrahasznosításra. Hétfőn hét zsáknyi doboz volt nála. Másnap talált még 12 zsáknyi konzervet. Hány táskát talált meg másnap, mint hétfőn? ;5.0
Tiffany dobozokat gyűjtött újrahasznosításra. Hétfőn 4 zsák dobozt vett. Másnap talált még pár zsáknyi dobozt. Ha összesen 6 zsákja volt, hányat talált meg másnap? ;2.0
Tiffany dobozokat gyűjtött újrahasznosításra. Hétfőn volt néhány zsák konzerv. Másnap talált még 4 zsáknyi konzervet. Ha összesen 8 zsákja volt, hány zsákja volt hétfőn? ;4.0
Tiffany dobozokat gyűjtött újrahasznosításra. Hétfőn tíz zsáknyi doboz volt nála. Másnap 3 zsák dobozt talált és egy nappal később 7 zsák dobozt. Hány táskája volt összesen? ;20.0
Tiffany dobozokat gyűjtött újrahasznosításra. Hétfőn 8 zsák doboz volt nála. Másnap tíz zsák dobozt talált és négyet másnap. Hány táskát talált hétfőn után? ;14.0
Tiffany dobozokat gyűjtött újrahasznosításra. Hétfőn 3 zsák dobozt vett. Másnap még 7 zsák dobozt és 44 zsák palackot talált. Hány zsáknyi doboz volt összesen? ;10.0
17 piros és 16 zöld barack van a kosárban. Hány vörös barack van a kosárban a zöldnél? ;1.0
5 piros és 11 zöld barack van a kosárban. Hány zöld barack van a kosárban a pirosnál? ;6.0
Tíz piros barack és még néhány zöld barack van a kosárban. Ha összesen 15 barack van a kosárban, hány zöld barack van a kosárban? ;5.0
Három piros barack és még néhány zöld barack van a kosárban. Ha a kosárban tíz zöld barack van, és nem a piros, hány zöld barack van a kosárban? ;13.0
7 piros, 15 sárga és 8 zöld barack van a kosárban. Hány barack van a kosárban? ;30.0
7 piros barack 71 sárga barack és 8 zöld barack van a kosárban. Hány zöld barack van a kosárban a pirosnál? ;1.0
2 piros barack 6 sárga barack és 14 zöld barack van a kosárban. Hány zöld barack van a kosárban a sárga után? ;8.0
19 piros barack 11 sárga barack és 12 zöld barack van a kosárban. Hány vörös barack van a kosárban? ;8.0
6 piros barack 90 sárga barack és 16 zöld barack van a kosárban. Hány piros és zöld barack van a kosárban? ;22.0
18 piros barack 14 sárga barack és 17 zöld barack van a kosárban. Hány piros és sárga barack van a kosárban? ;32.0
5 piros barack 14 sárga barack és 6 zöld barack van a kosárban. Hány zöld és sárga barack van a kosárban? ;20.0
65 kosár barack van benne. Minden kosárban van 7 piros és 3 zöld barack. Hány barack van minden kosárban? ;10.0
11 kosár barack van benne. Minden kosárban van 10 piros és 18 zöld barack. Hány barack van a kosarakban? ;308.0
6 kosár barack van benne. Minden kosárban 16 piros és 18 zöld barack van. Hány piros barack van a kosarakban? ;96.0
7 kosár barack van benne. Minden kosárban van 10 piros és 2 zöld barack. Hány zöld barack van a kosarakban? ;14.0
Van néhány kosár barack. Minden kosárban 4 piros és 3 zöld barack van. Ha összesen 7 barack van az összes kosárban, hány kosár barack van? ;1.0
Van két kosár barack. Minden kosárban van 4 piros barack és még néhány zöld barack. Ha összesen 12 barack van az összes kosárban, hány zöld barack van minden kosárban? ;2.0
Összesen 16 barack van egy kosárban. Ha van 13 piros barack és még néhány zöld barack a kosárban. Hány zöld barack van a kosárban? ;3.0
Minden kosár barackban 19 piros és 4 zöld barack van. Ha 15 ilyen kosár van, hány barack van a kosárban? ;345.0
Van 10 barack egyenlő arányban elosztva néhány kosárban. Ha minden kosárban 4 piros és 6 zöld barack van, hány barackkosár van? ;1.0
6 zöld barack 60 sárga barack és 2 piros barack van a kosárban. Hány zöld barack van a kosárban a pirosnál? ;4.0
Jerry-nek volt 4 akciófigurája a polcon a szobájában. Később még néhány akciófigurát is hozzáadott a polcra. Ha összesen 8 akciófigurája van a polcon, hányat adtak hozzá? ;4.0
Jerry-nek volt néhány akciófigurája a polcon a szobájában. Később még 7 akciófigurát tett a polcra. Ha összesen 10 akciófigurája van a polcon, akkor hány akciófigurája volt a polcon? ;3.0
Jerry-nek 4 akciófigurája és 22 könyve volt a polcon a szobájában. Később még hat akciófigurát tett a polcra. Hány akciófigurát tartott a polcon? ;10.0
Jerry-nek volt 5 akciófigurája és 9 könyve a polcon a szobájában. Később még 7 akciófigurát tett a polcra. Hány akciófigurával több volt a könyveknél a polcon? ;3.0
Jerry-nek volt két akciófigurája és 10 könyve a polcon a szobájában. Később még négy akciófigurát tett a polcra. Hány könyv volt még a polcában, mint akciófigurák? ;4.0
Jerry-nek 8 akciófigurája és 9 könyve volt a polcon a szobájában. Később még tíz könyvet tett a polcra. Hány könyv volt a polcon összesen? ;19.0
Jerry-nek hét akciófigurája és két könyve volt a polcon a szobájában. Később még négy könyvet tett a polcra. Hány akciófigurával több volt a könyveknél a polcon? ;1.0
Jerry-nek volt 5 akciófigurája és 2 könyve a polcon a szobájában. Később még 9 könyvet tett a polcra. Hány könyv volt még a polcában, mint akciófigurák? ;6.0
Jerry-nek volt 8 akciófigurája a polcon a szobájában. Később még négy akciófigurát tett a polcra és eltávolított öt régiet. Hány akciófigurát tartott a polcon? ;7.0
Jerry-nek volt 3 akciófigurája a polcon a szobájában. Később még négy akciófigurát tett a polcra és eltávolított néhányat a régiekből. Ha 6 akciófigurája van a polcon, hányat vett ki a polcról? ;1.0
Jerry-nek hét akciófigurája volt a polcon a szobájában. Később még néhány akciófigurát tett a polcra és eltávolított tíz régiet. Ha 8 akciófigurája van a polcon, hányat adtak hozzá? ;11.0
Jerry-nek volt néhány akciófigurája a polcon a szobájában. Később még két akciófigurát tett a polcra és eltávolított hét régi figurát. Ha 10 akciófigurája van a polcon, hányat volt először a polcon? ;15.0
Jerry-nek kilenc akciófigurája volt a polcon a szobájában. Később még 7 akciófigurát tett a polcra. Ha 10 könyve is van a polcon, hány akciófigurája van még a könyveinél? ;6.0
Jerry-nek 3 könyve és 4 akciófigurája volt a polcon a szobájában. Később még két akciófigurát tett a polcra. Hány akciófigurával több volt a könyveknél a polcon? ;3.0
Jerry-nek hét könyve és három akciófigurája volt a polcon a szobájában. Később még két akciófigurát tett a polcra. Hány könyv volt még a polcában, mint akciófigurák? ;2.0
Két madár ült a kerítésen. Még több madár csatlakozott hozzájuk. Ha összesen 6 madár van a kerítésen, hány madár ült még a kerítésen? ;4.0
A kerítésen voltak néhány madár. Még négy madár csatlakozott hozzájuk. Ha összesen 5 madár van a kerítésen, hány madár ült a kerítésen a kezdetnél? ;1.0
4 madár és 46 csigár ült a kerítésen. Még hat madár csatlakozott hozzájuk. Hány madár ül a kerítésen? ;10.0
Három madár és két gólya ült a kerítésen. Még öt madár csatlakozott hozzájuk. Hány madár és csigány ül a kerítésen? ;10.0
Három madár és négy csigár ült a kerítésen. Még két madár csatlakozott hozzájuk. Mennyi madár ül a kerítésen, mint a gólya? ;1.0
Két madár és hat cigány ült a kerítésen. Még három madár csatlakozott hozzájuk. Mennyi más cigány van a kerítésen, mint madár? ;1.0
Négy madár és hat csigár ült a kerítésen. Még két cigány csatlakozott hozzájuk. Hány cigány ül a kerítésen? ;8.0
Három madár és négy csigár ült a kerítésen. Még hat cigány csatlakozott hozzájuk. Hány madár és csigány ül a kerítésen? ;13.0
6 madár és 3 gólya ült a kerítésen. Még két cigány csatlakozott hozzájuk. Mennyi madár ül a kerítésen, mint a gólya? ;1.0
Négy madár és három cigány ült a kerítésen. Még hat cigány csatlakozott hozzájuk. Mennyi más cigány van a kerítésen, mint madár? ;5.0
Hat madár ült a kerítésen. Még 4 madár és 8 cigány csatlakozott hozzájuk. Hány madár ül a kerítésen? ;10.0
Két madár ült a kerítésen. Még öt madár és négy cigány csatlakozott hozzájuk. Mennyi madár ül a kerítésen, mint a gólya? ;3.0
Három madár ült a kerítésen. Még két madár és hat cigány csatlakozott hozzájuk. Mennyi más cigány van a kerítésen, mint madár? ;1.0
Öt cigány és három madár ült a kerítésen. Még négy madár csatlakozott hozzájuk. Mennyi madár ül a kerítésen, mint a gólya? ;2.0
6 gólya és 2 madár ült a kerítésen. Még három madár csatlakozott hozzájuk. Mennyi más cigány van a kerítésen, mint madár? ;1.0
Három madár ült a kerítésen. Még hat cigány és két madár csatlakozott hozzájuk. Mennyi más cigány van a kerítésen, mint madár? ;1.0
Egy könyvnek két fejezete van. Az első fejezet 48 oldal. A második fejezet 11 oldal. Hány oldalat tartalmaz az első fejezet a másodiknál? ;37.0
Egy könyvnek két fejezete van. Az első fejezet 37 oldal. A második fejezet 80 oldal. Hány oldalat tartalmaz a második fejezet az elsőnél? ;43.0
Egy könyvnek két fejezete van. Az első fejezet 60 oldal. Ha a könyv összesen 93 oldal, hány oldal van a második fejezetben? ;33.0
Egy könyvnek két fejezete van. A második fejezet 36 oldal. Ha a könyv összesen 67 oldal, hány oldal van az első fejezetben? ;31.0
Egy könyvnek három fejezete van. Az első fejezet 66 oldal, a második 35 oldal, a harmadik 24 oldal. Hány oldal van a könyvben? ;125.0
Egy könyvnek három fejezete van. Az első fejezet 91 oldal, a második 23 oldal, a harmadik pedig 25 oldal. Hány oldalat tartalmaz az első fejezet a másodiknál? ;68.0
Egy könyvnek három fejezete van. Az első fejezet 35 oldal, a második 18 oldal, a harmadik pedig 3 oldal. Hány oldalat tartalmaz a második fejezet a harmadiknál? ;15.0
Egy könyvnek három fejezete van. Az első fejezet 53 oldal, a második 75 oldal, a harmadik 21 oldal. Hány oldalat tartalmaz az első fejezet a harmadiknál? ;32.0
Egy könyv 31 fejezetből áll. Minden fejezet 61 oldal. Hány oldal van a könyvben? ;1891.0
Egy könyvnek 2 fejezete van 23 oldalon. Az első fejezet 10 oldal hosszú. Hány oldal van az első fejezetben? ;13.0
Egy könyvnek két fejezete van 81 oldalra. A második fejezet 68 oldal. Hány oldal van a második fejezetben? ;13.0
62 tábornok indult evezni reggel. 39 tábornok indult evezni délután. Hány tábornokkal több az, aki reggel evezett, mint délután? ;23.0
52 tábornok indult evezni reggel. 61 tábornok indult evezni délután. Hány tábornokkal több az, aki délután evezett, mint reggel? ;9.0
15 tábornok indult evezni reggel. Néhány tábornok másnap délután evezett. Ha összesen 32 tábornok evezett azon a napon, hányan evezettek délután? ;17.0
Néhány tábornok reggel evezett, hét tábornok délután evezett. Ha összesen 60 tábornok evezett azon a napon hány tábornok evezett reggel? ;53.0
36 tábornok indult korán reggel, 13 délután és 49 este. Hány tábornok veselt együttesen? ;98.0
44 tábornok indult korán reggel, 39 tábornok délután és 31 tábornok este. Hány tábornokkal több az, aki reggel evezett, mint délután? ;5.0
53 tábornok indult korán reggel 48 tábornok délután és 49 tábornok este. Hány tábornokkal több az, aki reggel evezett, mint este? ;4.0
33 tábornok indult korán reggel, 34 tábornok délután és 10 tábornok este. Hány tábornokkal több a hála délután, mint este? ;24.0
13 tábornok evezett és 59 tábornok túrázott reggel. 21 tábornok indult evezni délután. Hány tábornok veselt együttesen? ;34.0
29 tábornok evezett és 66 tábornok túrázott reggel. 26 tábornok indult evezni délután. Hány tábornokkal több az, aki reggel evezett, mint délután? ;3.0
41 tábornok evezett és 4 tábornok túrázott reggel. 26 tábornok indult evezni délután. Hány tábornok vonult el evezni és túrázni? ;71.0
46 tábornok evezett egy nap alatt. 43 tábornok indult evezni reggel és néhány tábornok másnap délután. Hány tábornok evezett délután? ;3.0
Rachel 4 almát szedett a fáról. Ha a fán kezdetben 7 alma volt. Hány alma van még a fán? ;3.0
Rachel fáján kezdetben 4 alma volt. Elkapott pár almát és most már csak két alma maradt a fán. Hány almát szedett össze Rachel? ;2.0
Rachel 7 érett almát szedett a fáról. Most már 5 alma van a fán. Ha 3 éretlen és a többi nem éretlen, hány éretlen almát tartalmaz a fa? ;2.0
Rachel két érett almát szedett a fáról. Most már 7 alma van a fán. Ha 6 éretten van, a többi meg nem, hány éretten van a fán? ;8.0
Rachel 6 érett almát szedett a fáról. Most a fán van 2 érett alma és 4 éretlen alma. Hány almát kellett a fának kezdeni? ;12.0
Rachel 3 érett almát szedett a fáról. Most a fán van 2 érett alma és 27 éretlen alma. Hány érett alma volt a fán kezdetben? ;5.0
Rachel 7 almát szedett a fáról. Azután két új alma nőtt a fán. Most már a fán még 6 alma van. Hány almát kellett a fának kezdeni? ;11.0
Rachel fáján két alma volt. 4 almát szedett a fáról. Aztán 3 új alma nőtt a fán. Hány alma van most a fán? ;1.0
Rachelnek 52 almafája van. Két almát szedett az egyik fáról. Most már 7 alma van a fán. Hány almát kellett a fának kezdeni? ;9.0
Rachelnek 3 almafája van. 8 almát szedett minden egyes fáról. Most már összesen 9 alma van a fákon. Hány alma volt az összes fán kezdetben? ;33.0
Rachelnek négy almafája van. 7 almát szedett minden egyes fáról. Most a fák összesen 29 almát tartanak még. Hány almát szedett össze Rachel? ;28.0
Ednek két golyója volt több, mint Dougnak. Doug elvesztette a golyóit a játszótéren. Ednek 19 tömbje van több, mint Douggal. Hány golyót vesztett el Doug? ;17.0
Ednek tíznyi tömbje volt, mint Douggnak. Doug 11 golyót veszített a játszótéren. Ha Ednek 45 golyója volt, akkor hány golyója volt több Ednek, mint Douggnak? ;21.0
Ednek hat golyója volt több, mint Dougnak. Doug 7 golyót veszített a játszótéren. Ha Ednek 22 golyója volt, hány golyója van most Dougnak? ;9.0
Ednek öt golyója volt több, mint Dougnak. Doug elvesztette 3 golyóját a játszótéren. Ha Ednek 27 golyója volt, hány golyója volt Dougnak? ;22.0
Ednek 24 többe volt a golyója, mint Douggal. Doug elvesztette a 27 golyóját a játszótéren, míg Ed talált még 9 golyót. Hány golyója volt Ednek, mint Dougnak? ;60.0
Ednek 29 többe volt a golyója, mint Douggnak. Ed 17 golyót veszített a játszótéren. Hány golyója volt Ednek, mint Dougnak? ;12.0
Ednek 19 többe volt a golyója, mint Douggnak. Ed elvesztette a golyóit a játszótéren. Ednek nyolc golyója van több, mint Dougnak. Hány golyót veszített Ed? ;11.0
Ednek 30 többe volt a golyója, mint Douggnak. Ed 21 golyót veszített a játszótéren. Ha Ednek 91 golyója volt, akkor hány golyója volt több Ednek, mint Douggnak? ;9.0
Ednek 12 többe volt a golyója, mint Douggnak. Ed elvesztette a 20 golyóját a játszótéren. Ha Ednek 17 golyója volt, hány golyója van most Dougnak? ;5.0
A döntés miatt Sofia megkérte a diákokat, hogy javasoljanak bizonyos ételeket. Ha 408 diák javasolta a krumplipürét, míg 42 a szalonnát javasolta, hány diák javasolta a krumplipürét, mint a szalonnát? ;366.0
