m_query;response
Julia pelasi maanantaina 18 lapsen kanssa. Hän pelasi kakkua kymmenen muun kanssa tiistaina. Moniko lapsi oli enemmän hänen kanssaan maanantaina kuin tiistaina? ;8.0
Julia pelasi maanantaina 11 lapsen kanssa. Hän pelasi kaksikkoa lasten kanssa tiistaina. Moniko lapsi oli enemmän hänen kanssaan tiistaina kuin maanantaina? ;1.0
Julia pelasi maanantaina viiden lapsen kanssa. Hän pelasi kakkua muiden lasten kanssa tiistaina. Jos hän pelasi yhteensä 15 lapsen kanssa, monen lapsen kanssa hän leikki tiistaina? ;10.0
Julia leikki maanantaina lasten kanssa. Hän pelasi kakkua 14 lapsen kanssa tiistaina. Jos hän pelasi 16 lapsen kanssa, monen kanssa hän leikki maanantaina? ;2.0
Julia pelasi maanantaina 16 lapsen kanssa. Jos hän pelasi maanantaina 12 lapsen kanssa enemmän kuin tiistaina, - monen lapsen kanssa hän leikki tiistaina? ;4.0
Julia pelasi kakkua 14 lapsen kanssa tiistaina. Jos hän pelasi kahdeksalla lapsella enemmän maanantaina kuin tiistaina, - monellako hän pelasi maanantaina? ;22.0
Julia pelasi 17 lapsen kanssa maanantaina, 15 tiistaina ja kaksi keskiviikkona. Monenko lapsen kanssa hän leikki? ;34.0
Julia pelasi 15 lapsen kanssa maanantaina, 18 lasta tiistaina ja 97 lasta keskiviikkona. Monen lapsen kanssa hän leikki maanantaina ja tiistaina? ;33.0
Julia pelasi bändissä viisi lasta maanantaina, yhdeksän tiistaina ja 15 keskiviikkona. Monen lapsen kanssa hän leikki maanantaina ja keskiviikkona? ;20.0
Julia pelasi kaksin lasten kanssa maanantaina, 14 lasta tiistaina ja 16 lasta keskiviikkona. Monen lapsen kanssa hän leikki tiistaina ja keskiviikkona? ;30.0
Julia pelasi yhdeksän lapsen kanssa maanantaina, seitsemän tiistaina ja 96 keskiviikkona. Moniko lapsi oli enemmän hänen kanssaan maanantaina kuin tiistaina? ;2.0
Julia pelasi 14 lapsen kanssa maanantaina, kaksi tiistaina ja kahdeksan keskiviikkona. Moniko lapsi oli enemmän hänen kanssaan maanantaina kuin keskiviikkona? ;6.0
Julia pelasi kahdeksan lapsen kanssa maanantaina, - 11 lasta tiistaina ja 9 lasta keskiviikkona. Moniko lapsi oli enemmän hänen kanssaan tiistaina kuin keskiviikkona? ;2.0
Julia pelasi 15 lapsen kanssa maanantaina, 18 lasta tiistaina ja 7 lasta keskiviikkona. Moniko lapsi oli enemmän hänen kanssaan maanantaina ja tiistaina kuin keskiviikkona? ;26.0
Julia pelasi 13 lapsen kanssa maanantaina ja 10 lapsen kanssa tiistaina. Hän pelasi korttia 15 lapsen kanssa keskiviikkona. Monenko lapsen kanssa hän leikki? ;38.0
Julia pelasi 7 lapsen kanssa maanantaina ja 13 lapsen kanssa tiistaina. Hän pelasi korttia 20 lapsen kanssa keskiviikkona. Monenko lapsen kanssa hän pelasi? ;20.0
Julia pelasi maanantaina 12 lapsen kanssa. Hän pelasi kakkua 14 lapsen kanssa tiistaina. Hän vietti yhteensä 34 tuntia pelaamassa. Monenko lapsen kanssa hän leikki? ;26.0
Julia pelasi maanantaina 19 lapsen kanssa. Hän pelasi kaksoispeliä 18 lapsen kanssa tiistaina. Hän vietti yhteensä 38 tuntia pelaamassa. Moniko lapsi oli enemmän hänen kanssaan maanantaina kuin tiistaina? ;1.0
Julia pelasi viiden lapsen kanssa. Hän oli leikkinyt kuuden lapsen kanssa maanantaina. Moniko lapsi oli enemmän hänen kanssaan maanantaina kuin tiistaina? ;1.0
Julia pelasi kakkospelin 18 lapsen kanssa. Hän leikki maanantaina neljän lapsen kanssa ja tiistaina vielä muutaman lapsen kanssa. Monen lapsen kanssa hän leikki tiistaina? ;14.0
Julia pelasi neljää lasta keskiviikkona. Hän oli leikkinyt kuuden lapsen kanssa maanantaina ja 17 lapsen kanssa tiistaina. Moniko lapsi oli enemmän hänen kanssaan maanantaina kuin keskiviikkona? ;2.0
Bobby söi karkkia. Sitten hän söi 25 lisää. Jos hän söi yhteensä 43 karkkia, - kuinka monta karkkia hän oli syönyt alussa? ;18.0
Bobby söi 28 karkkia. Sitten hän söi 42 lisää. Hän söi myös 63 suklaapalkkia. Montako karkkia Bobby söi? ;70.0
Bobby söi 33 karkkia. Sitten hän söi neljä lisää. Hän söi myös 14 suklaapalasta. Montako karkkia ja suklaata Bobby söi? ;51.0
Bobby söi 38 karkkia. Sitten hän söi 36 lisää. Hän söi myös 16 suklaapalkkia. Montako karkkia Bobby söi enemmän kuin suklaata? ;58.0
Bobby söi 20 karkkia. Hän söi 34 karkkia. Sitten hän söi 18 lisää. Montako karkkia Bobby söi? ;52.0
Bobby söi 21 karkkia. Hän söi viisi karkkia. Sitten hän söi 9 lisää. Montako karkkia hänellä on jäljellä? ;7.0
Bobby söi 22 karkkia. Hän söi karkkia. Sitten hän söi viisi lisää. Jos hänellä on vielä kahdeksan karkkia jäljellä, - kuinka monta karkkia hän oli syönyt alussa? ;9.0
Bobby söi 19 karkkia. Hän söi kaksi karkkia. Montako karkkia hänellä on jäljellä? ;17.0
Bobby söi 32 karkkia. Hän söi karkkia. Jos hänellä on 20 karkkia jäljellä, - montako karkkia Bobby söi? ;12.0
