m_query;response
Джулія грала в поєдинки з 18 дітьми в понеділок. Вона грала в поєдинки з 10 дітьми у вівторок. Скільки дітей більше вона грала в понеділок, ніж у вівторок? ;8.0
Джулія грала в поєдинки з 11 дітьми в понеділок. Вона грала в поєдинки з 12 дітьми у вівторок. Скільки дітей більше вона грала у вівторок, ніж у понеділок? ;1.0
Джулія грала в поєдинки з п'ятьма дітьми в понеділок. Вона грала в поєдинки з іншими дітьми у вівторок. Якщо вона грала з 15 дітьми, з якими вона грала у вівторок? ;10.0
Джулія грала в поєдинки з дітьми в понеділок. Вона грала в поєдинки з 14 дітьми у вівторок. Якщо вона грала з 16 дітьми, з якими дітьми вона грала в понеділок? ;2.0
Джулія грала в поєдинки з 16 дітьми у понеділок. Якщо вона грала в поєднування з 12 дітьми більше в понеділок, ніж у вівторок з якими дітьми вона грала у вівторок? ;4.0
Джулія грала в поєднування з 14 дітьми у вівторок. Якщо вона грала в поєднування з 8 дітьми більше в понеділок, ніж у вівторок з якими дітьми вона грала в понеділок? ;22.0
Джулія грала в поєдинки з 17 дітьми в понеділок 15 дітей у вівторок і 2 дітей у середу. Скільки дітей вона грала разом з усіма? ;34.0
Джулія грала в поєдинки з 15 дітьми в понеділок, 18 дітей у вівторок і 97 дітей у середу. З якими дітьми вона грала в понеділок і вівторок? ;33.0
Джулія грала в поєдинки з 5 дітьми в понеділок, 9 дітей у вівторок і 15 дітей у середу. З якими дітьми вона грала в понеділок і середу? ;20.0
Джулія грала в поєдинки з двома дітьми у понеділок, 14 дітей у вівторок і 16 дітей у середу. З якими дітьми вона грала у вівторок і середу? ;30.0
Джулія грала в поєдинки з 9 дітьми в понеділок, 7 дітей у вівторок і 96 дітей у середу. Скільки дітей більше вона грала в понеділок, ніж у вівторок? ;2.0
Джулія грала в поєдинки з 14 дітьми в понеділок, з двома дітьми у вівторок і з вісьмома дітьми у середу. Скільки дітей більше вона грала в понеділок, ніж в середу? ;6.0
Джулія грала в поєдинки з 8 дітьми в понеділок, 11 дітей у вівторок і 9 дітей у середу. Скільки дітей більше вона грала у вівторок, ніж у середу? ;2.0
Джулія грала в поєдинки з 15 дітьми в понеділок, 18 дітей у вівторок і 7 дітей у середу. Скільки дітей більше вона грала в понеділок і вівторок, ніж в середу? ;26.0
Джулія грала в поєдинки з 13 дітьми в понеділок і 10 дітьми у вівторок. Вона грала в карти з 15 дітьми в середу. Скільки дітей вона грала разом з усіма? ;38.0
