m_query;response
Julia main tag karo 18 bocah nalika dina Senin. Dheweke main tag karo 10 bocah ing dina Selasa. Ana pirang bocah sing main bareng dina Senen tinimbang dina Selasa? ;8.0
Julia main tag karo 11 bocah nalika dina Senin. Dheweke main tag karo 12 bocah ing dina Selasa. Ana pirang bocah sing main bareng dina Selasa tinimbang dina Senen? ;1.0
Julia main tag karo 5 bocah nalika dina Senin. Dheweke main tag karo sawetara bocah liyane ing dina Selasa. menawi piyambakipun main kaliyan 15 bocah, pinten cacahipun bocah ingkang dipunmainaken nalika dinten Selasa? ;10.0
Julia main tag karo sawetara bocah ing dina Senin. Dheweke main tag karo 14 bocah ing dina Selasa. menawi piyambakipun main kaliyan 16 bocah cacahipun pinten-pinten bocah ingkang piyambakipun dolanan nalika dinten Senin? ;2.0
Julia main tag karo 16 bocah nalika dina Senin. menawi piyambakipun main tag kaliyan 12 bocah langkung ing dinten Senin tinimbang ing dinten Selasa pinten bocah ingkang piyambakipun main ing dinten Selasa? ;4.0
Julia main tag karo 14 bocah ing dina Selasa. menawi piyambakipun main tag kaliyan 8 bocah langkung ing dinten Senin tinimbang ing dinten Selasa pinten bocah ingkang piyambakipun main ing dinten Senin? ;22.0
Julia main tag karo 17 bocah nalika dina Senen 15 bocah nalika dina Selasa lan 2 bocah nalika dina Rebo. cacahé bocah sing main bareng dhèwèké? ;34.0
Julia main tag karo 15 bocah nalika dina Senen 18 bocah nalika dina Selasa lan 97 bocah nalika dina Rebo. Pira bocah sing main bareng dina Senen lan Selasa? ;33.0
Julia main tag karo 5 bocah nalika dina Senen 9 bocah nalika dina Selasa lan 15 bocah nalika dina Rebo. Pira bocah sing main bareng dina Senen lan Rebo? ;20.0
Julia main tag karo 2 bocah nalika dina Senen 14 bocah nalika dina Selasa lan 16 bocah nalika dina Rebo. Pira bocah sing main bareng dina Selasa lan Rebo? ;30.0
Julia main tag karo 9 bocah nalika dina Senen 7 bocah nalika dina Selasa lan 96 bocah nalika dina Rebo. Ana pirang bocah sing main bareng dina Senen tinimbang dina Selasa? ;2.0
Julia main tag karo 14 bocah nalika dina Senen 2 bocah nalika dina Selasa lan 8 bocah nalika dina Rebo. Ana pirang bocah sing main bareng dina Senen tinimbang dina Rebo? ;6.0
Julia main tag karo 8 bocah nalika dina Senen 11 bocah nalika dina Selasa lan 9 bocah nalika dina Rebo. Ana pirang bocah sing main bareng dina Selasa tinimbang dina Rebo? ;2.0
Julia main tag karo 15 bocah nalika dina Senen 18 bocah nalika dina Selasa lan 7 bocah nalika dina Rebo. Pira bocah liyane sing main karo dheweke dina Senin lan Selasa tinimbang dina Rebo? ;26.0
Julia main tag karo 13 bocah nalika dina Senen lan 10 bocah nalika dina Selasa. Dheweke main kartu karo 15 bocah ing dina Rebo. cacahé bocah sing main bareng dhèwèké? ;38.0
Julia main tag karo 7 bocah nalika dina Senen lan 13 bocah nalika dina Selasa. Dheweke main kartu karo 20 bocah ing dina Rebo. cacahé bocah sing main tag bareng? ;20.0
Julia main tag karo 12 bocah nalika dina Senin. Dheweke main tag karo 14 bocah ing dina Selasa. Dhèwèké nggunakké total 34 jam kanggo main tag ing rong dina mau. cacahé bocah sing main bareng dhèwèké? ;26.0
Julia main tag karo 19 bocah nalika dina Senin. Dheweke main tag karo 18 bocah ing dina Selasa. Dhèwèké nggunakké 38 jam kanggo main tag ing rong dina mau. Ana pirang bocah sing main bareng dina Senen tinimbang dina Selasa? ;1.0
Julia main tag karo 5 bocah ing dina Selasa. Dheweke wis main tag karo 6 bocah ing dina Senin. Ana pirang bocah sing main bareng dina Senen tinimbang dina Selasa? ;1.0
Julia main tag karo total 18 bocah. Dheweke main karo 4 bocah nalika dina Senen lan isih karo sawetara bocah liyane nalika dina Selasa. Ana pirang bocah sing dolanan ing dina Selasa? ;14.0
Julia main tag karo 4 bocah ing dina Rebo. Dheweke main karo 6 bocah nalika dina Senen lan 17 bocah nalika dina Selasa. Ana pirang bocah sing main bareng dina Senen tinimbang dina Rebo? ;2.0
Bobby mangan sawetara permen. Banjur mangan 25 manèh. menawi piyambakipun nedha total 43 bêsik permen pinten bêsik permen ingkang sampun dipundhahar nalika wiwitan? ;18.0
Bobby mangan 28 permen. banjur mangan 42 liyane. Dhèwèké uga mangan 63 potongan coklat. Pira permen sing dipangan Bobby? ;70.0
Bobby mangan 33 potongan permen. banjur mangan 4 liyane. Dhèwèké uga mangan 14 potongan coklat. Pira potongan permen lan coklat sing dipangan Bobby? ;51.0
Bobby mangan 38 potongan permen. banjur mangan 36 liyane. Dhèwèké uga mangan 16 potongan coklat. Pira manèh permen sing dipangan Bobby? ;58.0
Bobby wis mangan 20 permen. Dhèwèké mangan 34 permen. Banjur mangan 18 manèh. Pira permen sing dipangan Bobby? ;52.0
Bobby wis 21 potongan permen. Dheweke mangan 5 potongan permen. banjur mangan 9 liyane. Pira permen sing isih ana? ;7.0
Bobby wis mangan 22 permen. Dheweke mangan sawetara permen. banjur mangan 5 liyane. menawi piyambakipun taksih gadhah 8 keping permen wonten ing sandhuwuring pundhi pinten keping permen ingkang sampun dipunsukani nalika wiwitan? ;9.0
Bobby wis mangan 19 permen. Dheweke mangan 2 potongan permen. Pira permen sing isih ana? ;17.0
Bobby wis duwe 32 potongan permen. Dheweke mangan sawetara permen. menawi piyambakipun gadhah 20 keping permen ingkang taksih pinten keping permen ingkang dipundhahar Bobby? ;12.0
Bobby mangan 17 permen. Banjur mangan 15 liyane. menawi piyambakipun wiwitanipun gadhah 36 keping permen pinten keping permen ingkang taksih taksih wonten? ;4.0
Bobby mangan 23 potongan permen. menawi piyambakipun wiwitanipun gadhah 30 keping permen pinten keping permen ingkang taksih taksih wonten? ;7.0
Allan nggawa 5 balon lan Jake nggawa 3 balon menyang taman. pinten balun ingkang dipunsukani Allan katimbang Jake ing taman? ;2.0
Allan nggawa 2 balon lan Jake nggawa 3 balon menyang taman. Pira balon sing diduweni Jake luwih akeh tinimbang Allan ing taman kasebut? ;1.0
Allan lan Jake nggawa 3 balon menyang taman. yen Allan nggawa 2 balon pirang balon Jake nggawa menyang taman? ;1.0
Jake nggawa 6 balon menyang taman. menawa Jake nggawa 4 balon luwih akeh tinimbang jumlah balon sing digawa Allan pinten balon sing digawa Allan menyang taman? ;2.0
Allan nggawa 5 balon menyang taman. menawa Jake nggawa 6 balon luwih akeh tinimbang jumlah balon sing digawa Allan pinten balon sing digawa Jake menyang taman? ;11.0
Allan nggawa 3 balon lan Jake nggawa 5 balon menyang taman. Allan banjur tuku 2 balon liyane ing taman. Pira balon sing diduweni Allan lan Jake ing taman kasebut? ;10.0
Allan nggawa 2 balon lan Jake nggawa 4 balon menyang taman. Allan banjur tuku 3 balon liyane ing taman. pinten balun ingkang dipunsukani Allan katimbang Jake ing taman? ;1.0
Allan nggawa 2 balon lan Jake nggawa 6 balon menyang taman. Allan banjur tuku 3 balon liyane ing taman. Pira balon sing diduweni Jake luwih akeh tinimbang Allan ing taman kasebut? ;1.0
Allan nggawa 5 balon lan Jake nggawa 4 balon menyang taman. Allan banjur tuku 3 balon liyane ing taman. Pira balon sing digawa Allan menyang taman? ;8.0
Allan nggawa 6 balon lan Jake nggawa 2 balon menyang taman. Jake banjur tuku 3 balon liyane ing taman. pinten balun ingkang dipunsukani Allan katimbang Jake ing taman? ;1.0
Allan nggawa 6 balon lan Jake nggawa 3 balon menyang taman. Jake banjur tuku 4 balon liyane ing taman. Pira balon sing diduweni Jake luwih akeh tinimbang Allan ing taman kasebut? ;1.0
Allan nggawa 5 balon lan Jake nggawa 6 balon menyang taman. Jake banjur tuku 3 balon liyane ing taman. Pira balon sing digawa Jake menyang taman? ;9.0
Allan nggawa 3 balon lan 20 bal nalika Jake nggawa 5 balon lan 59 bal menyang taman. Pira balon sing diduweni Allan lan Jake ing taman kasebut? ;8.0
Allan nggawa 7 balon lan 5 bal nalika Jake nggawa 6 balon lan 4 bal menyang taman. Pira bal sing dienggo Allan lan Jake ing taman? ;9.0
Allan nggawa 5 balon. menawi Allan lan Jake mbekta 6 balon dhateng taman pinten balon ingkang dipun bawa Jake dhateng taman? ;1.0
Allan nggawa 2 balon menyang taman banjur tuku 3 balon maneh ing kana. menawa Jake nggawa 6 balon menyang taman pira balon liyane sing diduweni Jake tinimbang Allan ing taman? ;1.0
Saben dina Ryan ngentèkaké 6 jam kanggo sinau basa Inggris lan 2 jam kanggo sinau basa Cina. Pira jam luwih akeh anggone sinau basa Inggris tinimbang sinau basa Cina? ;4.0
Saben dina Ryan ngentèkaké 6 jam kanggo sinau basa Inggris lan 7 jam kanggo sinau basa Cina. Pira jam luwih suwene anggone sinau basa Cina tinimbang sinau basa Inggris? ;1.0
Saben dina Ryan ngentèkaké 3 jam kanggo sinau basa Inggris lan sawetara jam manèh kanggo sinau basa Cina. menawi piyambakipun ngginakaken 4 jam kanggé sinau basa Inggris lan Cina saben dinten pinten jam ingkang dipun ginakaken kanggé sinau basa Cina? ;1.0
Saben dina Ryan nggunakké 7 jam kanggo sinau basa Inggris lan sawetara jam manèh kanggo sinau basa Cina. menawi piyambakipun ngginakaken 2 jam langkung kathah kanggé sinau basa Inggris tinimbang sinau basa Cina pinten jam piyambakipun ngginakaken kanggé sinau basa Cina? ;5.0
