question;answer_number
Pato Janet yo mete 16 ze pa jou. Li manje twa pou manje maten chak maten ak fè gato pou zanmi li chak jou ak kat. Li vann rès la nan mache kiltivatè a chak jou pou $2 pou chak ze zannimo fre. Konbyen li fè chak jou nan dola nan mache kiltivatè yo? ;18
Yon rad pran 2 boulon fib ble ak mwatye fib blan. Konbyen boulon total li pran? ;3
Josh deside eseye vire yon kay. Li achte yon kay pou $80,000 epi li mete $50,000 nan reparasyon. Sa ogmante valè kay la pa 150%. Konbyen pwofi li te fè? ;70000
James deside kouri 3 sprint 3 fwa pa semèn. Li kouri 60 mèt chak sprint. Konbyen mèt total li kouri chak semèn? ;540
Chak jou, Wendi bay chak nan poul li yo twa tas manje poul melanje, ki gen grenn, moulen ak legim pou ede kenbe yo an sante. Li bay poul yo manje nan twa repa separe. Nan maten, li bay bann poul li 15 tas manje. Nan apremidi, li bay poul li yo yon lòt 25 tas manje. Konbyen tas manje li bezwen bay poul li yo nan dènye repa jou a si gwosè bann poul Wendi a se 20 poul? ;20
Kylar te ale nan magazen an pou l achte linèt pou nouvo apatman l lan. Yon vè koute 5 dola, men chak dezyèm vè koute sèlman 60% pri a. Kylar vle achte 16 linèt. Konbyen li bezwen peye pou yo? ;64
Toulouse gen de fwa plis mouton pase Charleston. Charleston gen 4 fwa plis mouton ke Seattle. Konbyen mouton Toulouse, Charleston, ak Seattle genyen ansanm si Seattle genyen 20 mouton? ;260
Carla ap telechaje yon dosye 200 GB. Nòmalman li ka telechaje 2 GB/minit, men 40% nan chemen an nan download la, Windows fòse yon rekòmanse enstale dènye nouvèl, ki pran 20 minit. Lè sa a, Carla gen pou rekòmanse téléchargement a depi nan konmansman an. Konbyen chaj li pran pou telechaje dosye a? ;160
John kondwi pou 3 èdtan nan vitès 60 mph epi li vire paske li reyalize li te bliye yon bagay trè enpòtan lakay li. Li eseye pou li rive lakay li nan 4 zè de tan men li pase 2 premye zè de tan li nan trafik ki kanpe. Li pase pwochen mwatye èdtan nan kondwi nan yon vitès 30mph, anvan yo te kapab kondwi rès tan an nan 4 èdtan yo ale nan 80mph. Ki distans li te genyen lakay li nan fen 4 zè sa yo? ;45
Pri Eliza pou chak èdtan pandan 40 premye èdtan li travay chak semèn se $10. Li tou resevwa yon salè pou travay siplemantè 1.2 fwa li nòmal tarif èdtan. Si Eliza te travay 45 èdtan semèn sa a, konbyen li touche semèn sa a? ;460
Yon nouvo pwogram te gen 60 téléchargements nan premye mwa a. Nimewo a nan downloads nan dezyèm mwa a te twa fwa plis pase downloads yo nan premye mwa a, men Lè sa a, redwi pa 30% nan twazyèm mwa a. Konbyen téléchargements pwogram lan te genyen totalman pandan twa mwa sa yo? ;366
Toula te ale nan boulanjri a epi li te achte plizyè kalite boulanjri. Li te achte 3 douzèn donut ki koute $68 pou chak douzèn, 2 douzèn mini gato ki koute $80 pou chak douzèn, ak 6 douzèn mini cheesecakes pou $55 pou chak douzèn. Konbyen pri total la te ye? ;694
Carlos ap plante yon pye sitwon. Pye bwa a ap koute $90 pou plante. Chak ane, li pral fè 7 sitwon grandi, e li pral vann yo pou $1,5 pou chak. Li koute $3 pou yon ane pou yo bay pyebwa a dlo ak manje. Konbyen ane sa pral pran anvan li kòmanse touche lajan sou pye bwa sitwon an? ;13
Melanie se yon vandè pòt-a-pòtay. Li vann yon tyè nan aspiratè li yo nan kay vèt la, 2 plis nan kay wouj la, ak mwatye nan sa ki te rete nan kay zoranj la. Si Melanie gen 5 aspiratè ki rete, konbyen li te kòmanse avèk? ;18
Nan yon klas dans 20 elèv yo, 20% enskri nan dans kontanporen, 25% nan rès la enskri nan dans djaz, ak rès la enskri nan dans hip-hop. Ki pousantaj tout elèv ki enskri nan dans hip-hop? ;60
Yon komèsan vle fè yon chwa pou achte ant 2 plan achte: bijou ki vo $5,000 oswa gadjèt elektwonik ki vo $8,000. Konsiltan finansye li espekile ke mache bijou ap monte 2.5% pandan ke mache gadjèt elektwonik ap monte 1.2% nan menm mwa a. Si komèsan an ap chèche pou maksimize pwofi nan fen mwa sa a pa fè yon chwa, ki kantite pwofi sa a ta dwe? ;125
De tren kite San Rafael an menm tan. Yo kòmanse vwayaje nan direksyon lwès, tou de vwayaje pou 80 kilomèt. Nan jou kap vini an, yo vwayaje nò, kouvri 150 mil. Ki distans chak tren te kouvri nan de jou sa yo? ;230
Jill resevwa $20 pou chak èdtan pou anseye ak $30 pou li se yon antrenè cheerleading. Si li travay 50 semèn nan yon ane, 35 èdtan yon semèn kòm yon pwofesè ak 15 èdtan yon semèn kòm yon antrenè, ki sa ki salè anyèl li? ;57500
