question;answer_number
ដាវរបស់ Janet បង្កង 16 ដងក្នុងមួយថ្ងៃ។ នាង បរិភោគ អាហារ ពេលព្រឹក ៣ ដង រាល់ ព្រឹក ហើយ ធ្វើ ម្ហូប សម្រាប់ មិត្តភក្តិ របស់ នាង រាល់ ថ្ងៃ ជាមួយ នឹង ៤ ដង ការ លក់ បន្លែ តើ នាង រក បាន ប្រាក់ ប៉ុន្មាន ក្នុង មួយ ថ្ងៃ នៅ ផ្សារ កសិកម្ម? ;18
សម្លៀកបំពាក់មួយយកខ្សែស្វាយពីរខ្សែ និងខ្សែស្វាយពណ៌សពាក់កណ្តាល។ វា ត្រូវការ ប៊ូតុង ប៉ុន្មាន សរុប? ;3
Josh សម្រេចចិត្តសាកល្បងបកប្រែផ្ទះមួយ។ គាត់ទិញផ្ទះមួយសម្រាប់ $80,000 ហើយបន្ទាប់មកដាក់ក្នុង $50,000 សម្រាប់ជួសជុល។ នេះបានបង្កើនតម្លៃនៃផ្ទះ ១៥០% ។ តើ គាត់ បាន ចំណេញ ប៉ុន្មាន? ;70000
James សម្រេចចិត្តរត់ ៣ដងក្នុងមួយសប្តាហ៍។ គាត់រត់ ៦០ម៉ែត្រក្នុងមួយរត់។ គាត់ រត់ បាន ប៉ុន្មាន ម៉ែត្រ ក្នុង មួយ សប្តាហ៍? ;540
ជា រៀងរាល់ថ្ងៃ វេនឌី ផ្តល់ អាហារ ដល់ មាន់ របស់ នាង ម្នាក់ៗ ចំនួន ៣ កែវ ដែល មាន ផ្ទុក នូវ គ្រាប់ ពូជ ម្សៅ និង បន្លែ ដើម្បី ជួយ រក្សា សុខភាព របស់ វា ។ អ្នកស្រីផ្តល់អាហារដល់មាន់ក្នុងពេល ៣ ពេលអាហារដោយឡែកៗ។ ព្រឹកឡើង នាងផ្តល់អាហារដល់មាន់ចំនួន ១៥ កែវ។ ការ សិក្សា អំពី ការ បំបៅ ដោះ កូន តើ នាង ត្រូវការ អាហារ ប៉ុន្មាន កែវ សម្រាប់ ឲ្យ មាន់ របស់ នាង ក្នុង ពេល អាហារ ចុងក្រោយ នៃ ថ្ងៃ ប្រសិនបើ ទំហំ នៃ ហ្វូង មាន់ របស់ វេនឌី មាន ២០ ក្បាល? ;20
Kylar បានទៅហាង ដើម្បីទិញកែវសម្រាប់បន្ទប់ថ្មីរបស់គាត់។ កែវមួយឈុតមានតម្លៃ ៥ដុល្លារ ប៉ុន្តែកែវទី២មួយឈុតមានតម្លៃត្រឹមតែ ៦០% នៃតម្លៃ។ Kylar ចង់ទិញកែវចំនួន ១៦។ គាត់ ត្រូវ បង់ ប៉ុន្មាន សម្រាប់ វា? ;64
Toulouse មានចៀមច្រើនជាង Charleston ពីរដង។ ទីក្រុង Charleston មានចៀមច្រើនជាងទីក្រុង Seattle ៤ដង។ តើ Toulouse, Charleston, និង Seattle មានចៀមប៉ុន្មាននាក់ បើ Seattle មានចៀម ២០នាក់? ;260
Carla កំពុងទាញយកឯកសារទំហំ 200GB។ ជាធម្មតាវាអាចទាញយកបាន 2 GB/នាទី ប៉ុន្តែ 40% នៃការទាញយក Windows បង្ខំឱ្យដំណើរការឡើងវិញដើម្បីដំឡើងកំណែថ្មី ដែលចំណាយពេល 20 នាទី។ ពេលនោះ Carla ត្រូវតែចាប់ផ្តើមការដំឡើងឡើងវិញពីដើម។ តើវាត្រូវការទិន្នន័យប៉ុន្មានដើម្បីទាញយកឯកសារនេះ? ;160
លោក John បាន បើកបរ ក្នុង រយៈពេល ៣ ម៉ោង ក្នុង ល្បឿន ៦០ ម៉ែត្រ ក្នុង មួយ ម៉ោង ហើយ បន្ទាប់ មក លោក បាន ងាក មក វិញ ព្រោះ លោក បាន យល់ ថា លោក បាន បំភ្លេច អ្វី មួយ ដ៏ សំខាន់ នៅ ផ្ទះ។ គាត់ ព្យាយាម ទៅ ផ្ទះ ក្នុង រយៈពេល ៤ ម៉ោង ប៉ុន្តែ បាន ចំណាយ ពេល ២ ម៉ោង ដំបូង ក្នុង ការ ស្ទះ ចរាចរណ៍ ។ គាត់បានចំណាយពេលកន្លះម៉ោងបន្ទាប់មកបើកបរក្នុងល្បឿន 30mph មុនពេលអាចបើកបររយៈពេលសល់នៃ 4 ម៉ោងដោយមានល្បឿន 80mph ។ តើ គាត់ នៅ ឆ្ងាយ ពី ផ្ទះ ប៉ុន្មាន នៅ ចុង ម៉ោង ទាំង ៤ នោះ? ;45
តម្លៃម៉ោងមួយរបស់ Eliza សម្រាប់រយៈពេល 40 ម៉ោងដំបូងដែលនាងធ្វើការក្នុងមួយសប្តាហ៍គឺ 10 ដុល្លារ។ នាងក៏ទទួលបានប្រាក់បៀវត្សរ៍បន្ថែម ១,២ ដងនៃប្រាក់ខែម៉ោងធម្មតារបស់នាង។ បើសិនជា Eliza ធ្វើការ ៤៥ ម៉ោង ក្នុងសប្តាហ៍នេះ តើប្រាក់ចំណូលរបស់នាងក្នុងសប្តាហ៍នេះមានប៉ុន្មាន? ;460
