question;answer_number
जेनेट के बतख प्रतिदिन 16 अंडे देते हैं। वह हर सुबह नाश्ते के लिए तीन खाते हैं और अपने दोस्तों के लिए हर दिन चार के साथ मफिन पकाते हैं। वह शेष को किसानों के बाजार में प्रतिदिन 2 डॉलर प्रति ताजा बतख के अंडे में बेचती है। वह किसानों के बाजार में हर दिन डॉलर में कितना कमाता है? ;18
एक कोट में नीले रंग के दो बाल्ट और आधे से अधिक सफेद फाइबर लगते हैं। कुल कितने बोल्ट लगते हैं? ;3
जोश ने एक घर को पलटने का प्रयास करने का फैसला किया। वह $80,000 में एक घर खरीदता है और फिर मरम्मत में $50,000 डालता है। इससे घर का मूल्य 150% बढ़ा। उसने कितना लाभ कमाया? ;70000
जेम्स ने सप्ताह में तीन बार तीन स्प्रिंट्स दौड़ने का फैसला किया। वह प्रत्येक स्प्रिंट में 60 मीटर दौड़ता है। वह एक सप्ताह में कुल कितने मीटर दौड़ता है? ;540
वेंडी हर दिन अपने प्रत्येक मुर्गे को तीन कप मिश्रित मुर्गे का भोजन देती हैं, जिसमें बीज, मट्ठा कीड़े और सब्जियां होती हैं, ताकि उन्हें स्वस्थ रखने में मदद मिल सके। वह तीन अलग-अलग भोजन में मुर्गियों को भोजन देती है। सुबह वह अपने मुर्गियों के झुंड को 15 कप चारा देती है। दोपहर में वह अपने मुर्गियों को 25 कप और भोजन देती है। यदि वेंडी के झुंड के आकार में 20 मुर्गियां हैं तो दिन के अंतिम भोजन में उसे अपने मुर्गियों को कितने कप भोजन देने की आवश्यकता है? ;20
काइलर अपने नए अपार्टमेंट के लिए चश्मा खरीदने के लिए दुकान पर गया था। एक गिलास की कीमत 5 डॉलर है, लेकिन हर दूसरे गिलास की कीमत केवल 60% है। काइलर 16 गिलास खरीदना चाहता है। उन्हें कितना भुगतान करने की आवश्यकता है? ;64
टूलूज़ में चार्ल्सटन की तुलना में दो गुना अधिक भेड़ें हैं। चार्ल्सटन में सिएटल की तुलना में 4 गुना अधिक भेड़ें हैं। यदि सिएटल में 20 भेड़ें हैं तो टूलूज़, चार्लस्टन और सिएटल में कुल कितनी भेड़ें हैं? ;260
कार्ला 200 जीबी की फाइल डाउनलोड कर रही है। सामान्यतः वह 2 जीबी/मिनट डाउनलोड कर सकती है, लेकिन डाउनलोड के माध्यम से 40% रास्ते में, विंडोज अपडेट को स्थापित करने के लिए पुनरारंभ करने के लिए मजबूर करता है, जिसमें 20 मिनट लगते हैं। तो कार्ला को डाउनलोड को शुरू से फिर से शुरू करना होगा। फ़ाइल को डाउनलोड करने के लिए कितना लोड करना होगा? ;160
जॉन 60 मील प्रति घंटे की गति से 3 घंटे तक गाड़ी चलाता है और फिर वापस लौटता है क्योंकि उसे एहसास होता है कि वह घर पर कुछ बहुत महत्वपूर्ण भूल गया है। वह 4 घंटे में घर पहुंचने की कोशिश करता है लेकिन पहले 2 घंटे को वह ट्रैफिक में ही बिताता है। वह अगले आधे घंटे तक 30 मील प्रति घंटे की गति से ड्राइव करता है, इससे पहले कि वह 80 मील प्रति घंटे की गति से 4 घंटे का शेष समय चला सके। वह उन 4 घंटों के अंत में घर से कितनी दूर है? ;45
एलिजा की प्रति घंटे की दर पहले 40 घंटों के लिए वह हर हफ्ते काम करती है $ 10 है। उसे अपने नियमित प्रति घंटा के वेतन का 1.2 गुना अतिरिक्त वेतन भी मिलता है। अगर एलिजा ने इस सप्ताह 45 घंटे काम किया, तो इस सप्ताह उसकी कमाई कितनी है? ;460
एक नए प्रोग्राम को पहले महीने में 60 डाउनलोड हुए। दूसरे महीने में डाउनलोड की संख्या पहले महीने की तुलना में तीन गुना अधिक थी, लेकिन फिर तीसरे महीने में 30% कम हो गई। तीन महीनों में कुल कितने डाउनलोड हुए? ;366
तुलिया बेकरी में गई और विभिन्न प्रकार की पेस्ट्री खरीदी। उसने 3 दर्जन डोनट्स खरीदे जिनकी कीमत 68 डॉलर प्रति दर्जन, 2 दर्जन मिनी कपकेक जिनकी कीमत 80 डॉलर प्रति दर्जन और 6 दर्जन मिनी चीज़केक 55 डॉलर प्रति दर्जन थी। कुल लागत कितनी थी? ;694
कार्लोस नींबू का पेड़ लगा रहा है। पेड़ लगाने में 90 डॉलर का खर्च आएगा। हर साल 7 नींबू उगेंगे, जिन्हें वह 1.5 डॉलर में बेच सकता है। इस पेड़ को पानी और भोजन देने में प्रति वर्ष तीन डॉलर का खर्च आता है। नींबू के पेड़ पर पैसा कमाना शुरू करने में कितने साल लगेंगे? ;13
मेलानी एक डोर-टू-डोर विक्रेता है। उसने ग्रीन हाउस में अपने एक तिहाई वैक्यूम क्लीनर बेचे, लाल घर में 2 और, और नारंगी घर में जो बचा था उसका आधा। अगर मेलानी के पास 5 वैक्यूम क्लीनर बचे हैं, तो उसने कितने से शुरुआत की थी? ;18
20 छात्रों की एक नृत्य कक्षा में, 20% समकालीन नृत्य में दाखिला लिया, शेष 25% जैज़ नृत्य में दाखिला लिया, और बाकी हिप-हॉप नृत्य में दाखिला लिया। हिप-हॉप नृत्य में नामांकित कुल छात्रों का प्रतिशत कितना है? ;60
एक व्यापारी दो खरीद योजनाओं के बीच खरीद का विकल्प बनाना चाहता है: 5,000 डॉलर मूल्य के गहने या 8,000 डॉलर मूल्य के इलेक्ट्रॉनिक गैजेट्स। उनके वित्तीय सलाहकार का अनुमान है कि आभूषण बाजार में 2.5% की वृद्धि होगी जबकि इलेक्ट्रॉनिक गैजेट्स बाजार में उसी महीने में 1.2% की वृद्धि होगी। यदि व्यापारी इस महीने के अंत में एक विकल्प बनाकर अधिकतम लाभ की तलाश कर रहा है, तो यह कितना लाभ होगा? ;125
एक ही समय में दो ट्रेनें सैन राफेल से निकलती हैं। वे दोनों 80 मील की दूरी तय करते हुए पश्चिम की ओर यात्रा शुरू करते हैं। अगले दिन, वे उत्तर की ओर यात्रा करते हैं, 150 मील की दूरी तय करते हैं। प्रत्येक ट्रेन द्वारा दो दिनों में कितनी दूरी तय की गई है? ;230
जिल को 20 डॉलर प्रति घंटा का वेतन मिलता है और 30 डॉलर चीयरलीडिंग कोच होने के लिए। यदि वह एक वर्ष में 50 सप्ताह, 35 घंटे एक शिक्षक के रूप में और 15 घंटे एक कोच के रूप में एक सप्ताह काम करता है, उसका वार्षिक वेतन क्या है? ;57500
क्लेयर हर सुबह नाश्ते के लिए 3 अंडे की आमलेट बनाती है। वह 4 सप्ताह में कितने दर्जन अंडे खाएगी? ;7
मैरिसा 12 मील की पैदल यात्रा कर रही है। पहले 4 मील चलने में उसे 1 घंटा लगा, फिर अगले 2 मील चलने में उसे एक घंटा लगा। यदि वह अपनी औसत गति 4 मील प्रति घंटा बनाना चाहती है, तो उसे शेष दूरी तक चलने के लिए कितनी गति (मील प्रति घंटे में) की आवश्यकता है? ;6
मेरे पास 10 लीटर नारंगी पेय है जिसमें दो तिहाई पानी है और मैं इसे 15 लीटर अनानास पेय में जोड़ना चाहता हूं जिसमें तीन-पांचवां पानी है। लेकिन जैसे ही मैं इसे डालता हूं, मैं नारंगी पेय का एक लीटर बहा देता हूं। शेष 24 लीटर में कितना पानी है? ;15
रेमंड और सामंथा चचेरे भाई हैं। रेमंड का जन्म सामंथा से 6 साल पहले हुआ था। रेमंड का 23 साल की उम्र में एक बेटा हुआ। यदि सामंथा अब 31 वर्ष की है, तो रेमंड के बेटे का जन्म कितने वर्ष पहले हुआ था? ;14
बिली डीवीडी बेचता है। उसके पास मंगलवार को 8 ग्राहक हैं। उनके पहले 3 ग्राहक एक-एक डीवीडी खरीदते हैं। उसके अगले दो ग्राहक प्रत्येक दो डीवीडी खरीदते हैं। उसके पिछले 3 ग्राहकों को कोई डीवीडी नहीं खरीदते हैं। बिली ने मंगलवार को कितनी डीवीडी बेची? ;7
एक मोमबत्ती हर घंटे में 2 सेंटीमीटर पिघलती है जो वह जलती है। एक मोमबत्ती कितने सेंटीमीटर छोटी होगी जब वह दोपहर 1:00 बजे से 5:00 बजे तक जलती रहेगी? ;8
काइल ने पिछले साल की सबसे ज्यादा बिकने वाली किताब $19.50 में खरीदी। यह मूल मूल्य से 25% छूट के साथ है। पुस्तक की मूल कीमत कितनी थी? ;26
मैरी ने एक चिकन का भोजन १२ डॉलर में, ५ पैकेट दूध ३ डॉलर में, ४ सेब १.५० डॉलर में और पिज्जा के कुछ डिब्बे मंगवाए। मैरी ने कुल मिलाकर 50 डॉलर का भुगतान किया। अगर प्रत्येक बॉक्स की कीमत 8.50 डॉलर है तो मैरी ने पिज्जा के कितने डिब्बे मंगवाए? ;2
मिश्का ने तीन जोड़ी शॉर्ट्स, तीन जोड़ी पैंट और तीन जोड़ी जूते खरीदे। एक जोड़ी शॉर्ट्स की कीमत 16.50 डॉलर है। पैंट की एक जोड़ी 22.50 डॉलर और जूते की एक जोड़ी 42 डॉलर है। मिश्का ने कपड़ों पर कितने डॉलर खर्च किए? ;243
सिंथिया हर रात एक सर्विंग आइसक्रीम खाती है। वह आइसक्रीम के 15 सर्विंग्स के साथ आइसक्रीम के डिब्बे खरीदती है, जिसकी कीमत प्रति डिब्बे 4 डॉलर है। 60 दिन के बाद, वह आइसक्रीम पर कितना खर्च करेगी? ;16
हेनरी ने अपनी 60 मील की साइकिल यात्रा के दौरान दो बार रुकना किया। वह पहले 20 मील के बाद रुका। यात्रा के अंत से 15 मील पहले उनका दूसरा पड़ाव था। उसने अपने पहले और दूसरे पड़ावों के बीच कितने मील की यात्रा की? ;25
ग्लोरिया जूते की खरीदारी कर रही थी जब उसे जूते की एक जोड़ी मिली जो उसके जूते के बजट के अनुरूप थी। हालांकि, उसे जूते और दो जोड़ी ऊँची एड़ी के जूते के बीच चयन करना होगा जिनकी कीमत जूते से पांच डॉलर कम है। यदि ऊँची एड़ी के जूते की एक जोड़ी की कीमत 33 डॉलर और दूसरी की कीमत दोगुनी है, तो जूते कितने डॉलर के हैं? ;104
डैरल और एलन की उम्र 7:11 के अनुपात में है। अगर उनकी कुल उम्र अब 162 है, तो अब से 10 साल बाद एलन की उम्र की गणना करें। ;109
गुंटर एक जार में जेली बीन्स को गिनने की कोशिश कर रहा है। वह अपने दोस्तों से पूछता है कि वे सोचते हैं कि जार में कितने हैं। एक 80 कहता है। दूसरा कहता है कि पहले के आधे से 20 अधिक। एक तिहाई पहले वाले से 25% अधिक है। उनका औसत अनुमान क्या है? ;80
जॉन 10 कुत्तों की देखभाल करता है। प्रत्येक कुत्ते को अपने व्यवसाय की देखभाल करने के लिए दिन में 0.5 घंटे का समय लगता है। वह सप्ताह में कितने घंटे कुत्तों की देखभाल में बिताता है? ;35
ग्रेचेन के पास 110 सिक्के हैं। चांदी के सिक्कों की तुलना में 30 अधिक सोने के सिक्के हैं। ग्रेचेन के पास कितने सोने के सिक्के हैं? ;70
सियोबन के पास हारून से 2 कम गहने हैं। हारून के पास रेमंड के आधे से 5 अधिक गहने हैं। अगर रेमंड के पास 40 गहने हैं, तो शिवन के पास कितने गहने हैं? ;23
माइक 40 मिनट तक पिंग पोंग खेलता है। पहले 20 मिनट में, वह 4 अंक स्कोर करता है। दूसरे 20 मिनट में, वह 25% अधिक अंक स्कोर करता है। उन्होंने कुल कितने अंक बनाए? ;9
टेरी एक दिन में दो दही खाता है। वर्तमान में वे 4 दही की कीमत पर $5.00 में बिक्री पर हैं। वह 30 दिनों में दही पर कितना खर्च करता है? ;75
जॉन अपने सभी खिलौनों को बेचने और पैसे का उपयोग वीडियो गेम खरीदने की योजना बना रहा है। उसके पास 13 लेगो सेट हैं और वह उन्हें $15 में बेचता है। वह 8 वीडियो गेम खरीदता है, प्रत्येक के लिए 20 डॉलर और उसके पास 5 डॉलर बचे हैं। उसके पास अभी भी कितने लेगो सेट हैं? ;2
जॉन एक सप्ताह में 60 मील दौड़ता है। वह सप्ताह में 3 दिन दौड़ता है। वह पहले दिन 3 घंटे दौड़ता है और दूसरे दो दिन वह आधा समय दौड़ता है। वह कितनी तेजी से दौड़ता है? ;10
डेना चलने की तुलना में चार गुना तेज दौड़ सकती है, लेकिन वह उस गति से कूद सकती है जो वह दौड़ सकती है। यदि वह 3 मील प्रति घंटे की गति से कूद सकती है, तो वह 6 घंटे में कितने मील की यात्रा कर सकती है यदि वह समय का एक तिहाई भागने और दो तिहाई समय चलने में बिताती है? ;18
