question;answer_number
ஜானட்டின் வாத்துகள் ஒரு நாளைக்கு 16 முட்டைகளை இடுகின்றன. ஒவ்வொரு நாளும் காலை உணவாக மூன்று பேரை சாப்பிடுகிறாள், மேலும் தினமும் நான்கு பேருடன் தனது நண்பர்களுக்கு மஃபின்களை சுட்டுக்கொள்கிறாள். மீதமுள்ளவற்றை தினமும் விவசாயிகள் சந்தையில் 2 டாலருக்கு விற்பனை செய்கிறார். விவசாயிகள் சந்தையில் தினமும் அவள் எவ்வளவு டாலர்களை சம்பாதிக்கிறாள்? ;18
ஒரு ஆடைக்கு இரண்டு நீல நிற இழைகள் தேவைப்படுகின்றன, வெள்ளை நிற இழைகள் பாதி தேவைப்படுகின்றன. மொத்தம் எத்தனை பூச்சுகள் தேவைப்படும்? ;3
ஜாஷ் ஒரு வீட்டைத் திருப்ப முயற்சி செய்ய முடிவு செய்கிறார். அவர் ஒரு வீட்டை 80,000 டாலருக்கு வாங்கி, பின்னர் $50,000 பழுதுபார்ப்புக்காக வைக்கிறார். இதனால் வீட்டின் மதிப்பு 150% அதிகரித்தது. அவர் எவ்வளவு லாபம் சம்பாதித்தார்? ;70000
ஜேம்ஸ் வாரத்திற்கு 3 முறை 3 ஓட்டங்கள் ஓட முடிவு செய்தார். அவர் ஒவ்வொரு ஸ்பிரிண்டிலும் 60 மீட்டர் ஓடுகிறார். அவர் ஒரு வாரத்தில் மொத்தம் எத்தனை மீட்டர் ஓடுகிறார்? ;540
ஒவ்வொரு நாளும், வெண்டி தனது கோழிகளுக்கு மூன்று கப் கலப்பு கோழி உணவைக் கொடுக்கிறாள், அதில் விதைகள், மாவு புழுக்கள் மற்றும் காய்கறிகள் உள்ளன, அவை ஆரோக்கியமாக இருக்க உதவுகின்றன. மூன்று வேளைகளில் கோழிகளுக்கு உணவளிக்கிறாள். காலையில், அவள் கோழிகளுக்கு 15 கப் உணவைக் கொடுக்கிறாள். மாலை நேரத்தில், அவள் தன் கோழிகளுக்கு 25 கப் உணவைக் கொடுக்கிறாள். வெண்டியின் மந்தையின் அளவு 20 கோழிகள் என்றால், அன்றைய கடைசி உணவில் அவள் கோழிகளுக்கு எத்தனை கப் உணவை கொடுக்க வேண்டும்? ;20
கைலார் தனது புதிய குடியிருப்பில் கண்ணாடிகள் வாங்க கடைக்கு சென்றார். ஒரு கிளாஸ் 5 டாலர் செலவாகும், ஆனால் ஒவ்வொரு இரண்டாவது கிளாஸ் விலை 60% மட்டுமே செலவாகும். கைலர் 16 கண்ணாடிகள் வாங்க விரும்புகிறார். அவர் எவ்வளவு பணம் செலுத்த வேண்டும்? ;64
டூலூஸில் சார்லஸ்டனை விட இரண்டு மடங்கு ஆடுகள் உள்ளன. சியட்லியை விட 4 மடங்கு அதிகமான ஆடுகள் சார்லஸ்டனில் உள்ளன. டூலூஸ், சார்லஸ்டன், மற்றும் சியாட்டில் 20 ஆடுகள் இருந்தால், அவை ஒன்றாக எத்தனை ஆடுகளை வைத்திருக்கின்றன? ;260
கார்லா 200 GB கோப்பை பதிவிறக்கம் செய்கிறார். பொதுவாக, ஒரு நிமிடத்திற்கு 2 GB தரவிறக்கம் செய்ய முடியும், ஆனால் தரவிறக்கத்தின் 40% வரை, விண்டோஸ் புதுப்பிப்புகளை நிறுவ மறுதொடக்கம் செய்ய கட்டாயப்படுத்துகிறது, இது 20 நிமிடங்கள் எடுக்கும். பின்னர் கார்லா ஆரம்பத்தில் இருந்து பதிவிறக்க மீண்டும் தொடங்க வேண்டும். கோப்பை தரவிறக்க எவ்வளவு சுமை எடுக்கும்? ;160
ஜான் 60 மைல் வேகத்தில் 3 மணி நேரம் ஓட்டுகிறார், பின்னர் திரும்பிச் செல்கிறார், ஏனென்றால் அவர் வீட்டில் மிக முக்கியமான ஒன்றை மறந்துவிட்டார் என்பதை அவர் உணர்கிறார். அவர் 4 மணி நேரத்தில் வீட்டிற்கு செல்ல முயற்சிக்கிறார் ஆனால் முதல் 2 மணிநேரத்தை போக்குவரத்து நிறுத்தத்தில் செலவிடுகிறார். அடுத்த அரை மணிநேரத்தை அவர் 30 மைல் வேகத்தில் செலவிடுகிறார், மீதமுள்ள 4 மணிநேரத்தை 80 மைல் வேகத்தில் செல்ல முடியும். அந்த 4 மணிநேரங்களின் முடிவில் அவர் வீட்டிலிருந்து எவ்வளவு தொலைவில் இருக்கிறார்? ;45
எலிசாவின் வாரத்திற்கு வேலை செய்யும் முதல் 40 மணி நேரத்திற்கு ஒரு மணி நேரத்திற்கு 10 டாலர்கள். கூடுதல் நேரத்திற்கு 1.2 மடங்கு சம்பளம் பெறுகிறார். எலிசா இந்த வாரம் 45 மணி நேரம் வேலை செய்தால், இந்த வாரத்திற்கான அவரது வருமானம் எவ்வளவு? ;460
ஒரு புதிய மென்பொருள் முதல் மாதத்தில் 60 பதிவிறக்கங்களைக் கொண்டிருந்தது. இரண்டாவது மாதத்தில் பதிவிறக்கங்களின் எண்ணிக்கை முதல் மாதத்தை விட மூன்று மடங்கு அதிகமாக இருந்தது, ஆனால் மூன்றாவது மாதத்தில் 30% குறைந்தது. மூன்று மாதங்களில் மொத்தம் எத்தனை பதிவிறக்கங்கள் இந்த திட்டத்திற்கு கிடைத்தன? ;366
துலா பேக்கரிக்கு சென்று பல்வேறு வகையான பேஸ்ட்ரிகளை வாங்கினார். அவர் 3 டஜன் டோனட்ஸ் வாங்கினார், அவை டஜன் ஒன்றுக்கு $68 செலவாகும், 2 டஜன் மினி கப்கேக்குகள் டஜன் ஒன்றுக்கு $80 செலவாகும், மற்றும் 6 டஜன் மினி சீஸ் கேக்குகள் டஜன் ஒன்றுக்கு $55 செலவாகும். மொத்த செலவு எவ்வளவு? ;694
கார்லோஸ் ஒரு எலுமிச்சை மரத்தை நட்டுள்ளார். இந்த மரத்தை நடுவதற்கு 90 டாலர்கள் செலவாகும். ஒவ்வொரு வருடமும் 7 எலுமிச்சைகள் வளரும், அவை ஒவ்வொன்றும் $1.50க்கு விற்கப்படும். இந்த மரத்திற்கு தண்ணீர் ஊட்டவும், உணவளிக்கவும் வருடத்திற்கு 3 டாலர் செலவாகும். அவர் எலுமிச்சை மரத்தில் பணம் சம்பாதிக்க எத்தனை ஆண்டுகள் ஆகும்? ;13
மெலனி ஒரு வீட்டுக்கு வீடு விற்பனையாளர். பச்சை நிற வீட்டில் மூன்றில் ஒரு பகுதியையும், சிவப்பு நிற வீட்டில் இரண்டு பகுதியையும், ஆரஞ்சு நிற வீட்டில் மீதமுள்ளவற்றில் பாதியையும் விற்றார். மெலனிக்கு 5 வாக்கூம் கிளீனர்கள் இருந்தால், அவள் எத்தனை தொடங்கினாள்? ;18
20 மாணவர்கள் நடன வகுப்பில், 20% சமகால நடனத்தில், மீதமுள்ள 25% ஜாஸ் நடனத்தில், மீதமுள்ளவர்கள் ஹிப்-ஹாப் நடனத்தில் சேர்க்கப்பட்டனர். ஹிப்-ஹாப் நடனத்தில் பதிவு செய்த மாணவர்களின் சதவீதம் எவ்வளவு? ;60
