question;answer_number
Janetinog patka polaže 16 jaja dnevno. Svako jutro jede tri za doručak i peče kolače za svoje prijatelje svaki dan sa četiri. Ona prodaje ostatak na farmerskom tržištu dnevno za 2 dolara po svježem patkinom jajetu. Koliko ona zarađuje u dolarima svaki dan na farmerskom tržištu? ;18
Za haljinu treba 2 šrafova plavih vlakana i pola toliko bijelih vlakana. Koliko je to šrafova ukupno potrebno? ;3
Josh odluči da pokuša prevrnuti kuću. Kupuje kuću za 80.000 dolara i onda ulaže 50.000 dolara u popravke. To je povećalo vrijednost kuće za 150%. Koliko je zaradio? ;70000
James odluči trčati 3 sprinta 3 puta tjedno. Trči 60 metara svaki sprint. Koliko ukupno metara trči tjedno? ;540
Svaki dan, Wendi hrani svaku od svojih pilića tri šalice mješovite hrane za piliće, koja sadrži sjeme, gliste i povrće kako bi ih održala zdravima. Ona daje kokošima hranu u tri odvojena obroka. Ujutro, ona daje svom krdu kokoši 15 šalica hrane. Popodne, daje svojim kokošima još 25 šalica hrane. Koliko šolja hrane treba dati svojim kokošima u posljednjem obroku dana ako je veličina Wendijevog stada 20 kokoši? ;20
Kylar je otišao u trgovinu kupiti naočale za svoj novi stan. Jedna čaša košta 5 dolara, ali svaka druga čaša košta samo 60% cijene. Kylar želi kupiti 16 čaša. Koliko treba da plati za njih? ;64
Toulouse ima dvostruko više ovaca od Charlestona. Charleston ima 4 puta više ovaca nego Seattle. Koliko ovaca imaju Toulouse, Charleston i Seattle zajedno ako Seattle ima 20 ovaca? ;260
Carla preuzima 200 GB datoteke. Normalno može preuzeti 2 GB/min, ali 40% puta kroz preuzimanje, Windows prisiljava restart za instalaciju ažuriranja, što traje 20 minuta. Onda Carla mora ponovno pokrenuti preuzimanje od početka. Koliko je potrebno za preuzimanje datoteke? ;160
John vozi 3 sata brzinom od 100 km/h, a onda se okrene jer shvaća da je zaboravio nešto vrlo važno kod kuće. Pokušava stići kući za 4 sata, ali prva dva provede u gužvi. Sljedeće pola sata vozi brzinom od 30 milja na sat, prije nego što bude u stanju voziti preostala 4 sata na 80 milja na sat. Koliko je daleko od kuće na kraju tih 4 sata? ;45
Eliza je za prvih 40 sati rada tjedno plaćena 10 dolara po satu. Također prima nadčasnu plaću koja je 1,2 puta veća od redovne satne plaće. Ako je Eliza radila 45 sati ovaj tjedan, koliko je zarada za ovaj tjedan? ;460
Novi program je imao 60 preuzimanja u prvom mjesecu. Broj preuzimanja u drugom mjesecu bio je tri puta veći od broja preuzimanja u prvom mjesecu, ali se potom smanjio za 30% u trećem mjesecu. Koliko je preuzimanja programa bilo u tri mjeseca? ;366
Toula je otišla u pekarnu i kupila razne vrste peciva. Kupila je 3 tuce krafne koje su koštale 68 dolara po tucu, 2 tuce mini kolača koje su koštale 80 dolara po tucu, i 6 tuca mini kolača od sira za 55 dolara po tucu. Koliko je to ukupno koštalo? ;694
Carlos sadje drvo od limuna. Drvo će koštati 90 dolara za posaditi. Svake godine iz njega će rasti 7 limuna, koje može prodati po 1,5 dolara po komadu. Troškovi za zalivanje i hranjenje stabla iznose 3 dolara godišnje. Koliko godina će mu trebati da počne zarađivati na drvetu od limuna? ;13
Melanie je prodavačica od vrata do vrata. Prodala je trećinu usisivača u zelenoj kući, još dva u crvenoj kući, i pola onoga što je ostalo u narandžastoj kući. Ako Melanie ima 5 usisivača, koliko je imala na početku? ;18
U plesnoj klasi od 20 studenata, 20% je upisano u suvremeni ples, 25% preostalih upisano je u jazz ples, a ostatak upisan u hip-hop ples. Koliko je procenta svih studenata upisano u hip-hop ples? ;60
Trgovac želi odabrati između dva plana kupnje: nakita vrijednog 5.000 dolara ili elektronskih uređaja vrijednih 8.000 dolara. Njegov financijski savjetnik nagađa da će tržište nakita porasti za 2,5% dok će tržište elektronskih uređaja porasti za 1,2% u istom mjesecu. Ako trgovac želi maksimalno povećati dobit na kraju mjeseca tako što će napraviti izbor, koliko bi to bila dobit? ;125
Dva vlaka odlaze iz San Rafaela u isto vrijeme. Počinju putovati prema zapadu, oboje putuju 80 milja. Sljedećeg dana, oni putuju na sjever, pokrivajući 240 km. Koju je udaljenost prešao svaki vlak u dva dana? ;230
Jill dobiva 20 dolara na sat da predaje i 30 dolara da bude trener navijačica. Ako radi 50 tjedana godišnje, 35 sati tjedno kao učiteljica i 15 sati tjedno kao trener, što je njezina godišnja plaća? ;57500
Claire pravi omlet od 3 jaja svako jutro za doručak. Koliko će ona jesti jaja za 4 tjedna? ;7
Marissa je planinarenje 12 milja staza. Trebalo joj je jedan sat da pređe prve 4 milje, a onda još jedan sat da pređe sljedeće dvije milje. Ako želi da joj je prosječna brzina 4 milje na sat, koja je brzina (u miljama na sat) treba da hoda preostali put? ;6
Imam 10 litara narančastog napitka koji je dvije trećine vode i želim ga dodati 15 litara pića od ananasa koji je tri petine vode. Ali dok ga napunim, prolijem litru narančastog napitka. Koliko je vode u preostalih 24 litra? ;15
Raymond i Samantha su rođaci. Raymond je rođen 6 godina prije Samanthe. Raymond je imao sina u dobi od 23 godine. Ako je Samantha sada 31, prije koliko godina je Raymondov sin rođen? ;14
Billy prodaje DVD-ove. U utorak ima 8 mušterija. Njegovi prva 3 kupca kupiti jedan DVD svaki. Sljedeća dva klijenta kupila su po dva DVD-a. Njegovi posljednja 3 klijenta ne kupuju DVD-ove. Koliko je Billy prodao DVD-a u utorak? ;7
Svjetilka se topi za 2 centimetra svakih sat vremena. Koliko centimetara će svijeća biti kraća nakon što gori od 13:00 do 17:00? ;8
Kyle je kupio prošlogodišnju najprodavaniju knjigu za 19,50 dolara. Ovo je s popustom od 25% od prvobitne cijene. Kolika je bila izvorna cijena knjige? ;26
Marie je naručila jednu kokošju hranu koja košta 12 dolara, 5 pakovanja mlijeka koji košta 3 dolara po pakiranju, 4 jabuke koje koštaju po 1,50 dolara po pakiranju i nekoliko kutija s picom. Marie je platila ukupno 50 dolara. Koliko kutija pizze je Marie naručila ako svaka kutija košta 8,50 dolara? ;2
Miška je kupio 3 para šorc, 3 para hlača i 3 para cipela. Jedan par hlača košta 16,50 dolara. Jedan par hlača košta 22,50 dolara, a jedan par cipela 42 dolara. Koliko je Mishka potrošio na odjeću? ;243
Cynthia jede jednu porciju sladoleda svake večeri. Kupuje kutije sladoleda s 15 porcija sladoleda po kutiji po cijeni od 4 dolara po kutiji. Nakon 60 dana, koliko će potrošiti na sladoled? ;16
Henry je dva puta stao na biciklu. Prvi put je stao nakon 20 milja. Njegova druga stanica bila je 15 milja prije kraja putovanja. Koliko kilometara je prešao između prve i druge stanice? ;25
Gloria je u kupovini cipela kad naiđe na par čizama koje joj odgovaraju. Međutim, mora izabrati između čizama i dva para visokih potpetica koje zajedno koštaju pet dolara manje od čizama. Ako jedan par petaka košta 33 dolara, a drugi dvostruko više, koliko dolara koštaju čizme? ;104
Darrell i Allen su u odnosu 7:11. Ako je njihova ukupna starost sada 162, izračunajte Allenovu dob za 10 godina. ;109
Gunter pokušava prebrojati žlijebove u staklenci. Pita svoje prijatelje koliko ih je u staklenci. Jedan kaže 80. Drugi kaže 20 više od polovine prvog. Trećina kaže 25% više od prvog. Koja je njihova prosječna pretpostavka? ;80
John se brine o 10 pasa. Svaki pas treba pola sata dnevno da hoda i vodi brigu o svom poslu. Koliko sati tjedno provodi brinući se za pse? ;35
Gretchen ima 110 novčića. Ima 30 više zlatnika nego srebrnika. Koliko zlatnika ima Gretchen? ;70
Siobhan ima dva dragulja manje od Aarona. Aaron ima pet dragulja više od pola Raymondovih. Ako Raymond ima 40 dragulja, koliko dragulja ima Siobhan? ;23
Mike igra ping pong 40 minuta. U prvih 20 minuta, postiže 4 boda. U sljedećih 20 minuta, postiže 25% više bodova. Koliko je ukupno bodova postigao? ;9
Terry jede dva jogurta dnevno. Trenutno su na prodaji po 4 jogurta za 5 dolara. Koliko on troši na jogurt u 30 dana? ;75
John planira prodati sve svoje igračke i koristiti novac za kupnju video igara. Ima 13 Lego setova i prodaje ih po 15 dolara po komadu. Na kraju kupi 8 video igara po 20 dolara i ima još 5 dolara. Koliko Lego kompleta još ima? ;2
John trči 100 km tjedno. Trči tri dana u tjednu. Trči 3 sata prvog dana i pola toliko u sljedeća dva dana. Koliko brzo trči? ;10
Dana može trčati brzinom četiri puta bržom nego što može hodati, ali može preskakati brzinom koja je upola brža od brzine kojom može trčati. Ako može skakati s brzinom od 3 milje na sat, koliko milja može preći za 6 sati ako provede trećinu vremena trčeći i dvije trećine vremena hodajući? ;18
Brandonov iPhone je četiri puta stariji od Bena. Benov iPhone je dvostruko stariji od Suzyjevog. Ako Suzy ima 1 godinu, koliko je star Brandonov iPhone? ;8
Veliki zmaj, Perg, sjedio je visoko na vrhu planine Farbo, pušeći vatru na sve u udaljenosti od 300 metara. Polly je mogla baciti zlatno koplje, jedino poznato oružje koje je moglo da spusti zmaja, na udaljenost od 400 stopa, dobro u dometu zmajevih plamena. Ali kad je Polly držala kamen safir, mogla je baciti koplje tri puta dalje nego kad nije držala kamen. Ako drži dragulj, koliko daleko izvan dosega zmajevog plamena Polly može stajati i još uvijek pogoditi zmaja zlatnim kopljem? ;200
Baka Jones je ispekla pet jabukastih pite za vatrogasce. Svaka je pitu isecala na 8 komada i postavila pet pita na stol za bufet kako bi se gosti sami poslužili. Na kraju večeri, nakon što su gosti uzeli i pojeli svoje komade pite, ostalo je 14 komada pite. Koliko je komada odneseno od strane gostiju? ;26
Prema nutritivnim podacima, vreća čipsa ima 250 kalorija po porciji. Ako vreća od 300 g ima 5 porcija, koliko grama možete pojesti ako je vaš dnevni cilj kalorija 2000 i već ste potrošili 1800 kalorija? ;48
Charlie želi prodati pčelinji vosak svijeće. Za svaki kilogram pčelinjeg voska, može napraviti 10 konicnih svijeća. Kilo pčelinjeg voska i cijevi koštaju 10 dolara. Ako proda svjeću po 2 dolara, koja je njegova neto dobit ako napravi i proda 20 svijeća? ;20
Meredith je blogerka koja piše o zdravstvenim temama i svakodnevno ih šalje klijentima kao svoj stalni posao. Blog članak traje u prosjeku 4 sata za istraživanje i pisanje. Prošlog tjedna je napisala 5 članaka u ponedjeljak i 2/5 puta više članaka u utorak nego u ponedjeljak. U srijedu je napisala dvostruko više članaka nego u utorak. Izračunaj ukupan broj sati koje je provela u pisanju članaka u tri dana. ;104
"Candice je stavila 80 post-it bilješki u torbicu prije nego što je krenula na posao u kafiću. Na putu se zaustavila u trgovini i kupila paket post-it bilješki; na poslu je stavila jednu post-it bilješku na svaku od 220 različitih šalica kave. Ako je imala 23 post-it bilješke preostale ukupno, koliko je post-it bilješki bili u paketu koji je kupila? ";163
John kupuje dvostruko više crvenih kravatova nego plavih. Crvene kravatove koštaju 50% više od plavih. Potrošio je 200 dolara na plave kravatove koje koštaju 40 dolara po komadu. Koliko je potrošio na kravate? ;800
Tracy je koristila komad žice dugog 4 stope da podupre biljke rajčica u vrtu. Žica je presječena na komade dugačke 15 cm. Koliko je komada dobila? ;8
Richard živi u zgradi od 15 katova. Svaki kat sadrži 8 jedinica, a 3/4 zgrade je zauzeto. Koliko je ukupno slobodnih jedinica u zgradi? ;30
Lloyd ima farmu jaja. Njegove kokoši proizvode 252 jaja dnevno i on ih prodaje po 2 dolara po tucet. Koliko Lloyd zarađuje na jajima tjedno? ;294
Tomov brod može putovati 10 milja na sat. On plovi od 1 do 4 popodne. Onda se vraća brzinom od 6 km/h. Koliko mu treba da se vrati? ;5
Uriahova torba za knjige postaje mu preteška. Mora skinuti 15 funti. Njegovi stripovi teže pola kilograma i njegove igračke pola kilograma. Ako ukloni 30 stripova, koliko igračaka treba ukloniti? ;15
Mehaničar naplaćuje različite cijene za popravak guma kamiona i automobila. Za svaku popravljenu gumu kamiona mehaničar će naplatiti 60 dolara, a za svaku popravljenu gumu automobila 40 dolara. U četvrtak mehaničar popravlja šest guma za kamione i četiri za automobile. U petak, mehaničar popravlja 12 automobila pokušava i ne popravlja ni jednu kamion guma. Koliko je više prihoda mehaničar zaradio na dan s većim prihodom? ;40
Sestre Doubtfire voze kući sa 7 mačića usvojenih iz lokalnog skloništa za životinje kada ih njihova majka nazove da ih obavijesti da su njihove dvije kućne mačke upravo imale mačiće. Kaže da je Patchy, prva mačka, imala tri puta više usvojenih mačića, dok je Trixie, druga mačka, imala 12. Koliko mačića Doubtfire obitelj sada ima? ;40
Jean ima 30 lizalica. Jean jede 2 od lizalica. Sa preostalim lizalicama, Jean želi da pakira 2 lizalice u jednu vreću. Koliko vreća Jean može ispuniti? ;14
Peter planira ići u kino ovaj tjedan. Uvijek dobije kartu za 7 dolara i kokice za 7 dolara. Ako ima 42 dolara za tjedan, koliko puta može ići u kino? ;3
Drveni most ne može nositi više od 5000 funti. Kamion za dostavu pun identičnih kutija, svaka teška 5 kilograma, proći će preko mosta. Ukupna težina vozača i praznog kamiona je 1.400 kg. Koliki je najveći broj kutija koji se može utovariti na kamion, a da pritom ne prelazi graničnu težinu mosta? ;83
Stephen je naručio namirnice na internetu. Njegov konačni račun je bio 40 dolara. Budući da je to bilo preko dostavljača, dodali su 25% naknade na njegov konačni iznos i naplatili mu 3 dolara naknade za dostavu. Stephen je također dodao $4.00 napojnice. Nakon dodatnih naknada, koja je bila konačna cijena Stephenovih namirnica? ;57
Grmlje malina ima 6 klastera od po 20 plodova i 67 pojedinačnih plodova raspršenih po grmu. Koliko je sve malina? ;187
Košarica sadrži 25 naranča od kojih je 1 loša, 20% nezrela, 2 kisela, a ostatak dobra. Koliko naranča je dobro? ;17
Janet kupuje broš svojoj kćeri. Plaća 500 dolara za materijal za izradu, a zatim još 800 dolara draguljaru za konstrukciju. Nakon toga, plaća 10% od toga da ga osigurati. Koliko je platila? ;1430
Ako Marcy radi za istu tvrtku 40 godina, ona dobiva godišnju mirovinu od $50,000/godina. Od 20. godine dobiva 5% godišnje od vrijednosti mirovine. Ako napusti nakon 30 godina, koliko će joj biti godišnja mirovina? ;25000
Aleena je pretplatila streaming servis koji joj naplaćuje 140 dolara mjesečno. Ako je streaming tvrtka naplatila početni iznos za prvu polovicu godine, a zatim joj naplatila 10% manje novca u drugoj polovici godine, izračunati ukupan iznos koji je platila za streaming uslugu do kraja godine. ;1596
Sophia razmišlja o putovanju svojim autom i želi znati koliko daleko može ići sa jednom spremnikom goriva. Prešla je 160 km od posljednjeg punjenja rezervoara, i morala je staviti 4 galona benzina da bi ga ponovno napunila. U uputstvu za njen auto piše da joj je rezervoar pun 40 litara benzina. Koliko kilometara može Sophia voziti na jednom rezervoaru goriva? ;300
Jim provodi 2 sata gledajući TV, a onda odluči otići u krevet i čitati za polovicu vremena. To radi tri puta tjedno. Koliko sati provede gledajući TV i čitajući u 4 tjedna? ;36
Četiri škole se natječu na košarkaškom turniru. Svaka škola je poslala ženski košarkaški tim i dječji košarkaški tim i svaki tim ima po 5 igrača. Svaka škola je također poslala trenera za svaki tim. Koliko ljudi je sve škole poslale? ;48
Lovci na blago pronašli su zakopan kovčeg s blagom pun dragulja. Bilo je 175 dijamanata, 35 rubina manje od dijamanata, a dvostruko više smaragda od rubina. Koliko je dragulja bilo u sanduku? ;595
U školi dr. Wertza ima dvostruko više dječaka nego djevojaka. Ako ima 60 djevojaka i 5 učenika na svakog učitelja, koliko učitelja ima? ;36
Bailey počinje s određenom količinom novca. Onda dobiva tjednu naknadu od 5 dolara za 8 tjedana. Na kraju osam tjedana, ako ima ukupno 100 dolara, koliko je novca Bailey počela s? ;60
Judy predaje 5 plesnih časova, svaki dan, u tjednu i 8 časova u subotu. Ako svaki razred ima 15 učenika i ona naplaćuje 15 dolara po učeniku, koliko novca zarađuje u jednom tjednu? ;7425
Kelian ima dva recepta za pripremu jela, jedan sa 20 instrukcija, a drugi sa dvostruko više instrukcija od prvog. Koliko je Kelianova uputstava pročitala da bi pripremila dva jela? ;60
Tommy prikuplja novac za dobrotvornu organizaciju prodajući kolače za 3 dolara i kolače od sira za 4 dolara. Ako Tommy proda 43 kolača i 23 komada kolača, koliko novca Tommy skupi? ;221
Shiela je kupila pet mobitela po 150 dolara za svaki, za 3 mjeseca. Za svaku jedinicu naplaćuje se 2% kamata. Koliko će Shiela plaćati svaki mjesec za 3 mjeseca? ;255
Artie ima cvjetni štand na Farmers Market. On prodaje tri vrste cvijeća: nalivnice, petunije i begonije. Obično prodaje naivne ruže po cijeni od 2,74 dolara po loncu, petunije po cijeni od 1,87 dolara po loncu i begonije po cijeni od 2,12 dolara po loncu. Artie nema sitniš danas, pa je odlučio zaokružiti sve svoje cijene na najbliži dolar. Ako Artie proda 12 posuda nalivnica, 9 posuda petunija i 17 posuda begonija, koliko će zaraditi? ;88
Luke provodi vrijeme na plaži gradeći dvorce od pijeska. Na kraju primjećuje da će svaki stupanj peščane dvorca imati pola površine kao i stupanj ispod njega. Ako napravi 4 ravna pješčana dvorca gdje je gornji nivo ima površinu od 16 kvadratnih metara, što je prosječna površina od razine? ;60
Cecilia je kupila novog štene. Prema njenom veterinaru, ona mora hraniti štene 1 šalicu hrane za pse svaki dan u prvih 180 dana. Onda mora da hrani šteneta sa 2 šalice hrane za pse svaki dan do kraja njegovog života. Ako jedna vreća hrane za pse sadrži 110 šalica, koliko vreća hrane za pse Cecilia će koristiti u prvoj godini? ;5
Ako Raymond prati pola toliko rublja kao Sarah, a Sarah četverostruko više od Davida, izračunati razliku u količini rublja Raymond i David čine ako Sarah radi 400 funti rublja. ;100
Vincent može kupiti cvijeće u paketu od 3 za 2,50 dolara ili u paketu od 2 za 1 dolar. Koliko novca uštedi kupljenjem 18 cvijeća po boljoj cijeni? ;6
John usvaja psa. Odveo je psa kod groomera, što je koštalo 100 dolara. Groomer mu nudi 30% popusta za novog kupca. Koliko košta to? ;70
Dvije djevojke su dobile po 1/6 od 24 litre vode. Onda je dječak dobio 6 litara vode. Koliko je litre vode ostalo? ;10
Charlie je imao 10 naljepnica. Kupio je 21 naljepnicu iz trgovine u tržnom centru i dobio 23 naljepnice za svoj rođendan. Charlie je dao devet naljepnica svojoj sestri, a 28 je upotrijebio za ukras čestitke. Koliko je nalepnica Charlie ostavio? ;17
Grace teži 40 kg. Alex teži 2 funte manje od 4 puta što teži Grace. Koja je njihova ukupna težina u kilogramu? ;623
Dan je posadio tri ruža. Svaki grm ruža ima 25 ruža. Svaka ruža ima 8 trnja. Koliko je trnja ukupno? ;600
Nogometni tim je odigrao 22 utakmice. Osam puta više su osvojili nego izgubili. Koliko su ih osvojili? ;15
