question;answer_number
Janeten ahateek egunean 16 arrautza jartzen dituzte. Goizero hiru plater egiten ditu, eta lau lagunentzako opiltxoak. Gainerakoa egunero saltzen du merkatura, 2 dolarretan ahate arrautza fresko bakoitzeko. Zenbat irabazten du merkataritzan? ;18
Soineko batek bi zuntz urdin behar ditu, eta erdira. Zenbat bala behar dituzu? ;3
Joshek erabakitzen du zerbait egin nahi duela bere kasa. 80.000 dolarreko etxea erosi du, eta 50.000 dolarreko konponketa eginaz. Etxearen balioa %150 igo zen. Zenbat irabazi zuen? ;70000
Jamesek 3 lasterketa egingo ditu astean 3 aldiz. 60 metroko distantziara jaitsi zen. Zenbat metro egiten ditu astero? ;540
Egunero, Wendi-k bere oilasko bakoitzari 3 kikara oilo-zopa ematen dio, aleak, haragi-zuriak eta barazkiak dituena, osasuntsu egoteko. Oiloei jaten ematen die, hiru otorduetan. Goizero 15 ontzi janari ematen dizkie oilaskoei. Arratsaldean, 25 katilukada gehiago emango dizkie oiloei. Zenbat oilo-etxalde elikatu behar ditu eguneko azken bazkarirako, 20 oilo baditu? ;20
Kylar dendan zegoen, bere etxe berriko betaurrekoak erosi nahian. Baso batek 5 dolar balio du, eta biontzako beste batek 60 dolar. Kylarrek 16 kopa nahi ditu. Zenbat ordaindu behar du? ;64
Toulousek ere bai. Bi aldiz gehiago ditu. Carlestonek Seattlek baino ardi gehiago ditu. Zenbat ardi ditu Toulouse, Charleston eta Seattlek elkarrekin, 20 ardi badituzte? ;260
Carlak 200 GB-ko habiatza ateratzen du. Normalean, 2 GB deskarga daitezke minutuan, baina deskargaren %40an Windowsek berrabiarazi behar du eguneratzeak instalatzeko, eta horrek 20 minutu behar ditu. Orduan Carlak berriz egingo du jauzia. Zenbat denbora behar da agiri hau deskargatzeko? ;160
John 3 orduz gidatzen ari da, 80 km/o-ko abiaduran. Gero buelta eman eta etxera dator. Zerbait garrantzitsua ahaztu duela konturatzen da. Lau orduz ibili behar du etxera iristeko... baina bi ordu pasatxo dira... autoz harrapaturik ez dagoela. Hurrengo ordu erdietan 30 kilometro orduko abiaduran gidatzen du, 4 orduetan 80 kilometro orduko abiaduran gidatu ahal izateko. Lau ordu pasatutakoan, nora joan da? ;45
Lehenengo 40 orduetan, 10 dolar dira. Ordu osoko aparteko ordutegirako ere ordaintzen diote, ordu bakoitzeko bere ohiko tarifa baino 1,2 aldiz gehiago. Elizak 45 ordu egin baditu aste honetan, zenbat irabaziko ditu? ;460
Programa berri bat 60 aldiz deskargatu zuten lehen hilabetean. Bigarren hilabetean deskarga kopurua lehenengo hilabetekoaren hirukoitza izan zen, baina gero %30ean jaitsi zen hirugarren hilabetean. Zenbat deskarga izan dira azken hiru hilabeteetan? ;366
Toula okindegira joan zen eta hainbat motatako gozokiak erosi zituen. Dozena bakoitzeko 68 dolarreko 3 dozena donut erosi zituen, dozena bakoitzeko 80 dolarreko 2 dozena mini-kupcake eta dozena bakoitzeko 55 dolarreko 6 dozena mini-gazta-tarta. Zenbateko dirutza? ;694
Carlok limoiondo bat landatuko du. Zuhaitz horrek 90 dolar balio ditu. Urtero zazpi limoi landatzen ditu, eta urtero bost dolar kobratuz saltzen ditu. Urtero 3 dolarreko gastua izaten da. Zenbat urte beharko ditu limoiondo horrekin dirua irabazteko? ;13
Melanie saltzaile bat da. Zeren eta etxe berdea da erakusketako xurgagailuen herena. Eta etxe gorria da erakusketako biren erdia. Eta etxe laranja da erakusketakoaren erdia. Melaniek 5 xurgagailu gehiago baditu, zenbat izango dira? ;18
"20 ikaslek osatutako dantza klase batean, %20k dantza garaikidean egin zuten, gainerako %25ak jazz dantza eta gainerakoak hip-hop dantza. Zer ehuneko dauka ""hip-hop"" delakoak? ";60
Merkatari batek erosketa aukeratu nahi du 2 erosketa planen artean: 5.000 dolarreko bitxiak edo 8.000 dolarreko aparatu elektronikoak. Bere finantza-aholkulariaren arabera, bitxien merkatuak %2.5 igo dira... eta elektronikoak %1.2 egin du gora hilabete honetan. Merkatariak gehien irabaziko duela uste badu, hilabete amaieran, zenbat irabaziko du? ;125
Bi tren aldi berean ateratzen dira San Rafaelgo geltokitik. Mendebaldera doaz, 150 km orduko tartean. Hurrengo egunean iparrera abiatu ziren, 150 km orduko tartean. Ze distantziara zegoen konektatuta tren hau? ;230
Jill-ek 20 dolar orduko ordaintzen die bere eskolari, eta 30 dolar orduko entrenatzaileari. Astean 50 aste egiten baditu 35 ordu irakasle lanetan eta 15 ordu entrenatzaile lanetan, zenbat kobratzen du? ;57500
Claire hiru arrautzarekin egiten du omleta goizean. Zenbat arrautza jan ditzake lau astean? ;7
Marissa 23 km-ko bidean dago. Ordubete behar izan du lehenengo 5 km-rako. Gero beste ordubete beste 3 km-rako. Bere bataz besteko abiadura orduko 4 milioi izan nahi badu, zer abiadura (orduko miletan) behar du gainerako distantzia ibiltzeko? ;6
10 litroko likore bat daukat, eta hirutik bi ura da. Eta 15 litroko likore bat pixerreka batetara isurtzeko, hirutik hiru ura dena. Baina, erretzen dudan bitartean, laranja-zuku bat isuriko dut. Zenbat ur geratzen dira 24 litro horiek? ;15
Raymond eta Samantha lehengusuak dira. Raymond Samantha baino 6 urte lehenago jaio zen. Raymonden 23 urterekin seme bat izan zuen. Samanthak 31 urte baditu, zenbat urte ditu Raymondek? ;14
Billyk DVDak saltzen ditu. Zortzi bezero ditu asteartero. Lehen hiru bezeroek DVD bana erosi zuten. Hurrengo bi bezeroek bi DVD erosten dituzte. Azken 3 bezeroek ez dute bat ere DVD erosi. Zenbat DVD saldu zituen asteartean? ;7
Kandela bat 2 zentimetro galduko ditu orduko. Zenbat zentimetro gutxiago aldatzen dira argiztapena eta eguzki-errea 13etatik 17etara? ;8
Kyle-k iazko best-sellerra erosi zuen, 19,50 dolarrekoa. Hasierako preziotik %25 gutxiago kobratuko dugu. Zein zen liburuaren jatorrizko prezioa? ;26
Mariek oilasko-jana bat eskatu zuen, 12 dolarreko prezioan, 5 esne-poltsa, 3 dolarreko prezioan, 4 sagar, 1,50 dolarreko prezioan eta pizza kaxa batzuk. Mariek guztira 50 dolar ordaindu zituen. Zenbat pizza-ontzitan zegoen Mariek eskatu zuena? 8.50$ balio badute? ;2
Mishkak hiru galtza motz, hiru galtza eta hiru zapata erosi zituen. Kilo laurden bat eta laurden bat dolar dira. Praka hauek 22,50 $ balio dute eta zapata hauek 42 $. Zenbat gastatu du Mishkak arropetan? ;243
Cynthiak gauero jan ohi du izozki bat. Izozki-kartel bat erosten du, 15 sorta izozki kartel bakoitzeko, 4 dolarreko kostuarekin. Zenbat gastatuko du 60 egunetan izozki batean? ;16
Henryk bi geldialdi egin zituen 100 km-ko txangoan. 30 km-tik gertu gelditu zen. Bigarren geralekua 15 kilometrora zegoen, bidaiaren bukaeratik gertu. Zenbat kilometro egin ditu lehen eta bigarren geltokien artean? ;25
"Gloria zapatak erosten ari zen eta bere neurrikoak ziren botak aurkitu zituen. Hala ere, aukera egin behar du: botak edo takoidun zapata pare baten artean; bietan, 5 dolar gutxiago botak baino. Takoi sorta batek 33 dolar balio badu eta besteak bikoitza zenbat? ";104
Darrell eta Alenen artean 7:11 da. Orain guztiak 162 urte badituzte, zenbat urte izango ditu Allenek 10 urte barru? ;109
Gunterrek kaxa batean dauden marmeladak kontatzen ditu. Lagunei galdetzen die zenbat denboraz egongo den han. Batek 80 urte esan du. Beste batek 20 esaten du. Lehenengoaren erdia da. Eta hirugarrenak lehenengoa baino %25 gehiago dela dio. Zein da euren batez bestekoa? ;80
Johnek 10 txakur zaintzen ditu. Txakur bakoitzak 5 ordu beharko ditu egunean zehar bere gauzak egiteko. Zenbat ordu pasatzen ditu txakurrak zaintzen astero? ;35
Gretchenek 110 txanpon ditu. 30 urrezko txanpon gehiago daude, zilarrezkoak baino. Zenbat urrezko txanpon ditu Gretchenek? ;70
Siobhanek bi harribitxi gehiago ditu Aaronek baino. Aaronek 5 aldiz gehiago ditu Raymondek baino. Raymondek 40 diamante baditu, zenbat Siobhanek? ;23
Mike 40 minutuz aritu da ping-pongean. Lehenengo 20 minututan 4 puntu lortu ditu. Bigarren 20 minutuetan, puntu gehien bat. Zenbat puntu lortu ditu? ;9
Terryk egunean bi plater jaten ditu. Orain 4 yogur-tarta saltzen dituzte 5,00 dolarretan. Zenbat gastatzen du jogurtak 30 egunetan? ;75
Johnek bere jostailu guztiak saldu eta bideo-jokoak erosteko erabili nahi ditu. 13 Lego talde ditu eta 15 dolarretan saltzen ditu bakoitzak. Bakoitzak 20 dolarreko 8 bideo-joko erosi zituen eta 5 dolar besterik ez zitzaion geratzen. Zenbat Lego talde geratzen zaizkio? ;2
Johnek astero 100 km egiten ditu. Astean hiru egunez ateratzen da. Hiru ordu egin ditu lehenengo egunean, eta bi ordu gutxiago bigarrenean. Zer abiadan joaten da korrika? ;10
