question;answer_number
Ջանեթի բադերը օրական 16 ձու են դնում: Նա ամեն առավոտ երեքով ուտում է նախաճաշի համար եւ իր ընկերների համար մաֆիններ է պատրաստում ամեն օր չորսով: Նա մնացածը ամեն օր վաճառում է գյուղացու շուկայում՝ թարմ բադի ձվի դիմաց 2 դոլարով։ Որքա՞ն դոլար է նա ամեն օր վաստակում գյուղացիների շուկայում: ;18
Գոգին 2 կլոր կապույտ մանրաթել է պահանջում, իսկ սպիտակ մանրաթելը՝ կեսը: Ընդհանուր առմամբ քանի՞ փական է անհրաժեշտ: ;3
Ջոշը որոշում է փորձել տունը շրջել: Նա տուն է գնում 80,000 դոլարով եւ հետո 50,000 դոլար է ծախսում վերանորոգման վրա: Սա ավելացրեց տան արժեքը 150%-ով: Որքա՞ն շահույթ է նա ունեցել։ ;70000
Ջեյմսը որոշում է շաբաթական 3 անգամ 3 վազք վազել: Նա վազում է 60 մետր ամեն սպրինտում: Քանի՞ մետր է նա վազում շաբաթական: ;540
Ամեն օր Վենդին իր յուրաքանչյուր հավին կերակրում է երեք բաժակ խառնված հավի կերակուրով, որը պարունակում է սերմեր, հացահատիկի որդեր եւ բանջարեղեն, որպեսզի դրանք առողջ լինեն: Նա հավերին երեք անգամ կերակրում է: Առավոտյան նա իր հոտին 15 բաժակ կեր է տալիս: Կենդանակերպի նշաններ Քանի՞ բաժակ կերակուր է պետք, որ նա իր հավերին տա օրվա վերջին ճաշի ժամանակ, եթե Վենդիի հոտի չափը 20 հավ է: ;20
Կայլարը գնացել է խանութ, որպեսզի իր նոր բնակարանի համար ակնոցներ գնի: Մեկ բաժակը 5 դոլար է, բայց յուրաքանչյուր երկրորդ բաժակը արժե գնի միայն 60% -ը: Կայլարը ցանկանում է 16 բաժակ գնել: Որքա՞ն պետք է վճարի նրանց համար: ;64
Տուլուզը Չարլսթոնի երկու անգամ ավելի շատ ոչխարներ ունի: Չարլսթոնն ունի 4 անգամ ավելի շատ ոչխարներ, քան Սիեթլը: Քանի՞ ոչխար ունեն Տուլուզը, Չարլսթոնը եւ Սիեթլը միասին, եթե Սիեթլը ունի 20 ոչխար: ;260
Կառլան ներբեռնում է 200 ԳԲ ֆայլ: Սովորաբար նա կարող է ներբեռնել 2 ԳԲ/մեկ րոպե, բայց ներբեռնման ընթացքում 40%-ով Windows-ը ստիպում է վերագործարկել թարմացումները, ինչը տեւում է 20 րոպե: Այդ դեպքում Կառլան պետք է վերսկսի բեռնումը սկզբից: Որքա՞ն բեռ է պահանջվում ֆայլը ներբեռնելու համար: ;160
Ջոնը երեք ժամ է մեքենա վարում 100 կմ/ժ արագությամբ, հետո շրջվում է, քանի որ հասկանում է, որ տանը շատ կարեւոր բան է մոռացել: Նա փորձում է տուն հասնել 4 ժամում, բայց առաջին 2 ժամը անցկացնում է երթեւեկության մեջ: Նա հաջորդ կես ժամը վարում է 30 մղոն /ժամ արագությամբ, նախքան 4 ժամվա մնացած ժամանակը 80 մղոն /ժամ արագությամբ վարելը: Որքա՞ն հեռու է նա տնից այդ 4 ժամվա վերջում: ;45
Էլիզայի աշխատավարձը շաբաթական առաջին 40 ժամը կազմում է 10 դոլար։ Նաեւ ստանում է 1.2 անգամ ավել աշխատավարձ: Եթե Էլիզան այս շաբաթ աշխատել է 45 ժամ, ապա որքան են նրա եկամուտները այս շաբաթվա համար: ;460
Նոր ծրագիրը առաջին ամսում 60 ներբեռնման է ենթարկվել: Երկրորդ ամսվա ընթացքում ներբեռնվածների թիվը երեք անգամ ավելի շատ էր, քան առաջին ամսվա ընթացքում, բայց երրորդ ամսվա ընթացքում նվազել է 30%-ով: Քանի՞ անգամ է ներբեռնվել ծրագիրը այս երեք ամսվա ընթացքում: ;366
Թուլան գնացել է հացագործարան եւ տարբեր տեսակի հաց է գնել: Նա գնել է 3 տասնյակ տոննա, որոնք արժեն 68 դոլար տասնյակի համար, 2 տասնյակ մինի տորթ, որոնք արժեն 80 դոլար տասնյակի համար, եւ 6 տասնյակ մինի պանիր տորթ, որոնք արժեն 55 դոլար տասնյակի համար: Որքա՞ն կարժենա այն։ ;694
Կառլոսը լիմոնե ծառ է տնկում։ Ծառը տնկելը կարժենա 90 դոլար: Ամեն տարի 7 լիմոն կաճի, որոնցից յուրաքանչյուրը կարող է վաճառվել 1.5 դոլարով։ Ծառը ջրելու եւ կերակրելու համար տարեկան 3 դոլար է պահանջվում: Քանի՞ տարի կպահանջվի, մինչեւ նա սկսի գումար վաստակել լիմոնե ծառից: ;13
Մելանիան տնից տուն վաճառող է։ Նա վաճառեց իր փոշեկուլների մեկ երրորդը կանաչ տանը, եւս երկուսը կարմիր տանը, եւ մնացածի կեսը նարնջագույն տանը: Եթե Մելանիի մոտ մնացել է 5 փոշեկուլ, ապա քանի՞ն էր նա սկսել: ;18
20 աշակերտներից բաղկացած պարային դասարանում 20%-ը սովորում էր ժամանակակից պար, մնացած 25%-ը սովորում էր ջազ պար, իսկ մնացածը սովորում էր հիպ-հոփ պար: Ուսանողների քանի՞ տոկոսը սովորում է հիպ-հոփ պարեր: ;60
Գնորդը ցանկանում է ընտրություն կատարել երկու գնման պլանների միջեւ. 5000 դոլար արժողությամբ զարդեր կամ 8000 դոլար արժողությամբ էլեկտրոնային սարքավորումներ: Նրա ֆինանսական խորհրդականը ենթադրում է, որ ոսկերչական շուկան կբարձրանա 2.5%-ով, իսկ էլեկտրոնային սարքերի շուկան կբարձրանա 1.2%-ով նույն ամսվա ընթացքում: Եթե վաճառողը ցանկանում է առավելագույն շահույթ ստանալ այս ամսվա վերջում, ընտրություն կատարելով, ապա որքան շահույթ կունենա դա: ;125
Երկու գնացքները մեկնում են Սան Ռաֆայելից միաժամանակ: Նրանք սկսում են ճանապարհորդել դեպի արեւմուտք, երկուսն էլ ճանապարհորդում են 80 մղոնով: Հաջորդ օրը նրանք շարժվում են դեպի հյուսիս՝ անցնելով 150 մղոն: Որքա՞ն հեռավորություն է անցել յուրաքանչյուր գնացքը երկու օրվա ընթացքում: ;230
Ջիլին վճարում են 20 դոլար ժամում դասավանդելու համար եւ 30 դոլար՝ խիերլիդերի մարզիչ լինելու համար: Եթե նա աշխատում է 50 շաբաթ մեկ տարում, 35 ժամ մեկ շաբաթ որպես ուսուցիչ եւ 15 ժամ մեկ շաբաթ որպես մարզիչ, ինչ է նրա տարեկան աշխատավարձը: ;57500
Քլերը ամեն առավոտ նախաճաշի համար պատրաստում է 3 ձուանոց օմլետ: Քանի՞ տասնյակ ձու է նա կուտի 4 շաբաթվա ընթացքում: ;7
Մարիսան 12 մղոն հեռավորության վրա է քայլում: Առաջին 4 մղոնն անցնելու համար նրան մեկ ժամ էր պետք, իսկ հաջորդ 2 մղոնը անցնելու համար եւս մեկ ժամ: Եթե նա ցանկանում է, որ իր միջին արագությունը լինի 4 մղոն ժամում, ապա ի՞նչ արագությամբ (մղոն ժամում) պետք է քայլի մնացած հեռավորությունը: ;6
Ես ունեմ 10 լիտր նարնջի խմիչք, որի երկու երրորդը ջուր է, եւ ես ցանկանում եմ ավելացնել այն 15 լիտր անանասի խմիչքին, որի երեք հինգերորդը ջուր է: Բայց երբ ես լցնում եմ, ես թափում եմ մեկ լիտր նարնջագույն ըմպելիք: Որքա՞ն ջուր կա մնացած 24 լիտրում: ;15
Ռեյմոնդն ու Սամանթան զարմիկներ են։ Ռեյմոնդը ծնվել է Սամանթայից 6 տարի առաջ։ Ռեյմոնդը որդի է ունեցել 23 տարեկանում։ Եթե Սամանթան այժմ 31 տարեկան է, քանի՞ տարի առաջ է ծնվել Ռեյմոնդի որդին: ;14
Բիլլին վաճառում է DVD-ներ։ Երեքշաբթի օրը նա 8 հաճախորդ ունի: Նրա առաջին 3 հաճախորդները գնել են մեկ DVD: Նրա հաջորդ երկու հաճախորդները յուրաքանչյուրը գնում է 2 DVD: Նրա վերջին 3 հաճախորդները չեն գնում DVD-ներ: Քանի՞ DVD է վաճառել Բիլլին երեքշաբթի օրը։ ;7
Մոմը 2 սանտիմետրով հալվում է ամեն ժամ, երբ այրվում է: Քանի՞ սանտիմետրով է կրճատվում մոմը, երբ այն այրվում է ժամը 13:00-ից մինչեւ 17:00-ը: ;8
Քայլը 19.50 դոլարով գնել է անցյալ տարվա ամենավաճառվող գիրքը: Սա 25% զեղչով է նախնական գնից: Ի՞նչ էր գրքի սկզբնական գինը: ;26
Մարիան պատվիրեց մի հավի ճաշ, որը կարժենա 12 դոլար, 5 փաթեթ կաթ, որոնցից յուրաքանչյուրը կարժենա 3 դոլար, 4 խնձոր, որոնցից յուրաքանչյուրը կարժենա 1,50 դոլար, եւ մի քանի տուփ պիցցա։ Մարիան վճարեց ընդհանուր առմամբ 50 դոլար։ Քանի՞ տուփ պիցցա է պատվիրել Մարիան, եթե յուրաքանչյուր տուփը 8.50 դոլար է արժե: ;2
Միշկան գնել է 3 զույգ կարճ շորթ, 3 զույգ շորթ եւ 3 զույգ կոշիկ: Մեկ շորթը 16.50 դոլար է արժե: Մի զույգ շալվարը 22.50 դոլար է, իսկ մեկ զույգ կոշիկը՝ 42 դոլար: Քանի՞ դոլար է Միշկան ծախսել հագուստի վրա։ ;243
Սինթիան ամեն գիշեր մեկ բաժակ սառույց է ուտում: Նա գնում է 15 բաժակ սառցադեղուկ՝ մեկ տուփը 4 դոլարով։ 60 օր անց, որքան գումար կծախսի նա սառցադեղուկի վրա: ;16
Հենրին երկու անգամ կանգ է առել իր 60 մղոնանոց հեծանիվով ճանապարհորդության ընթացքում: Նա առաջին անգամ կանգ առավ 20 մղոն անց: Երկրորդ կանգառը 15 մղոն էր ճանապարհի ավարտից առաջ: Քանի՞ մղոն է նա անցել առաջին եւ երկրորդ կանգառների միջեւ: ;25
